"day","empirical","homo","power","exp","err_tag"
2019-10-08,206,94.6647806034479,1174,151.001348117595,"logrmse"
2019-10-08,208,94.6607809929696,488,78.1935420044975,"logrmse"
2019-10-08,372,94.3328129337567,492,53.0902962104531,"logrmse"
2019-10-08,100,94.8767599587928,452,50.2482541764504,"logrmse"
2019-10-08,138,94.8007673597069,583,73.1009865978016,"logrmse"
2019-10-08,187,94.7027769029908,444,62.8433788000858,"logrmse"
2019-10-08,181,94.7147757344254,1004,128.29629749639,"logrmse"
2019-10-08,0,95.0767404827032,130,17.4899316498004,"logrmse"
2019-10-08,145,94.7867687230332,885,110.511401845847,"logrmse"
2019-10-08,150,94.7767696968377,883,110.132635077331,"logrmse"
2019-10-08,115,94.8467628802063,833,106.642777556047,"logrmse"
2019-10-08,107,94.8627613221191,775,111.234028734223,"logrmse"
2019-10-08,62,94.9527525578788,908,115.587030127891,"logrmse"
2019-10-08,308,94.4608004690593,933,118.889052617049,"logrmse"
2019-10-08,139,94.7987675544678,1882,223.404546131285,"logrmse"
2019-10-08,181,94.7147757344254,1865,213.152546767594,"logrmse"
2019-10-08,28,95.0207459360083,469,74.5790951685773,"logrmse"
2019-10-08,77,94.9227554792922,1153,156.60655847164,"logrmse"
2019-10-08,79,94.918755868814,350,63.3107164356562,"logrmse"
2019-10-08,64,94.9487529474006,606,84.4893588942841,"logrmse"
2019-10-08,95,94.8867589849884,367,47.8380973950401,"logrmse"
2019-10-08,41,94.9947484679,396,57.7371586468157,"logrmse"
2019-10-08,74,94.9287548950095,702,99.8854861798202,"logrmse"
2019-10-08,182,94.7127759291863,1501,188.866707906119,"logrmse"
2019-10-08,142,94.7927681387505,1295,151.105963376944,"logrmse"
2019-10-08,48,94.9807498312262,657,76.3298541246078,"logrmse"
2019-10-08,110,94.8567619064018,284,36.0290347074761,"logrmse"
2019-10-08,73,94.9307547002486,454,57.6771864586101,"logrmse"
2019-10-08,95,94.8867589849884,471,58.9944592505396,"logrmse"
2019-10-08,50,94.976750220748,591,64.7770860997928,"logrmse"
2019-10-08,155,94.7667706706421,785,102.363267816902,"logrmse"
2019-10-08,208,94.6607809929696,1657,205.53977441462,"logrmse"
2019-10-08,356,94.3648098175823,851,105.292422937956,"logrmse"
2019-10-08,122,94.8327642435326,518,72.2482543795275,"logrmse"
2019-10-08,116,94.8447630749672,1145,139.754521296895,"logrmse"
2019-10-08,108,94.86076151688,1157,143.006530552882,"logrmse"
2019-10-08,124,94.8287646330543,491,76.1280174974238,"logrmse"
2019-10-08,137,94.802767164946,1384,166.158278951803,"logrmse"
2019-10-08,83,94.9107566478576,1155,137.957361250181,"logrmse"
2019-10-08,77,94.9227554792922,1177,141.122566882481,"logrmse"
2019-10-08,84,94.9087568426185,776,104.321432293239,"logrmse"
2019-10-08,104,94.8687607378364,788,106.473700842425,"logrmse"
2019-10-08,181,94.7147757344254,1321,173.521776333959,"logrmse"
2019-10-08,168,94.7407732025338,610,91.7546208617061,"logrmse"
2019-10-08,116,94.8447630749672,445,57.8783868892564,"logrmse"
2019-10-08,41,94.9947484679,439,64.1230555166675,"logrmse"
