"msa","empirical","homo","power","exp"
"Jacksonville",1842,1826.23340789851,14242.5838939764,1487.18263371624
"Jacksonville",0,1828.47343603759,22520.7335569806,2647.57847587249
"Jacksonville",2987,1824.84099084138,14795.1127558016,1498.13790654551
"Jacksonville",2574,1825.34323384976,16323.8920055914,1706.86197263295
"Jacksonville",1430,1826.73443482213,14295.1603736211,1439.26920657124
"Jacksonville",1724,1826.37690590091,10929.8670325109,1082.69381924189
"Jacksonville",629,1827.70851871974,8164.50305070409,839.960780333452
"Jacksonville",1444,1826.7174096354,15084.097281097,1596.35870934572
"Jacksonville",745,1827.56745288688,7953.16401944878,819.098220827964
"Jacksonville",1604,1826.52283607284,6247.41898261506,656.043355891891
"Jacksonville",1727,1826.37325764661,7061.50497345235,767.358284015171
"Jacksonville",913,1827.36315064618,14172.6776405921,1444.3430055694
"Jacksonville",861,1827.42638705402,7157.13001771828,739.887836384295
"Jacksonville",403,1827.98335387687,7890.16204807162,840.770431993626
"Jacksonville",872,1827.41301012159,11331.6561278586,1209.19072999959
"Jacksonville",1026,1827.22573306762,9821.63911845088,1068.07615302531
"Jacksonville",1938,1826.11666376097,33455.3171211576,3443.61420656252
"Jacksonville",491,1827.87633841746,21160.6165084642,2324.37702450689
"Jacksonville",5002,1822.39058003778,50247.8314844654,5169.32558281727
"Jacksonville",1186,1827.03115950505,22632.6552075949,2409.63572300722
"Jacksonville",2917,1824.926116775,19797.2815880926,2156.97530485326
"Jacksonville",1739,1826.35866462942,8748.58251750661,953.246271604644
"Jacksonville",2300,1825.67644107566,25466.7590030675,2725.37679918891
"Jacksonville",1374,1826.80253556903,11622.0423511115,1282.31489325846
"Jacksonville",2656,1825.24351489895,41385.7526553074,4187.21317009978
"Jacksonville",1560,1826.57634380254,18751.3190273194,2032.96241547298
"Jacksonville",452,1827.92376572333,13012.5191591642,1451.70839235835
"Jacksonville",1116,1827.11628543867,10324.4544837393,1043.13690155283
"Jacksonville",1651,1826.46568008883,7760.07021672019,836.768813121926
"Jacksonville",1290,1826.90468668938,5627.87392856748,646.33129145203
"Jacksonville",1661,1826.45351924117,11793.7586830516,1231.12822885271
"Jacksonville",1063,1827.18073793127,11366.5967984769,1140.93648488026
"Jacksonville",1889,1826.17625191451,11113.2627083751,1178.19646950713
"Jacksonville",1779,1826.31002123878,14940.3976071778,1529.41273086269
"Jacksonville",2304,1825.6715767366,13799.0054679843,1455.17452232884
"Jacksonville",448,1827.9286300624,5512.9053450337,610.088047747796
"Jacksonville",1362,1826.81712858622,5565.44189989762,675.698431039269
"Jacksonville",2398,1825.55726476859,28679.4523040273,3029.2711263005
"Jacksonville",510,1827.8532328069,17930.7778811626,1962.68349401097
"Jacksonville",5911,1821.28515898543,29386.2672015964,3043.28961981602
"Jacksonville",1238,1826.96792309721,4531.47698550124,477.045639234953
"Jacksonville",11011,1815.08312667855,62509.2821435488,6555.1383907824
"Jacksonville",1275,1826.92292796087,9022.17747564865,1005.48714522192
"Jacksonville",658,1827.67325226152,14326.2400812831,1496.39864517452
"Jacksonville",1839,1826.23705615281,4285.89862351332,466.305541958955
"Jacksonville",496,1827.87025799363,7287.38742219114,757.387127376831
"Jacksonville",1175,1827.04453643747,7302.03762178372,749.609619041274
"Jacksonville",265,1828.15117357458,6352.72294802539,748.785919051698
"Jacksonville",1214,1826.9971091316,14671.0440758578,1550.49112139688
"Jacksonville",1634,1826.48635352985,20704.2569418724,2091.11332634868
"Jacksonville",4093,1823.49600109012,19643.1784837604,1940.38879137101
"Jacksonville",2074,1825.95127623279,20888.2159387817,2100.95536260139
"Jacksonville",3769,1823.89001255433,21671.6719160821,2412.49414257161
"Jacksonville",599,1827.74500126272,9918.07140370531,1048.89804582406
"Jacksonville",757,1827.55285986969,3470.9382962985,392.799890594334
"Jacksonville",954,1827.31329117077,4306.06567634109,502.236317365026
"Jacksonville",1021,1827.23181349145,3236.47197393987,426.138921018496
"Jacksonville",2120,1825.89533633355,12243.7110965292,1295.3138534911
"Jacksonville",2841,1825.01853921722,11613.4198796809,1222.65287742566
"Jacksonville",1009,1827.24640650864,14760.1044488676,1535.05879374012
"Jacksonville",835,1827.45800525793,11614.7672117507,1203.55809888775
"Jacksonville",1573,1826.56053470058,9544.23019427668,957.263958800769
"Jacksonville",2155,1825.85277336674,7890.78363871382,793.147730545833
"Jacksonville",1192,1827.02386299645,9899.37079145857,995.170549426789
"Jacksonville",2480,1825.45754581777,20683.3691605793,2273.28749808139
"Jacksonville",1808,1826.27475478056,10134.5874531816,1124.78508110473
"Jacksonville",3413,1824.32293873104,23093.2001805071,2298.86176483196
"Jacksonville",128,1828.31777718753,12969.1886722754,1299.59382906988
"Jacksonville",1979,1826.06680428557,17833.0345026303,1922.92575043882
"Jacksonville",1847,1826.22732747468,20977.392800942,2300.63495135974
"Jacksonville",468,1827.90430836708,18125.8933047971,2047.97007706327
"Jacksonville",3185,1824.6002060577,20572.8698000048,2162.67403373036
"Jacksonville",1329,1826.8572593835,8967.82367077769,1038.54186431467
"Jacksonville",2626,1825.27999744193,11028.9105282897,1239.00519552683
"Jacksonville",2489,1825.44660105488,19096.949866842,2058.86383108459
"Jacksonville",816,1827.48111086849,14124.29396032,1508.93166110625
"Jacksonville",2643,1825.2593240009,18066.0377753014,1940.1033293541
"Jacksonville",911,1827.36558281571,13717.5887513296,1483.14960193732
"Jacksonville",863,1827.42395488448,12664.6579899063,1283.72076599614
"Jacksonville",940,1827.3303163575,11112.0208203747,1182.41846383977
"Jacksonville",1847,1826.22732747468,10772.9137773433,1151.7486655618
"Jacksonville",902,1827.37652757861,8381.4038897049,857.465121367156
"Jacksonville",727,1827.58934241267,5359.1498209509,570.21404162186
"Jacksonville",959,1827.30721074694,6738.43795027354,705.76378325537
"Jacksonville",3201,1824.58074870144,14584.2264753253,1467.64825190576
"Jacksonville",1349,1826.83293768818,9404.45935713611,919.257934938111
"Jacksonville",829,1827.46530176653,12612.9816830533,1334.04133721907
"Jacksonville",1470,1826.68579143149,13082.8433241958,1348.48652271177
"Jacksonville",489,1827.87877058699,3079.93435172697,378.922394378914
"Jacksonville",1377,1826.79888731473,8979.43195252257,950.925490091338
"Jacksonville",2027,1826.00843221679,6585.07594672709,772.799063690507
"Jacksonville",487,1827.88120275652,10881.5575006992,1073.70294128183
"Jacksonville",2934,1824.90544333398,6212.04831959314,686.743553991402
"Jacksonville",417,1827.96632869014,4479.66980436578,462.343379934969
"Jacksonville",1345,1826.83780202724,8397.83159126351,909.140061014279
"Jacksonville",958,1827.30842683171,12751.4603817579,1315.2000730437
"Jacksonville",811,1827.48719129232,6316.78889343437,678.827381888322
"Jacksonville",1196,1827.01899865739,6741.94438270834,742.843177516592
"Jacksonville",1341,1826.84266636631,18575.3637879825,1852.94528398261
"Jacksonville",1623,1826.49973046228,6224.53577453778,656.719619442375
"Jacksonville",816,1827.48111086849,6723.61327786927,722.507738659335
"Jacksonville",1812,1826.2698904415,8700.8819943503,922.763371603151
"Jacksonville",930,1827.34247720516,7555.69094289627,750.935858310853
"Jacksonville",1734,1826.36474505325,5523.95525075697,583.291274930694
"Jacksonville",1006,1827.25005476294,6325.66782163232,658.49471644865
"Jacksonville",532,1827.82647894205,5305.49992197285,549.69623591989
"Jacksonville",1497,1826.6529571428,3577.25983910303,368.616703471451
"Jacksonville",565,1827.78634814477,7269.71722030214,766.2806154372
"Jacksonville",1331,1826.85482721397,7363.95218520486,768.113200726729
"Jacksonville",1331,1826.85482721397,5255.17037333466,610.162937071791
"Jacksonville",564,1827.78756422953,7893.91164419203,818.169176671638
