"day","empirical","homo","power","exp"
2019-10-08,134,47.7926816544755,746.899302328539,81.3656261029377
2019-10-08,140,47.7825806967128,374.883195302033,44.5345325711398
2019-10-08,224,47.6411672880342,297.356496159353,28.7724294219462
2019-10-08,54,47.9273610913123,270.231071895109,26.7972510214898
2019-10-08,90,47.8667553447357,370.143342959157,38.8320352733061
2019-10-08,111,47.8314019925661,314.864353339892,34.7049739096511
2019-10-08,120,47.816250555922,680.691097672085,72.1368688927831
2019-10-08,0,48.0182697111771,68.8424795228329,7.46849351940528
2019-10-08,88,47.8701223306567,601.40862112955,63.0138058240412
2019-10-08,99,47.8516039080916,557.287153996337,58.9757731588749
2019-10-08,72,47.897058218024,528.263441719423,56.9367064455496
2019-10-08,68,47.9037921898658,540.28900813542,61.4362000667432
2019-10-08,35,47.959347457561,657.357976074273,68.9963090922144
2019-10-08,210,47.6647361894806,673.068500052628,70.6806476941569
2019-10-08,87,47.8718058236171,1291.32244778219,132.19844139857
2019-10-08,111,47.8314019925661,1280.84784742625,127.939274232241
2019-10-08,8,48.0048017674934,295.602360665575,36.8807591448609
2019-10-08,45,47.9425125279564,775.793600306571,86.0561387677595
2019-10-08,53,47.9290445842727,270.342780246249,34.019962822031
2019-10-08,32,47.9643979364424,426.812226638212,47.4742908302283
2019-10-08,64,47.9105261617077,245.535613571002,26.281295253193
2019-10-08,20,47.9845998519679,292.255033883618,32.8383388262353
2019-10-08,51,47.9324115701937,536.068571636342,59.9417638728943
2019-10-08,109,47.834768978487,1030.60121690052,108.67272705382
2019-10-08,101,47.8482369221707,855.040195633835,86.3802972855806
2019-10-08,33,47.9627144434819,414.49393960015,41.4222860331061
2019-10-08,66,47.9071591757868,192.232161109859,19.7723119812494
2019-10-08,51,47.9324115701937,246.337867382118,26.592076344875
2019-10-08,53,47.9290445842727,263.71284444251,28.1011975793123
2019-10-08,26,47.9744988942051,380.900317425084,37.050379130107
2019-10-08,96,47.856654386973,545.351000045831,57.8227752871022
2019-10-08,135,47.7909981615151,1088.25230490103,114.46434636586
2019-10-08,238,47.6175983865878,604.3198865896,62.9995541570408
2019-10-08,77,47.8886407532217,398.490083384823,43.9618360347567
2019-10-08,76,47.8903242461822,804.066027938159,83.4583596016598
2019-10-08,76,47.8903242461822,817.606195221988,85.4170363334451
2019-10-08,77,47.8886407532217,361.630181600739,42.498127162553
2019-10-08,84,47.8768563024985,923.581372546596,95.1379396153933
2019-10-08,44,47.9441960209169,788.545857797607,80.6906327870308
2019-10-08,48,47.937462049075,801.78273778989,82.2559897116887
2019-10-08,49,47.9357785561146,545.98479300426,59.5347250495601
2019-10-08,65,47.9088426687472,571.806704505199,62.2986583651211
2019-10-08,109,47.834768978487,875.001677438966,95.521746940721
2019-10-08,110,47.8330854855266,430.34166070622,50.048464720192
2019-10-08,82,47.8802232884194,304.642184676017,32.4674323441324
2019-10-08,24,47.977865880126,320.685655739225,36.2024463236657
2019-10-08,61,47.9155766405891,228.682659403571,29.480040149318
2019-10-08,66,47.9071591757868,1018.10524707472,109.893846231537
2019-10-08,36,47.9576639646005,338.893239464404,37.1255399269137
2019-10-08,48,47.937462049075,678.893348388211,81.7592993415754
2019-10-08,235,47.6226488654692,978.46981173011,102.776303691383
2019-10-08,134,47.7926816544755,864.078423437057,89.0944079445762
2019-10-08,42,47.9475630068378,1003.26804768157,103.736652832916
2019-10-08,65,47.9088426687472,190.623304617277,19.5785317788831
2019-10-08,18,47.9879668378888,186.356224658413,21.3709058156304
2019-10-08,32,47.9643979364424,345.892237311753,34.7035905691151
2019-10-08,30,47.9677649223633,193.463216414824,22.5964196953094
2019-10-08,46,47.940829034996,494.730526688876,54.220425248795
2019-10-08,94,47.8600213728939,525.811800692242,59.0144587620958
2019-10-08,9,48.0031182745329,434.465695623204,47.4990007317835
2019-10-08,86,47.8734893165776,1886.11526473481,192.976116595959
2019-10-08,76,47.8903242461822,1125.25771625858,116.060427096308
2019-10-08,46,47.940829034996,467.480641865933,49.8020676294893
2019-10-08,25,47.9761823871656,400.705211287778,43.8107430338061
2019-10-08,51,47.9324115701937,243.026838609604,29.917810411235
2019-10-08,44,47.9441960209169,203.51670326561,22.2002227849463
2019-10-08,110,47.8330854855266,861.389657133217,85.3702626735259
2019-10-08,122,47.812883570001,493.105343488858,51.3890405117028
2019-10-08,89,47.8684388376962,704.710403142244,70.7098514386043
2019-10-08,103,47.8448699362498,591.687162148714,62.2894991566801
2019-10-08,34,47.9610309505215,715.745322475849,77.2506459350763
2019-10-08,37,47.9559804716401,619.961863413437,67.8069635165067
2019-10-08,32,47.9643979364424,221.190014573081,27.5359745104474
2019-10-08,36,47.9576639646005,338.645377205225,41.4469270232813
2019-10-08,32,47.9643979364424,159.369848286846,21.2187106978587
2019-10-08,185,47.7068235134921,1030.64474656976,111.857564588895
2019-10-08,203,47.6765206402039,1131.82010717424,120.421592015995
2019-10-08,60,47.9172601335495,745.647118049619,77.2074485053107
2019-10-08,92,47.8633883588148,610.250628367818,68.1718374556198
2019-10-08,93,47.8617048658544,1109.13877491699,115.673651724102
2019-10-08,115,47.8246680207243,643.396541909104,68.0428012449561
2019-10-08,164,47.7421768656618,430.211567565068,48.3185596569535
2019-10-08,65,47.9088426687472,1178.00254365044,130.466166721065
2019-10-08,97,47.8549708940125,561.28506023594,63.0631672459753
2019-10-08,76,47.8903242461822,651.396648845437,73.446343091232
2019-10-08,45,47.9425125279564,363.018287742913,42.4364636222776
2019-10-08,89,47.8684388376962,606.7452659537,62.90526750955
