"msa","empirical","homo","power","exp"
"New York",1688,508.741636482573,8914.53384038019,597.708515833097
"New York",529,508.772199141103,7109.53655843418,479.717701705597
"New York",1363,508.75020668449,6572.05420085182,425.071051258295
"New York",1342,508.750760451384,6943.77282579649,471.41321514671
"New York",352,508.776866604916,5425.54513789655,362.104262532313
"New York",1351,508.750523122715,8799.62104004078,572.121829582275
"New York",1073,508.757853941586,5965.7865652966,392.020730779611
"New York",1373,508.74994298597,3489.41573297191,230.632493390357
"New York",903,508.762336816435,6652.50162964021,450.664223825006
"New York",1265,508.752790929992,4270.79510070268,285.87785108986
"New York",589,508.770616949979,7847.58944154737,521.376065553113
"New York",619,508.769825854418,5048.54976165258,336.524095120198
"New York",830,508.764261815635,3774.77236257862,253.934948919824
"New York",1611,508.743666961181,7803.02085339218,515.513410921565
"New York",684,508.768111814034,7550.66355093239,502.26690238174
"New York",1127,508.756429969575,7008.97965924191,471.037952407925
"New York",2199,508.728161488174,11673.2603903607,762.177157523955
"New York",717,508.767241608917,8798.20825837009,574.046908697809
"New York",565,508.771249826429,4853.28696003411,326.84896923531
"New York",1138,508.756139901202,7514.56007263119,506.892338338495
"New York",372,508.776339207875,5869.85260834064,384.669463065425
"New York",634,508.769430306637,6106.47400538517,405.318801181567
"New York",1093,508.757326544545,7234.15279591347,481.110049069215
"New York",1108,508.756930996764,3150.41161224036,215.465354736176
"New York",599,508.770353251459,5065.12858088791,332.286325227621
"New York",454,508.774176880007,9245.10776363296,603.849667029326
"New York",1606,508.743798810442,14261.7212509326,932.345541638148
"New York",1210,508.754241271855,7494.04079949676,497.7654329733
"New York",1044,508.758618667295,11414.052011708,749.911745373697
"New York",8681,508.557232107168,39998.3967558148,2616.91585741536
"New York",1172,508.755243326233,8684.70473304588,562.178616626724
"New York",1535,508.745671069937,13360.2503114631,881.640943716846
"New York",691,508.76792722507,5804.95199811482,391.314960177216
"New York",1723,508.740713537751,18792.3616103543,1216.93936444817
"New York",591,508.770564210275,6662.76030835648,448.768698339189
"New York",1808,508.738472100327,9089.81995418848,604.816383032407
"New York",535,508.77204092199,5584.63300454255,369.615383116235
"New York",1364,508.750180314638,6814.87176476446,449.948903036006
"New York",883,508.762864213476,10257.5224023233,662.443551863203
"New York",1114,508.756772777652,10602.7323325145,684.49491194574
"New York",1245,508.753318327033,4585.19078208614,307.955560386812
"New York",1489,508.746884083132,7264.88560237997,481.954146658448
"New York",850,508.763734418594,9910.28263175485,649.375790051852
"New York",1457,508.747727918398,11153.635349985,732.228920766251
"New York",951,508.761071063536,11077.2575688992,727.757236384063
"New York",675,508.768349142703,8853.43866523806,612.840803091449
"New York",2000,508.733409088733,8108.36043703399,533.755666677125
"New York",2064,508.731721418201,8265.94355665438,558.63311119165
"New York",2681,508.715451219485,6979.69676550786,478.552655466829
"New York",1358,508.750338533751,10699.0141124476,718.581876723056
"New York",513,508.772621058735,1282.98084835284,94.6325136449732
"New York",2177,508.728741624919,5677.78157384497,383.84592214292
"New York",1333,508.750997780052,5623.82750587435,373.389443650315
"New York",1409,508.748993671296,10219.6791093588,678.644021420841
"New York",1020,508.759251543745,8718.37904206119,570.78729052678
"New York",1037,508.75880325626,9245.31359590013,632.454175968041
"New York",778,508.765633047941,6895.97147617262,478.17273698435
"New York",1089,508.757432023953,3517.59383307864,242.905969173706
"New York",1042,508.758671406999,7762.14879164878,495.545396529543
"New York",1583,508.744405317039,9477.40210412524,633.201334247069
"New York",3147,508.703162868428,9774.27275560762,620.737158052906
"New York",1787,508.73902586722,8786.82685007844,567.010414044829
"New York",2823,508.711706700493,10736.435334076,675.861962052735
"New York",1234,508.753608395405,8622.99378841625,562.81405579573
"New York",2793,508.712497796055,27352.3566464505,1798.29838307479
"New York",1245,508.753318327033,15579.7083439733,1040.50246041385
"New York",1852,508.737311826837,5594.39921413568,367.334035499208
"New York",1460,508.747648808841,8271.2707252563,529.211315713219
"New York",1395,508.749362849225,7071.25287186571,457.414820211757
"New York",784,508.765474828829,11500.6463642205,762.179185547213
"New York",2241,508.727053954388,16989.5714646985,1114.75495812749
"New York",543,508.771829963174,5680.97511278773,363.807828870599
"New York",1292,508.752078943986,10539.7961071353,684.118135729183
"New York",972,508.760517296643,10791.0149581543,699.978948539099
"New York",1979,508.733962855626,7084.54312688508,475.110490174834
"New York",1790,508.738946757664,9910.21118296034,625.159494475784
"New York",1484,508.747015932392,10343.9404103762,658.240183942109
"New York",1424,508.748598123515,3542.76722755119,233.932001554811
"New York",685,508.768085444182,8693.79470626784,584.427719632692
"New York",3325,508.698469034763,14321.9702248941,954.937438138187
"New York",1785,508.739078606924,14040.6025800365,914.299454633118
"New York",1266,508.75276456014,6220.33310751907,439.73520036082
"New York",2048,508.732143335834,12518.1199510018,815.936272561445
"New York",2591,508.71782450617,16398.6360851934,1068.32988227403
"New York",1531,508.745776549346,14733.6286952884,981.597700769336
"New York",2411,508.722571079539,7890.8501045399,513.709435451297
"New York",1752,508.739948812042,16236.7605460727,1087.57310629561
"New York",1211,508.754214902003,8264.27288538426,565.430350421809
"New York",592,508.770537840423,9230.75325525668,620.082980802593
"New York",877,508.763022432588,5931.23384233051,390.317125991211
"New York",2334,508.724601558147,12846.7563790168,845.743210418996
"New York",1087,508.757484763657,16574.8259960304,1116.93034140002
"New York",2563,508.718562862027,5789.04500626897,389.409054225797
"New York",1466,508.747490589729,10639.0779946345,714.12962921606
"New York",1549,508.745301892009,15564.8684739157,1032.55039808668
"New York",1181,508.755005997564,17880.5278666388,1188.84183077909
"New York",1837,508.737707374617,9096.84045801155,617.285147172537
"New York",649,508.769034758856,7183.36359139022,457.134874307794
"New York",1161,508.755533394605,9433.41266821751,604.764617374724
"New York",1517,508.746145727274,7513.30242742991,503.972222293199
"New York",1154,508.75571798357,4281.48567890355,275.475507915286
"New York",681,508.768190923591,5343.52644794892,348.93097082472
"New York",1683,508.741768331834,14831.904163996,962.202966760377
"New York",1349,508.750575862419,13980.7346842503,951.975745280863
"New York",2440,508.72180635383,16192.6570361012,1094.21003814562
"New York",714,508.767320718473,8367.24154259414,564.303491620561
"New York",1097,508.757221065137,17396.1840771103,1174.4638603317
"New York",2114,508.730402925599,17980.046089597,1217.09651540068
"New York",1008,508.759567981969,7237.60346522299,473.481744522874
"New York",2451,508.721516285457,17126.484712759,1103.59663277164
"New York",871,508.7631806517,8021.17568876065,524.491155554398
"New York",1714,508.74095086642,9653.27707229334,627.022355510455
"New York",1581,508.744458056743,11948.1461420725,783.499464281897
"New York",975,508.760438187087,11876.8169021838,776.592761698814
"New York",2257,508.726632036755,15999.8033600171,1073.45930765686
"New York",1496,508.746699494167,16700.5953668468,1086.78151186385
"New York",1353,508.750470383011,9475.82424544463,609.342556805056
"New York",656,508.768850169892,5591.04120051775,334.690884693945
"New York",388,508.775917290242,3609.0715917362,266.93119729007
"New York",1078,508.757722092326,10372.92362411,666.484636084077
"New York",573,508.771038867612,7019.22470122402,442.649341300083
"New York",1756,508.739843332634,5626.73493725794,369.348480634738
"New York",1004,508.759673461377,15013.4791132137,988.360463132986
