"msa","empirical","homo","power","exp"
"Boston",1058,1242.85350416932,6807.74925645914,765.070322530414
"Boston",1056,1242.85401867125,6045.08394476415,636.569036621256
"Boston",1011,1242.86559496471,7758.58527383833,839.133012024643
"Boston",683,1242.9499732815,12947.7763516533,1333.27912716766
"Boston",2839,1242.39534019919,12165.0116531098,1233.19233840767
"Boston",832,1242.91164288759,3833.41590281854,410.179816788072
"Boston",614,1242.96772359814,7243.34966439146,924.316211711937
"Boston",832,1242.91164288759,6170.94739011018,793.412333659315
"Boston",1079,1242.84810189903,5329.13560770203,718.809818767687
"Boston",453,1243.00914100364,4529.63830427923,443.72119906243
"Boston",1263,1242.80076772132,6876.88348695064,717.325185750714
"Boston",1063,1242.85221791449,10818.0490442395,1077.08397151799
"Boston",1984,1242.61528977496,6850.57479387993,714.406686550987
"Boston",962,1242.87820026204,7863.90457483788,810.98142464743
"Boston",1419,1242.76063657065,7826.2695645169,824.621451527119
"Boston",1595,1242.71536040067,10323.8550110759,1082.89309440425
"Boston",1696,1242.68937805312,10479.7159308752,1141.57631394419
"Boston",2480,1242.48769329592,14487.668206453,1494.55447809912
"Boston",1376,1242.77169836219,17805.9101151014,2010.00882136346
"Boston",4260,1242.02978657675,15598.61972445,1616.23670221035
"Boston",2646,1242.44498963559,11994.5465548968,1168.99106302933
"Boston",1893,1242.63869961285,11242.1325079491,1182.8594305902
"Boston",1884,1242.64101487155,10518.2389967063,1096.32204827967
"Boston",1959,1242.62172104911,12807.5066373338,1428.07684472771
"Boston",1522,1242.73413972117,9174.70261321223,920.795969695513
"Boston",0,1243.12567569116,38540.5821143607,4358.34174278017
"Boston",2229,1242.55226328834,10492.5296567743,1113.91633480201
"Boston",2021,1242.60577148923,10764.7780900424,1130.92420329655
"Boston",877,1242.90006659413,7823.26457069017,871.793010695945
"Boston",1320,1242.78610441627,18640.4337890434,1869.48152436983
"Boston",3204,1242.30144359666,10480.8660752359,1128.01395808833
"Boston",2542,1242.47174373604,10158.9367190454,1047.0856174259
"Boston",698,1242.94611451701,16616.705088861,1651.65377065645
"Boston",1979,1242.61657602979,11810.8446597279,1247.90809402925
"Boston",2039,1242.60114097184,7281.84941185661,730.760634902422
"Boston",1258,1242.80205397615,10636.5684047918,1274.66200315088
"Boston",867,1242.90263910379,5089.70672779785,539.647040336312
"Boston",961,1242.878457513,8242.14002361192,1026.99592247273
"Boston",2499,1242.48280552757,16206.8797742258,1642.88427050157
"Boston",1001,1242.86816747437,6818.01155123642,748.03401376678
"Boston",1567,1242.72256342771,10717.0604592648,1626.81443912083
"Boston",650,1242.95846256337,5306.57062538396,724.188330991534
"Boston",1671,1242.69580932727,8621.62132315491,1062.56596431643
"Boston",1101,1242.84244237779,6661.64672264721,714.786397097393
"Boston",1428,1242.75832131196,5806.06371388041,780.262587734634
"Boston",911,1242.89132006129,13974.7970956058,1624.60145417013
"Boston",1795,1242.66391020751,11402.108394832,1225.50522701513
"Boston",1608,1242.71201613811,11270.2137947535,1197.22080976766
"Boston",648,1242.9589770653,8954.19056022431,996.668500314563
"Boston",1087,1242.84604389131,11001.7118927634,1213.80761264135
"Boston",1082,1242.84733014614,11789.8823131969,1210.85742044253
"Boston",469,1243.00502498819,7852.73093362679,836.845053953387
"Boston",1661,1242.69838183693,10361.212361742,1159.86946266719
"Boston",1605,1242.71278789101,10355.4756073554,1130.58962287321
"Boston",1764,1242.67188498745,14616.2993334859,1516.45738312482
"Boston",1256,1242.80256847808,12000.3753906447,1190.46765668253
"Boston",790,1242.92244742816,8454.65729521125,869.694619174792
"Boston",1823,1242.65670718046,10365.8720249649,1082.90842861768
"Boston",950,1242.88128727363,12214.6861175595,1258.13326628124
"Boston",674,1242.95228854019,9816.21965398476,1018.50937435862
"Boston",2436,1242.49901233841,24021.7717861343,2497.26366570869
"Boston",1321,1242.78584716531,10841.7811051227,1179.00592394518
"Boston",1753,1242.67471474807,8116.02462237702,886.681289633363
"Boston",1951,1242.62377905684,16017.0629808493,1685.25747141642
"Boston",1204,1242.81594552831,6899.78215224844,758.584578327889
"Boston",389,1243.02560506545,10855.84772284,1123.43999914477
"Boston",2074,1242.59213718804,10883.7581058821,1192.83913709399
"Boston",1211,1242.81414477155,12111.2450707378,1244.79920475557
"Boston",1549,1242.7271939451,14587.1145839289,1515.43031264176
"Boston",701,1242.94534276412,3633.35474544026,414.205971417503
"Boston",479,1243.00245247853,6789.14368611732,710.902273536168
"Boston",827,1242.91292914242,5785.91264356358,617.843511867365
"Boston",1437,1242.75600605327,6703.7872965291,724.857681505415
"Boston",1149,1242.83009433143,5238.8480143281,575.810702058495
"Boston",1967,1242.61966304138,7923.34226079171,845.861314082449
"Boston",365,1243.03177908863,7381.6685837418,774.946669226316
"Boston",1517,1242.735425976,6570.25427309349,684.669840340453
"Boston",784,1242.92399093395,6856.43010937315,695.972754407807
"Boston",1728,1242.68114602222,10294.5713724564,1079.44367740042
"Boston",2901,1242.37939063931,22740.9409507877,2376.6557703446
"Boston",2814,1242.40177147333,14310.737011957,1504.26326847774
"Boston",1095,1242.84398588358,11161.7286324914,1150.76899978049
"Boston",3819,1242.14323425268,18252.896387839,1833.88071125523
"Boston",1197,1242.81774628507,9506.91692268513,965.03824957169
"Boston",1176,1242.82314855535,13947.0554056084,1431.58865518503
"Boston",909,1242.89183456322,6020.58662572767,676.123345675656
"Boston",2104,1242.58441965907,8743.96428898256,1155.85419040547
"Boston",1440,1242.75523430037,7603.05697783549,1040.53383304434
"Boston",803,1242.9191031656,12285.5746584687,1310.00339279857
"Boston",812,1242.91678790691,7727.24409274975,842.559564966008
"Boston",1152,1242.82932257853,4919.6988265896,559.673997726477
"Boston",886,1242.89775133544,10852.5279396884,1231.36787497322
"Boston",1862,1242.6466743928,12315.7759622199,1267.79429223862
"Boston",3086,1242.33179921063,4918.12984464818,538.440602629345
"Boston",1870,1242.64461638507,5678.20160441047,638.234227258692
"Boston",1226,1242.81028600706,13449.6192699363,1375.15391293274
"Boston",1196,1242.81800353603,9132.26820658794,1005.40521551237
"Boston",1823,1242.65670718046,12968.1716569641,1391.88351565354
"Boston",767,1242.92836420037,5090.70995430546,538.42549528649
"Boston",981,1242.87331249369,7749.6128454582,835.222567394865
"Boston",1563,1242.72359243158,17714.9768551844,1823.38142992144
"Boston",773,1242.92682069458,5271.60385185088,576.590561327016
"Boston",2712,1242.42801107185,16474.1306231281,1688.05604778784
"Boston",1520,1242.73465422311,11119.1011219995,1148.72633665543
"Boston",1928,1242.62969582905,14640.8257166341,1519.8731325966
"Boston",1398,1242.76603884094,8254.20908696652,826.993874997716
"Boston",1969,1242.61914853945,10341.560337577,1063.29070413997
"Boston",2108,1242.5833906552,8130.5762888219,844.971617628174
"Boston",967,1242.87691400721,8559.62318345167,907.264706277251
"Boston",735,1242.93659623128,9850.49904067011,1233.6744609106
"Boston",846,1242.90804137407,8742.83999285869,945.650287235913
"Boston",1019,1242.86353695698,15309.8180881706,1551.82963034871
"Boston",1399,1242.76578158997,7776.52440358393,865.605872914765
"Boston",1136,1242.83343859398,7683.76235843689,827.963191565468
"Boston",979,1242.87382699562,8505.24801154924,893.197751441921
"Boston",2072,1242.59265168997,9287.7708388091,973.085285684841
"Boston",3014,1242.35032128017,9165.58362475229,982.117796519174
"Boston",1731,1242.68037426932,16409.5173698082,1676.02209572594
"Boston",2365,1242.51727715699,10776.5299373855,1167.96703634622
"Boston",1417,1242.76115107259,10341.293142137,1055.53633217262
"Boston",1397,1242.7662960919,9435.32650259135,1015.73597875125
"Boston",1213,1242.81363026961,8952.7055009489,1037.95252367178
"Boston",1550,1242.72693669413,7327.36889215553,794.702272842991
"Boston",736,1242.93633898031,8540.70676063644,894.685232296094
"Boston",1712,1242.68526203767,17383.9279739259,1809.69066066835
"Boston",1632,1242.70584211493,11296.7100274693,1186.11521148206
"Boston",1303,1242.79047768269,9702.41975938919,1004.868741077
"Boston",1109,1242.84038437006,10560.4265473035,1147.49301635558
"Boston",635,1242.96232132786,6951.13501562196,762.490926358975
"Boston",215,1243.07036673351,10895.1844131632,1420.38164236189
"Boston",32,1243.11744366025,36434.7586352943,3745.21934591011
"Boston",2088,1242.58853567452,2567.82190243507,328.445602326934
"Boston",2157,1242.57078535788,9307.21350206928,1033.39417416393
"Boston",1179,1242.82237680245,9921.14337455647,1073.61387818544
"Boston",1586,1242.71767565936,11300.0320070079,1243.60245902848
"Boston",1049,1242.85581942801,9688.19297231702,994.586006976437
