"msa","empirical","homo","power","exp"
"Washington, D.C.",976,1525.69792288296,6849.90892161618,720.805980863314
"Washington, D.C.",1157,1525.65335077972,9409.25544320793,970.987074595686
"Washington, D.C.",684,1525.76982925948,15546.7368434218,1631.00865595064
"Washington, D.C.",803,1525.7405249485,7629.42290644759,820.517193753981
"Washington, D.C.",658,1525.77623188204,5684.69795154877,618.714935236267
"Washington, D.C.",966,1525.70038543011,15938.5795939445,1663.75445964233
"Washington, D.C.",763,1525.75037513707,5899.09187947887,633.851793480296
"Washington, D.C.",663,1525.77500060847,6438.47063302561,683.294696997033
"Washington, D.C.",2047,1525.43418408418,10159.8131919133,1091.9591911904
"Washington, D.C.",1735,1525.51101555497,10894.5213972808,1094.90751137087
"Washington, D.C.",1764,1525.50387416826,8775.14385636912,928.036294241378
"Washington, D.C.",1835,1525.48639008356,10862.8625616352,1070.38272634406
"Washington, D.C.",1541,1525.55878896951,30128.8479840176,3107.83294453064
"Washington, D.C.",688,1525.76884424062,19048.2016017103,2075.1440510894
"Washington, D.C.",2805,1525.2475230109,16741.5043298345,1759.18715251267
"Washington, D.C.",1763,1525.50412042298,12043.175880324,1270.25106813252
"Washington, D.C.",1957,1525.45634700845,12941.0291162393,1381.88126117789
"Washington, D.C.",2463,1525.33174212312,16540.9191122484,1694.36974769703
"Washington, D.C.",825,1525.73510734479,9957.66110991528,1054.87758451805
"Washington, D.C.",2563,1525.30711665171,15062.6069858409,1570.16416926279
"Washington, D.C.",2909,1525.22191252064,5973.57885964862,639.05190152198
"Washington, D.C.",3043,1525.18891438895,14148.101203457,1451.99426474315
"Washington, D.C.",1705,1525.5184031964,10851.6617144828,1177.10330125042
"Washington, D.C.",1336,1525.60927118589,10063.5248043202,1061.3359436487
"Washington, D.C.",1041,1525.68191632655,15202.1369579219,1644.52991849635
"Washington, D.C.",861,1525.72624217508,11994.2335105116,1243.16062334841
"Washington, D.C.",1748,1525.50781424369,9977.73231058382,1078.42848833456
"Washington, D.C.",572,1525.79740978746,8274.64578003786,885.489916207383
"Washington, D.C.",838,1525.73190603351,17060.314047044,1770.70798989465
"Washington, D.C.",1166,1525.65113448729,17155.0389066779,1758.85366829352
"Washington, D.C.",981,1525.69669160939,11083.1534634072,1238.01778845288
"Washington, D.C.",891,1525.71885453366,8831.64840500752,953.905983687447
"Washington, D.C.",1548,1525.55706518651,12929.7972458818,1353.3543764581
"Washington, D.C.",1136,1525.65852212871,10939.8762020768,1170.01651155572
"Washington, D.C.",782,1525.7456962975,11254.765203121,1456.81234754169
"Washington, D.C.",2315,1525.3681878208,6333.68716357609,701.629897242877
"Washington, D.C.",1981,1525.45043689531,10335.8478141481,1062.19601373135
"Washington, D.C.",1130,1525.659999657,8287.53568748246,881.90512733552
"Washington, D.C.",922,1525.71122063753,7639.88795082584,828.746709769264
"Washington, D.C.",1357,1525.6040998369,8731.01085119475,886.415672062857
"Washington, D.C.",2002,1525.44526554631,15838.8877915778,1761.9431217683
"Washington, D.C.",702,1525.76539667462,8616.41748416666,902.647932960005
"Washington, D.C.",1167,1525.65088823257,13018.4240472035,1384.67936949455
"Washington, D.C.",2230,1525.3891194715,14295.9166129379,1480.17038406964
"Washington, D.C.",950,1525.70432550553,10940.5537050501,1151.88467991347
"Washington, D.C.",977,1525.69767662825,13059.3818266233,1403.16145899913
"Washington, D.C.",1459,1525.57898185606,35620.1451472223,3677.45477712407
"Washington, D.C.",2373,1525.35390504739,12668.2373300385,1426.72445481972
"Washington, D.C.",1961,1525.45536198959,12715.7334324465,1417.94270628267
"Washington, D.C.",2280,1525.3768067358,12466.4639650568,1421.61344806027
"Washington, D.C.",1754,1525.50633671541,8729.2956421307,923.510577112463
"Washington, D.C.",912,1525.71368318467,5631.19919577729,593.310312914048
"Washington, D.C.",2506,1525.32115317041,19241.4417175991,1978.5728657372
"Washington, D.C.",961,1525.70161670368,10177.1809902429,1075.00902365663
"Washington, D.C.",1138,1525.65802961928,11845.9058343297,1335.82997255064
