"msa","empirical","homo","power","exp"
"Philadelphia",1560,1272.52133987751,17013.7895489083,1909.29883102341
"Philadelphia",749,1272.69114702192,11179.3473009823,1248.88472553551
"Philadelphia",813,1272.67774670473,7841.12085582516,876.519942333179
"Philadelphia",1553,1272.52280553721,7877.09392585963,881.831483757176
"Philadelphia",1711,1272.48972350414,12350.3782951839,1633.41072570328
"Philadelphia",612,1272.71983207591,10905.4634706199,1465.78832069123
"Philadelphia",2412,1272.3429481549,27090.2963091162,2930.54640728166
"Philadelphia",3920,1272.02720318108,9766.0807440017,1170.00760636828
"Philadelphia",1597,1272.51359281914,12010.9557407824,1413.84343427478
"Philadelphia",1258,1272.58457262426,8604.65115934355,926.462905626896
"Philadelphia",651,1272.71166625762,10340.8178129415,1469.72976690123
"Philadelphia",1811,1272.46878550853,10520.9551061941,1204.09195264521
"Philadelphia",450,1272.7537516288,10048.1993775681,1137.20695937895
"Philadelphia",1321,1272.57138168702,6809.44598533122,791.881536962384
"Philadelphia",744,1272.6921939217,11915.9841191196,1345.11386231051
"Philadelphia",3194,1272.17921302922,25435.2258339786,2722.24448593997
"Philadelphia",1386,1272.55777198988,4570.60097160261,545.727418691896
"Philadelphia",1507,1272.53243701519,13207.5138017576,1480.04540331749
"Philadelphia",1551,1272.52322429712,20200.9212482351,2198.77168406705
"Philadelphia",3654,1272.08289824941,25233.6961840009,2795.65467300294
"Philadelphia",2715,1272.2795060282,13429.3596708116,1563.84458554996
"Philadelphia",2293,1272.36786436968,24083.2235970243,2670.30460399427
"Philadelphia",1695,1272.49307358344,10903.734881285,1203.41337163335
"Philadelphia",1708,1272.49035164401,9057.76137109231,1014.32585042227
"Philadelphia",1526,1272.52845879602,8800.55144106519,943.470232756869
"Philadelphia",1653,1272.50186754159,8779.89967932134,1265.1457489281
"Philadelphia",0,1272.84797260905,12095.1873252385,1621.09571383512
"Philadelphia",2331,1272.35990793135,11877.4059923457,1254.78067387263
"Philadelphia",745,1272.69198454175,10727.4471224396,1208.11394858231
"Philadelphia",2230,1272.38105530692,5958.25049335104,753.32827619308
"Philadelphia",1649,1272.50270506142,9032.05888008931,1022.03119071551
"Philadelphia",450,1272.7537516288,11201.411052164,1230.32296587934
"Philadelphia",2026,1272.42376881796,8143.88564962738,892.273127661106
"Philadelphia",1235,1272.58938836325,21100.029094846,2317.03340639899
"Philadelphia",814,1272.67753732477,11624.0969979444,1321.74575788146
"Philadelphia",2995,1272.22087964049,14542.8570960177,1646.02039187343
"Philadelphia",1216,1272.59336658242,9617.73120462187,1070.94674487374
"Philadelphia",1114,1272.61472333794,3150.80889145785,404.142909138989
"Philadelphia",522,1272.73867627196,8659.93938697882,946.116367719198
"Philadelphia",1002,1272.63817389302,4422.94744480953,542.906914322727
"Philadelphia",547,1272.73344177306,11495.6648469055,1193.13447277166
"Philadelphia",1631,1272.50647390063,5652.84074059792,673.979707950465
"Philadelphia",575,1272.72757913428,5692.66806671652,609.834644912614
"Philadelphia",2360,1272.35383591262,7976.64014770704,898.139436878097
"Philadelphia",2021,1272.42481571774,11366.9712133358,1273.26297081062
"Philadelphia",1656,1272.50123940173,12226.2813287706,1304.38329288521
"Philadelphia",1953,1272.43905355476,11976.4560916566,1307.23485941454
"Philadelphia",3103,1272.19826660523,28181.6140592205,3114.94119451066
"Philadelphia",2322,1272.36179235095,13830.5434970224,1792.5170615843
"Philadelphia",922,1272.65492428951,17348.1057522273,1945.24804153209
"Philadelphia",839,1272.67230282587,8579.03321145645,951.549885760106
"Philadelphia",1439,1272.5466748522,8449.97008815558,955.582870137766
"Philadelphia",892,1272.6612056882,6321.43261211582,698.050387172188
"Philadelphia",918,1272.65576180934,5737.54515548246,654.383463429616
"Philadelphia",1393,1272.55630633018,11829.6417074493,1322.11158921046
"Philadelphia",2107,1272.40680904152,15573.6148352233,1703.85904477529
"Philadelphia",1080,1272.62184225645,12164.3045245298,1316.88570414148
"Philadelphia",1310,1272.57368486654,11497.5857661464,1264.04424982275
"Philadelphia",1906,1272.4488944127,11304.6905331634,1246.10475786323
"Philadelphia",2168,1272.3940368642,13526.0553853721,1455.31826926697
"Philadelphia",1104,1272.6168171375,15194.5855205941,1662.78319130778
"Philadelphia",2078,1272.41288106025,7071.04469201883,872.463355855499
"Philadelphia",791,1272.68235306376,3333.99636807204,469.708548702812
"Philadelphia",913,1272.65680870912,3211.99636807204,457.929689775432
"Philadelphia",3461,1272.12330858094,22271.0791557641,2336.35433172811
"Philadelphia",1812,1272.46857612857,16923.8664454372,1842.36259435749
"Philadelphia",3375,1272.14131525717,19508.4280558543,2231.09320399203
"Philadelphia",1380,1272.55902826961,25082.8041404975,2762.9557423409
"Philadelphia",622,1272.71773827635,10964.4335557496,1210.88185115519
"Philadelphia",916,1272.65618056925,7965.66299349593,914.553123188097
"Philadelphia",1616,1272.50961459997,12805.4615621172,1472.65677406473
"Philadelphia",1118,1272.61388581812,15309.9822822889,1750.39421850287
"Philadelphia",2978,1272.22443909974,8635.29173747833,1022.42440619754
"Philadelphia",785,1272.6836093435,10386.550336671,1136.00660647692
"Philadelphia",1633,1272.50605514072,12313.2422695587,1348.51455213094
"Philadelphia",2661,1272.29081254583,9610.63265828528,1066.68405652329
"Philadelphia",1433,1272.54793113194,11281.2682836009,1249.63480637423
"Philadelphia",766,1272.68758756267,5910.25433880195,696.44199728371
"Philadelphia",840,1272.67209344591,8299.40365425053,937.754282519078
"Philadelphia",1114,1272.61472333794,9531.43059841659,1106.91044392063
"Philadelphia",2823,1272.25689299294,18474.3259802914,2022.88786865159
