"day","empirical","homo","power","exp"
2020-02-10,65,57.1960239464174,378.909419185276,42.7773093479791
2020-02-10,61,57.1968417129724,341.859750630766,35.2755085179586
2020-02-10,67,57.1956150631399,484.411785362679,52.5160943257021
2020-02-10,67,57.1956150631399,838.427365953326,85.4464828499987
2020-02-10,117,57.1853929812027,840.033539039364,83.100027783448
2020-02-10,34,57.2023616372184,233.836251776987,24.3248405582546
2020-02-10,16,57.2060415867158,259.946431669826,35.2621855631445
2020-02-10,23,57.2046104952446,209.782961031213,28.8822400770153
2020-02-10,19,57.2054282617996,198.28298691664,27.9214734031945
2020-02-10,35,57.2021571955797,110.399263450953,10.6575538991092
2020-02-10,48,57.199499454276,432.34662833067,45.615099526064
2020-02-10,44,57.200317220831,659.085966693579,65.6673858925682
2020-02-10,92,57.1905040221713,409.714831107331,42.8406927908502
2020-02-10,84,57.1921395552813,399.683145920375,42.5514491338593
2020-02-10,75,57.19397953003,542.833952840736,56.3053964518507
2020-02-10,110,57.1868240726739,847.893230368615,87.0410833567423
2020-02-10,138,57.1810997067891,822.876433124281,86.0212639732223
2020-02-10,213,57.1657665838833,1088.11191876948,108.679368843579
2020-02-10,94,57.1900951388938,834.521798695194,93.058867286207
2020-02-10,186,57.1712865081294,902.109733833318,90.8474477818381
2020-02-10,152,57.1782375238467,785.433923849736,74.9518766565435
2020-02-10,105,57.1878462808676,509.214464390292,53.670568174924
2020-02-10,133,57.1821219149828,654.681105765272,66.7432761743196
2020-02-10,85,57.1919351136425,774.462350874897,83.5483330404005
2020-02-10,75,57.19397953003,612.276614391815,59.4363776663915
2020-02-10,0,57.2093126529357,1786.45248162012,202.476427367799
2020-02-10,103,57.1882551641451,633.478592625612,66.5455949495914
2020-02-10,108,57.1872329559514,645.938081368816,66.9764117628417
2020-02-10,38,57.2015438706635,490.087775248342,53.9068060839769
2020-02-10,83,57.19234399692,1123.42914480451,111.297407467309
2020-02-10,202,57.1680154419095,634.801217086388,66.6179143872482
2020-02-10,216,57.1651532589671,838.45093782538,81.4999315136385
2020-02-10,212,57.1659710255221,812.993511226516,81.6298184948132
2020-02-10,104,57.1880507225064,925.803412639835,94.2443335499709
2020-02-10,40,57.201134987386,262.357063722342,26.5921397186524
2020-02-10,37,57.2017483123022,621.836711035309,69.8912966969328
2020-02-10,48,57.199499454276,198.986095568634,21.2376862859046
2020-02-10,29,57.2033838454122,313.270522248004,40.9014118635654
2020-02-10,101,57.1886640474226,929.016449976342,93.6721454946098
2020-02-10,68,57.1954106215012,403.947732113643,42.9431346175595
2020-02-10,34,57.2023616372184,514.587712148955,77.3089232261643
2020-02-10,25,57.2042016119671,224.139913915265,30.4165459180685
2020-02-10,88,57.1913217887263,358.765854587212,44.1299891861057
2020-02-10,39,57.2013394290247,316.611172480179,32.8014658966946
2020-02-10,95,57.1898906972551,258.833714880669,33.6020772013179
2020-02-10,29,57.2033838454122,611.746107733885,71.7136177771053
2020-02-10,169,57.174762015988,657.895550625546,69.6801945557967
2020-02-10,106,57.1876418392289,694.152053222154,71.6536094269494
2020-02-10,72,57.1945928549462,538.104728880354,58.78653463324
2020-02-10,102,57.1884596057839,709.688044906741,77.9770209122757
2020-02-10,87,57.191526230365,768.988833028013,78.5775354311408
2020-02-10,44,57.200317220831,491.69504255113,52.4867862352244
2020-02-10,112,57.1864151893964,705.566237001635,76.8954268063645
2020-02-10,98,57.1892773723389,742.305136622677,78.8939637817811
2020-02-10,104,57.1880507225064,870.834586542517,89.286285078722
2020-02-10,58,57.1974550378886,537.545532916963,52.7335989429395
2020-02-10,32,57.2027705204959,507.173776662804,49.7191407595533
2020-02-10,120,57.1847796562865,600.575929568055,62.7846360610847
2020-02-10,151,57.1784419654854,592.756787243812,60.7201672765866
2020-02-10,21,57.2050193785221,500.304776028412,50.8523876476937
2020-02-10,158,57.1770108740142,1210.9222811848,124.574658173362
2020-02-10,47,57.1997038959148,546.318413316415,58.2198595295755
2020-02-10,49,57.1992950126373,233.515850939291,26.5369959963616
2020-02-10,96,57.1896862556163,763.364617358752,77.5578817759269
2020-02-10,31,57.2029749621347,295.543953557465,31.4041399347343
2020-02-10,0,57.2093126529357,440.216965774381,44.1317831819416
2020-02-10,174,57.1737398077943,852.20907184374,89.3182504408055
2020-02-10,87,57.191526230365,868.52282719424,86.8881243559898
2020-02-10,72,57.1945928549462,797.069709714588,81.2140424189892
2020-02-10,27,57.2037927286897,264.588404562315,27.9602381712947
2020-02-10,39,57.2013394290247,342.225945228277,35.8692679280248
2020-02-10,43,57.2005216624698,294.4276038363,31.6466583229803
2020-02-10,35,57.2021571955797,376.04329842747,39.104374901225
2020-02-10,12,57.2068593532708,95.0653564059319,10.6462997321379
2020-02-10,93,57.1902995805326,391.68976576512,38.8958019348833
2020-02-10,5,57.208290444742,270.158038564671,28.2068080490059
2020-02-10,43,57.2005216624698,268.57890630126,27.3732092782377
2020-02-10,47,57.1997038959148,319.468716595052,32.2622183621569
2020-02-10,148,57.1790552904017,799.233825840273,82.8538539814848
2020-02-10,166,57.1753753409043,1166.18868376468,120.054249460494
2020-02-10,122,57.184370773009,861.437582882311,86.9207489738285
2020-02-10,110,57.1868240726739,759.379609204865,75.0889868695171
2020-02-10,175,57.1735353661556,960.828925324348,95.6502027669453
2020-02-10,89,57.1911173470875,554.82662879249,55.2551311823556
2020-02-10,72,57.1945928549462,728.127369274747,71.9307945380304
2020-02-10,123,57.1841663313703,339.635200584072,36.434715011297
2020-02-10,91,57.1907084638101,550.600214059982,66.8395670020584
