"day","r2_homo","r2_power","r2_exp","event","msa"
"2020-02-10",-0.095146804362819,-34.4732355000938,0.294378884876314,"COVID-19","Atlanta"
"2020-02-11",-0.15066596761403,-34.4260187491163,0.301146239832922,"COVID-19","Atlanta"
"2020-02-12",-0.0836958151145157,-35.3057132043497,0.318424852924369,"COVID-19","Atlanta"
"2020-02-13",-0.0558692454084353,-34.0945461796342,0.318438424561163,"COVID-19","Atlanta"
"2020-02-14",-0.0238964329465434,-32.5436604835243,0.339129839891079,"COVID-19","Atlanta"
"2020-02-15",-0.0291371863535603,-31.2233817734227,0.326147812030494,"COVID-19","Atlanta"
"2020-02-16",-0.0387202871433805,-32.6482709521959,0.31635513004784,"COVID-19","Atlanta"
"2020-03-30",-0.0982424817994609,-37.0315638813906,0.293798532906451,"COVID-19","Atlanta"
"2020-03-31",-0.128857452103422,-34.5512282093362,0.22748309462718,"COVID-19","Atlanta"
"2020-04-01",-0.0858405131493085,-34.9961867287642,0.278898515097125,"COVID-19","Atlanta"
"2020-04-02",-0.0356389523192429,-34.0986672238196,0.280436658047601,"COVID-19","Atlanta"
"2020-04-03",-0.0671309823005943,-33.9666331736952,0.270087892736202,"COVID-19","Atlanta"
"2020-04-04",-0.10174910411826,-34.0907549618708,0.221649882144015,"COVID-19","Atlanta"
"2020-04-05",-0.148810119026382,-34.9453193018117,0.18712704452171,"COVID-19","Atlanta"
"2020-02-10",-0.373308252451255,-37.2354919144041,-0.0304616946639491,"COVID-19","Boston"
"2020-02-11",-0.367693172197179,-38.4304719646209,-0.0603580667772003,"COVID-19","Boston"
"2020-02-12",-0.376870767473924,-38.2921632941705,-0.0492947259858547,"COVID-19","Boston"
"2020-02-13",-0.395300396095525,-37.8433844273576,-0.0580091431152703,"COVID-19","Boston"
"2020-02-14",-0.285951337356524,-36.4252226162776,0.0345866321283715,"COVID-19","Boston"
"2020-02-15",-0.242725293844942,-32.184252826033,0.0206652014302727,"COVID-19","Boston"
"2020-02-16",-0.261436734999026,-31.4157044515012,-0.06018547625868,"COVID-19","Boston"
"2020-03-30",-0.346355579367386,-36.9167555515575,-0.155734520766601,"COVID-19","Boston"
"2020-03-31",-0.330132682750808,-38.2081034734646,-0.106189478708793,"COVID-19","Boston"
"2020-04-01",-0.31452369102335,-40.987352688161,-0.0892736383405497,"COVID-19","Boston"
"2020-04-02",-0.358320183185789,-38.1268652248582,-0.151763344405031,"COVID-19","Boston"
"2020-04-03",-0.341101907869724,-37.0322653443517,-0.157532303966086,"COVID-19","Boston"
"2020-04-04",-0.340653768995661,-36.4543573856638,-0.139603364901199,"COVID-19","Boston"
"2020-04-05",-0.342049775913642,-38.6832957594793,-0.12831044880584,"COVID-19","Boston"
"2020-02-10",-0.175140130626862,-33.9319264529915,0.162440183010207,"COVID-19","Chicago"
"2020-02-11",-0.186568344527352,-35.4393504163899,0.170722254100196,"COVID-19","Chicago"
"2020-02-12",-0.190963760677824,-35.9294282747012,0.179674377023544,"COVID-19","Chicago"
