"msa","county","nblock","lag.max","lag","nozero","pop.adj","area.adj","pop","area"
"Dallas","48113",1669,27,13,213280,331752294,294490776132.489,2606868,2354624810.06839
"Dallas","48113",1669,27,14,192824,303055565,262036292798.878,2606868,2354624810.06839
"Dallas","48113",1669,27,15,168348,267600621,224611161408.572,2606868,2354624810.06839
"Dallas","48113",1669,27,16,142624,229232952,189541376410.715,2606868,2354624810.06839
"Dallas","48113",1669,27,17,116396,188972955,156622193273.874,2606868,2354624810.06839
"Dallas","48113",1669,27,18,91674,151080683,125691726213.374,2606868,2354624810.06839
"Dallas","48113",1669,27,19,68804,114934061,94577334121.0507,2606868,2354624810.06839
"Dallas","48113",1669,27,20,48264,81934600,66128194627.1976,2606868,2354624810.06839
"Dallas","48113",1669,27,21,29788,52607089,42500220865.5146,2606868,2354624810.06839
"Dallas","48113",1669,27,22,14978,28068077,24108247851.9596,2606868,2354624810.06839
"Dallas","48113",1669,27,23,6122,12332059,11085061579.7598,2606868,2354624810.06839
"Dallas","48113",1669,27,24,1942,4081307,3457217202.06327,2606868,2354624810.06839
"Dallas","48113",1669,27,25,550,1104589,838329478.419806,2606868,2354624810.06839
"Dallas","48113",1669,27,26,90,158698,89582442.370078,2606868,2354624810.06839
"Dallas","48113",1669,27,27,4,6118,3217125.19327365,2606868,2354624810.06839
"Houston","48157",209,12,1,1254,5636930,16131683004.3455,765394,2295860940.14153
"Houston","48157",209,12,2,3044,13342535,38641052692.787,765394,2295860940.14153
"Houston","48157",209,12,3,4990,20962141,63018600960.5134,765394,2295860940.14153
"Houston","48157",209,12,4,6270,25725295,74754087239.0758,765394,2295860940.14153
"Houston","48157",209,12,5,6948,26625819,78049135963.0792,765394,2295860940.14153
"Houston","48157",209,12,6,6642,22982194,70408653612.6453,765394,2295860940.14153
"Houston","48157",209,12,7,5866,17947519,59977011111.7112,765394,2295860940.14153
"Houston","48157",209,12,8,4370,12839514,42451675450.3076,765394,2295860940.14153
"Houston","48157",209,12,9,2614,7910245,23676194496.3794,765394,2295860940.14153
"Houston","48157",209,12,10,1092,3883315,8601090748.44695,765394,2295860940.14153
"Houston","48157",209,12,11,320,1183360,1709179574.11499,765394,2295860940.14153
"Houston","48157",209,12,12,62,163085,120710696.030872,765394,2295860940.14153
"Houston","48473",19,7,1,72,187076,5641258101.66456,51832,1342672482.24757
"Houston","48473",19,7,2,88,224200,6842334122.04688,51832,1342672482.24757
"Houston","48473",19,7,3,84,234778,5280371506.78849,51832,1342672482.24757
"Houston","48473",19,7,4,54,153716,3093121925.21461,51832,1342672482.24757
"Houston","48473",19,7,5,24,71856,2161011887.18271,51832,1342672482.24757
"Houston","48473",19,7,6,16,49225,942489251.475542,51832,1342672482.24757
"Houston","48473",19,7,7,4,12125,207517886.083408,51832,1342672482.24757
"Houston","48167",194,13,1,1154,2165287,23010340925.3901,332885,2265967868.82086
"Houston","48167",194,13,2,2894,5215545,64573854435.0094,332885,2265967868.82086
"Houston","48167",194,13,3,5066,8412052,94203369174.6548,332885,2265967868.82086
"Houston","48167",194,13,4,6260,10386499,88489022292.8871,332885,2265967868.82086
"Houston","48167",194,13,5,6396,11069647,63943650809.0005,332885,2265967868.82086
"Houston","48167",194,13,6,5810,10185323,43391184898.1242,332885,2265967868.82086
"Houston","48167",194,13,7,4406,7776153,30796657352.1806,332885,2265967868.82086
"Houston","48167",194,13,8,2718,4773585,18610905618.4568,332885,2265967868.82086
"Houston","48167",194,13,9,1488,2541328,7683760302.40067,332885,2265967868.82086
"Houston","48167",194,13,10,744,1109246,2000834492.07637,332885,2265967868.82086
"Houston","48167",194,13,11,382,472062,519134582.19055,332885,2265967868.82086
"Houston","48167",194,13,12,112,126818,103594853.055897,332885,2265967868.82086
"Houston","48167",194,13,13,12,13260,5488946.99837713,332885,2265967868.82086
"Houston","48201",2144,32,1,13862,31667914,36107797913.4373,4646630,4608970521.90071
"Houston","48201",2144,32,2,34964,78924822,93734475241.6005,4646630,4608970521.90071
"Houston","48201",2144,32,3,63554,141019725,161957611641.193,4646630,4608970521.90071
"Houston","48201",2144,32,4,96346,209820482,231570346353.876,4646630,4608970521.90071
"Houston","48201",2144,32,5,130192,279304097,296990835949.204,4646630,4608970521.90071
"Houston","48201",2144,32,6,164576,350097099,358609999124.346,4646630,4608970521.90071
"Houston","48201",2144,32,7,196828,415168595,412449648072.022,4646630,4608970521.90071
"Houston","48201",2144,32,8,222068,466043178,457389604021.526,4646630,4608970521.90071
"Houston","48201",2144,32,9,241776,504972447,494067074827.1,4646630,4608970521.90071
"Houston","48201",2144,32,10,256058,533306765,519794465377.517,4646630,4608970521.90071
"Houston","48201",2144,32,11,267370,556025119,542917820144.924,4646630,4608970521.90071
"Houston","48201",2144,32,12,276100,573639717,556610128048.204,4646630,4608970521.90071
"Houston","48201",2144,32,13,281278,584867083,561362430408.826,4646630,4608970521.90071
"Houston","48201",2144,32,14,282530,590405631,562519483930.757,4646630,4608970521.90071
"Houston","48201",2144,32,15,278884,587916836,560533785267.687,4646630,4608970521.90071
"Houston","48201",2144,32,16,269736,573744892,550801023106.97,4646630,4608970521.90071
"Houston","48201",2144,32,17,256038,553346180,535687163493.867,4646630,4608970521.90071
"Houston","48201",2144,32,18,238932,526561995,515623775304.751,4646630,4608970521.90071
"Houston","48201",2144,32,19,217436,487702585,478234025975.107,4646630,4608970521.90071
"Houston","48201",2144,32,20,193062,439543584,432870591565.577,4646630,4608970521.90071
"Houston","48201",2144,32,21,165584,384451310,395112816639.117,4646630,4608970521.90071
"Houston","48201",2144,32,22,135496,321867847,337823090783.011,4646630,4608970521.90071
"Houston","48201",2144,32,23,107796,260945806,274637998287.194,4646630,4608970521.90071
"Houston","48201",2144,32,24,83474,206220830,216700815659.009,4646630,4608970521.90071
"Houston","48201",2144,32,25,58924,147276671,151100299125.587,4646630,4608970521.90071
"Houston","48201",2144,32,26,35814,89961813,86473804736.6359,4646630,4608970521.90071
"Houston","48201",2144,32,27,17910,44759563,40988657163.145,4646630,4608970521.90071
"Houston","48201",2144,32,28,6314,14778152,12402644816.4817,4646630,4608970521.90071
"Houston","48201",2144,32,29,1408,2858302,1737634602.97336,4646630,4608970521.90071
"Houston","48201",2144,32,30,250,469175,199028868.599865,4646630,4608970521.90071
"Houston","48201",2144,32,31,30,55824,14254263.6763707,4646630,4608970521.90071
"Houston","48201",2144,32,32,2,4051,697719.307748401,4646630,4608970521.90071
"Houston","48291",51,8,1,266,434850,16266792007.5726,83702,3050075682.64063
"Houston","48291",51,8,2,508,843384,30502803561.5202,83702,3050075682.64063
"Houston","48291",51,8,3,610,1007437,38351905638.151,83702,3050075682.64063
"Houston","48291",51,8,4,522,894628,31450683842.1936,83702,3050075682.64063
"Houston","48291",51,8,5,346,574696,20463697452.0465,83702,3050075682.64063
"Houston","48291",51,8,6,198,299633,8813189903.43081,83702,3050075682.64063
"Houston","48291",51,8,7,90,117276,4818485508.79157,83702,3050075682.64063
"Houston","48291",51,8,8,10,13196,1836226218.32535,83702,3050075682.64063
"Houston","48071",20,5,1,82,186700,11733756743.3424,41305,2259049401.65939
"Houston","48071",20,5,2,122,238062,16327261089.1715,41305,2259049401.65939
"Houston","48071",20,5,3,92,165838,10590221430.5414,41305,2259049401.65939
"Houston","48071",20,5,4,52,103759,3567151401.5173,41305,2259049401.65939
"Houston","48071",20,5,5,32,90436,703547966.95574,41305,2259049401.65939
"Houston","48039",178,12,1,1058,2207493,27529094596.3717,360677,4171668398.59826
"Houston","48039",178,12,2,2480,4813716,72107245959.5512,360677,4171668398.59826
"Houston","48039",178,12,3,3796,7289743,120035202624.142,360677,4171668398.59826
"Houston","48039",178,12,4,4590,9076673,144045664012.722,360677,4171668398.59826
"Houston","48039",178,12,5,5130,10541806,138148885265.8,360677,4171668398.59826
"Houston","48039",178,12,6,4778,9896287,104415837412.26,360677,4171668398.59826
"Houston","48039",178,12,7,3556,7761693,60005933655.8038,360677,4171668398.59826
"Houston","48039",178,12,8,2806,6089457,38375452159.4166,360677,4171668398.59826
"Houston","48039",178,12,9,2014,3906687,21647059920.4452,360677,4171668398.59826
"Houston","48039",178,12,10,976,1747429,9158594098.01657,360677,4171668398.59826
"Houston","48039",178,12,11,298,470118,2872889118.63476,360677,4171668398.59826
"Houston","48039",178,12,12,24,38727,43447728.7274178,360677,4171668398.59826
"Houston","48015",20,6,1,90,138125,7652409924.05865,29764,1701974211.64277
"Houston","48015",20,6,2,122,180807,10710248386.7929,29764,1701974211.64277
"Houston","48015",20,6,3,94,135123,7687886273.36605,29764,1701974211.64277
"Houston","48015",20,6,4,50,77745,4198619485.73139,29764,1701974211.64277
"Houston","48015",20,6,5,22,30894,1871866579.37818,29764,1701974211.64277
"Houston","48015",20,6,6,2,2822,216479371.885499,29764,1701974211.64277
"Houston","48339",186,13,1,1106,3637466,16754427861.0016,571949,2792094106.60639
"Houston","48339",186,13,2,2454,7922877,37894624849.5027,571949,2792094106.60639
"Houston","48339",186,13,3,3718,12027323,58559594971.9844,571949,2792094106.60639
"Houston","48339",186,13,4,4670,15212073,75500278052.2082,571949,2792094106.60639
"Houston","48339",186,13,5,5454,17074985,84811702992.5832,571949,2792094106.60639
"Houston","48339",186,13,6,5634,16879451,82287448769.9996,571949,2792094106.60639
"Houston","48339",186,13,7,4990,14380791,67523276909.3417,571949,2792094106.60639
"Houston","48339",186,13,8,3556,10284567,50438890689.6801,571949,2792094106.60639
"Houston","48339",186,13,9,1818,5410694,27372969489.8072,571949,2792094106.60639
"Houston","48339",186,13,10,694,2083329,11187574221.6388,571949,2792094106.60639
"Houston","48339",186,13,11,254,729365,3528274640.55357,571949,2792094106.60639
"Houston","48339",186,13,12,58,157113,633342248.022963,571949,2792094106.60639
"Houston","48339",186,13,13,4,10531,45004025.8581155,571949,2792094106.60639
"Los Angeles","06037",6425,38,1,41860,67148606,103862824070.999,10081570,12308421793.1546
"Los Angeles","06037",6425,38,2,105568,167365663,338071449423.299,10081570,12308421793.1546
"Los Angeles","06037",6425,38,3,199352,313118496,740790291163.203,10081570,12308421793.1546
"Los Angeles","06037",6425,38,4,327928,512521750,1186490657761,10081570,12308421793.1546
"Los Angeles","06037",6425,38,5,488668,763506641,1559436468286.38,10081570,12308421793.1546
"Los Angeles","06037",6425,38,6,668768,1045915861,1819904378315.48,10081570,12308421793.1546
"Los Angeles","06037",6425,38,7,852918,1339919229,2035473046275.56,10081570,12308421793.1546
"Los Angeles","06037",6425,38,8,1032472,1629254644,2280436199756.8,10081570,12308421793.1546
"Los Angeles","06037",6425,38,9,1203608,1899328630,2414596867064.08,10081570,12308421793.1546
"Los Angeles","06037",6425,38,10,1356718,2138686403,2519379542255.69,10081570,12308421793.1546
"Los Angeles","06037",6425,38,11,1496458,2357613074,2611868494291.81,10081570,12308421793.1546
"Los Angeles","06037",6425,38,12,1625428,2559984233,2642291181116.05,10081570,12308421793.1546
"Los Angeles","06037",6425,38,13,1744238,2753364533,2689819810900.96,10081570,12308421793.1546
"Los Angeles","06037",6425,38,14,1857436,2936924346,2798972868733.02,10081570,12308421793.1546
"Los Angeles","06037",6425,38,15,1959946,3101028114,2913246627186.02,10081570,12308421793.1546
"Los Angeles","06037",6425,38,16,2042174,3224351684,2931095884695.1,10081570,12308421793.1546
"Los Angeles","06037",6425,38,17,2103260,3309582431,2869995030444.09,10081570,12308421793.1546
"Los Angeles","06037",6425,38,18,2145164,3368511823,2895554346587.79,10081570,12308421793.1546
"Los Angeles","06037",6425,38,19,2163506,3399327480,3033253976006.49,10081570,12308421793.1546
"Los Angeles","06037",6425,38,20,2162734,3398868987,3307703436904.78,10081570,12308421793.1546
"Los Angeles","06037",6425,38,21,2149502,3369065624,3468857069508.5,10081570,12308421793.1546
"Los Angeles","06037",6425,38,22,2107916,3300430667,3536147450200.39,10081570,12308421793.1546
"Los Angeles","06037",6425,38,23,2034114,3186793086,3548167645723.99,10081570,12308421793.1546
"Los Angeles","06037",6425,38,24,1923778,3018568962,3434093055376.76,10081570,12308421793.1546
"Los Angeles","06037",6425,38,25,1763814,2767274899,3218008339780.97,10081570,12308421793.1546
"Los Angeles","06037",6425,38,26,1549526,2426297541,2824005470696.82,10081570,12308421793.1546
"Los Angeles","06037",6425,38,27,1285696,2001029608,2252089880296.77,10081570,12308421793.1546
"Los Angeles","06037",6425,38,28,997932,1539013875,1676023152847.05,10081570,12308421793.1546
"Los Angeles","06037",6425,38,29,729202,1117468770,1079579272833.97,10081570,12308421793.1546
"Los Angeles","06037",6425,38,30,494574,759614857,584657594273.821,10081570,12308421793.1546
"Los Angeles","06037",6425,38,31,299642,461580504,265329910530.776,10081570,12308421793.1546
"Los Angeles","06037",6425,38,32,160716,248628957,108166125837.032,10081570,12308421793.1546
"Los Angeles","06037",6425,38,33,74578,116511173,42152021000.1254,10081570,12308421793.1546
"Los Angeles","06037",6425,38,34,30842,49093253,16079650218.2843,10081570,12308421793.1546
"Los Angeles","06037",6425,38,35,11900,19897300,6090737073.00259,10081570,12308421793.1546
"Los Angeles","06037",6425,38,36,4070,7109870,2086834571.87234,10081570,12308421793.1546
"Los Angeles","06037",6425,38,37,1032,1864861,536262838.804264,10081570,12308421793.1546
"Los Angeles","06037",6425,38,38,124,221935,62973509.0182833,10081570,12308421793.1546
"Los Angeles","06059",1823,28,1,12048,22132322,26645587337.2978,3168044,2456192691.92041
"Los Angeles","06059",1823,28,2,30648,56555704,92657426270.3945,3168044,2456192691.92041
"Los Angeles","06059",1823,28,3,58598,107001981,164973290489.415,3168044,2456192691.92041
"Los Angeles","06059",1823,28,4,96680,172632270,220641722660.738,3168044,2456192691.92041
"Los Angeles","06059",1823,28,5,141388,249895204,277822304658.493,3168044,2456192691.92041
"Los Angeles","06059",1823,28,6,185632,326605336,335521627338.955,3168044,2456192691.92041
"Los Angeles","06059",1823,28,7,223308,390536384,391222281674.148,3168044,2456192691.92041
"Los Angeles","06059",1823,28,8,251372,436196632,400823062483.51,3168044,2456192691.92041
"Los Angeles","06059",1823,28,9,267590,462752784,370384865894.188,3168044,2456192691.92041
"Los Angeles","06059",1823,28,10,271838,472694678,349661437735.073,3168044,2456192691.92041
"Los Angeles","06059",1823,28,11,268828,471297294,328051750272.154,3168044,2456192691.92041
"Los Angeles","06059",1823,28,12,260186,457708476,308189775071.304,3168044,2456192691.92041
"Los Angeles","06059",1823,28,13,248708,437253998,284791709775.463,3168044,2456192691.92041
"Los Angeles","06059",1823,28,14,234068,409797413,264906693345.88,3168044,2456192691.92041
"Los Angeles","06059",1823,28,15,214902,373281432,218242979588.077,3168044,2456192691.92041
"Los Angeles","06059",1823,28,16,182436,311768160,166082260743.915,3168044,2456192691.92041
"Los Angeles","06059",1823,28,17,137364,231387530,114358111859.701,3168044,2456192691.92041
"Los Angeles","06059",1823,28,18,96592,160045590,72544008430.3281,3168044,2456192691.92041
"Los Angeles","06059",1823,28,19,62382,101458589,43012689346.1927,3168044,2456192691.92041
"Los Angeles","06059",1823,28,20,36382,58281273,23110870212.1241,3168044,2456192691.92041
"Los Angeles","06059",1823,28,21,20678,32328051,11757756679.4875,3168044,2456192691.92041
"Los Angeles","06059",1823,28,22,10808,16774482,5596010819.00206,3168044,2456192691.92041
"Los Angeles","06059",1823,28,23,5176,7939596,2461685799.77991,3168044,2456192691.92041
"Los Angeles","06059",1823,28,24,2400,3614773,1055125118.21288,3168044,2456192691.92041
"Los Angeles","06059",1823,28,25,1036,1553554,459568276.495262,3168044,2456192691.92041
"Los Angeles","06059",1823,28,26,366,550942,169291198.969712,3168044,2456192691.92041
"Los Angeles","06059",1823,28,27,88,126808,37829980.9266652,3168044,2456192691.92041
"Los Angeles","06059",1823,28,28,4,4912,1361618.76483844,3168044,2456192691.92041
"Miami","12011",940,21,1,6228,13130452,54942322416.9848,1926205,3432510095.51463
"Miami","12011",940,21,2,15400,32288505,167907671327.818,1926205,3432510095.51463
"Miami","12011",940,21,3,27562,58101521,181157902103.71,1926205,3432510095.51463
"Miami","12011",940,21,4,40680,84218517,200331083008.151,1926205,3432510095.51463
"Miami","12011",940,21,5,52358,107221422,204626462362.235,1926205,3432510095.51463
"Miami","12011",940,21,6,62386,127125023,245479795327.372,1926205,3432510095.51463
"Miami","12011",940,21,7,70574,144865283,260946446827.46,1926205,3432510095.51463
"Miami","12011",940,21,8,77428,158806726,266078833442.408,1926205,3432510095.51463
"Miami","12011",940,21,9,81578,167010800,277796769364.633,1926205,3432510095.51463
"Miami","12011",940,21,10,83400,170500069,292155742364.785,1926205,3432510095.51463
"Miami","12011",940,21,11,82700,168385102,295453772356.863,1926205,3432510095.51463
"Miami","12011",940,21,12,79252,161602372,241003573805.873,1926205,3432510095.51463
"Miami","12011",940,21,13,70444,142574991,236512644863.685,1926205,3432510095.51463
"Miami","12011",940,21,14,54480,110997388,161676451519.516,1926205,3432510095.51463
"Miami","12011",940,21,15,38012,78310375,88780446176.9007,1926205,3432510095.51463
"Miami","12011",940,21,16,23300,48718961,33674356731.1619,1926205,3432510095.51463
"Miami","12011",940,21,17,11398,23670197,10271243705.455,1926205,3432510095.51463
"Miami","12011",940,21,18,4266,8772458,3491812713.02405,1926205,3432510095.51463
"Miami","12011",940,21,19,1060,2091315,746747452.585129,1926205,3432510095.51463
"Miami","12011",940,21,20,150,306152,91389005.2338,1926205,3432510095.51463
"Miami","12011",940,21,21,4,8866,1512812.37892374,1926205,3432510095.51463
"Miami","12099",886,17,1,5820,9928537,62910262547.1306,1465027,6183487051.5564
"Miami","12099",886,17,2,14312,23984004,182314957656.081,1465027,6183487051.5564
"Miami","12099",886,17,3,25616,42707863,302585104345.273,1465027,6183487051.5564
"Miami","12099",886,17,4,39556,65637361,403350695000.323,1465027,6183487051.5564
"Miami","12099",886,17,5,54562,90190306,493742984565.66,1465027,6183487051.5564
"Miami","12099",886,17,6,67536,112612072,539746484706.688,1465027,6183487051.5564
"Miami","12099",886,17,7,78086,130530626,640134483966.787,1465027,6183487051.5564
"Miami","12099",886,17,8,87104,146381728,675295569250.969,1465027,6183487051.5564
"Miami","12099",886,17,9,93828,157667872,682350297819.617,1465027,6183487051.5564
"Miami","12099",886,17,10,95198,159084566,619424270165.552,1465027,6183487051.5564
"Miami","12099",886,17,11,90638,149927750,492492810521.401,1465027,6183487051.5564
"Miami","12099",886,17,12,74298,119768414,257308825394.133,1465027,6183487051.5564
"Miami","12099",886,17,13,40398,62696523,97017060205.1772,1465027,6183487051.5564
"Miami","12099",886,17,14,13520,20126524,21284540915.7558,1465027,6183487051.5564
"Miami","12099",886,17,15,3132,4587565,2133123724.1556,1465027,6183487051.5564
"Miami","12099",886,17,16,486,692228,283961211.736903,1465027,6183487051.5564
"Miami","12099",886,17,17,20,24956,10608630.9736654,1465027,6183487051.5564
"Miami","12086",1594,19,1,10492,18325886,85556384606.0206,2699428,6309190445.12838
"Miami","12086",1594,19,2,26648,45925061,305581944820.314,2699428,6309190445.12838
"Miami","12086",1594,19,3,51896,88450270,581694536333.306,2699428,6309190445.12838
"Miami","12086",1594,19,4,86208,147273844,946551586557.71,2699428,6309190445.12838
"Miami","12086",1594,19,5,127030,217647349,1318717046514.04,2699428,6309190445.12838
"Miami","12086",1594,19,6,170110,294070875,1392394416792.04,2699428,6309190445.12838
"Miami","12086",1594,19,7,215384,374828081,1400581478709.24,2699428,6309190445.12838
"Miami","12086",1594,19,8,258112,445662207,1237171613506.49,2699428,6309190445.12838
"Miami","12086",1594,19,9,294978,505817155,1019048870485.29,2699428,6309190445.12838
"Miami","12086",1594,19,10,313732,532136818,775534662729.286,2699428,6309190445.12838
"Miami","12086",1594,19,11,299692,503450043,500099765100.74,2699428,6309190445.12838
"Miami","12086",1594,19,12,255442,424967168,222483209228.868,2699428,6309190445.12838
"Miami","12086",1594,19,13,191948,315869445,127038137054.807,2699428,6309190445.12838
"Miami","12086",1594,19,14,124188,202127381,74747001660.3508,2699428,6309190445.12838
"Miami","12086",1594,19,15,69708,112871978,39684088918.2918,2699428,6309190445.12838
"Miami","12086",1594,19,16,31156,50300005,17124880719.7295,2699428,6309190445.12838
"Miami","12086",1594,19,17,10148,16569147,5391278489.54484,2699428,6309190445.12838
"Miami","12086",1594,19,18,2180,3583296,1061091735.75046,2699428,6309190445.12838
"Miami","12086",1594,19,19,190,312795,78385127.6877581,2699428,6309190445.12838
"New York","34037",108,10,1,596,834763,9138980242.14927,141483,1384954914.50004
"New York","34037",108,10,2,1288,1788119,18622815268.5108,141483,1384954914.50004
"New York","34037",108,10,3,1906,2616742,24986455410.1089,141483,1384954914.50004
"New York","34037",108,10,4,2292,3037518,28459270868.8743,141483,1384954914.50004
"New York","34037",108,10,5,2230,2807198,28505401536.3425,141483,1384954914.50004
"New York","34037",108,10,6,1644,2060505,20918631162.8994,141483,1384954914.50004
"New York","34037",108,10,7,1002,1244100,11357856157.6753,141483,1384954914.50004
"New York","34037",108,10,8,432,537718,4883357831.35751,141483,1384954914.50004
"New York","34037",108,10,9,140,179968,1158756480.3732,141483,1384954914.50004
"New York","34037",108,10,10,26,32050,158650893.213421,141483,1384954914.50004
"New York","36103",999,17,1,6400,9581405,203407986422.632,1483832,6138554004.60356
"New York","36103",999,17,2,19412,27105742,589985353920.19,1483832,6138554004.60356
"New York","36103",999,17,3,45972,61773293,804408163394.01,1483832,6138554004.60356
"New York","36103",999,17,4,80186,109028531,831222480067.032,1483832,6138554004.60356
"New York","36103",999,17,5,108820,153430967,845269424889.648,1483832,6138554004.60356
"New York","36103",999,17,6,128044,186088445,837811553695.432,1483832,6138554004.60356
"New York","36103",999,17,7,140278,207521056,738331355205.368,1483832,6138554004.60356
"New York","36103",999,17,8,142086,213738275,554073766603.43,1483832,6138554004.60356
"New York","36103",999,17,9,124902,191774935,355803503294.261,1483832,6138554004.60356
"New York","36103",999,17,10,89340,139719570,187210332561.668,1483832,6138554004.60356
"New York","36103",999,17,11,53112,85017886,93840895741.452,1483832,6138554004.60356
"New York","36103",999,17,12,29162,47666825,45833513450.1403,1483832,6138554004.60356
"New York","36103",999,17,13,16366,26904651,22579807465.4154,1483832,6138554004.60356
"New York","36103",999,17,14,8350,13861998,10952767996.6146,1483832,6138554004.60356
"New York","36103",999,17,15,3628,6068343,4538462090.64301,1483832,6138554004.60356
"New York","36103",999,17,16,908,1515140,965050613.840858,1483832,6138554004.60356
"New York","36103",999,17,17,36,67274,42479182.5712215,1483832,6138554004.60356
"New York","34039",417,20,1,2494,3426815,1969463904.97904,554033,272881198.014641
"New York","34039",417,20,2,5802,7812735,4398694218.63336,554033,272881198.014641
"New York","34039",417,20,3,9608,12812663,6716942133.49919,554033,272881198.014641
"New York","34039",417,20,4,13120,17453438,8854406306.41508,554033,272881198.014641
"New York","34039",417,20,5,16018,21104873,10357672303.8579,554033,272881198.014641
"New York","34039",417,20,6,18020,23658064,11467257823.4957,554033,272881198.014641
"New York","34039",417,20,7,19170,24979762,12000363136.8006,554033,272881198.014641
"New York","34039",417,20,8,18970,24665572,12013207788.9964,554033,272881198.014641
"New York","34039",417,20,9,17198,22487218,11211283445.1275,554033,272881198.014641
"New York","34039",417,20,10,14410,18906669,9486784616.56104,554033,272881198.014641
"New York","34039",417,20,11,11252,14963222,7660775509.18823,554033,272881198.014641
"New York","34039",417,20,12,8784,11808849,5941884646.27535,554033,272881198.014641
"New York","34039",417,20,13,6786,9324090,4513377904.89839,554033,272881198.014641
"New York","34039",417,20,14,4852,6890654,3175564657.24825,554033,272881198.014641
"New York","34039",417,20,15,3280,4709857,1944757732.08601,554033,272881198.014641
"New York","34039",417,20,16,2004,2924922,1035223619.96787,554033,272881198.014641
"New York","34039",417,20,17,970,1453981,472400266.425074,554033,272881198.014641
"New York","34039",417,20,18,480,721530,210198838.369163,554033,272881198.014641
"New York","34039",417,20,19,218,321828,75512069.5837632,554033,272881198.014641
"New York","34039",417,20,20,36,50986,12807451.6826945,554033,272881198.014641
"New York","36059",1143,27,1,7106,8610694,10442672493.854,1356509,1173032381.79515
"New York","36059",1143,27,2,17616,21394111,28412001303.5054,1356509,1173032381.79515
"New York","36059",1143,27,3,32538,39142609,46249908443.3115,1356509,1173032381.79515
"New York","36059",1143,27,4,47820,57131675,57618748939.0178,1356509,1173032381.79515
"New York","36059",1143,27,5,60662,72528060,67545112990.2321,1356509,1173032381.79515
"New York","36059",1143,27,6,72354,86575100,73684600669.2898,1356509,1173032381.79515
"New York","36059",1143,27,7,82628,98646972,78771938461.1141,1356509,1173032381.79515
"New York","36059",1143,27,8,90412,107917697,81550702455.493,1356509,1173032381.79515
"New York","36059",1143,27,9,96302,114943180,86263044784.2601,1356509,1173032381.79515
"New York","36059",1143,27,10,99242,118305560,89080577202.6672,1356509,1173032381.79515
"New York","36059",1143,27,11,99818,118784098,90180099247.6334,1356509,1173032381.79515
"New York","36059",1143,27,12,97006,115195134,88427439967.7371,1356509,1173032381.79515
"New York","36059",1143,27,13,91214,107938054,85449215239.2984,1356509,1173032381.79515
"New York","36059",1143,27,14,83688,98705428,81985552154.6104,1356509,1173032381.79515
"New York","36059",1143,27,15,74616,87766586,74317788352.1373,1356509,1173032381.79515
"New York","36059",1143,27,16,64330,75322850,66288621913.9872,1356509,1173032381.79515
"New York","36059",1143,27,17,54206,63617731,59661881877.2577,1356509,1173032381.79515
"New York","36059",1143,27,18,43816,51316084,51259554751.3762,1356509,1173032381.79515
"New York","36059",1143,27,19,33314,39005993,42316825956.4518,1356509,1173032381.79515
"New York","36059",1143,27,20,24142,28161024,32387546647.249,1356509,1173032381.79515
"New York","36059",1143,27,21,15998,18659372,23079449994.2764,1356509,1173032381.79515
"New York","36059",1143,27,22,9358,10953584,14580302304.6894,1356509,1173032381.79515
"New York","36059",1143,27,23,4562,5422544,6789348305.21589,1356509,1173032381.79515
"New York","36059",1143,27,24,1808,2204700,2523300993.28102,1356509,1173032381.79515
"New York","36059",1143,27,25,644,759599,686264591.794299,1356509,1173032381.79515
"New York","36059",1143,27,26,104,121864,49851076.8330308,1356509,1173032381.79515
"New York","36059",1143,27,27,2,2975,628893.484488954,1356509,1173032381.79515
"New York","34023",523,18,1,3192,5137523,6396685350.91821,825920,835367628.585598
"New York","34023",523,18,2,7588,12343603,16098985482.1726,825920,835367628.585598
"New York","34023",523,18,3,13402,21717103,25771673961.3544,825920,835367628.585598
"New York","34023",523,18,4,19734,31271125,33184146881.3599,825920,835367628.585598
"New York","34023",523,18,5,24948,38304520,37362423445.8806,825920,835367628.585598
"New York","34023",523,18,6,28116,42673377,41351706407.024,825920,835367628.585598
"New York","34023",523,18,7,30234,46628047,43772991448.282,825920,835367628.585598
"New York","34023",523,18,8,30580,47569473,44449475028.0189,825920,835367628.585598
"New York","34023",523,18,9,28368,44345730,41101107990.776,825920,835367628.585598
"New York","34023",523,18,10,24580,38949318,37384232161.1205,825920,835367628.585598
"New York","34023",523,18,11,20286,32757217,32625540151.3992,825920,835367628.585598
"New York","34023",523,18,12,15818,26079047,27682804721.8627,825920,835367628.585598
"New York","34023",523,18,13,11520,19252028,22051086618.8162,825920,835367628.585598
"New York","34023",523,18,14,8140,13586160,15563019251.4691,825920,835367628.585598
"New York","34023",523,18,15,4528,7424825,8278721461.73986,825920,835367628.585598
"New York","34023",523,18,16,1784,2804703,2710788923.34934,825920,835367628.585598
"New York","34023",523,18,17,186,283857,275730293.141449,825920,835367628.585598
"New York","34023",523,18,18,2,2584,782542.997478551,825920,835367628.585598
"New York","36119",704,24,1,4282,6062204,8811341806.29526,968890,1293265305.33
"New York","36119",704,24,2,9992,13903935,20913298037.4816,968890,1293265305.33
"New York","36119",704,24,3,16806,23343112,35025578635.5883,968890,1293265305.33
"New York","36119",704,24,4,23538,32529704,46428515392.3546,968890,1293265305.33
"New York","36119",704,24,5,29746,40931951,56263215904.5025,968890,1293265305.33
