"msa","county","nblock","lag.max","lag","nozero","pop.adj","area.adj","pop","area"
"Boston","25021",474,20,8,16826,24830085,39735139450.5914,700437,1149039215.92587
"Boston","25021",474,20,9,16136,23601096,37983863104.4877,700437,1149039215.92587
"Boston","25021",474,20,10,14962,21698080,35031224381.7169,700437,1149039215.92587
"Boston","25021",474,20,11,13082,18871442,30508429970.1317,700437,1149039215.92587
"Boston","25021",474,20,12,10808,15579139,25869438951.4823,700437,1149039215.92587
"Boston","25021",474,20,13,9138,13285850,22570856143.8883,700437,1149039215.92587
"Boston","25021",474,20,14,7692,11122917,19584101526.626,700437,1149039215.92587
"Boston","25021",474,20,15,6356,9229968,16039327621.7606,700437,1149039215.92587
"Boston","25021",474,20,16,4958,7175526,12463586756.9772,700437,1149039215.92587
"Boston","25021",474,20,17,3616,5124871,8987984367.35976,700437,1149039215.92587
"Boston","25021",474,20,18,2136,2966659,5215377595.56903,700437,1149039215.92587
"Boston","25021",474,20,19,684,927005,1665626748.12969,700437,1149039215.92587
"Boston","25021",474,20,20,64,78036,135270423.853794,700437,1149039215.92587
"Boston","25023",360,17,1,2188,3210258,32125680819.3865,515303,2827301270.8862
"Boston","25023",360,17,2,5254,7528441,68058859850.6515,515303,2827301270.8862
"Boston","25023",360,17,3,9040,13087025,99189300987.5641,515303,2827301270.8862
"Boston","25023",360,17,4,12864,18571866,104985696556.61,515303,2827301270.8862
"Boston","25023",360,17,5,14680,21389906,112271676158.518,515303,2827301270.8862
"Boston","25023",360,17,6,14870,21836189,112233129020.283,515303,2827301270.8862
"Boston","25023",360,17,7,14170,21032301,96554390522.2083,515303,2827301270.8862
"Boston","25023",360,17,8,12936,19161143,87322287774.5453,515303,2827301270.8862
"Boston","25023",360,17,9,11260,16428543,76723120322.2275,515303,2827301270.8862
"Boston","25023",360,17,10,9092,12821813,59203332257.4903,515303,2827301270.8862
"Boston","25023",360,17,11,7260,9740526,49829151851.8111,515303,2827301270.8862
"Boston","25023",360,17,12,6120,7984704,47305635457.3068,515303,2827301270.8862
"Boston","25023",360,17,13,4910,6231793,42666858165.4462,515303,2827301270.8862
"Boston","25023",360,17,14,3222,4112372,20534981044.9582,515303,2827301270.8862
"Boston","25023",360,17,15,1144,1561092,5262494542.12002,515303,2827301270.8862
"Boston","25023",360,17,16,212,277926,703967420.342559,515303,2827301270.8862
"Boston","25023",360,17,17,18,17879,30593496.6771504,515303,2827301270.8862
"Chicago","18073",25,7,1,112,159678,7491042332.88065,33447,1452110021.92164
"Chicago","18073",25,7,2,154,200494,10255587795.0916,33447,1452110021.92164
"Chicago","18073",25,7,3,114,144027,7411875672.86581,33447,1452110021.92164
"Chicago","18073",25,7,4,92,120275,4995047111.47376,33447,1452110021.92164
"Chicago","18073",25,7,5,74,105856,3061211752.40327,33447,1452110021.92164
"Chicago","18073",25,7,6,42,59579,1393019794.76167,33447,1452110021.92164
"Chicago","18073",25,7,7,12,12819,242856066.642558,33447,1452110021.92164
"Chicago","18111",13,5,1,42,43805,3730442835.01912,13992,1043552922.60533
"Chicago","18111",13,5,2,40,44111,3580330709.22358,13992,1043552922.60533
"Chicago","18111",13,5,3,26,27135,2438550772.24604,13992,1043552922.60533
"Chicago","18111",13,5,4,32,35071,2265428493.07057,13992,1043552922.60533
"Chicago","18111",13,5,5,16,17782,507882261.704629,13992,1043552922.60533
"Chicago","18089",362,16,1,2248,3100598,11362100901.1977,485707,1620751574.82985
"Chicago","18089",362,16,2,5394,7212756,34533948867.297,485707,1620751574.82985
"Chicago","18089",362,16,3,9502,12288581,44423043802.2893,485707,1620751574.82985
"Chicago","18089",362,16,4,14016,17631968,50722685889.0725,485707,1620751574.82985
"Chicago","18089",362,16,5,16452,20503861,55056177801.2891,485707,1620751574.82985
"Chicago","18089",362,16,6,17516,22102360,57039025833.4293,485707,1620751574.82985
"Chicago","18089",362,16,7,16948,21815811,57991897040.2726,485707,1620751574.82985
"Chicago","18089",362,16,8,14836,19914788,54251244834.736,485707,1620751574.82985
"Chicago","18089",362,16,9,12032,17080929,52801996315.0193,485707,1620751574.82985
"Chicago","18089",362,16,10,9064,13556654,49746084754.1265,485707,1620751574.82985
"Chicago","18089",362,16,11,6042,9636004,43287432558.2115,485707,1620751574.82985
"Chicago","18089",362,16,12,3472,5653405,34033041076.9615,485707,1620751574.82985
"Chicago","18089",362,16,13,1838,2948825,21644483361.3768,485707,1620751574.82985
"Chicago","18089",362,16,14,954,1408353,12677703157.2483,485707,1620751574.82985
"Chicago","18089",362,16,15,324,431246,4931880006.34866,485707,1620751574.82985
"Chicago","18089",362,16,16,44,54088,588572314.698339,485707,1620751574.82985
"Chicago","17093",39,6,1,208,731055,4597379191.60869,126054,833465604.916257
"Chicago","17093",39,6,2,364,1356134,8570666085.29132,126054,833465604.916257
"Chicago","17093",39,6,3,420,1400968,9450090824.45481,126054,833465604.916257
"Chicago","17093",39,6,4,330,917301,6836155132.26543,126054,833465604.916257
"Chicago","17093",39,6,5,148,370591,2160726849.68396,126054,833465604.916257
"Chicago","17093",39,6,6,12,14003,56674903.5135628,126054,833465604.916257
"Chicago","55059",128,12,1,780,1050071,10835706878.8388,168524,1949684162.44319
"Chicago","55059",128,12,2,1732,2301926,35734994625.7846,168524,1949684162.44319
"Chicago","55059",128,12,3,2472,3306900,48389186007.6146,168524,1949684162.44319
"Chicago","55059",128,12,4,3102,4134429,51115866492.4193,168524,1949684162.44319
"Chicago","55059",128,12,5,3120,4140047,41901255371.9984,168524,1949684162.44319
"Chicago","55059",128,12,6,2220,2938562,26040212878.2101,168524,1949684162.44319
"Chicago","55059",128,12,7,1140,1497024,15590650973.5735,168524,1949684162.44319
"Chicago","55059",128,12,8,806,1009548,9882434692.58572,168524,1949684162.44319
"Chicago","55059",128,12,9,530,626059,6638846757.7596,168524,1949684162.44319
"Chicago","55059",128,12,10,250,286452,1189261352.58489,168524,1949684162.44319
"Chicago","55059",128,12,11,96,103206,267542953.023804,168524,1949684162.44319
"Chicago","55059",128,12,12,8,8324,23929645.8913474,168524,1949684162.44319
"Chicago","17031",3993,42,1,26128,34745593,96815176911.1253,5198275,4227627182.90808
"Chicago","17031",3993,42,2,67276,89359970,372927047988.61,5198275,4227627182.90808
"Chicago","17031",3993,42,3,131130,175106747,430792105716.006,5198275,4227627182.90808
"Chicago","17031",3993,42,4,217012,289088319,450022264081.966,5198275,4227627182.90808
"Chicago","17031",3993,42,5,303508,400683141,477995900316.539,5198275,4227627182.90808
"Chicago","17031",3993,42,6,384234,502175242,527700623221.573,5198275,4227627182.90808
"Chicago","17031",3993,42,7,460214,595946751,594296200326.591,5198275,4227627182.90808
"Chicago","17031",3993,42,8,530706,685280109,713202132492.247,5198275,4227627182.90808
"Chicago","17031",3993,42,9,602188,776738728,704541974306.844,5198275,4227627182.90808
"Chicago","17031",3993,42,10,672720,866545092,759310665891.601,5198275,4227627182.90808
"Chicago","17031",3993,42,11,732922,941720815,800806349135.188,5198275,4227627182.90808
"Chicago","17031",3993,42,12,787458,1010466592,913348201563.505,5198275,4227627182.90808
"Chicago","17031",3993,42,13,833426,1068455277,960503803437.551,5198275,4227627182.90808
"Chicago","17031",3993,42,14,882574,1132112833,999409669161.884,5198275,4227627182.90808
"Chicago","17031",3993,42,15,926862,1189086432,976228107017.813,5198275,4227627182.90808
"Chicago","17031",3993,42,16,956596,1230173254,894522781747.967,5198275,4227627182.90808
"Chicago","17031",3993,42,17,951480,1224012015,827282251385.354,5198275,4227627182.90808
"Chicago","17031",3993,42,18,906320,1170057812,787536470779.156,5198275,4227627182.90808
"Chicago","17031",3993,42,19,850460,1102402505,690682991391.737,5198275,4227627182.90808
"Chicago","17031",3993,42,20,802402,1043034919,652287691909.589,5198275,4227627182.90808
"Chicago","17031",3993,42,21,733444,954207029,567352675920.286,5198275,4227627182.90808
"Chicago","17031",3993,42,22,646242,844926765,501957403373.487,5198275,4227627182.90808
"Chicago","17031",3993,42,23,555688,730526163,432787693191.684,5198275,4227627182.90808
"Chicago","17031",3993,42,24,468080,620217856,370738378554.527,5198275,4227627182.90808
"Chicago","17031",3993,42,25,384162,513446466,304032493536.292,5198275,4227627182.90808
"Chicago","17031",3993,42,26,304640,410841164,253959819422.579,5198275,4227627182.90808
"Chicago","17031",3993,42,27,230012,314194930,204008267833.906,5198275,4227627182.90808
"Chicago","17031",3993,42,28,168334,233719633,161662893284.781,5198275,4227627182.90808
"Chicago","17031",3993,42,29,124256,174844007,126906142162.13,5198275,4227627182.90808
"Chicago","17031",3993,42,30,95416,134619983,99469966075.5679,5198275,4227627182.90808
"Chicago","17031",3993,42,31,70284,99153579,74322133958.7461,5198275,4227627182.90808
"Chicago","17031",3993,42,32,47976,68182346,49327403237.312,5198275,4227627182.90808
"Chicago","17031",3993,42,33,31168,44903951,33463311778.5907,5198275,4227627182.90808
"Chicago","17031",3993,42,34,20548,29688526,23359411359.764,5198275,4227627182.90808
"Chicago","17031",3993,42,35,13394,19557144,16562083269.5646,5198275,4227627182.90808
"Chicago","17031",3993,42,36,8056,12059035,11159012120.9599,5198275,4227627182.90808
"Chicago","17031",3993,42,37,5366,8281672,7136264428.59152,5198275,4227627182.90808
"Chicago","17031",3993,42,38,3742,5685292,4611840248.34814,5198275,4227627182.90808
"Chicago","17031",3993,42,39,2382,3505321,2536357699.48462,5198275,4227627182.90808
"Chicago","17031",3993,42,40,1030,1482186,973170049.148421,5198275,4227627182.90808
"Chicago","17031",3993,42,41,212,268564,144561619.199721,5198275,4227627182.90808
"Chicago","17031",3993,42,42,8,10042,4022261.27921556,5198275,4227627182.90808
"Chicago","17037",60,7,1,336,606178,8840765980.00461,104366,1641301218.05283
"Chicago","17037",60,7,2,688,1245612,20099487539.0083,104366,1641301218.05283
"Chicago","17037",60,7,3,934,1662547,30256604262.8653,104366,1641301218.05283
"Chicago","17037",60,7,4,796,1431598,26150576888.9965,104366,1641301218.05283
"Chicago","17037",60,7,5,474,756659,8819135727.27634,104366,1641301218.05283
"Chicago","17037",60,7,6,244,365570,2186411448.91881,104366,1641301218.05283
"Chicago","17037",60,7,7,68,89430,483790018.047034,104366,1641301218.05283
"Chicago","18127",86,8,1,478,993138,8293583362.60984,168636,1349564010.07906
"Chicago","18127",86,8,2,1056,2241401,16800668684.965,168636,1349564010.07906
"Chicago","18127",86,8,3,1630,3313344,24148985830.2326,168636,1349564010.07906
"Chicago","18127",86,8,4,1734,3399759,25761722082.9209,168636,1349564010.07906
"Chicago","18127",86,8,5,1350,2510571,21249657227.4622,168636,1349564010.07906
"Chicago","18127",86,8,6,762,1363323,13134630880.1328,168636,1349564010.07906
"Chicago","18127",86,8,7,248,432328,4786079418.49495,168636,1349564010.07906
"Chicago","18127",86,8,8,52,80196,537613369.901992,168636,1349564010.07906
"Chicago","17089",274,18,1,1660,3334137,9001615304.0299,531376,1355945105.18855
"Chicago","17089",274,18,2,3724,7462119,19929688293.2326,531376,1355945105.18855
"Chicago","17089",274,18,3,5694,11395115,32448162516.6282,531376,1355945105.18855
"Chicago","17089",274,18,4,7184,14518932,44368814975.3825,531376,1355945105.18855
"Chicago","17089",274,18,5,7868,15774607,51745307519.9781,531376,1355945105.18855
"Chicago","17089",274,18,6,7912,15814932,51389438974.1028,531376,1355945105.18855
"Chicago","17089",274,18,7,7308,14667790,45767477393.8727,531376,1355945105.18855
"Chicago","17089",274,18,8,6608,12981045,36672754145.8336,531376,1355945105.18855
"Chicago","17089",274,18,9,5844,11268489,27947030770.161,531376,1355945105.18855
"Chicago","17089",274,18,10,5148,9760552,20030923101.6369,531376,1355945105.18855
"Chicago","17089",274,18,11,4498,8480159,13707166048.2142,531376,1355945105.18855
"Chicago","17089",274,18,12,3760,6645460,7885335447.82324,531376,1355945105.18855
"Chicago","17089",274,18,13,3028,5195913,4576698083.63718,531376,1355945105.18855
"Chicago","17089",274,18,14,2158,3595905,2414804208.98395,531376,1355945105.18855
"Chicago","17089",274,18,15,1334,2186718,1319188068.18885,531376,1355945105.18855
"Chicago","17089",274,18,16,694,1236228,645433249.865482,531376,1355945105.18855
"Chicago","17089",274,18,17,294,600341,274212855.265258,531376,1355945105.18855
"Chicago","17089",274,18,18,86,147206,48962759.6389433,531376,1355945105.18855
"Chicago","17063",34,6,1,162,232354,5779567644.25552,50666,1113344549.4648
"Chicago","17063",34,6,2,310,460990,12688998504.238,50666,1113344549.4648
"Chicago","17063",34,6,3,304,464633,12562450531.0601,50666,1113344549.4648
"Chicago","17063",34,6,4,228,341684,4421814003.25233,50666,1113344549.4648
"Chicago","17063",34,6,5,112,165246,1235745568.36739,50666,1113344549.4648
"Chicago","17063",34,6,6,6,7071,51793881.1651025,50666,1113344549.4648
"Chicago","17197",393,18,1,2378,4454198,16666213055.4859,689315,2196430755.52843
"Chicago","17197",393,18,2,5776,10832243,39865217789.2453,689315,2196430755.52843
"Chicago","17197",393,18,3,10288,19033445,65009721643.5947,689315,2196430755.52843
"Chicago","17197",393,18,4,15148,27151997,88061708267.4223,689315,2196430755.52843
"Chicago","17197",393,18,5,19248,33700943,106167014283.929,689315,2196430755.52843
"Chicago","17197",393,18,6,20920,36637893,112741017644.147,689315,2196430755.52843
"Chicago","17197",393,18,7,19964,35004202,103184903177.922,689315,2196430755.52843
"Chicago","17197",393,18,8,16962,29656604,86605273239.9208,689315,2196430755.52843
"Chicago","17197",393,18,9,13448,23448584,70161202723.8647,689315,2196430755.52843
"Chicago","17197",393,18,10,10066,17352966,57122230075.039,689315,2196430755.52843
"Chicago","17197",393,18,11,7310,12463832,45534531066.1058,689315,2196430755.52843
"Chicago","17197",393,18,12,5082,8558031,33863231055.701,689315,2196430755.52843
"Chicago","17197",393,18,13,3284,5500762,20389508659.1635,689315,2196430755.52843
"Chicago","17197",393,18,14,2058,3373138,9786631045.24912,689315,2196430755.52843
"Chicago","17197",393,18,15,1232,1865337,4098012172.04918,689315,2196430755.52843
"Chicago","17197",393,18,16,642,859126,1435673138.75839,689315,2196430755.52843
"Chicago","17197",393,18,17,222,282291,292514672.884325,689315,2196430755.52843
"Chicago","17197",393,18,18,28,35888,16252456.6642286,689315,2196430755.52843
"Chicago","17043",617,21,1,3864,5892555,6238395710.12142,929060,869820558.409551
"Chicago","17043",617,21,2,9214,14030993,14628355489.4256,929060,869820558.409551
"Chicago","17043",617,21,3,15744,23897085,23642742973.197,929060,869820558.409551
"Chicago","17043",617,21,4,22306,33571729,31861635275.4011,929060,869820558.409551
"Chicago","17043",617,21,5,27858,41704224,38836898603.2842,929060,869820558.409551
"Chicago","17043",617,21,6,32210,48091547,44744823941.9339,929060,869820558.409551
"Chicago","17043",617,21,7,34796,51753681,48453368351.182,929060,869820558.409551
"Chicago","17043",617,21,8,35664,53195900,50614651631.3086,929060,869820558.409551
"Chicago","17043",617,21,9,35656,53413304,50364503825.1606,929060,869820558.409551
"Chicago","17043",617,21,10,33926,51042955,47611050569.1411,929060,869820558.409551
"Chicago","17043",617,21,11,31144,47197387,43575989054.7092,929060,869820558.409551
"Chicago","17043",617,21,12,27362,41669596,38048302870.9156,929060,869820558.409551
"Chicago","17043",617,21,13,22652,34647233,31459476492.387,929060,869820558.409551
"Chicago","17043",617,21,14,17910,27383824,24311947818.1272,929060,869820558.409551
"Chicago","17043",617,21,15,13002,19708129,17759029830.6735,929060,869820558.409551
"Chicago","17043",617,21,16,8434,12649909,11891999249.066,929060,869820558.409551
"Chicago","17043",617,21,17,4880,7306642,6908025315.24428,929060,869820558.409551
"Chicago","17043",617,21,18,2264,3379356,3276689211.11311,929060,869820558.409551
"Chicago","17043",617,21,19,880,1311261,1257968470.82182,929060,869820558.409551
"Chicago","17043",617,21,20,266,391100,287131666.534869,929060,869820558.409551
"Chicago","17043",617,21,21,40,62550,36477630.5356279,929060,869820558.409551
"Chicago","17097",402,15,1,2488,4613710,39020994008.7666,701473,3538453422.50416
"Chicago","17097",402,15,2,6072,11218001,131098953853.377,701473,3538453422.50416
"Chicago","17097",402,15,3,10664,19675396,172801377255.148,701473,3538453422.50416
"Chicago","17097",402,15,4,16096,28902840,150938416233.452,701473,3538453422.50416
"Chicago","17097",402,15,5,20660,36277824,172929597865.108,701473,3538453422.50416
"Chicago","17097",402,15,6,22722,39825834,173126465849.015,701473,3538453422.50416
"Chicago","17097",402,15,7,22344,38880911,188232777157.046,701473,3538453422.50416
"Chicago","17097",402,15,8,20532,35637639,143722673643.601,701473,3538453422.50416
"Chicago","17097",402,15,9,17170,29481649,128567082914.781,701473,3538453422.50416
"Chicago","17097",402,15,10,11622,19722483,73165814140.2059,701473,3538453422.50416
"Chicago","17097",402,15,11,6644,10728686,31962408210.2162,701473,3538453422.50416
"Chicago","17097",402,15,12,2964,4580721,10002622821.9824,701473,3538453422.50416
"Chicago","17097",402,15,13,994,1441206,2795262145.8411,701473,3538453422.50416
"Chicago","17097",402,15,14,210,275950,496203322.666895,701473,3538453422.50416
"Chicago","17097",402,15,15,20,27823,59173002.9632613,701473,3538453422.50416
"Chicago","17111",164,12,1,948,1907668,10366065559.436,307714,1579642280.45707
"Chicago","17111",164,12,2,2116,4238705,22949831883.6209,307714,1579642280.45707
"Chicago","17111",164,12,3,3262,6489175,34111734594.4303,307714,1579642280.45707
"Chicago","17111",164,12,4,4120,8123433,40345241036.279,307714,1579642280.45707
"Chicago","17111",164,12,5,4284,8268712,41029333957.4804,307714,1579642280.45707
"Chicago","17111",164,12,6,4016,7537602,37195751656.9884,307714,1579642280.45707
"Chicago","17111",164,12,7,3284,5947618,29839489801.4296,307714,1579642280.45707
"Chicago","17111",164,12,8,2252,3864416,20225695143.5844,307714,1579642280.45707
"Chicago","17111",164,12,9,1362,2160812,12286913924.057,307714,1579642280.45707
"Chicago","17111",164,12,10,716,1047626,6518735262.80963,307714,1579642280.45707
"Chicago","17111",164,12,11,314,476537,2175015213.10128,307714,1579642280.45707
"Chicago","17111",164,12,12,58,95078,437883681.285734,307714,1579642280.45707
"Dallas","48397",30,5,1,154,501636,1978884936.56616,97175,385485114.218461
"Dallas","48397",30,5,2,272,849711,3298741538.46995,97175,385485114.218461
"Dallas","48397",30,5,3,290,954817,3656023620.73686,97175,385485114.218461
"Dallas","48397",30,5,4,134,463531,2020650471.29719,97175,385485114.218461
"Dallas","48397",30,5,5,20,48380,224767745.265235,97175,385485114.218461
"Dallas","48367",55,7,1,302,767349,13137425727.0581,133811,2358437656.51348
"Dallas","48367",55,7,2,612,1527124,24338860032.3498,133811,2358437656.51348
"Dallas","48367",55,7,3,758,1886014,30766847776.1086,133811,2358437656.51348
"Dallas","48367",55,7,4,674,1625833,28691943560.8769,133811,2358437656.51348
"Dallas","48367",55,7,5,414,968364,19983669544.2355,133811,2358437656.51348
"Dallas","48367",55,7,6,178,387002,8642372185.15783,133811,2358437656.51348
"Dallas","48367",55,7,7,32,64108,1794514625.94133,133811,2358437656.51348
"Dallas","48257",59,9,1,318,679791,11704518305.7101,123804,2092961590.66544
"Dallas","48257",59,9,2,608,1262989,22641352548.703,123804,2092961590.66544
"Dallas","48257",59,9,3,744,1571438,26937628308.7268,123804,2092961590.66544
"Dallas","48257",59,9,4,724,1583807,26078007582.39,123804,2092961590.66544
"Dallas","48257",59,9,5,520,1025970,18647782760.0064,123804,2092961590.66544
"Dallas","48257",59,9,6,310,623997,10675822316.2922,123804,2092961590.66544
"Dallas","48257",59,9,7,142,286805,3773535555.92702,123804,2092961590.66544
"Dallas","48257",59,9,8,48,108079,812588920.666608,123804,2092961590.66544
"Dallas","48257",59,9,9,8,37756,120535960.173426,123804,2092961590.66544
"Dallas","48251",97,9,1,542,989253,11592361336.6844,167212,1903439628.12167
"Dallas","48251",97,9,2,1174,2020401,24614336989.621,167212,1903439628.12167
"Dallas","48251",97,9,3,1632,2773111,35464944128.0215,167212,1903439628.12167
"Dallas","48251",97,9,4,1782,3176332,37408988927.5288,167212,1903439628.12167
"Dallas","48251",97,9,5,1636,2999533,33048996602.9419,167212,1903439628.12167
"Dallas","48251",97,9,6,1374,2312922,24021137413.9561,167212,1903439628.12167
"Dallas","48251",97,9,7,848,1361224,13152027650.9984,167212,1903439628.12167
"Dallas","48251",97,9,8,308,399217,3330162728.08074,167212,1903439628.12167
"Dallas","48251",97,9,9,16,20359,97248521.8476654,167212,1903439628.12167
"Dallas","48439",1177,23,1,7526,13520517,17589281657.8635,2049770,2338229946.94376
"Dallas","48439",1177,23,2,18896,33854486,42989165786.5763,2049770,2338229946.94376
"Dallas","48439",1177,23,3,33876,59710969,70961782614.6266,2049770,2338229946.94376
"Dallas","48439",1177,23,4,50300,86640199,100313072503.991,2049770,2338229946.94376
"Dallas","48439",1177,23,5,67606,113933350,131765647101.229,2049770,2338229946.94376
"Dallas","48439",1177,23,6,84598,140587757,161911541816.07,2049770,2338229946.94376
"Dallas","48439",1177,23,7,99806,165095709,186357873160.529,2049770,2338229946.94376
"Dallas","48439",1177,23,8,112162,185677372,206958014086,2049770,2338229946.94376
"Dallas","48439",1177,23,9,120720,200365125,222520808652.139,2049770,2338229946.94376
"Dallas","48439",1177,23,10,125636,210866802,237889048840.507,2049770,2338229946.94376
"Dallas","48439",1177,23,11,126530,216034762,246078635182.01,2049770,2338229946.94376
"Dallas","48439",1177,23,12,119068,206196267,235273664524.507,2049770,2338229946.94376
"Dallas","48439",1177,23,13,105420,185206923,212366009961.46,2049770,2338229946.94376
"Dallas","48439",1177,23,14,89730,160232107,184243497889.893,2049770,2338229946.94376
"Dallas","48439",1177,23,15,72698,133583873,152503330255.094,2049770,2338229946.94376
"Dallas","48439",1177,23,16,56246,107133388,120602660109.93,2049770,2338229946.94376
"Dallas","48439",1177,23,17,41062,81347138,91083423507.0817,2049770,2338229946.94376
"Dallas","48439",1177,23,18,27154,55900530,64672811309.788,2049770,2338229946.94376
"Dallas","48439",1177,23,19,14902,31995611,36836407874.6269,2049770,2338229946.94376
"Dallas","48439",1177,23,20,7004,15406186,18314532602.3862,2049770,2338229946.94376
"Dallas","48439",1177,23,21,2640,5952309,7183094563.56183,2049770,2338229946.94376
"Dallas","48439",1177,23,22,546,1223587,1295020776.89978,2049770,2338229946.94376
"Dallas","48439",1177,23,23,26,64553,49092829.0871706,2049770,2338229946.94376
"Dallas","48497",35,7,1,180,333814,12901286160.9333,66290,2390499802.45527
"Dallas","48497",35,7,2,316,587733,22386048086.0305,66290,2390499802.45527
"Dallas","48497",35,7,3,320,605114,22427505442.1862,66290,2390499802.45527
"Dallas","48497",35,7,4,212,417343,14746063509.6175,66290,2390499802.45527
"Dallas","48497",35,7,5,104,205266,6368498075.0255,66290,2390499802.45527
"Dallas","48497",35,7,6,48,92418,2122947493.9438,66290,2390499802.45527
"Dallas","48497",35,7,7,10,12172,324644515.742458,66290,2390499802.45527
"Dallas","48139",94,9,1,530,1012674,14845012134.6946,173772,2466603259.57463
"Dallas","48139",94,9,2,1128,2241959,31812093248.0017,173772,2466603259.57463
"Dallas","48139",94,9,3,1658,3258473,49339573872.3709,173772,2466603259.57463
"Dallas","48139",94,9,4,1982,3713907,54588430525.6601,173772,2466603259.57463
"Dallas","48139",94,9,5,1770,3140828,45040560123.243,173772,2466603259.57463
"Dallas","48139",94,9,6,1102,1922651,23834979588.9551,173772,2466603259.57463
"Dallas","48139",94,9,7,468,741914,8542288358.00926,173772,2466603259.57463
"Dallas","48139",94,9,8,100,124485,1355022221.95249,173772,2466603259.57463
"Dallas","48139",94,9,9,4,3905,36143067.5535028,173772,2466603259.57463
"Dallas","48231",61,8,1,330,528333,13589800255.0233,94162,2285522884.31841
"Dallas","48231",61,8,2,692,1130756,30290787804.845,94162,2285522884.31841
"Dallas","48231",61,8,3,950,1547227,40069966494.5079,94162,2285522884.31841
"Dallas","48231",61,8,4,816,1248019,29942042494.5874,94162,2285522884.31841
"Dallas","48231",61,8,5,568,789550,15914290693.2759,94162,2285522884.31841
"Dallas","48231",61,8,6,248,328443,5771965477.338,94162,2285522884.31841
"Dallas","48231",61,8,7,52,72479,1497107062.54668,94162,2285522884.31841
"Dallas","48231",61,8,8,4,4913,55412776.9799645,94162,2285522884.31841
"Dallas","48085",473,19,1,3008,6493191,15702841068.0463,973977,2296177425.66423
"Dallas","48085",473,19,2,7056,15258937,34050668701.6074,973977,2296177425.66423
"Dallas","48085",473,19,3,12042,25769386,53269798370.9725,973977,2296177425.66423
"Dallas","48085",473,19,4,16416,35359755,70469943183.0898,973977,2296177425.66423
"Dallas","48085",473,19,5,19808,42771740,82796552278.5298,973977,2296177425.66423
"Dallas","48085",473,19,6,22314,47837211,92402932213.6948,973977,2296177425.66423
"Dallas","48085",473,19,7,23906,50149490,98997075048.5344,973977,2296177425.66423
"Dallas","48085",473,19,8,24064,49282976,102364383758.929,973977,2296177425.66423
"Dallas","48085",473,19,9,23482,46970004,102012985303.051,973977,2296177425.66423
"Dallas","48085",473,19,10,21560,42698642,100519120741.465,973977,2296177425.66423
"Dallas","48085",473,19,11,17736,35187557,92558632999.2017,973977,2296177425.66423
"Dallas","48085",473,19,12,13272,26246616,78318795466.9152,973977,2296177425.66423
"Dallas","48085",473,19,13,8974,17698862,60664551228.2975,973977,2296177425.66423
"Dallas","48085",473,19,14,5060,9859472,45352622422.2693,973977,2296177425.66423
"Dallas","48085",473,19,15,2576,4752245,27295503029.1481,973977,2296177425.66423
"Dallas","48085",473,19,16,1248,2082084,15425982984.2575,973977,2296177425.66423
"Dallas","48085",473,19,17,552,950535,8435080503.89024,973977,2296177425.66423
"Dallas","48085",473,19,18,160,302129,2756750023.44244,973977,2296177425.66423
"Dallas","48085",473,19,19,22,46312,401525588.173138,973977,2296177425.66423
"Dallas","48121",378,15,1,2338,5468171,16938049881.4817,833822,2469152051.57583
"Dallas","48121",378,15,2,5648,13294449,39939334194.4757,833822,2469152051.57583
"Dallas","48121",378,15,3,9530,22202455,69039337487.443,833822,2469152051.57583
"Dallas","48121",378,15,4,13526,31317787,98585315269.2266,833822,2469152051.57583
"Dallas","48121",378,15,5,17612,40700745,120759315286.247,833822,2469152051.57583
"Dallas","48121",378,15,6,20166,46806275,128287303638.306,833822,2469152051.57583
"Dallas","48121",378,15,7,20250,45891614,119823549352.998,833822,2469152051.57583
"Dallas","48121",378,15,8,18588,40801073,114530246125.264,833822,2469152051.57583
"Dallas","48121",378,15,9,15286,31749747,97091960805.1745,833822,2469152051.57583
"Dallas","48121",378,15,10,10456,20340633,67426438214.3662,833822,2469152051.57583
"Dallas","48121",378,15,11,5660,10045456,37535795408.552,833822,2469152051.57583
"Dallas","48121",378,15,12,2448,4104695,15883484025.0947,833822,2469152051.57583
"Dallas","48121",378,15,13,790,1294725,4296612788.82191,833822,2469152051.57583
"Dallas","48121",378,15,14,188,301345,717582188.092763,833822,2469152051.57583
"Dallas","48121",378,15,15,20,31724,15998778.5430779,833822,2469152051.57583
"Dallas","48113",1669,27,1,10912,17545822,18515695422.001,2606868,2354624810.06839
"Dallas","48113",1669,27,2,27262,43600856,48598172988.6868,2606868,2354624810.06839
"Dallas","48113",1669,27,3,49898,79039506,85532584715.8973,2606868,2354624810.06839
"Dallas","48113",1669,27,4,77168,121007957,124835846778.464,2606868,2354624810.06839
"Dallas","48113",1669,27,5,107052,165989651,169561754435.453,2606868,2354624810.06839
"Dallas","48113",1669,27,6,139698,214488830,211369166662.323,2606868,2354624810.06839
"Dallas","48113",1669,27,7,171524,260730254,244068058556.181,2606868,2354624810.06839
"Dallas","48113",1669,27,8,198042,299665741,269584940855.505,2606868,2354624810.06839
"Dallas","48113",1669,27,9,217774,328901377,297115065280.622,2606868,2354624810.06839
"Dallas","48113",1669,27,10,228724,346030189,316952940519.701,2606868,2354624810.06839
"Dallas","48113",1669,27,11,232872,354628403,326660055813.213,2606868,2354624810.06839
"Dallas","48113",1669,27,12,227278,349705570,318938969634.602,2606868,2354624810.06839
