"day","lag","rho","error","index","county","event","msa","week","period"
2020-02-12,3,0.55986188280953,49.9472090755359,"exp",13171,"COVID-19","Atlanta","weekday","before"
2020-02-13,3,0.561531075815375,49.4973809840557,"exp",13171,"COVID-19","Atlanta","weekday","before"
2020-02-14,3,0.560141544746832,55.6050222748073,"exp",13171,"COVID-19","Atlanta","weekday","before"
2020-02-15,3,0.561413908016127,45.0359610687197,"exp",13171,"COVID-19","Atlanta","weekend","before"
2020-02-16,3,0.558602020616839,46.4521095689282,"exp",13171,"COVID-19","Atlanta","weekend","before"
2020-03-30,3,0.561543896467889,37.7991588589715,"exp",13171,"COVID-19","Atlanta","weekday","during"
2020-03-31,3,0.559694551946959,38.2014497482709,"exp",13171,"COVID-19","Atlanta","weekday","during"
2020-04-01,3,0.564859567075022,41.43128525757,"exp",13171,"COVID-19","Atlanta","weekday","during"
2020-04-02,3,0.56191471640814,43.3981496966311,"exp",13171,"COVID-19","Atlanta","weekday","during"
2020-04-03,3,0.563206269973555,43.2069019026644,"exp",13171,"COVID-19","Atlanta","weekday","during"
2020-04-04,3,0.563841614227487,39.8014204287705,"exp",13171,"COVID-19","Atlanta","weekend","during"
2020-04-05,3,0.56174962046024,38.9429242955779,"exp",13171,"COVID-19","Atlanta","weekend","during"
2020-02-10,11,0.00762783423507581,71.124877790463,"homo",13063,"COVID-19","Atlanta","weekday","before"
2020-02-11,11,0.00760708383610475,68.5601981193008,"homo",13063,"COVID-19","Atlanta","weekday","before"
2020-02-12,11,0.00762254988523246,69.7766880574539,"homo",13063,"COVID-19","Atlanta","weekday","before"
2020-02-13,11,0.00761060714983919,70.6637647672141,"homo",13063,"COVID-19","Atlanta","weekday","before"
2020-02-14,11,0.00757215442049304,76.2268782541259,"homo",13063,"COVID-19","Atlanta","weekday","before"
2020-02-15,11,0.00758332038518236,69.1120910991647,"homo",13063,"COVID-19","Atlanta","weekend","before"
2020-02-16,11,0.00759244595268544,59.158713316935,"homo",13063,"COVID-19","Atlanta","weekend","before"
2020-03-30,11,0.00754429416418368,48.4253086290101,"homo",13063,"COVID-19","Atlanta","weekday","during"
2020-03-31,11,0.00751907848068199,47.5664637082503,"homo",13063,"COVID-19","Atlanta","weekday","during"
2020-04-01,11,0.00758473985075003,58.5150072824536,"homo",13063,"COVID-19","Atlanta","weekday","during"
2020-04-02,11,0.00757189003114899,59.9084915871936,"homo",13063,"COVID-19","Atlanta","weekday","during"
2020-04-03,11,0.00756761572395579,61.3532796065555,"homo",13063,"COVID-19","Atlanta","weekday","during"
2020-04-04,11,0.00752557542459432,56.6607576383101,"homo",13063,"COVID-19","Atlanta","weekend","during"
2020-04-05,11,0.00754109926221808,50.4074214662423,"homo",13063,"COVID-19","Atlanta","weekend","during"
2020-02-10,11,4.99992803242426,679.144131792806,"power",13063,"COVID-19","Atlanta","weekday","before"
2020-02-11,11,4.99992810271515,654.919033617103,"power",13063,"COVID-19","Atlanta","weekday","before"
2020-02-12,11,4.99992810281754,664.491973890117,"power",13063,"COVID-19","Atlanta","weekday","before"
2020-02-13,11,4.9999280734319,666.213170388753,"power",13063,"COVID-19","Atlanta","weekday","before"
2020-02-14,11,4.99992818997396,689.344671935007,"power",13063,"COVID-19","Atlanta","weekday","before"
2020-02-15,11,4.99992797471726,628.426231137554,"power",13063,"COVID-19","Atlanta","weekend","before"
2020-02-16,11,4.99992781645636,563.320497996331,"power",13063,"COVID-19","Atlanta","weekend","before"
2020-03-30,11,4.99992758510445,469.783456523826,"power",13063,"COVID-19","Atlanta","weekday","during"
2020-03-31,11,4.99992751441851,454.933705837683,"power",13063,"COVID-19","Atlanta","weekday","during"
2020-04-01,11,4.99992771397218,559.351830274506,"power",13063,"COVID-19","Atlanta","weekday","during"
2020-04-02,11,4.99992768688148,563.132119191868,"power",13063,"COVID-19","Atlanta","weekday","during"
2020-04-03,11,4.99992770678937,576.812410169466,"power",13063,"COVID-19","Atlanta","weekday","during"
2020-04-04,11,4.99992752877999,530.512728977233,"power",13063,"COVID-19","Atlanta","weekend","during"
2020-04-05,11,4.99992748245448,484.872069197458,"power",13063,"COVID-19","Atlanta","weekend","during"
2020-02-10,11,0.468486440231835,62.6364437001613,"exp",13063,"COVID-19","Atlanta","weekday","before"
2020-02-11,11,0.467843705634566,60.1411659197135,"exp",13063,"COVID-19","Atlanta","weekday","before"
2020-02-12,11,0.468047350888249,61.160852465337,"exp",13063,"COVID-19","Atlanta","weekday","before"
2020-02-13,11,0.467855177287516,62.0534924165456,"exp",13063,"COVID-19","Atlanta","weekday","before"
2020-02-14,11,0.466165182677843,67.237541795635,"exp",13063,"COVID-19","Atlanta","weekday","before"
2020-02-15,11,0.466529497409375,62.2008690889245,"exp",13063,"COVID-19","Atlanta","weekend","before"
2020-02-16,11,0.467396991524402,53.8251367475463,"exp",13063,"COVID-19","Atlanta","weekend","before"
2020-03-30,11,0.46860182842775,42.9854073585144,"exp",13063,"COVID-19","Atlanta","weekday","during"
2020-03-31,11,0.468740635015425,42.1631273043591,"exp",13063,"COVID-19","Atlanta","weekday","during"
2020-04-01,11,0.468188649672933,52.3881549602531,"exp",13063,"COVID-19","Atlanta","weekday","during"
2020-04-02,11,0.468254584097424,52.9218210898051,"exp",13063,"COVID-19","Atlanta","weekday","during"
2020-04-03,11,0.468071855198483,54.4246690433779,"exp",13063,"COVID-19","Atlanta","weekday","during"
2020-04-04,11,0.468446287680102,50.3143774507124,"exp",13063,"COVID-19","Atlanta","weekend","during"
2020-04-05,11,0.469023318505052,44.9587515842519,"exp",13063,"COVID-19","Atlanta","weekend","during"
2020-02-10,22,0.00154606447871934,91.4243986728965,"homo",13089,"COVID-19","Atlanta","weekday","before"
2020-02-11,22,0.00207299856012309,76.1900520932582,"homo",13089,"COVID-19","Atlanta","weekday","before"
2020-02-12,22,0.00208243050397866,76.6767076764765,"homo",13089,"COVID-19","Atlanta","weekday","before"
2020-02-13,22,0.00226498572611479,69.3173856017392,"homo",13089,"COVID-19","Atlanta","weekday","before"
2020-02-14,22,0.00144356067033019,91.8109502075124,"homo",13089,"COVID-19","Atlanta","weekday","before"
2020-02-15,22,0.0014576253707955,84.9342468840972,"homo",13089,"COVID-19","Atlanta","weekend","before"
2020-02-16,22,0.0015531943231742,74.3412864343919,"homo",13089,"COVID-19","Atlanta","weekend","before"
2020-03-30,22,0.00222144279904625,42.006719497756,"homo",13089,"COVID-19","Atlanta","weekday","during"
2020-03-31,22,0.00224511728079164,40.9265939768728,"homo",13089,"COVID-19","Atlanta","weekday","during"
2020-04-01,22,0.00165794815265801,66.6911983060092,"homo",13089,"COVID-19","Atlanta","weekday","during"
2020-04-02,22,0.00163695784820979,67.5132497774106,"homo",13089,"COVID-19","Atlanta","weekday","during"
2020-04-03,22,0.00212480214071068,55.454932818361,"homo",13089,"COVID-19","Atlanta","weekday","during"
2020-04-04,22,0.00227720488043039,45.2808078065241,"homo",13089,"COVID-19","Atlanta","weekend","during"
2020-04-05,22,0.00212523110660675,47.1325790314217,"homo",13089,"COVID-19","Atlanta","weekend","during"
2020-02-10,22,4.99994544368345,658.851597322347,"power",13089,"COVID-19","Atlanta","weekday","before"
2020-02-11,22,4.99994686130518,613.340496252454,"power",13089,"COVID-19","Atlanta","weekday","before"
2020-02-12,22,4.99994685268742,619.636999946967,"power",13089,"COVID-19","Atlanta","weekday","before"
2020-02-13,22,4.99994806769446,609.512780637864,"power",13089,"COVID-19","Atlanta","weekday","before"
2020-02-14,22,4.99994490139561,624.118459655938,"power",13089,"COVID-19","Atlanta","weekday","before"
2020-02-15,22,4.99994494695583,585.231233155301,"power",13089,"COVID-19","Atlanta","weekend","before"
2020-02-16,22,4.99994531236343,532.489401858653,"power",13089,"COVID-19","Atlanta","weekend","before"
2020-03-30,22,4.99994792953511,417.88112209768,"power",13089,"COVID-19","Atlanta","weekday","during"
2020-03-31,22,4.99994780942712,398.126354547603,"power",13089,"COVID-19","Atlanta","weekday","during"
2020-04-01,22,4.9999451949652,518.674271786605,"power",13089,"COVID-19","Atlanta","weekday","during"
2020-04-02,22,4.99994496151526,518.881317194375,"power",13089,"COVID-19","Atlanta","weekday","during"
2020-04-03,22,4.99994692286883,487.12624991513,"power",13089,"COVID-19","Atlanta","weekday","during"
2020-04-04,22,4.99994814200728,439.921130010407,"power",13089,"COVID-19","Atlanta","weekend","during"
2020-04-05,22,4.99994695771449,422.2523211058,"power",13089,"COVID-19","Atlanta","weekend","during"
2020-02-10,22,0.443036453852011,63.5019762611226,"exp",13089,"COVID-19","Atlanta","weekday","before"
2020-02-11,22,0.450889979654902,57.3690763425545,"exp",13089,"COVID-19","Atlanta","weekday","before"
2020-02-12,22,0.451544467914236,57.3046871463963,"exp",13089,"COVID-19","Atlanta","weekday","before"
2020-02-13,22,0.454331507571942,56.3583958349594,"exp",13089,"COVID-19","Atlanta","weekday","before"
2020-02-14,22,0.442996031917249,64.0317721152276,"exp",13089,"COVID-19","Atlanta","weekday","before"
2020-02-15,22,0.442997258480862,59.1900511002062,"exp",13089,"COVID-19","Atlanta","weekend","before"
2020-02-16,22,0.443769997601223,51.5784344915597,"exp",13089,"COVID-19","Atlanta","weekend","before"
2020-03-30,22,0.453558976842893,33.1894070220509,"exp",13089,"COVID-19","Atlanta","weekday","during"
2020-03-31,22,0.453175536146837,32.7823776961729,"exp",13089,"COVID-19","Atlanta","weekday","during"
2020-04-01,22,0.445154491141169,45.7493210478708,"exp",13089,"COVID-19","Atlanta","weekday","during"
2020-04-02,22,0.445635838814541,45.8978623328315,"exp",13089,"COVID-19","Atlanta","weekday","during"
2020-04-03,22,0.452972138583452,40.7325922734399,"exp",13089,"COVID-19","Atlanta","weekday","during"
2020-04-04,22,0.455750326398759,36.3684289843735,"exp",13089,"COVID-19","Atlanta","weekend","during"
2020-04-05,22,0.452115888046357,35.9363551712649,"exp",13089,"COVID-19","Atlanta","weekend","during"
2020-02-10,4,0.0597616190592195,94.197862928577,"homo",13227,"COVID-19","Atlanta","weekday","before"
2020-02-11,4,0.0592041968245418,89.9332111401549,"homo",13227,"COVID-19","Atlanta","weekday","before"
2020-02-12,4,0.0595245099195472,97.312860068235,"homo",13227,"COVID-19","Atlanta","weekday","before"
2020-02-13,4,0.0594462977446511,100.104185651062,"homo",13227,"COVID-19","Atlanta","weekday","before"
2020-02-14,4,0.0595834050947445,101.205705442035,"homo",13227,"COVID-19","Atlanta","weekday","before"
2020-02-15,4,0.0591799195339303,92.8244579986183,"homo",13227,"COVID-19","Atlanta","weekend","before"
2020-02-16,4,0.0592258915785737,86.8372486604707,"homo",13227,"COVID-19","Atlanta","weekend","before"
2020-03-30,4,0.0599538227429967,65.2410230140852,"homo",13227,"COVID-19","Atlanta","weekday","during"
2020-03-31,4,0.0601139619075036,58.1339658543248,"homo",13227,"COVID-19","Atlanta","weekday","during"
2020-04-01,4,0.0599338536948115,73.2537238096942,"homo",13227,"COVID-19","Atlanta","weekday","during"
2020-04-02,4,0.0600038930018983,75.8933368639106,"homo",13227,"COVID-19","Atlanta","weekday","during"
2020-04-03,4,0.0595964015729277,82.9618478508204,"homo",13227,"COVID-19","Atlanta","weekday","during"
2020-04-04,4,0.059798602073821,71.8378598639396,"homo",13227,"COVID-19","Atlanta","weekend","during"
2020-04-05,4,0.0598749513570265,65.6830947888479,"homo",13227,"COVID-19","Atlanta","weekend","during"
2020-02-10,4,4.99991859854839,730.982677610682,"power",13227,"COVID-19","Atlanta","weekday","before"
2020-02-11,4,4.99995631615995,631.878931137616,"power",13227,"COVID-19","Atlanta","weekday","before"
2020-02-12,4,4.99995818812933,729.423096909416,"power",13227,"COVID-19","Atlanta","weekday","before"
2020-02-13,4,4.99995908435214,743.875834466035,"power",13227,"COVID-19","Atlanta","weekday","before"
2020-02-14,4,4.99995828120802,754.103758413833,"power",13227,"COVID-19","Atlanta","weekday","before"
2020-02-15,4,4.99995608218162,642.19886262043,"power",13227,"COVID-19","Atlanta","weekend","before"
2020-02-16,4,4.99995614299321,610.690478012542,"power",13227,"COVID-19","Atlanta","weekend","before"
2020-03-30,4,4.99995570139667,521.352676422489,"power",13227,"COVID-19","Atlanta","weekday","during"
2020-03-31,4,4.9999564034618,487.275571657123,"power",13227,"COVID-19","Atlanta","weekday","during"
2020-04-01,4,4.99995584277672,571.007332216171,"power",13227,"COVID-19","Atlanta","weekday","during"
2020-04-02,4,4.99995588477691,586.040260022767,"power",13227,"COVID-19","Atlanta","weekday","during"
2020-04-03,4,4.99995480645043,601.787207857159,"power",13227,"COVID-19","Atlanta","weekday","during"
2020-04-04,4,4.99995456137448,544.312399080184,"power",13227,"COVID-19","Atlanta","weekend","during"
2020-04-05,4,4.99995548883657,514.238444622748,"power",13227,"COVID-19","Atlanta","weekend","during"
2020-02-10,4,0.544967132619978,70.4038379317732,"exp",13227,"COVID-19","Atlanta","weekday","before"
2020-02-11,4,0.548176595823423,66.011316505846,"exp",13227,"COVID-19","Atlanta","weekday","before"
2020-02-12,4,0.543412198420866,76.2954879951781,"exp",13227,"COVID-19","Atlanta","weekday","before"
2020-02-13,4,0.542909997578951,76.7371686488664,"exp",13227,"COVID-19","Atlanta","weekday","before"
2020-02-14,4,0.543798135771783,78.4507897963433,"exp",13227,"COVID-19","Atlanta","weekday","before"
2020-02-15,4,0.54701306900507,71.438233058674,"exp",13227,"COVID-19","Atlanta","weekend","before"
2020-02-16,4,0.549161079151734,64.5852574571552,"exp",13227,"COVID-19","Atlanta","weekend","before"
2020-03-30,4,0.551873420034219,49.8153118683461,"exp",13227,"COVID-19","Atlanta","weekday","during"
2020-03-31,4,0.551567038529258,45.3626562355323,"exp",13227,"COVID-19","Atlanta","weekday","during"
2020-04-01,4,0.551408038709094,55.9207779228793,"exp",13227,"COVID-19","Atlanta","weekday","during"
2020-04-02,4,0.550974781458814,60.0080438557501,"exp",13227,"COVID-19","Atlanta","weekday","during"
2020-04-03,4,0.549618985732363,66.160626609826,"exp",13227,"COVID-19","Atlanta","weekday","during"
2020-04-04,4,0.551625343894225,57.705097149643,"exp",13227,"COVID-19","Atlanta","weekend","during"
2020-04-05,4,0.551645474794372,52.7534480973535,"exp",13227,"COVID-19","Atlanta","weekend","during"
2020-02-10,9,0.0185049622628208,150.148078022095,"homo",13045,"COVID-19","Atlanta","weekday","before"
2020-02-11,9,0.0184733374866872,148.693783496624,"homo",13045,"COVID-19","Atlanta","weekday","before"
2020-02-12,9,0.0185732144142632,145.944239471723,"homo",13045,"COVID-19","Atlanta","weekday","before"
2020-02-13,9,0.0184951855809734,153.046402493739,"homo",13045,"COVID-19","Atlanta","weekday","before"
2020-02-14,9,0.0184525229520165,164.802151203051,"homo",13045,"COVID-19","Atlanta","weekday","before"
2020-02-15,9,0.0184757966397605,132.694718351944,"homo",13045,"COVID-19","Atlanta","weekend","before"
2020-02-16,9,0.0185549703442466,111.358939633594,"homo",13045,"COVID-19","Atlanta","weekend","before"
2020-03-30,9,0.0186076686333289,74.8144444458722,"homo",13045,"COVID-19","Atlanta","weekday","during"
2020-03-31,9,0.0185551280387383,72.8436517789604,"homo",13045,"COVID-19","Atlanta","weekday","during"
2020-04-01,9,0.018611060135469,90.2644690680757,"homo",13045,"COVID-19","Atlanta","weekday","during"
2020-04-02,9,0.0185784304440236,91.3345971896615,"homo",13045,"COVID-19","Atlanta","weekday","during"
2020-04-03,9,0.0185961175027818,94.4949352599515,"homo",13045,"COVID-19","Atlanta","weekday","during"
2020-04-04,9,0.0185826563774064,85.3063954428927,"homo",13045,"COVID-19","Atlanta","weekend","during"
2020-04-05,9,0.0185005635509718,78.4722846712306,"homo",13045,"COVID-19","Atlanta","weekend","during"
2020-02-10,9,4.99994454807779,1076.00226776565,"power",13045,"COVID-19","Atlanta","weekday","before"
2020-02-11,9,4.99994440343063,1051.46608457521,"power",13045,"COVID-19","Atlanta","weekday","before"
2020-02-12,9,4.9999449378234,1077.32129255114,"power",13045,"COVID-19","Atlanta","weekday","before"
2020-02-13,9,4.9999445454875,1083.88573735029,"power",13045,"COVID-19","Atlanta","weekday","before"
2020-02-14,9,4.9999447091095,1131.52231915859,"power",13045,"COVID-19","Atlanta","weekday","before"
2020-02-15,9,4.99994464990405,960.281906168969,"power",13045,"COVID-19","Atlanta","weekend","before"
2020-02-16,9,4.99994479441435,878.571332126728,"power",13045,"COVID-19","Atlanta","weekend","before"
2020-03-30,9,4.9999447215346,678.831270892597,"power",13045,"COVID-19","Atlanta","weekday","during"
2020-03-31,9,4.99994444743251,649.085507248632,"power",13045,"COVID-19","Atlanta","weekday","during"
2020-04-01,9,4.99994454901245,776.964562740234,"power",13045,"COVID-19","Atlanta","weekday","during"
2020-04-02,9,4.9999442570534,767.90981979624,"power",13045,"COVID-19","Atlanta","weekday","during"
2020-04-03,9,4.99994423538944,797.75429039047,"power",13045,"COVID-19","Atlanta","weekday","during"
2020-04-04,9,4.9999439733197,731.427156388338,"power",13045,"COVID-19","Atlanta","weekend","during"
2020-04-05,9,4.99994393818487,669.220467729791,"power",13045,"COVID-19","Atlanta","weekend","during"
2020-02-10,9,0.491411457843176,145.994716988997,"exp",13045,"COVID-19","Atlanta","weekday","before"
2020-02-11,9,0.490950478341461,144.675088361983,"exp",13045,"COVID-19","Atlanta","weekday","before"
2020-02-12,9,0.492143351722766,141.444499424241,"exp",13045,"COVID-19","Atlanta","weekday","before"
2020-02-13,9,0.490680117241519,149.55771742748,"exp",13045,"COVID-19","Atlanta","weekday","before"
2020-02-14,9,0.490425097665596,158.750439193472,"exp",13045,"COVID-19","Atlanta","weekday","before"
2020-02-15,9,0.489306838752641,134.33141064239,"exp",13045,"COVID-19","Atlanta","weekend","before"
2020-02-16,9,0.491828220141335,113.843751967016,"exp",13045,"COVID-19","Atlanta","weekend","before"
2020-03-30,9,0.496755356305035,76.1893588809297,"exp",13045,"COVID-19","Atlanta","weekday","during"
2020-03-31,9,0.496689652976063,73.9988947945358,"exp",13045,"COVID-19","Atlanta","weekday","during"
2020-04-01,9,0.496099543795999,91.7643409412133,"exp",13045,"COVID-19","Atlanta","weekday","during"
2020-04-02,9,0.495992902371249,92.8542287637346,"exp",13045,"COVID-19","Atlanta","weekday","during"
2020-04-03,9,0.49609524433342,95.8669221519971,"exp",13045,"COVID-19","Atlanta","weekday","during"
2020-04-04,9,0.496053290388557,88.3578268512077,"exp",13045,"COVID-19","Atlanta","weekend","during"
2020-04-05,9,0.494889170671242,82.3102883093525,"exp",13045,"COVID-19","Atlanta","weekend","during"
2020-02-10,7,0.0262107631405824,137.146838849692,"homo",13297,"COVID-19","Atlanta","weekday","before"
2020-02-11,7,0.026130216654553,139.193278440746,"homo",13297,"COVID-19","Atlanta","weekday","before"
2020-02-12,7,0.0261250561847065,144.238489045415,"homo",13297,"COVID-19","Atlanta","weekday","before"
2020-02-13,7,0.0261065785403151,150.364226414442,"homo",13297,"COVID-19","Atlanta","weekday","before"
2020-02-14,7,0.0260313416115194,148.716235560164,"homo",13297,"COVID-19","Atlanta","weekday","before"
2020-02-15,7,0.0260115820954774,131.961760677432,"homo",13297,"COVID-19","Atlanta","weekend","before"
2020-02-16,7,0.0260952097396029,113.861278830999,"homo",13297,"COVID-19","Atlanta","weekend","before"
2020-03-30,7,0.0262096574701207,92.212828404157,"homo",13297,"COVID-19","Atlanta","weekday","during"
2020-03-31,7,0.026179943232339,88.5340036490588,"homo",13297,"COVID-19","Atlanta","weekday","during"
2020-04-01,7,0.0262756205052449,100.097112744024,"homo",13297,"COVID-19","Atlanta","weekday","during"
2020-04-02,7,0.0262087052102668,104.89044358009,"homo",13297,"COVID-19","Atlanta","weekday","during"
2020-04-03,7,0.0262275055456783,108.307124232679,"homo",13297,"COVID-19","Atlanta","weekday","during"
2020-04-04,7,0.0262034499868248,94.2540566303251,"homo",13297,"COVID-19","Atlanta","weekend","during"
2020-04-05,7,0.0262133942423719,84.3348968282587,"homo",13297,"COVID-19","Atlanta","weekend","during"
2020-02-10,7,4.99992502863111,1253.672975424,"power",13297,"COVID-19","Atlanta","weekday","before"
2020-02-11,7,4.99992512815697,1240.40135841176,"power",13297,"COVID-19","Atlanta","weekday","before"
2020-02-12,7,4.99992486310826,1272.44106034636,"power",13297,"COVID-19","Atlanta","weekday","before"
2020-02-13,7,4.99992465681631,1287.88861053308,"power",13297,"COVID-19","Atlanta","weekday","before"
2020-02-14,7,4.99992431960171,1220.58967019884,"power",13297,"COVID-19","Atlanta","weekday","before"
2020-02-15,7,4.99992383263619,1107.00629473513,"power",13297,"COVID-19","Atlanta","weekend","before"
2020-02-16,7,4.99992460528832,1043.38295785767,"power",13297,"COVID-19","Atlanta","weekend","before"
2020-03-30,7,4.99992497741183,926.750321799477,"power",13297,"COVID-19","Atlanta","weekday","during"
2020-03-31,7,4.99992461909121,879.384360083859,"power",13297,"COVID-19","Atlanta","weekday","during"
2020-04-01,7,4.99992473749855,1003.36280297477,"power",13297,"COVID-19","Atlanta","weekday","during"
2020-04-02,7,4.99992452943431,1012.22290041808,"power",13297,"COVID-19","Atlanta","weekday","during"
2020-04-03,7,4.99992430995786,1021.3855750591,"power",13297,"COVID-19","Atlanta","weekday","during"
2020-04-04,7,4.99992436785219,930.321938829286,"power",13297,"COVID-19","Atlanta","weekend","during"
2020-04-05,7,4.99992427965342,860.995572528481,"power",13297,"COVID-19","Atlanta","weekend","during"
2020-02-10,7,0.484386603545333,124.783678018053,"exp",13297,"COVID-19","Atlanta","weekday","before"
2020-02-11,7,0.483709044044995,125.236683532351,"exp",13297,"COVID-19","Atlanta","weekday","before"
2020-02-12,7,0.483941175666363,130.119269892321,"exp",13297,"COVID-19","Atlanta","weekday","before"
2020-02-13,7,0.483380107650578,138.029310121376,"exp",13297,"COVID-19","Atlanta","weekday","before"
2020-02-14,7,0.481903746881308,139.749269277925,"exp",13297,"COVID-19","Atlanta","weekday","before"
2020-02-15,7,0.48125540074459,127.540324261248,"exp",13297,"COVID-19","Atlanta","weekend","before"
2020-02-16,7,0.481230961613272,108.503310613779,"exp",13297,"COVID-19","Atlanta","weekend","before"
2020-03-30,7,0.483758399608069,89.1288023575352,"exp",13297,"COVID-19","Atlanta","weekday","during"
2020-03-31,7,0.483587202307526,87.1284949256095,"exp",13297,"COVID-19","Atlanta","weekday","during"
2020-04-01,7,0.483975717783981,98.7582338624565,"exp",13297,"COVID-19","Atlanta","weekday","during"
2020-04-02,7,0.482971064113266,104.006901914775,"exp",13297,"COVID-19","Atlanta","weekday","during"
2020-04-03,7,0.482927380108809,107.028862513873,"exp",13297,"COVID-19","Atlanta","weekday","during"
2020-04-04,7,0.483479319267952,94.7805749231455,"exp",13297,"COVID-19","Atlanta","weekend","during"
2020-04-05,7,0.483825089161904,85.876709403074,"exp",13297,"COVID-19","Atlanta","weekend","during"
2020-02-10,7,0.0290110533418043,134.884324068496,"homo",13013,"COVID-19","Atlanta","weekday","before"
2020-02-11,7,0.0288701715747249,132.021920695051,"homo",13013,"COVID-19","Atlanta","weekday","before"
2020-02-12,7,0.0289037638704042,135.194682145785,"homo",13013,"COVID-19","Atlanta","weekday","before"
2020-02-13,7,0.0289060051004907,137.546326552321,"homo",13013,"COVID-19","Atlanta","weekday","before"
2020-02-14,7,0.0288757523984578,135.798468437788,"homo",13013,"COVID-19","Atlanta","weekday","before"
2020-02-15,7,0.0287993876711485,124.130298541418,"homo",13013,"COVID-19","Atlanta","weekend","before"
2020-02-16,7,0.0289406961956268,112.462090729079,"homo",13013,"COVID-19","Atlanta","weekend","before"
2020-03-30,7,0.0288627032277098,92.2357167972965,"homo",13013,"COVID-19","Atlanta","weekday","during"
2020-03-31,7,0.0286987137926326,90.4369970101957,"homo",13013,"COVID-19","Atlanta","weekday","during"
2020-04-01,7,0.0289448208499926,104.987263630073,"homo",13013,"COVID-19","Atlanta","weekday","during"
2020-04-02,7,0.0289263374366141,106.875432736909,"homo",13013,"COVID-19","Atlanta","weekday","during"
2020-04-03,7,0.0289394777518924,111.07842532786,"homo",13013,"COVID-19","Atlanta","weekday","during"
2020-04-04,7,0.0287621952606929,106.336010177194,"homo",13013,"COVID-19","Atlanta","weekend","during"
2020-04-05,7,0.0287716546104166,99.3268091456726,"homo",13013,"COVID-19","Atlanta","weekend","during"
2020-02-10,7,4.99992164861106,934.825468248485,"power",13013,"COVID-19","Atlanta","weekday","before"
2020-02-11,7,4.99992166256223,900.613339627445,"power",13013,"COVID-19","Atlanta","weekday","before"
2020-02-12,7,4.9999217326584,923.206839628538,"power",13013,"COVID-19","Atlanta","weekday","before"
2020-02-13,7,4.99992189634211,940.204103096937,"power",13013,"COVID-19","Atlanta","weekday","before"
