"day","r2_homo","r2_power","r2_exp","event","msa"
"2020-02-10",0.155128581451588,-58.4203575948925,0.441144015248412,"COVID-19","Atlanta"
"2020-02-11",0.154807254566017,-56.7634531649426,0.442823020662087,"COVID-19","Atlanta"
"2020-02-12",0.157684930067485,-56.9209488682587,0.448539549987007,"COVID-19","Atlanta"
"2020-02-13",0.160015453640706,-55.7078754052511,0.44794640229416,"COVID-19","Atlanta"
"2020-02-14",0.142967219130725,-52.3822495999368,0.445982326523824,"COVID-19","Atlanta"
"2020-02-15",0.140534251431308,-52.4587029641294,0.439434498744513,"COVID-19","Atlanta"
"2020-02-16",0.155797942819711,-55.8158476861962,0.449546920390852,"COVID-19","Atlanta"
"2020-03-30",0.234311055654434,-63.2950429105119,0.487314408382961,"COVID-19","Atlanta"
"2020-03-31",0.236060129879828,-62.2536110074316,0.478423520348727,"COVID-19","Atlanta"
"2020-04-01",0.212739957505623,-63.6560687566346,0.453945196934003,"COVID-19","Atlanta"
"2020-04-02",0.213243055671641,-62.4123694463398,0.453923424738411,"COVID-19","Atlanta"
"2020-04-03",0.217678931643414,-62.1340512881168,0.453695478681236,"COVID-19","Atlanta"
"2020-04-04",0.217950180219866,-61.7715381733072,0.440128673791246,"COVID-19","Atlanta"
"2020-04-05",0.223253734226696,-61.9085068565105,0.441270105378387,"COVID-19","Atlanta"
"2020-02-10",-0.0145514707848169,-69.1884130329266,0.213627954006336,"COVID-19","Boston"
"2020-02-11",-0.113568315173236,-71.0002979259249,0.0121963431119008,"COVID-19","Boston"
"2020-02-12",-0.111286374099742,-68.3633125454161,0.00440460786580832,"COVID-19","Boston"
"2020-02-13",-0.106422270313167,-69.4239015758289,0.0482952177926974,"COVID-19","Boston"
"2020-02-14",-0.0729206321192257,-63.4980495390536,0.194690458208569,"COVID-19","Boston"
"2020-02-15",-0.044339911531188,-61.9693356927381,0.199574333383217,"COVID-19","Boston"
"2020-02-16",-0.0608872283222897,-62.3504024643024,0.0356996813725174,"COVID-19","Boston"
"2020-03-30",-0.0075323922839976,-84.8848504246809,0.242039028023895,"COVID-19","Boston"
"2020-03-31",0.0176850060217382,-85.9993741965684,0.252491570282401,"COVID-19","Boston"
"2020-04-01",-0.0523204175243452,-82.176625574486,0.185031998346107,"COVID-19","Boston"
"2020-04-02",-0.0875639981585579,-80.0691957078987,0.148613178690433,"COVID-19","Boston"
"2020-04-03",-0.0286816682042317,-79.3230577123093,0.173352941138737,"COVID-19","Boston"
"2020-04-04",-0.123535929755429,-74.9029230404378,0.142715197497481,"COVID-19","Boston"
"2020-04-05",-0.178168624372162,-78.7555803519177,0.151934424996282,"COVID-19","Boston"
"2020-02-10",-0.0223127522005393,-55.5313920247131,0.28254079424745,"COVID-19","Chicago"
"2020-02-11",-0.032611863596743,-56.9205952306853,0.287100135925378,"COVID-19","Chicago"
"2020-02-12",-0.0219044211805171,-57.5646507253723,0.30302687544831,"COVID-19","Chicago"
"2020-02-13",0.00246277733309774,-56.5492078757031,0.307275520719342,"COVID-19","Chicago"
"2020-02-14",-0.0336496204963492,-53.4361255882257,0.304372328235825,"COVID-19","Chicago"
"2020-02-15",-0.0159482558177222,-54.8339127063663,0.298393982478432,"COVID-19","Chicago"
"2020-02-16",0.00694424412075823,-56.2021094679635,0.309515031037991,"COVID-19","Chicago"
"2020-03-30",0.023273354681224,-68.8791625036192,0.346825535230566,"COVID-19","Chicago"
"2020-03-31",0.0309807120439884,-68.492709892119,0.338482106200298,"COVID-19","Chicago"
"2020-04-01",0.0201869433819089,-69.3628509642643,0.291986699901278,"COVID-19","Chicago"
"2020-04-02",0.00491776888772866,-65.7580788541025,0.280715840230303,"COVID-19","Chicago"
"2020-04-03",-0.00426736109948189,-66.382117970837,0.26722428336892,"COVID-19","Chicago"
"2020-04-04",0.0227479946836568,-64.4653620210557,0.298885537178121,"COVID-19","Chicago"
"2020-04-05",0.0114995228996835,-66.0021486203912,0.307331259776397,"COVID-19","Chicago"
"2020-02-10",0.0862480738502757,-64.03119687313,0.434293804937312,"COVID-19","Dallas"
"2020-02-11",0.0898470293201312,-62.3225496137591,0.434364267867707,"COVID-19","Dallas"
"2020-02-12",0.0890254605279857,-61.9428373133729,0.436014617002019,"COVID-19","Dallas"
"2020-02-13",0.0888480004927714,-60.3030033167399,0.435572619513347,"COVID-19","Dallas"
"2020-02-14",0.0824471075541358,-57.6734449654121,0.425113276971943,"COVID-19","Dallas"
