"msa","county","day","empirical","model"
"Atlanta","13171","2020-02-12",290,83.4143955190703
"Atlanta","13171","2020-02-12",121,44.2774642959571
"Atlanta","13171","2020-02-12",102,62.7358283757648
"Atlanta","13171","2020-02-12",198,115.524217062526
"Atlanta","13171","2020-02-12",53,94.3026613029122
"Atlanta","13171","2020-02-12",282,76.5695889238541
"Atlanta","13171","2020-02-12",111,79.0464473065201
"Atlanta","13171","2020-02-12",42,84.776970220861
"Atlanta","13171","2020-02-12",136,32.9376926017913
"Atlanta","13171","2020-02-12",35,57.4431535358272
"Atlanta","13171","2020-02-12",28,76.862435643442
"Atlanta","13171","2020-02-12",201,84.4348979399459
"Atlanta","13063","2020-02-10",65,88.1335578098023
"Atlanta","13063","2020-02-10",72,106.009311769735
"Atlanta","13063","2020-02-10",46,23.1618508904909
"Atlanta","13063","2020-02-10",319,90.1887578077877
"Atlanta","13063","2020-02-10",35,44.7864770966864
"Atlanta","13063","2020-02-10",212,116.289819148871
"Atlanta","13063","2020-02-10",186,96.524843055383
"Atlanta","13063","2020-02-10",27,30.2954142231536
"Atlanta","13063","2020-02-10",33,60.6776442156674
"Atlanta","13063","2020-02-10",65,126.084218949512
"Atlanta","13063","2020-02-10",300,105.333278364346
"Atlanta","13063","2020-02-10",548,80.1963424345983
"Atlanta","13063","2020-02-10",166,205.971653959754
"Atlanta","13063","2020-02-10",140,86.9595961222575
"Atlanta","13063","2020-02-10",20,28.0142061509339
"Atlanta","13063","2020-02-10",100,119.832875834295
"Atlanta","13063","2020-02-10",859,94.1417847566251
"Atlanta","13063","2020-02-10",173,122.512899360638
"Atlanta","13063","2020-02-10",98,127.531649068358
"Atlanta","13063","2020-02-10",250,181.335435230693
"Atlanta","13063","2020-02-10",101,142.284834881318
"Atlanta","13063","2020-02-10",439,118.348245010362
"Atlanta","13063","2020-02-10",51,99.2143623813357
"Atlanta","13063","2020-02-10",82,81.2323829360516
"Atlanta","13063","2020-02-10",928,179.812663962916
"Atlanta","13063","2020-02-10",36,66.1237991533926
"Atlanta","13063","2020-02-10",458,175.814674196089
"Atlanta","13063","2020-02-10",186,89.1192398443188
"Atlanta","13063","2020-02-10",509,623.860020715446
"Atlanta","13063","2020-02-10",118,130.079921212859
"Atlanta","13063","2020-02-10",29,53.7829968396743
"Atlanta","13063","2020-02-10",69,132.02414167951
"Atlanta","13063","2020-02-10",209,158.010273875968
"Atlanta","13063","2020-02-10",30,110.997085716931
"Atlanta","13063","2020-02-10",57,62.5282348963188
"Atlanta","13063","2020-02-10",87,33.6068795479889
"Atlanta","13063","2020-02-10",166,169.120526285177
"Atlanta","13063","2020-02-10",30,168.195822890473
"Atlanta","13063","2020-02-10",105,102.217299192115
"Atlanta","13063","2020-02-10",527,185.707468360695
"Atlanta","13063","2020-02-10",210,124.586347395678
"Atlanta","13063","2020-02-10",72,100.211563381304
"Atlanta","13063","2020-02-10",280,42.2799949137854
