"day","county","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp","event","msa"
"2020-02-10",13171,-1,0.456106357350884,0.419612082920546,-1,0.690018571313271,0.661997512579737,-1,0.534366714483402,0.503831473655779,"COVID-19","Atlanta"
"2020-02-11",13171,-1,0.433072788424265,0.399983786263186,-1,0.322242175435639,0.276707954993647,-1,0.198479065379549,0.198479065379549,"COVID-19","Atlanta"
"2020-02-12",13171,-1,0.327614214227633,0.294473244235292,-1,0.280210587335338,0.346760601827481,-1,0.198479065379549,0.259549547034795,"COVID-19","Atlanta"
"2020-02-13",13171,-1,0.269353521870511,0.240464147718964,-1,0.405594405594406,0.41958041958042,-1,0.272727272727273,0.303030303030303,"COVID-19","Atlanta"
"2020-02-14",13171,-1,0.265374549698451,0.23619531468818,-1,0.342657342657343,0.433566433566434,-1,0.272727272727273,0.333333333333333,"COVID-19","Atlanta"
"2020-02-15",13171,-1,0.0524130564133481,0.0272623545131378,-1,0.132867132867133,0.0839160839160839,-1,0.0606060606060606,0.0606060606060606,"COVID-19","Atlanta"
"2020-02-16",13171,-1,-0.381764528046178,-0.417958384083881,-1,-0.335110031624203,-0.335110031624203,-1,-0.187591619844217,-0.187591619844217,"COVID-19","Atlanta"
"2020-03-30",13171,-1,0.0926521105916504,0.0654883471724352,-1,0.111888111888112,0.13986013986014,-1,0.0606060606060606,0.0606060606060606,"COVID-19","Atlanta"
"2020-03-31",13171,-1,0.0329139664004842,0.0117990859090494,-1,0.0805605438589098,0.0210157940501504,-1,0.0458028612414345,0.0152676204138115,"COVID-19","Atlanta"
"2020-04-01",13171,-1,0.191792484177103,0.169120215578932,-1,0.293706293706294,0.300699300699301,-1,0.212121212121212,0.212121212121212,"COVID-19","Atlanta"
"2020-04-02",13171,-1,-0.0952744007322967,-0.112358995136637,-1,-0.0805605438589098,-0.0805605438589098,-1,-0.0458028612414345,-0.0458028612414345,"COVID-19","Atlanta"
