"msa","county","day","empirical","model"
"Atlanta","13171","2020-02-12",290,75.1725927753408
"Atlanta","13171","2020-02-12",121,39.2113423194357
"Atlanta","13171","2020-02-12",102,55.7887283852557
"Atlanta","13171","2020-02-12",198,104.250440780435
"Atlanta","13171","2020-02-12",53,84.7959686640666
"Atlanta","13171","2020-02-12",282,68.8099571796379
"Atlanta","13171","2020-02-12",111,70.7708846025842
"Atlanta","13171","2020-02-12",42,75.9589582945481
"Atlanta","13171","2020-02-12",136,29.0473429683311
"Atlanta","13171","2020-02-12",35,50.9656273402212
"Atlanta","13171","2020-02-12",28,68.8999830232949
"Atlanta","13171","2020-02-12",201,75.775993044371
"Atlanta","13063","2020-02-10",65,80.7111024114926
"Atlanta","13063","2020-02-10",72,95.8505358755092
"Atlanta","13063","2020-02-10",46,21.3434806454125
"Atlanta","13063","2020-02-10",319,83.1770334415236
"Atlanta","13063","2020-02-10",35,40.6994160491975
"Atlanta","13063","2020-02-10",212,105.806251724553
"Atlanta","13063","2020-02-10",186,89.3643982743929
"Atlanta","13063","2020-02-10",27,27.5947488066015
"Atlanta","13063","2020-02-10",33,54.0839621616884
"Atlanta","13063","2020-02-10",65,114.329497414526
"Atlanta","13063","2020-02-10",300,97.5268130782807
"Atlanta","13063","2020-02-10",548,74.3655762741624
"Atlanta","13063","2020-02-10",166,190.571677624157
"Atlanta","13063","2020-02-10",140,80.2010263683291
"Atlanta","13063","2020-02-10",20,25.288313617433
"Atlanta","13063","2020-02-10",100,111.200563795697
"Atlanta","13063","2020-02-10",859,87.013565719529
"Atlanta","13063","2020-02-10",173,113.491238376163
"Atlanta","13063","2020-02-10",98,118.157261468294
"Atlanta","13063","2020-02-10",250,167.942439288749
"Atlanta","13063","2020-02-10",101,131.561980318558
"Atlanta","13063","2020-02-10",439,109.178673187155
"Atlanta","13063","2020-02-10",51,91.9389453953164
"Atlanta","13063","2020-02-10",82,73.919558130026
"Atlanta","13063","2020-02-10",928,166.47060399316
"Atlanta","13063","2020-02-10",36,60.5034841567253
"Atlanta","13063","2020-02-10",458,163.043463195406
"Atlanta","13063","2020-02-10",186,81.8738263478289
"Atlanta","13063","2020-02-10",509,580.471260151425
"Atlanta","13063","2020-02-10",118,118.536713240433
"Atlanta","13063","2020-02-10",29,49.2121856867804
"Atlanta","13063","2020-02-10",69,120.306947598705
"Atlanta","13063","2020-02-10",209,146.017862927787
"Atlanta","13063","2020-02-10",30,102.86093914539
"Atlanta","13063","2020-02-10",57,56.9044602918897
"Atlanta","13063","2020-02-10",87,30.1003644790714
"Atlanta","13063","2020-02-10",166,154.646465978917
"Atlanta","13063","2020-02-10",30,153.500274498255
"Atlanta","13063","2020-02-10",105,93.9607483716638
