"day","r2_homo","r2_power","r2_exp","event","msa"
"2020-02-10",0.196422404667587,-61.6730623254583,0.465012529593516,"COVID-19","Atlanta"
"2020-02-11",0.188984490586635,-60.2524884949434,0.464119577617243,"COVID-19","Atlanta"
"2020-02-12",0.190865852920268,-60.0898054704995,0.465670669261911,"COVID-19","Atlanta"
"2020-02-13",0.195955035883828,-59.3822811776702,0.473631420100118,"COVID-19","Atlanta"
"2020-02-14",0.203072424468608,-58.8257136209238,0.479280779010672,"COVID-19","Atlanta"
"2020-02-15",0.198942235343469,-59.5408576741722,0.470834544775842,"COVID-19","Atlanta"
"2020-02-16",0.194167228657505,-59.377816957253,0.464758843726278,"COVID-19","Atlanta"
"2020-03-30",0.230126449591454,-59.426634818123,0.477358836588401,"COVID-19","Atlanta"
"2020-03-31",0.229342861783092,-59.0533977219508,0.476355688617275,"COVID-19","Atlanta"
"2020-04-01",0.221522258308496,-61.2309808649339,0.443368359222608,"COVID-19","Atlanta"
"2020-04-02",0.224372729235786,-60.7370982964077,0.443287657015523,"COVID-19","Atlanta"
"2020-04-03",0.221047307586261,-60.433610310132,0.443539187470565,"COVID-19","Atlanta"
"2020-04-04",0.215613596954279,-59.9943566249609,0.428569145715252,"COVID-19","Atlanta"
"2020-04-05",0.215245403441352,-59.2851125638291,0.422197588738006,"COVID-19","Atlanta"
"2020-02-10",0.0228287748186567,-107.794410652636,0.213586902110044,"COVID-19","Boston"
"2020-02-11",0.00863321517919613,-106.469866802613,0.194294282034604,"COVID-19","Boston"
"2020-02-12",0.0172920301059888,-104.299757846772,0.19417463346842,"COVID-19","Boston"
"2020-02-13",0.00298138412232241,-105.571673004358,0.197220369155882,"COVID-19","Boston"
"2020-02-14",0.0403334418964787,-100.97163828317,0.242836711390848,"COVID-19","Boston"
"2020-02-15",0.0362315345855974,-96.5111851672835,0.250631970580961,"COVID-19","Boston"
"2020-02-16",0.0232110709094816,-92.7494933741144,0.231897287299479,"COVID-19","Boston"
"2020-03-30",-0.0196667821863727,-96.0738255038352,0.269246064506759,"COVID-19","Boston"
"2020-03-31",-0.00332503017142871,-96.7372349494537,0.284485556718896,"COVID-19","Boston"
"2020-04-01",-0.00627779256179983,-87.1706423839513,0.160843715095494,"COVID-19","Boston"
"2020-04-02",-0.0284569083526371,-84.9896944250006,0.140921183224157,"COVID-19","Boston"
"2020-04-03",-0.00877522044515322,-84.1274514030402,0.154932946230843,"COVID-19","Boston"
"2020-04-04",0.013115475312773,-82.7639912972351,0.164890679385258,"COVID-19","Boston"
"2020-04-05",-0.00565317221552109,-81.2880352916954,0.146832747510387,"COVID-19","Boston"
"2020-02-10",0.0431415681179255,-92.4789518964106,0.285035129700813,"COVID-19","Chicago"
"2020-02-11",0.033662691965951,-90.8730912994543,0.278795017936247,"COVID-19","Chicago"
"2020-02-12",0.0433478314485637,-90.3026716947876,0.277820603133452,"COVID-19","Chicago"
"2020-02-13",0.0447892350082585,-86.7281333959097,0.288739349664749,"COVID-19","Chicago"
"2020-02-14",0.0456737076360427,-84.8099327454525,0.307276863783074,"COVID-19","Chicago"
"2020-02-15",0.0402679243545748,-82.3363551376667,0.305978934973456,"COVID-19","Chicago"
"2020-02-16",0.0416868915401462,-80.5702676071526,0.306777610735129,"COVID-19","Chicago"
"2020-03-30",0.0612675149101158,-76.556809296131,0.327820165954867,"COVID-19","Chicago"
"2020-03-31",0.0575430960499161,-76.6775121951959,0.330244115487353,"COVID-19","Chicago"
"2020-04-01",0.0464256997316681,-75.9389271211022,0.279230931229623,"COVID-19","Chicago"
"2020-04-02",0.0483894350754478,-73.5112834599095,0.272636476476716,"COVID-19","Chicago"
"2020-04-03",0.0556842532144269,-75.270872898834,0.281409361152796,"COVID-19","Chicago"
"2020-04-04",0.0508475003444179,-71.2719094026049,0.274563405615999,"COVID-19","Chicago"
"2020-04-05",0.0560590874814578,-68.7968958951718,0.28285310675098,"COVID-19","Chicago"
"2020-02-10",0.112815280962617,-75.5897444218848,0.462893814783942,"COVID-19","Dallas"
"2020-02-11",0.112084820293442,-72.2683189613921,0.462685846035142,"COVID-19","Dallas"
"2020-02-12",0.113829942794338,-72.0202865730615,0.462332989368044,"COVID-19","Dallas"
"2020-02-13",0.117632155569687,-71.7573302295862,0.469060349286776,"COVID-19","Dallas"
"2020-02-14",0.119863882525478,-72.4568056671225,0.471490757248697,"COVID-19","Dallas"
"2020-02-15",0.117955467675275,-71.3285252476158,0.462689385161702,"COVID-19","Dallas"
"2020-02-16",0.124681242640614,-70.1521421695169,0.467878113893278,"COVID-19","Dallas"
"2020-03-30",0.133169278041503,-69.9051533173726,0.467442718875703,"COVID-19","Dallas"
"2020-03-31",0.134893947463864,-69.3801228883452,0.473863618518197,"COVID-19","Dallas"
"2020-04-01",0.122429986860943,-69.8620681475823,0.437295272658951,"COVID-19","Dallas"
"2020-04-02",0.11703849781558,-68.0447675164964,0.419758021078959,"COVID-19","Dallas"
"2020-04-03",0.117160044107972,-68.9364954023412,0.423381483674919,"COVID-19","Dallas"
"2020-04-04",0.119924509527206,-66.7741811631557,0.420507254068368,"COVID-19","Dallas"
"2020-04-05",0.121952335434266,-65.9576887433464,0.418465654988261,"COVID-19","Dallas"
"2020-02-10",0.00614382439588657,-47.3702340330528,0.446044807586222,"COVID-19","Houston"
"2020-02-11",-0.00215958593228693,-45.7140563249821,0.436754923713662,"COVID-19","Houston"
"2020-02-12",-0.00236589439953594,-45.8550059105954,0.436035791623378,"COVID-19","Houston"
"2020-02-13",0.000988316728146921,-45.4829222139479,0.444168792281804,"COVID-19","Houston"
"2020-02-14",0.00943312974051391,-45.6047281809451,0.458878249558238,"COVID-19","Houston"
"2020-02-15",-0.00274394741643125,-44.5975038142789,0.437376183924563,"COVID-19","Houston"
"2020-02-16",-0.00346918381901373,-43.8084181994198,0.433108563152907,"COVID-19","Houston"
"2020-03-30",-0.00901296139001584,-44.7036619875994,0.429522764018989,"COVID-19","Houston"
"2020-03-31",-0.00663777777272068,-44.3480767988103,0.440375830210562,"COVID-19","Houston"
"2020-04-01",0.00477915523851347,-45.2874155866172,0.422756807095379,"COVID-19","Houston"
"2020-04-02",0.00731130939341051,-45.1925799677859,0.423637042504959,"COVID-19","Houston"
"2020-04-03",0.00509183298872717,-45.8189809128102,0.424068585891245,"COVID-19","Houston"
"2020-04-04",-0.0044971290066298,-43.9378701643025,0.405728269467403,"COVID-19","Houston"
"2020-04-05",-0.00639178427749543,-42.9756767836779,0.401559955595958,"COVID-19","Houston"
"2020-02-10",-0.0416455056884049,-109.184356743517,0.246098594570738,"COVID-19","Los Angeles"
"2020-02-11",-0.0487950317334855,-106.060592488449,0.241072813892929,"COVID-19","Los Angeles"
"2020-02-12",-0.0431526343755173,-105.144160080038,0.247663852846845,"COVID-19","Los Angeles"
"2020-02-13",-0.0392299322212888,-104.221169207985,0.25655239566792,"COVID-19","Los Angeles"
"2020-02-14",-0.038846549210477,-104.770991314636,0.249714817471271,"COVID-19","Los Angeles"
"2020-02-15",-0.0578838903839511,-104.115094777286,0.243229709854514,"COVID-19","Los Angeles"
"2020-02-16",-0.0638076521254707,-101.554504421638,0.246919982983711,"COVID-19","Los Angeles"
"2020-03-30",-0.103513770996218,-107.023346121056,0.233457490458668,"COVID-19","Los Angeles"
"2020-03-31",-0.105973111378092,-105.045269544068,0.223039706657561,"COVID-19","Los Angeles"
