"day","lag","rho","error","index"
2020-01-01,22,0.000371224915851499,59.3265802179658,"homo"
2020-01-02,22,0.000371224915851499,61.5338572843704,"homo"
2020-01-03,22,0.000371224915851499,64.7499876743708,"homo"
2020-01-04,22,0.000371224915851499,60.2460817428069,"homo"
2020-01-05,22,0.000371224915851499,54.7915177826936,"homo"
2020-01-06,22,0.000371224915851499,62.6574304562948,"homo"
2020-01-07,22,0.000371224915851499,62.9176244829676,"homo"
2020-01-08,22,0.000371224915851499,63.6598355872252,"homo"
2020-01-09,22,0.000371224915851499,63.5976107544052,"homo"
2020-01-10,22,0.000371224915851499,66.815967219562,"homo"
2020-01-11,22,0.000371224915851499,61.024592349053,"homo"
2020-01-12,22,0.000371224915851499,54.4489772582715,"homo"
2020-01-13,22,0.000371224915851499,53.7169042593447,"homo"
2020-01-14,22,0.000371224915851499,51.3283258906998,"homo"
2020-01-15,22,0.000371224915851499,55.5829720951107,"homo"
2020-01-16,22,0.000371224915851499,60.6219921052618,"homo"
2020-01-17,22,0.000371224915851499,64.3791991195675,"homo"
2020-01-18,22,0.000371224915851499,59.3367614014226,"homo"
2020-01-19,22,0.000371224915851499,53.6276106581459,"homo"
2020-01-20,22,0.000371224915851499,55.3005490009218,"homo"
2020-01-21,22,0.000371224915851499,60.5335764733093,"homo"
2020-01-22,22,0.000371224915851499,62.881124156424,"homo"
2020-01-23,22,0.000371224915851499,60.1391544032759,"homo"
2020-01-24,22,0.000371224915851499,63.0203740186811,"homo"
2020-01-25,22,0.000371224915851499,56.3034569665827,"homo"
2020-01-26,22,0.000371224915851499,51.8434519431037,"homo"
2020-01-27,22,0.000371224915851499,56.3694957760681,"homo"
2020-01-28,22,0.000371224915851499,57.9342905929843,"homo"
2020-01-29,22,0.000371224915851499,58.2527061144621,"homo"
2020-01-30,22,0.000371224915851499,59.3077070907635,"homo"
2020-01-31,22,0.000371224915851499,62.769662736615,"homo"
2020-02-01,22,0.000371224915851499,68.8635949126725,"homo"
2020-02-02,22,0.000371224915851499,59.328395427136,"homo"
2020-02-03,22,0.000371224915851499,67.0242137870763,"homo"
2020-02-04,22,0.000371224915851499,64.2884223943222,"homo"
2020-02-05,22,0.000371224915851499,64.1944566172687,"homo"
2020-02-06,22,0.000371224915851499,64.8688137723992,"homo"
2020-02-07,22,0.000371224915851499,68.9293060556083,"homo"
2020-02-08,22,0.000371224915851499,65.3385309880057,"homo"
2020-02-09,22,0.000371224915851499,59.8265560402692,"homo"
2020-02-10,22,0.000371224915851499,65.1242962174947,"homo"
2020-02-11,22,0.000371224915851499,64.3063195318541,"homo"
2020-02-12,22,0.000371224915851499,66.3261086196593,"homo"
2020-02-13,22,0.000371224915851499,65.8266675892466,"homo"
2020-02-14,22,0.000371224915851499,68.4164698140075,"homo"
2020-02-15,22,0.000371224915851499,60.0169252203219,"homo"
2020-02-16,22,0.000371224915851499,56.7543375004675,"homo"
2020-02-17,22,0.000371224915851499,57.3750706115126,"homo"
2020-02-18,22,0.000371224915851499,59.7231212840485,"homo"
2020-02-19,22,0.000371224915851499,61.4330429841126,"homo"
2020-02-20,22,0.000371224915851499,62.0643630211917,"homo"
2020-02-21,22,0.000371224915851499,64.1919065537133,"homo"
2020-02-22,22,0.000371224915851499,60.9758167460011,"homo"
2020-02-23,22,0.000371224915851499,53.9443341161695,"homo"
2020-02-24,22,0.000371224915851499,61.9456158278847,"homo"
2020-02-25,22,0.000371224915851499,53.1755743218641,"homo"
2020-02-26,22,0.000371224915851499,64.7990639320476,"homo"
2020-02-27,22,0.000371224915851499,62.4425045855588,"homo"
2020-02-28,22,0.000371224915851499,63.6639134566728,"homo"
2020-02-29,22,0.000371224915851499,59.729518445657,"homo"
2020-03-01,22,0.000371224915851499,57.2792375647387,"homo"
2020-03-02,22,0.000371224915851499,62.2670477488311,"homo"
2020-03-03,22,0.000371224915851499,69.520800986316,"homo"
2020-03-04,22,0.000371224915851499,67.5311340962856,"homo"
2020-03-05,22,0.000371224915851499,68.1997918021373,"homo"
2020-03-06,22,0.000371224915851499,69.2175092604495,"homo"
2020-03-07,22,0.000371224915851499,63.6185741648692,"homo"
2020-03-08,22,0.000371224915851499,58.2883358198888,"homo"
2020-03-09,22,0.000371224915851499,63.5866867318874,"homo"
2020-03-10,22,0.000371224915851499,58.8101430024006,"homo"
2020-03-11,22,0.000371224915851499,58.4262130627383,"homo"
2020-03-12,22,0.000371224915851499,60.19332632298,"homo"
2020-03-13,22,0.000371224915851499,59.4421972140551,"homo"
2020-03-14,22,0.000371224915851499,52.2257071544463,"homo"
2020-03-15,22,0.000371224915851499,48.6075336087435,"homo"
2020-03-16,22,0.000371224915851499,52.1521670613807,"homo"
2020-03-17,22,0.000371224915851499,48.6201703281833,"homo"
