"msa","lag","rho","error","index"
"Chicago",38,0.000134325580901781,537.146114350636,"homo"
"Chicago",38,4.9999490824074,6696.77974900884,"power"
"Chicago",38,0.419071524412268,564.561608922517,"exp"
