"msa","lag","rho","error","index"
"Seattle",22,0.000376704374769747,418.094021918896,"homo"
"Seattle",22,4.99994506767273,7056.97758863932,"power"
"Seattle",22,0.420844792771919,585.119970332603,"exp"
