"day","lag","rho","error","index"
2020-02-10,41,0.451274766727338,80.8131906924102,"exp"
2020-02-11,41,0.450994632246549,78.096898986572,"exp"
2020-02-12,41,0.450665650078584,78.8966054517479,"exp"
2020-02-13,41,0.450522875176046,79.5947750556253,"exp"
2020-02-14,41,0.451526421426845,85.1553650605711,"exp"
2020-02-15,41,0.451111675141644,78.4225945010762,"exp"
2020-02-16,41,0.449679932354263,73.6622314954583,"exp"
2020-03-30,41,0.4445941245259,51.1862789348482,"exp"
2020-03-31,41,0.44611030065438,48.9101857291963,"exp"
2020-04-01,41,0.447391281109445,57.100026093098,"exp"
2020-04-02,41,0.447099031116943,58.3993172357239,"exp"
2020-04-03,41,0.447857284749392,60.4993719062608,"exp"
2020-04-04,41,0.445725079988632,56.2699328942289,"exp"
2020-04-05,41,0.445250525660624,52.5643675067419,"exp"
