"day","lag","rho","error","index"
2020-02-10,28,0.000233776668197672,182.639147902681,"homo"
2020-02-11,28,0.000233636279069334,175.906006810516,"homo"
2020-02-12,28,0.000236219031655133,179.508604977333,"homo"
2020-02-13,28,0.000217016721175083,193.277936815385,"homo"
2020-02-14,28,0.000244963405022916,214.371266764845,"homo"
2020-02-15,28,0.000222349287180057,186.529049686647,"homo"
2020-02-16,28,0.000217080643337945,157.765938821291,"homo"
2020-03-30,28,0.000212752737777561,78.8984618300656,"homo"
2020-03-31,28,0.000218246637446523,83.3654714150642,"homo"
2020-04-01,28,0.000179170268067939,94.867969799029,"homo"
2020-04-02,28,0.000212498962106217,88.9975838638824,"homo"
2020-04-03,28,0.000191822723946065,98.5612311832503,"homo"
2020-04-04,28,0.000211073834954339,73.7581008625747,"homo"
2020-04-05,28,0.000202642281425575,65.9669032348331,"homo"
2020-02-10,28,4.99995099272084,1525.55389617486,"power"
2020-02-11,28,4.99994666850422,1386.22911324231,"power"
2020-02-12,28,4.99994643051157,1413.96384828623,"power"
2020-02-13,28,4.9999484269717,1519.41584144469,"power"
2020-02-14,28,4.99995061375756,1771.30135856073,"power"
2020-02-15,28,4.99994806571841,1459.08151690639,"power"
2020-02-16,28,4.99994576868731,1222.23855390283,"power"
2020-03-30,28,4.9999426917737,678.868354623877,"power"
2020-03-31,28,4.99994477220937,711.739636815477,"power"
2020-04-01,28,4.99993961485472,798.306961342564,"power"
2020-04-02,28,4.99994488628349,749.565747118746,"power"
2020-04-03,28,4.99994323237027,905.482812439388,"power"
2020-04-04,28,4.99994615518503,653.387188801384,"power"
2020-04-05,28,4.99994456064896,582.264013163959,"power"
2020-02-10,28,0.40779501642193,157.781784997522,"exp"
2020-02-11,28,0.418208162414637,143.705932088192,"exp"
2020-02-12,28,0.418213309994624,146.97465649,"exp"
2020-02-13,28,0.415435113192746,158.406317775823,"exp"
2020-02-14,28,0.410348305998911,184.501065196093,"exp"
2020-02-15,28,0.415290200943472,154.348881296132,"exp"
2020-02-16,28,0.417832258883558,127.411384104593,"exp"
2020-03-30,28,0.415679348837253,63.9385211349021,"exp"
2020-03-31,28,0.416891413864942,66.7401893875931,"exp"
2020-04-01,28,0.410440967505038,76.4312627676329,"exp"
2020-04-02,28,0.413896798204573,72.6010919186596,"exp"
2020-04-03,28,0.400848032579953,86.7053157108555,"exp"
2020-04-04,28,0.406444315237304,63.1412570731615,"exp"
2020-04-05,28,0.404746446266505,56.1443582202741,"exp"
