"msa","lag","rho","error","index"
"Washington, D.C.",33,0.00024625471408589,597.485752652046,"homo"
"Washington, D.C.",33,4.99993473435779,7789.15491464088,"power"
"Washington, D.C.",33,0.419950984382966,687.064703120066,"exp"
