"base_day","lag","rep","scenario","eta","target_total","rho","error","rho_mean","rho_sd","rho_lo","rho_med","rho_hi"
2020-02-13,33,1,"II_mult_noise",0.01,1320106,0.435543515438183,128.210151073209,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,2,"II_mult_noise",0.01,1320106,0.435554103352058,128.243926144922,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,3,"II_mult_noise",0.01,1320106,0.435569944257808,128.178093009481,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,4,"II_mult_noise",0.01,1320106,0.435578392071255,128.112605946283,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,5,"II_mult_noise",0.01,1320106,0.435559709693716,128.222291565074,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,6,"II_mult_noise",0.01,1320106,0.435554754852499,128.171743925742,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,7,"II_mult_noise",0.01,1320106,0.435554003420267,128.26827408717,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,8,"II_mult_noise",0.01,1320106,0.435542998896018,128.221850472073,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,9,"II_mult_noise",0.01,1320106,0.435572971496505,128.167815781341,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,10,"II_mult_noise",0.01,1320106,0.435565022488733,128.223376193657,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,11,"II_mult_noise",0.01,1320106,0.43556069138478,128.21617967408,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,12,"II_mult_noise",0.01,1320106,0.435572366781333,128.209508897676,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,13,"II_mult_noise",0.01,1320106,0.435562225612371,128.181463504543,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,14,"II_mult_noise",0.01,1320106,0.435561764307727,128.256446137822,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,15,"II_mult_noise",0.01,1320106,0.435549210315405,128.257170363432,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,16,"II_mult_noise",0.01,1320106,0.435549453580002,128.241264900336,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,17,"II_mult_noise",0.01,1320106,0.435521063906733,128.335701829948,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,18,"II_mult_noise",0.01,1320106,0.435579560043182,128.146562556048,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,19,"II_mult_noise",0.01,1320106,0.435585372289163,128.093206223027,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,20,"II_mult_noise",0.01,1320106,0.435577749997423,128.14480369055,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,21,"II_mult_noise",0.01,1320106,0.43557715761226,128.189675534776,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,22,"II_mult_noise",0.01,1320106,0.435572559310215,128.137492262898,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,23,"II_mult_noise",0.01,1320106,0.435563731136987,128.160312121143,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,24,"II_mult_noise",0.01,1320106,0.435558310098074,128.287737914198,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,25,"II_mult_noise",0.01,1320106,0.435563627716288,128.272230558761,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,26,"II_mult_noise",0.01,1320106,0.435554206592645,128.179171577293,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,27,"II_mult_noise",0.01,1320106,0.435580924747185,128.101549039301,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,28,"II_mult_noise",0.01,1320106,0.435578341008691,128.192234296718,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,29,"II_mult_noise",0.01,1320106,0.435543907242635,128.282891426517,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,30,"II_mult_noise",0.01,1320106,0.435579722811243,128.092472574141,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,31,"II_mult_noise",0.01,1320106,0.435556849007399,128.226062321442,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,32,"II_mult_noise",0.01,1320106,0.435540255714421,128.280856190349,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,33,"II_mult_noise",0.01,1320106,0.435574934646453,128.106402985257,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,34,"II_mult_noise",0.01,1320106,0.435582107890564,128.105815263408,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,35,"II_mult_noise",0.01,1320106,0.435566197436309,128.178108854096,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,36,"II_mult_noise",0.01,1320106,0.435560260348008,128.15368503764,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,37,"II_mult_noise",0.01,1320106,0.435572000756717,128.178372420269,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,38,"II_mult_noise",0.01,1320106,0.435562716483437,128.208159309264,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,39,"II_mult_noise",0.01,1320106,0.435534670906674,128.247956031591,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
2020-02-13,33,40,"II_mult_noise",0.01,1320106,0.435553980315313,128.141195818659,0.435560275300403,1.40046523795988e-05,0.435532456985412,0.435560240980323,0.435583821699829
