"day","lag","rho","error","index"
2020-02-10,37,9.05159541317202e-05,48.6299292808962,"homo"
2020-02-11,37,9.03083243001348e-05,49.971592141281,"homo"
2020-02-12,37,8.98600184362319e-05,51.8173216927252,"homo"
2020-02-13,37,8.96468290776984e-05,53.7632893967052,"homo"
2020-02-14,37,9.10515887372817e-05,55.2262669292251,"homo"
2020-02-15,37,8.97884577681058e-05,49.1391216848521,"homo"
2020-02-16,37,8.85206942671663e-05,45.5196193679298,"homo"
2020-03-30,37,3.84144743576048e-05,26.0453118389209,"homo"
2020-03-31,37,3.73134067013437e-05,26.7756127339008,"homo"
2020-04-01,37,8.02899857269887e-05,27.9381375575137,"homo"
2020-04-02,37,8.08314952961645e-05,27.8313109808149,"homo"
2020-04-03,37,8.09345237315438e-05,29.9468269374377,"homo"
2020-04-04,37,3.94155963418894e-05,27.0593860606586,"homo"
2020-04-05,37,3.72058068801176e-05,22.3056314594709,"homo"
2020-02-10,37,4.99992391864683,557.916038904183,"power"
2020-02-11,37,4.99992305038618,555.061583866651,"power"
2020-02-12,37,4.99992249107387,567.149280407355,"power"
2020-02-13,37,4.99992305051489,587.901802262579,"power"
2020-02-14,37,4.99992394549983,614.151638208357,"power"
2020-02-15,37,4.99992276224194,529.068307020199,"power"
2020-02-16,37,4.99992212806927,490.581882690263,"power"
2020-03-30,37,4.99995566700569,267.322479172586,"power"
2020-03-31,37,4.99995520933527,279.864215152713,"power"
2020-04-01,37,4.99995669006883,293.512452807788,"power"
2020-04-02,37,4.99995653810317,283.71841934944,"power"
2020-04-03,37,4.99995632504095,311.048417854517,"power"
2020-04-04,37,4.99995409986666,273.553420913627,"power"
2020-04-05,37,4.99995291441049,233.479293531666,"power"
2020-02-10,37,0.406817900909997,48.7979318595663,"exp"
2020-02-11,37,0.409375593016259,48.6366648656478,"exp"
2020-02-12,37,0.409665813334721,49.6717566369478,"exp"
2020-02-13,37,0.408497270755577,51.6710570902165,"exp"
2020-02-14,37,0.410961628430487,53.7508084052792,"exp"
2020-02-15,37,0.409291993454222,46.6231720955475,"exp"
2020-02-16,37,0.403945129169857,43.6829775708084,"exp"
2020-03-30,37,0.381532170342428,23.1866052757396,"exp"
2020-03-31,37,0.372760205093696,24.433065607198,"exp"
2020-04-01,37,0.379768079044101,25.6734666608341,"exp"
2020-04-02,37,0.38298933295656,25.3091818723359,"exp"
2020-04-03,37,0.381696919013992,27.6525371017862,"exp"
2020-04-04,37,0.383957763909549,24.1734474623879,"exp"
2020-04-05,37,0.364960370497708,20.8526331282448,"exp"
