"msa","lag","rho","error","index"
"Philadelphia",36,0.00020937995611363,470.643074583195,"homo"
"Philadelphia",36,4.99992452180109,6315.53665482204,"power"
"Philadelphia",36,0.427768189338122,526.494356623864,"exp"
