"msa","lag","rho","error","index"
"Los Angeles",37,9.30505351188107e-05,582.17370207528,"homo"
"Los Angeles",37,4.99992453035226,7577.99078795974,"power"
"Los Angeles",37,0.416593732699511,645.709718365789,"exp"
