"day","lag","rho","error","index"
2020-02-10,33,0.000212556432363366,192.204062407375,"homo"
2020-02-11,33,0.000209306117983409,180.780703573283,"homo"
2020-02-12,33,0.000210162958317499,185.438891939163,"homo"
2020-02-13,33,0.000210357499128759,198.055575000217,"homo"
2020-02-14,33,0.000210705668859974,220.52162869183,"homo"
2020-02-15,33,0.000209186927043037,200.279510078957,"homo"
2020-02-16,33,0.000208738564063008,173.913767193354,"homo"
2020-03-30,33,0.000198655440165276,101.83449634205,"homo"
2020-03-31,33,0.000198754453453772,106.059152160662,"homo"
2020-04-01,33,0.000206584240368109,119.37587351417,"homo"
2020-04-02,33,0.000205884359141991,119.0266546985,"homo"
2020-04-03,33,0.00020629319847579,121.451457338536,"homo"
2020-04-04,33,0.000201961189976442,110.246277038051,"homo"
2020-04-05,33,0.000200174274243307,97.7567868495225,"homo"
2020-02-10,33,4.99994348202711,1524.17676202773,"power"
2020-02-11,33,4.99994285703772,1429.85102020401,"power"
2020-02-12,33,4.99994283168411,1463.18732421361,"power"
2020-02-13,33,4.99994341651301,1537.77189668857,"power"
2020-02-14,33,4.99994359676762,1667.45624589521,"power"
2020-02-15,33,4.99994066935588,1494.82411750611,"power"
2020-02-16,33,4.9999422028799,1353.55397844962,"power"
2020-03-30,33,4.99994289451673,881.267283916217,"power"
2020-03-31,33,4.99994327137282,908.841447014096,"power"
2020-04-01,33,4.99994282364607,1030.63886606973,"power"
2020-04-02,33,4.99994181415227,1018.84294955964,"power"
2020-04-03,33,4.99994053241811,1032.83827301468,"power"
2020-04-04,33,4.99993842887387,928.182912535987,"power"
2020-04-05,33,4.99993878148821,843.467702949349,"power"
2020-02-10,33,0.43388748184322,147.141548809558,"exp"
2020-02-11,33,0.434335211484982,137.283064109023,"exp"
2020-02-12,33,0.434558904039744,140.800676116005,"exp"
2020-02-13,33,0.434177475680996,151.329989978769,"exp"
2020-02-14,33,0.433879123236009,169.567709685601,"exp"
2020-02-15,33,0.43414657394144,156.842664091015,"exp"
2020-02-16,33,0.434712370427216,134.274600657299,"exp"
2020-03-30,33,0.436875260088585,72.1776502462659,"exp"
2020-03-31,33,0.437076626071926,74.7940519317293,"exp"
2020-04-01,33,0.437332956050811,85.9567668098809,"exp"
2020-04-02,33,0.436869465237851,87.0103217553566,"exp"
2020-04-03,33,0.436751377179578,89.7765091530071,"exp"
2020-04-04,33,0.437197672682296,82.1804731408536,"exp"
2020-04-05,33,0.438117213118052,71.1230461741866,"exp"
