"msa","lag","rho","error","index"
"Atlanta",32,0.000356556618150124,793.625195322941,"homo"
"Atlanta",32,4.99994832090922,8490.51532409437,"power"
"Atlanta",32,0.4481851974047,661.309417128555,"exp"
