"msa","lag","rho","error","index"
"Santa Rosa-Petaluma",13,0.00243261122113437,428.781837425329,"homo"
"Santa Rosa-Petaluma",13,4.99994845137753,4738.38993371142,"power"
"Santa Rosa-Petaluma",13,0.442165684261744,381.620891243484,"exp"
