"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-12",0.451064846942993,"msa",5.862424,22892.397400061,0.451064846942993,0.470035239090126
"Boston","2020-02-15",0.424003796765324,"msa",4.832346,11664.572507828,0.424003796765324,0.460008462909038
"Chicago","2020-02-11",0.425376863098115,"msa",9.508605,24771.6933693088,0.425376863098115,0.461584130054132
"Dallas","2020-02-15",0.43518447755976,"msa",7.320663,23341.1341701196,0.43518447755976,0.46578306956963
"Houston","2020-02-16",0.419027966880414,"msa",6.884138,24488.3336142581,0.419027966880414,0.468074207794411
"Los Angeles","2020-02-11",0.416098615192461,"msa",13.249614,14764.614485075,0.416098615192461,0.444342253492257
"Miami","2020-02-16",0.400646241519435,"msa",6.09066,15925.1875921994,0.400646241519435,0.461659476594777
"New York","2020-02-12",0.409525315493371,"msa",19.294236,23829.044163876,0.409525315493371,0.44639529994646
"Philadelphia","2020-02-14",0.431032280942234,"msa",6.07913,12601.1921082928,0.431032280942234,0.456878696291743
"San Francisco","2020-02-14",0.391688883562006,"msa",4.701332,8868.77189682383,0.391688883562006,0.454952679045832
"Seattle","2020-02-13",0.420335689514894,"msa",3.871323,16293.2933941709,0.420335689514894,0.471616399273323
"Washington, D.C.","2020-02-10",0.424567488597178,"msa",6.196585,18121.6164980288,0.424567488597178,0.463982348350542
"Atlanta","2020-02-10",0.563928780682618,"13171",0.018672,481.544228569687,0.563928780682618,0.511542067429927
"Atlanta","2020-02-14",0.464100619781451,"13063",0.283538,374.065219766394,0.464100619781451,0.447717669197284
"Atlanta","2020-02-11",0.45222348481639,"13089",0.749323,702.574344120968,0.45222348481639,0.440915889420647
"Atlanta","2020-02-10",0.549670209605544,"13227",0.031387,602.835445314184,0.549670209605544,0.504828197975523
"Atlanta","2020-02-11",0.501437286214016,"13045",0.117183,1305.27338265023,0.501437286214016,0.492648189380809
"Atlanta","2020-02-15",0.489255593822559,"13297",0.091442,854.983970941996,0.489255593822559,0.488797417174374
"Atlanta","2020-02-14",0.51503042817896,"13013",0.078991,422.114902995101,0.51503042817896,0.476691782030485
"Atlanta","2020-02-12",0.512923329158839,"13223",0.159825,814.391424436806,0.512923329158839,0.475676092284609
"Atlanta","2020-02-15",0.535203775915079,"13199",0.021106,1309.64542684211,0.535203775915079,0.532076607889433
"Atlanta","2020-02-12",0.479579325617298,"13113",0.112303,516.460366762868,0.479579325617298,0.473494112050374
"Atlanta","2020-02-10",0.555393348892824,"13143",0.029227,733.666426318961,0.555393348892824,0.510923038761613
"Atlanta","2020-02-15",0.495530742607442,"13015",0.104919,1217.87729961266,0.495530742607442,0.49355989536372
"Atlanta","2020-02-12",0.483344418283727,"13077",0.14326,1155.1977001511,0.483344418283727,0.485564977796234
"Atlanta","2020-02-11",0.66669605960429,"13159",0.013916,967.691847018888,0.66669605960429,0.534800737517818
"Atlanta","2020-02-12",0.500274600248808,"13151",0.225356,845.989413236567,0.500274600248808,0.469205453854069
"Atlanta","2020-02-15",0.644150817477354,"13085",0.024536,555.422095492604,0.644150817477354,0.508560889466578
"Atlanta","2020-02-10",0.476816424501304,"13097",0.143316,520.963203955335,0.476816424501304,0.468528712023685
"Atlanta","2020-02-11",0.621433579889324,"13211",0.018507,918.810969563801,0.621433579889324,0.526783648495656
"Atlanta","2020-02-12",0.469021758003314,"13135",0.915046,1131.5371850774,0.469021758003314,0.446420498395081
"Atlanta","2020-02-12",0.678829932646069,"13231",0.018327,568.53242341241,0.678829932646069,0.515795257610368
"Atlanta","2020-02-13",0.485540849675469,"13247",0.089717,342.256461608215,0.485540849675469,0.469543677237717
"Atlanta","2020-02-11",0.458601703256474,"13121",1.0362,1384.4227131817,0.458601703256474,0.447971407258016
"Atlanta","2020-02-13",0.675577416942172,"13149",0.011736,780.175605516432,0.675577416942172,0.533722612724737
"Atlanta","2020-02-11",0.462623246575054,"13067",0.751218,892.568897763052,0.462623246575054,0.445621735506292
"Atlanta","2020-02-12",0.471860960196952,"13057",0.247515,1125.39548224383,0.471860960196952,0.473252640525275
"Atlanta","2020-02-12",0.516940549744938,"13217",0.108079,723.398534687031,0.516940549744938,0.48152743567107
"Atlanta","2020-02-15",0.510600494906846,"13255",0.065306,517.16934389542,0.510600494906846,0.485171614771293
"Atlanta","2020-02-13",0.561773317219468,"13035",0.02409,487.240541519924,0.561773317219468,0.505999775054223
"Atlanta","2020-02-10",0.47962951619366,"13117",0.228383,640.192543405307,0.47962951619366,0.463102086331857
"Boston","2020-02-12",0.410175682646819,"25025",0.796605,310.836427143774,0.410175682646819,0.423924391171246
"Boston","2020-02-11",0.449074993100037,"25017",1.600842,2190.06377053994,0.449074993100037,0.448447144462744
"Boston","2020-02-15",0.464065726744663,"33015",0.306359,2056.06327823136,0.464065726744663,0.481585567882116
"Boston","2020-02-15",0.416832429015951,"25009",0.783676,2142.17565382741,0.416832429015951,0.462579997693052
"Boston","2020-02-10",0.474386921941285,"33017",0.129124,989.092891273438,0.474386921941285,0.484448534722828
"Boston","2020-02-11",0.457482521715737,"25021",0.700437,1149.03921592587,0.457482521715737,0.452112215943645
"Boston","2020-02-11",0.430712437490288,"25023",0.515303,2827.3012708862,0.430712437490288,0.477255809315434
"Chicago","2020-02-15",0.542405627596871,"18073",0.033447,1452.11002192164,0.542405627596871,0.523625980463902
"Chicago","2020-02-12",0.679243021909834,"18111",0.013992,1043.55292260533,0.679243021909834,0.536482167129324
"Chicago","2020-02-16",0.44866862016461,"18089",0.485707,1620.75157482985,0.44866862016461,0.466734561800269
"Chicago","2020-02-12",0.472411954489534,"17093",0.126054,833.465604916257,0.472411954489534,0.481263821902553
"Chicago","2020-02-11",0.446316064659442,"55059",0.168524,1949.68416244319,0.446316064659442,0.49348618952111
"Chicago","2020-02-15",0.430149149958916,"17031",5.198275,4227.62718290808,0.430149149958916,0.438112910336054
"Chicago","2020-02-12",0.476361232026682,"17037",0.104366,1641.30121805283,0.476361232026682,0.500324418871512
"Chicago","2020-02-13",0.456292186783457,"18127",0.168636,1349.56401007906,0.456292186783457,0.485400204086876
"Chicago","2020-02-13",0.451132574287318,"17089",0.531376,1355.94510518855,0.451132574287318,0.461155592032884
"Chicago","2020-02-12",0.49764414277729,"17063",0.050666,1113.3445494648,0.49764414277729,0.507883841966804
"Chicago","2020-02-12",0.432191872592647,"17197",0.689315,2196.43075552843,0.432191872592647,0.465770004507548
"Chicago","2020-02-12",0.448902374530025,"17043",0.92906,869.820558409551,0.448902374530025,0.440886885483164
"Chicago","2020-02-12",0.435863209593173,"17097",0.701473,3538.45342250416,0.435863209593173,0.47546079587168
"Chicago","2020-02-12",0.459076983902046,"17111",0.307714,1579.64228045707,0.459076983902046,0.475834364794748
"Dallas","2020-02-15",0.513460585276519,"48397",0.097175,385.485114218461,0.513460585276519,0.470367161579219
"Dallas","2020-02-13",0.483138650388663,"48367",0.133811,2358.43765651348,0.483138650388663,0.50288746101857
"Dallas","2020-02-15",0.49047888565607,"48257",0.123804,2092.96159066544,0.49047888565607,0.501948500742763
"Dallas","2020-02-14",0.477274057560373,"48251",0.167212,1903.43962812167,0.477274057560373,0.493128188532422
"Dallas","2020-02-13",0.440143058373834,"48439",2.04977,2338.22994694376,0.440143058373834,0.444808628761523
"Dallas","2020-02-12",0.499899482390411,"48497",0.06629,2390.49980245527,0.499899482390411,0.519287681895327
"Dallas","2020-02-14",0.459761208028908,"48139",0.173772,2466.60325957463,0.459761208028908,0.49803107477965
"Dallas","2020-02-11",0.480436775381768,"48231",0.094162,2285.52288431841,0.480436775381768,0.510153421743863
"Dallas","2020-02-13",0.447187011718498,"48085",0.973977,2296.17742566423,0.447187011718498,0.459521841082906
"Dallas","2020-02-13",0.450312679778394,"48121",0.833822,2469.15205157583,0.450312679778394,0.464242471797915
"Dallas","2020-02-12",0.442563837134457,"48113",2.606868,2354.62481006839,0.442563837134457,0.440178295417872
"Houston","2020-02-16",0.397357490230296,"48157",0.765394,2295.86094014153,0.397357490230296,0.464510224447274
"Houston","2020-02-14",0.594911143326327,"48473",0.051832,1342.67248224757,0.594911143326327,0.511643813067746
"Houston","2020-02-15",0.45385323799921,"48167",0.332885,2265.96786882086,0.45385323799921,0.481891557343482
"Houston","2020-02-15",0.442743393021615,"48201",4.64663,4608.97052190071,0.442743393021615,0.442029699081029
"Houston","2020-02-13",0.48153082513449,"48291",0.083702,3050.07568264063,0.48153082513449,0.519530767440416
"Houston","2020-02-11",0.408359000112903,"48071",0.041305,2259.04940165939,0.408359000112903,0.529074116686121
"Houston","2020-02-16",0.443929628698608,"48039",0.360677,4171.66839859826,0.443929628698608,0.493480526654275
"Houston","2020-02-16",0.53870265073365,"48015",0.029764,1701.97421164277,0.53870265073365,0.530131260722277
"Houston","2020-02-12",0.463144678209864,"48339",0.571949,2792.09410660639,0.463144678209864,0.474762959668984
"Los Angeles","2020-02-11",0.420880686559648,"6037",10.08157,12308.4217931546,0.420880686559648,0.446164754354111
