"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-11",0.431551390213752,"msa",5.862424,22892.397400061,0.431551390213752,0.358286583051492
"Boston","2020-02-13",0.328111125973506,"msa",4.832346,11664.572507828,0.328111125973506,0.35571177633732
"Chicago","2020-02-11",0.341761661952755,"msa",9.508605,24771.6933693088,0.341761661952755,0.349163048073021
"Dallas","2020-02-12",0.413295533177587,"msa",7.320663,23341.1341701196,0.413295533177587,0.353904485896782
"Houston","2020-02-12",0.421103567929811,"msa",6.884138,24488.3336142581,0.421103567929811,0.355628695883178
"Los Angeles","2020-02-10",0.330610634345845,"msa",13.249614,14764.614485075,0.330610634345845,0.337736144095298
"Miami","2020-02-13",0.377720713301528,"msa",6.09066,15925.1875921994,0.377720713301528,0.353978098577719
"New York","2020-02-15",0.269204670191235,"msa",19.294236,23829.044163876,0.269204670191235,0.334820838223416
"Philadelphia","2020-02-10",0.391915830775725,"msa",6.07913,12601.1921082928,0.391915830775725,0.351765089220035
"San Francisco","2020-02-12",0.299616059243015,"msa",4.701332,8868.77189682383,0.299616059243015,0.353626135947551
"Seattle","2020-02-13",0.365413370873049,"msa",3.871323,16293.2933941709,0.365413370873049,0.363595391426846
"Washington, D.C.","2020-02-13",0.389184463800279,"msa",6.196585,18121.6164980288,0.389184463800279,0.35487314243666
"Atlanta","2020-02-12",0.511604765796832,"13171",0.018672,481.544228569687,0.511604765796832,0.449564318638193
"Atlanta","2020-02-10",0.430287988878394,"13063",0.283538,374.065219766394,0.430287988878394,0.381539173684151
"Atlanta","2020-02-12",0.389108236822658,"13089",0.749323,702.574344120968,0.389108236822658,0.366955716054214
"Atlanta","2020-02-11",0.459244838029369,"13227",0.031387,602.835445314184,0.459244838029369,0.438953087609643
"Atlanta","2020-02-11",0.464269237869135,"13045",0.117183,1305.27338265023,0.464269237869135,0.415437352333991
"Atlanta","2020-02-13",0.452713604400702,"13297",0.091442,854.983970941996,0.452713604400702,0.416602106113804
"Atlanta","2020-02-13",0.467391810908147,"13013",0.078991,422.114902995101,0.467391810908147,0.412135213947894
"Atlanta","2020-02-11",0.482700718851467,"13223",0.159825,814.391424436806,0.482700718851467,0.402841291642884
"Atlanta","2020-02-14",0.413012332077336,"13199",0.021106,1309.64542684211,0.413012332077336,0.458733320365622
"Atlanta","2020-02-11",0.414075425822967,"13113",0.112303,516.460366762868,0.414075425822967,0.406067171158745
"Atlanta","2020-02-12",0.504554411292039,"13143",0.029227,733.666426318961,0.504554411292039,0.443131122215615
"Atlanta","2020-02-15",0.457086318051411,"13015",0.104919,1217.87729961266,0.457086318051411,0.417310446587382
"Atlanta","2020-02-13",0.463719653741646,"13077",0.14326,1155.1977001511,0.463719653741646,0.409277430805003
"Atlanta","2020-02-12",0.475155362566541,"13159",0.013916,967.691847018888,0.475155362566541,0.466047709861313
"Atlanta","2020-02-12",0.466769114894218,"13151",0.225356,845.989413236567,0.466769114894218,0.395332314856461
"Atlanta","2020-02-15",0.40292584459292,"13085",0.024536,555.422095492604,0.40292584459292,0.444250420309067
"Atlanta","2020-02-11",0.430309689834182,"13097",0.143316,520.963203955335,0.430309689834182,0.400480610783743
"Atlanta","2020-02-11",0.495172312355478,"13211",0.018507,918.810969563801,0.495172312355478,0.457785834793785
"Atlanta","2020-02-13",0.431410197717372,"13135",0.915046,1131.5371850774,0.431410197717372,0.367486333421481
"Atlanta","2020-02-12",0.447139853684214,"13231",0.018327,568.53242341241,0.447139853684214,0.452090631687418
"Atlanta","2020-02-10",0.408696813722406,"13247",0.089717,342.256461608215,0.408696813722406,0.406782417272954
"Atlanta","2020-02-16",0.408334224225711,"13121",1.0362,1384.4227131817,0.408334224225711,0.366866992196909
"Atlanta","2020-02-13",0.375656025137688,"13149",0.011736,780.175605516432,0.375656025137688,0.467903336044674
"Atlanta","2020-02-15",0.43245754180354,"13067",0.751218,892.568897763052,0.43245754180354,0.369303591434648
"Atlanta","2020-02-11",0.44163321010277,"13057",0.247515,1125.39548224383,0.44163321010277,0.396266084646885
"Atlanta","2020-02-13",0.491402989788376,"13217",0.108079,723.398534687031,0.491402989788376,0.41072259807889
"Atlanta","2020-02-11",0.467077017501385,"13255",0.065306,517.16934389542,0.467077017501385,0.419003691673964
"Atlanta","2020-02-13",0.510073746879877,"13035",0.02409,487.240541519924,0.510073746879877,0.443136847300823
"Atlanta","2020-02-16",0.444620059178919,"13117",0.228383,640.192543405307,0.444620059178919,0.392037880043809
"Boston","2020-02-11",0.301602488151363,"25025",0.796605,310.836427143774,0.301602488151363,0.357622782694999
"Boston","2020-02-10",0.354940965758664,"25017",1.600842,2190.06377053994,0.354940965758664,0.362261944426365
"Boston","2020-02-13",0.382174850963125,"33015",0.306359,2056.06327823136,0.382174850963125,0.397895035154488
"Boston","2020-02-16",0.395522748709599,"25009",0.783676,2142.17565382741,0.395522748709599,0.377298602107584
"Boston","2020-02-13",0.436436982369932,"33017",0.129124,989.092891273438,0.436436982369932,0.410003108896363
"Boston","2020-02-15",0.350372719783563,"25021",0.700437,1149.03921592587,0.350372719783563,0.373361628417006
