"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-11",0.44898811753729,"msa",5.862424,22892.397400061,0.44898811753729,0.392071282878355
"Boston","2020-02-11",0.417349101849819,"msa",4.832346,11664.572507828,0.417349101849819,0.393894854558005
"Chicago","2020-02-15",0.421911687895778,"msa",9.508605,24771.6933693088,0.421911687895778,0.380687151568817
"Dallas","2020-02-15",0.432672023898392,"msa",7.320663,23341.1341701196,0.432672023898392,0.386728558673303
"Houston","2020-02-13",0.415435113192746,"msa",6.884138,24488.3336142581,0.415435113192746,0.388429837795915
"Los Angeles","2020-02-15",0.409291993454222,"msa",13.249614,14764.614485075,0.409291993454222,0.370710523294255
"Miami","2020-02-16",0.386465629695235,"msa",6.09066,15925.1875921994,0.386465629695235,0.389560974124144
"New York","2020-02-15",0.395766761068766,"msa",19.294236,23829.044163876,0.395766761068766,0.364000335028265
"Philadelphia","2020-02-14",0.421830929413927,"msa",6.07913,12601.1921082928,0.421830929413927,0.388596419036659
"San Francisco","2020-02-13",0.387128805049056,"msa",4.701332,8868.77189682383,0.387128805049056,0.393376650591738
"Seattle","2020-02-13",0.415351603190045,"msa",3.871323,16293.2933941709,0.415351603190045,0.400896566429942
"Washington, D.C.","2020-02-15",0.417137527234762,"msa",6.196585,18121.6164980288,0.417137527234762,0.389698162247191
"Atlanta","2020-02-14",0.552814243941061,"13171",0.018672,481.544228569687,0.552814243941061,0.538764924876547
"Atlanta","2020-02-12",0.460531472704213,"13063",0.283538,374.065219766394,0.460531472704213,0.452964796290123
"Atlanta","2020-02-10",0.444361968940897,"13089",0.749323,702.574344120968,0.444361968940897,0.429164704331748
"Atlanta","2020-02-11",0.542471770842735,"13227",0.031387,602.835445314184,0.542471770842735,0.522794851588313
"Atlanta","2020-02-10",0.496550365445326,"13045",0.117183,1305.27338265023,0.496550365445326,0.485469778449863
"Atlanta","2020-02-12",0.487134568556007,"13297",0.091442,854.983970941996,0.487134568556007,0.490773419443365
"Atlanta","2020-02-11",0.507920679719225,"13013",0.078991,422.114902995101,0.507920679719225,0.491436575061595
"Atlanta","2020-02-12",0.507163984360489,"13223",0.159825,814.391424436806,0.507163984360489,0.473623435142758
"Atlanta","2020-02-12",0.504942362234886,"13199",0.021106,1309.64542684211,0.504942362234886,0.540608289708428
"Atlanta","2020-02-11",0.477578271158189,"13113",0.112303,516.460366762868,0.477578271158189,0.481784389727882
"Atlanta","2020-02-11",0.547864549697892,"13143",0.029227,733.666426318961,0.547864549697892,0.526284453802345
"Atlanta","2020-02-15",0.491807455947003,"13015",0.104919,1217.87729961266,0.491807455947003,0.488472574928525
"Atlanta","2020-02-13",0.481924024693168,"13077",0.14326,1155.1977001511,0.481924024693168,0.478739413740753
"Atlanta","2020-02-14",0.661777831722034,"13159",0.013916,967.691847018888,0.661777831722034,0.553060665281387
"Atlanta","2020-02-12",0.500116504776328,"13151",0.225356,845.989413236567,0.500116504776328,0.463718999262944
"Atlanta","2020-02-13",0.606090057906912,"13085",0.024536,555.422095492604,0.606090057906912,0.530451749446787
"Atlanta","2020-02-10",0.475240810565119,"13097",0.143316,520.963203955335,0.475240810565119,0.47451572224063
"Atlanta","2020-02-15",0.615442857155095,"13211",0.018507,918.810969563801,0.615442857155095,0.542943813552441
"Atlanta","2020-02-10",0.466480338788209,"13135",0.915046,1131.5371850774,0.466480338788209,0.426066110282339
"Atlanta","2020-02-11",0.668183769377087,"13231",0.018327,568.53242341241,0.668183769377087,0.540390562113554
"Atlanta","2020-02-11",0.479426076209933,"13247",0.089717,342.256461608215,0.479426076209933,0.486393361059519
"Atlanta","2020-02-10",0.451058772563642,"13121",1.0362,1384.4227131817,0.451058772563642,0.423702776497705
"Atlanta","2020-02-16",0.647341538985176,"13149",0.011736,780.175605516432,0.647341538985176,0.557669388034388
"Atlanta","2020-02-13",0.453265794096348,"13067",0.751218,892.568897763052,0.453265794096348,0.430237954102144
"Atlanta","2020-02-10",0.468657901590694,"13057",0.247515,1125.39548224383,0.468657901590694,0.462460750654628
"Atlanta","2020-02-13",0.51380195341212,"13217",0.108079,723.398534687031,0.51380195341212,0.484753820366769
"Atlanta","2020-02-11",0.501007936398968,"13255",0.065306,517.16934389542,0.501007936398968,0.498459410510983
"Atlanta","2020-02-13",0.553451659875672,"13035",0.02409,487.240541519924,0.553451659875672,0.530291298429514
"Atlanta","2020-02-10",0.476422104455105,"13117",0.228383,640.192543405307,0.476422104455105,0.461900043503211
"Boston","2020-02-14",0.395395568533592,"25025",0.796605,310.836427143774,0.395395568533592,0.423669006050821
"Boston","2020-02-12",0.437616145630163,"25017",1.600842,2190.06377053994,0.437616145630163,0.414400794188547
"Boston","2020-02-11",0.456620094072961,"33015",0.306359,2056.06327823136,0.456620094072961,0.459375848135738
"Boston","2020-02-13",0.408175284308897,"25009",0.783676,2142.17565382741,0.408175284308897,0.433286835600389
"Boston","2020-02-10",0.468503311631587,"33017",0.129124,989.092891273438,0.468503311631587,0.481040395151744
"Boston","2020-02-10",0.441700949270915,"25021",0.700437,1149.03921592587,0.441700949270915,0.433344189744322
"Boston","2020-02-12",0.424181781013519,"25023",0.515303,2827.3012708862,0.424181781013519,0.446206074472399
"Chicago","2020-02-11",0.530703838004346,"18073",0.033447,1452.11002192164,0.530703838004346,0.525818923819575
"Chicago","2020-02-15",0.607598473858656,"18111",0.013992,1043.55292260533,0.607598473858656,0.553334962367147
"Chicago","2020-02-10",0.444161835767987,"18089",0.485707,1620.75157482985,0.444161835767987,0.445107980270315
"Chicago","2020-02-13",0.46989449659713,"17093",0.126054,833.465604916257,0.46989449659713,0.480852741797167
"Chicago","2020-02-12",0.432479580728522,"55059",0.168524,1949.68416244319,0.432479580728522,0.476646541250555
"Chicago","2020-02-12",0.424455479024496,"17031",5.198275,4227.62718290808,0.424455479024496,0.387703926614433
"Chicago","2020-02-12",0.464366553525935,"17037",0.104366,1641.30121805283,0.464366553525935,0.490255176529508
"Chicago","2020-02-11",0.448307687171326,"18127",0.168636,1349.56401007906,0.448307687171326,0.47468482697342
"Chicago","2020-02-15",0.441348010591616,"17089",0.531376,1355.94510518855,0.441348010591616,0.44173031394063
"Chicago","2020-02-11",0.489083116410266,"17063",0.050666,1113.3445494648,0.489083116410266,0.510788254220653
"Chicago","2020-02-12",0.420974015348515,"17197",0.689315,2196.43075552843,0.420974015348515,0.436909626427576
"Chicago","2020-02-12",0.444793846106412,"17043",0.92906,869.820558409551,0.444793846106412,0.42441933065263
"Chicago","2020-02-10",0.431004463588231,"17097",0.701473,3538.45342250416,0.431004463588231,0.438746244433843
"Chicago","2020-02-11",0.451990607879526,"17111",0.307714,1579.64228045707,0.451990607879526,0.457907276855309
"Dallas","2020-02-10",0.506953140828528,"48397",0.097175,385.485114218461,0.506953140828528,0.484601994184061
"Dallas","2020-02-12",0.480825636838325,"48367",0.133811,2358.43765651348,0.480825636838325,0.484616280432495
"Dallas","2020-02-10",0.483405550923588,"48257",0.123804,2092.96159066544,0.483405550923588,0.486340299437096
"Dallas","2020-02-10",0.47246380326863,"48251",0.167212,1903.43962812167,0.47246380326863,0.476753294468957
"Dallas","2020-02-11",0.438553568763377,"48439",2.04977,2338.22994694376,0.438553568763377,0.408320273614411
"Dallas","2020-02-12",0.491542681505472,"48497",0.06629,2390.49980245527,0.491542681505472,0.506524335256253
"Dallas","2020-02-16",0.454690063315182,"48139",0.173772,2466.60325957463,0.454690063315182,0.476973585807133
"Dallas","2020-02-13",0.472616681641287,"48231",0.094162,2285.52288431841,0.472616681641287,0.495246232016959
"Dallas","2020-02-11",0.437333850411322,"48085",0.973977,2296.17742566423,0.437333850411322,0.427747058793497
"Dallas","2020-02-12",0.446559312678456,"48121",0.833822,2469.15205157583,0.446559312678456,0.432285031344045
"Dallas","2020-02-12",0.437785994473409,"48113",2.606868,2354.62481006839,0.437785994473409,0.402238932335655
"Houston","2020-02-11",0.401788102696338,"48157",0.765394,2295.86094014153,0.401788102696338,0.434262721743597
"Houston","2020-02-12",0.584006450388565,"48473",0.051832,1342.67248224757,0.584006450388565,0.511120888583136
"Houston","2020-02-10",0.447547644657294,"48167",0.332885,2265.96786882086,0.447547644657294,0.457482158915369
"Houston","2020-02-12",0.439333517872524,"48201",4.64663,4608.97052190071,0.439333517872524,0.390816592704195
"Houston","2020-02-14",0.476238708858811,"48291",0.083702,3050.07568264063,0.476238708858811,0.500518618296809
"Houston","2020-02-11",0.331163679986733,"48071",0.041305,2259.04940165939,0.331163679986733,0.521454676215357
"Houston","2020-02-13",0.424240079489793,"48039",0.360677,4171.66839859826,0.424240079489793,0.458279874302245
"Houston","2020-02-13",0.527619376490832,"48015",0.029764,1701.97421164277,0.527619376490832,0.530615549134588
"Houston","2020-02-13",0.460497613503103,"48339",0.571949,2792.09410660639,0.460497613503103,0.443234422912931
"Los Angeles","2020-02-10",0.413272800571949,"6037",10.08157,12308.4217931546,0.413272800571949,0.37635979721898
"Los Angeles","2020-02-11",0.407783898641418,"6059",3.168044,2456.19269192041,0.407783898641418,0.397535242931259
"Miami","2020-02-14",0.419619951096821,"12011",1.926205,3432.51009551463,0.419619951096821,0.411666136365454
"Miami","2020-02-13",0.395918643520835,"12099",1.465027,6183.4870515564,0.395918643520835,0.421539634924893
"Miami","2020-02-12",0.40355218482768,"12086",2.699428,6309.19044512838,0.40355218482768,0.405773446267321
"New York","2020-02-12",0.455305489438857,"34037",0.141483,1384.95491450004,0.455305489438857,0.480079851174725
"New York","2020-02-15",0.336268182561827,"36103",1.483832,6138.55400460356,0.336268182561827,0.421168386451304
"New York","2020-02-14",0.442744110778324,"34039",0.554033,272.881198014641,0.442744110778324,0.432805724858247
"New York","2020-02-13",0.432681006015281,"36059",1.356509,1173.03238179515,0.432681006015281,0.415837806634616
"New York","2020-02-15",0.439520037248576,"34023",0.82592,835.367628585598,0.439520037248576,0.427372480241367
"New York","2020-02-11",0.429342577817039,"36119",0.96889,1293.26530533,0.429342577817039,0.425170378550342
"New York","2020-02-15",0.424189512134659,"34017",0.670046,161.401219166508,0.424189512134659,0.425189041277456
"New York","2020-02-15",0.378458767589783,"36085",0.474893,264.610564696554,0.378458767589783,0.436861939560388
"New York","2020-02-15",0.464335801051027,"36079",0.098787,636.901469087332,0.464335801051027,0.486807006879921
"New York","2020-02-12",0.428527617391965,"34025",0.621659,1721.63171120954,0.428527617391965,0.438563490857224
"New York","2020-02-10",0.457597368191026,"34035",0.329838,788.888626714581,0.457597368191026,0.452417692866516
"New York","2020-02-14",0.387317214859876,"34029",0.596415,2366.98123572888,0.387317214859876,0.441261645804797
"New York","2020-02-12",0.456353906028073,"34027",0.493379,1245.64291358523,0.456353906028073,0.443373494130915
"New York","2020-02-14",0.445678807803269,"34013",0.795404,334.706593161952,0.445678807803269,0.424057138650976
"New York","2020-02-11",0.369335823678314,"36081",2.287388,460.541095821187,0.369335823678314,0.398274222524316
"New York","2020-02-11",0.45074687067715,"34003",0.93039,637.449023147088,0.45074687067715,0.422920020738367
"New York","2020-02-16",0.398079998968292,"36047",2.589974,250.467265103028,0.398079998968292,0.392520063361442
"New York","2020-02-15",0.352945775237862,"36061",1.631993,87.1243160556943,0.352945775237862,0.3993521325496
"New York","2020-02-14",0.437209992525989,"34031",0.503637,513.158550269624,0.437209992525989,0.438465161432409
"New York","2020-02-16",0.440653365586719,"36087",0.324422,515.377657478223,0.440653365586719,0.450753316400432
"New York","2020-02-13",0.472018106438757,"34019",0.124823,1131.57200250716,0.472018106438757,0.482784273279905
"New York","2020-02-15",0.476431886816885,"42103",0.055453,1466.1276013753,0.476431886816885,0.509457187691843
"New York","2020-02-10",0.359756561082031,"36005",1.435068,148.406885939095,0.359756561082031,0.404973381105202
"Philadelphia","2020-02-15",0.44886215398165,"34007",0.506738,588.420344074652,0.44886215398165,0.43896249600569
"Philadelphia","2020-02-13",0.472170622033141,"24015",0.102552,1081.15761503528,0.472170622033141,0.488526377639903
"Philadelphia","2020-02-14",0.423092498284016,"10003",0.556165,1278.30021439627,0.423092498284016,0.44018043355495
"Philadelphia","2020-02-15",0.428586543882324,"42101",1.579075,369.217476925435,0.428586543882324,0.40664326498486
"Philadelphia","2020-02-12",0.342101933924341,"34005",0.445702,2122.05642119013,0.342101933924341,0.448855048850758
"Philadelphia","2020-02-13",0.447519180791551,"42029",0.51956,1964.33983811987,0.447519180791551,0.444177188554798
"Philadelphia","2020-02-15",0.445158838062414,"34015",0.291165,871.354345107413,0.445158838062414,0.456474606777592
"Philadelphia","2020-02-13",0.431992447866943,"42091",0.823823,1260.44132974703,0.431992447866943,0.429396264592987
"Philadelphia","2020-02-13",0.446643285460616,"42045",0.564554,493.147637690259,0.446643285460616,0.435143447091464
"Philadelphia","2020-02-16",0.449710660193797,"42017",0.626806,1608.78063684571,0.449710660193797,0.438007034431511
"Philadelphia","2020-02-10",0.482605891751451,"34033",0.06299,963.9762491608,0.482605891751451,0.503054021551647
"San Francisco","2020-02-13",0.415431137268488,"6075",0.874961,600.264427473631,0.415431137268488,0.424269826280781
