"day","r2_homo","r2_power","r2_exp","event","msa"
"2020-02-10",-0.06100481261914,-64.0164135792673,0.363128099058511,"COVID-19","Atlanta"
"2020-02-11",-0.0118702955884247,-63.8081644145601,0.380603544465042,"COVID-19","Atlanta"
"2020-02-12",-0.011516502227781,-64.0056322797703,0.377816744569536,"COVID-19","Atlanta"
"2020-02-13",-0.0111691395788986,-61.2813459124154,0.365098877835267,"COVID-19","Atlanta"
"2020-02-14",-0.0130884724888274,-55.7126900796721,0.350592405922795,"COVID-19","Atlanta"
"2020-02-15",-0.0631907752238399,-55.0984532174936,0.335136750166272,"COVID-19","Atlanta"
"2020-02-16",-0.0158886721016851,-59.8658815186854,0.337420989281512,"COVID-19","Atlanta"
"2020-03-30",-0.0288936165173121,-81.3812920138358,0.445495401389543,"COVID-19","Atlanta"
"2020-03-31",-0.0205696280811138,-79.3561823138031,0.434169700010358,"COVID-19","Atlanta"
"2020-04-01",-0.0181062870885402,-80.5885082242595,0.419821436056372,"COVID-19","Atlanta"
"2020-04-02",-0.0646728041723235,-78.6613166853948,0.413790208673106,"COVID-19","Atlanta"
"2020-04-03",-0.0183831714798941,-78.9310655244381,0.417199763021103,"COVID-19","Atlanta"
"2020-04-04",-0.019637766148771,-80.1415069201019,0.419697983004499,"COVID-19","Atlanta"
"2020-04-05",-0.0322928727856424,-81.5554137744525,0.43445539485707,"COVID-19","Atlanta"
"2020-02-10",-0.0759600666555065,-61.7990878654711,-0.0875837805342392,"COVID-19","Boston"
"2020-02-11",-0.0348774536828567,-64.4547198669346,0.106135465219806,"COVID-19","Boston"
"2020-02-12",-0.0777094048429987,-62.3618013607765,-0.0969734402980633,"COVID-19","Boston"
"2020-02-13",-0.090945839703628,-60.905195481701,-0.104764058995094,"COVID-19","Boston"
"2020-02-14",-0.111781658335663,-56.6934366981134,-0.29123372896872,"COVID-19","Boston"
"2020-02-15",-0.1008404653004,-54.6670998599373,0.0420354498534841,"COVID-19","Boston"
"2020-02-16",-0.104671894336323,-55.8971745212942,-0.184720809873915,"COVID-19","Boston"
"2020-03-30",-0.158496872390919,-89.3155520906018,0.132953643607103,"COVID-19","Boston"
"2020-03-31",-0.0976982763233765,-89.8981100750969,0.171851589084189,"COVID-19","Boston"
"2020-04-01",-0.204507266347389,-86.1441946881818,-0.0149677829805142,"COVID-19","Boston"
"2020-04-02",-0.274279448538377,-81.6574517571807,-0.110771604994349,"COVID-19","Boston"
"2020-04-03",-0.113927759051155,-82.2014893103102,0.0633139894221367,"COVID-19","Boston"
"2020-04-04",-0.196880563855673,-77.9523545622194,-0.070768417363771,"COVID-19","Boston"
"2020-04-05",-0.212392475785998,-83.4972283948129,-0.0765225007311912,"COVID-19","Boston"
"2020-02-10",-0.0727017374251933,-53.6990394268801,0.206907575273791,"COVID-19","Chicago"
"2020-02-11",-0.0756964210612197,-55.3468992401355,0.190879502235559,"COVID-19","Chicago"
"2020-02-12",-0.076672555809433,-55.9647815191672,0.219314647727039,"COVID-19","Chicago"
"2020-02-13",-0.0517524291347993,-54.5336680369891,0.196331802881217,"COVID-19","Chicago"
"2020-02-14",-0.0734921776642767,-51.3295895520809,0.175054145936183,"COVID-19","Chicago"
"2020-02-15",-0.0576331363084142,-51.0491626902087,0.267872366822369,"COVID-19","Chicago"
"2020-02-16",-0.0732098644613794,-52.3484601237726,0.160251601177932,"COVID-19","Chicago"
"2020-03-30",-0.101661220025148,-74.2733751231824,0.277395925008996,"COVID-19","Chicago"
"2020-03-31",-0.0750511541791563,-73.5451660260877,0.355201789496408,"COVID-19","Chicago"
"2020-04-01",-0.102454519308101,-75.2592200765189,0.329915114009113,"COVID-19","Chicago"
"2020-04-02",-0.0971467956972643,-70.1679621612574,0.305590625524773,"COVID-19","Chicago"
