"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-11",0.431551390213752,"msa",5.862424,22892.397400061,0.431551390213752,0.39202284565726
"Boston","2020-02-13",0.328111125973506,"msa",4.832346,11664.572507828,0.328111125973506,0.382806527187568
"Chicago","2020-02-11",0.341761661952755,"msa",9.508605,24771.6933693088,0.341761661952755,0.384253471564647
"Dallas","2020-02-12",0.413295533177587,"msa",7.320663,23341.1341701196,0.413295533177587,0.388111870326023
"Houston","2020-02-12",0.421103567929811,"msa",6.884138,24488.3336142581,0.421103567929811,0.390218711407702
"Los Angeles","2020-02-10",0.330610634345845,"msa",13.249614,14764.614485075,0.330610634345845,0.368448262872617
"Miami","2020-02-13",0.377720713301528,"msa",6.09066,15925.1875921994,0.377720713301528,0.384322675533096
"New York","2020-02-15",0.269204670191235,"msa",19.294236,23829.044163876,0.269204670191235,0.370326966444638
"Philadelphia","2020-02-10",0.391915830775725,"msa",6.07913,12601.1921082928,0.391915830775725,0.379933964016251
"San Francisco","2020-02-12",0.299616059243015,"msa",4.701332,8868.77189682383,0.299616059243015,0.378167235689145
"Seattle","2020-02-13",0.365413370873049,"msa",3.871323,16293.2933941709,0.365413370873049,0.393478067811829
"Washington, D.C.","2020-02-13",0.389184463800279,"msa",6.196585,18121.6164980288,0.389184463800279,0.386456748513017
"Atlanta","2020-02-12",0.511604765796832,"13171",0.018672,481.544228569687,0.511604765796832,0.430386864620278
"Atlanta","2020-02-10",0.430287988878394,"13063",0.283538,374.065219766394,0.430287988878394,0.37153751425406
"Atlanta","2020-02-12",0.389108236822658,"13089",0.749323,702.574344120968,0.389108236822658,0.365314861154769
"Atlanta","2020-02-11",0.459244838029369,"13227",0.031387,602.835445314184,0.459244838029369,0.424158816753828
"Atlanta","2020-02-11",0.464269237869135,"13045",0.117183,1305.27338265023,0.464269237869135,0.412882064496235
"Atlanta","2020-02-13",0.452713604400702,"13297",0.091442,854.983970941996,0.452713604400702,0.40932281650318
"Atlanta","2020-02-13",0.467391810908147,"13013",0.078991,422.114902995101,0.467391810908147,0.398152599420264
"Atlanta","2020-02-11",0.482700718851467,"13223",0.159825,814.391424436806,0.482700718851467,0.397216715003693
"Atlanta","2020-02-14",0.413012332077336,"13199",0.021106,1309.64542684211,0.413012332077336,0.449487540755967
"Atlanta","2020-02-11",0.414075425822967,"13113",0.112303,516.460366762868,0.414075425822967,0.395206877086671
"Atlanta","2020-02-12",0.504554411292039,"13143",0.029227,733.666426318961,0.504554411292039,0.429812274244031
