"model","day","error","msa"
"homo","2020-02-10",114.211592076429,"Atlanta"
"homo","2020-02-11",117.149879876235,"Atlanta"
"homo","2020-02-12",124.635340434248,"Atlanta"
"homo","2020-02-13",123.659601778675,"Atlanta"
"homo","2020-02-14",133.616376084256,"Atlanta"
"homo","2020-02-15",124.716254588349,"Atlanta"
"homo","2020-02-16",95.468872337486,"Atlanta"
"homo","2020-03-30",66.6585825453568,"Atlanta"
"homo","2020-03-31",63.4493694807256,"Atlanta"
"homo","2020-04-01",68.9188120460987,"Atlanta"
"homo","2020-04-02",73.933687788025,"Atlanta"
"homo","2020-04-03",70.5826225734531,"Atlanta"
"homo","2020-04-04",58.0000020315453,"Atlanta"
"homo","2020-04-05",48.8642944114202,"Atlanta"
"exp","2020-02-10",76.1901551926887,"Atlanta"
"exp","2020-02-11",77.9959903347266,"Atlanta"
"exp","2020-02-12",82.362661809341,"Atlanta"
"exp","2020-02-13",82.2091646052037,"Atlanta"
"exp","2020-02-14",88.693737552749,"Atlanta"
"exp","2020-02-15",83.4438464294542,"Atlanta"
"exp","2020-02-16",65.0756759660534,"Atlanta"
"exp","2020-03-30",43.9269436878111,"Atlanta"
"exp","2020-03-31",42.0338838054688,"Atlanta"
"exp","2020-04-01",46.7181615081388,"Atlanta"
"exp","2020-04-02",50.653747618802,"Atlanta"
"exp","2020-04-03",49.121768802378,"Atlanta"
"exp","2020-04-04",41.780821854611,"Atlanta"
"exp","2020-04-05",36.8425992785738,"Atlanta"
"power","2020-02-10",958.451446031414,"Atlanta"
"power","2020-02-11",962.100383294125,"Atlanta"
"power","2020-02-12",1014.71964728471,"Atlanta"
"power","2020-02-13",1011.62517398034,"Atlanta"
"power","2020-02-14",1103.92555798888,"Atlanta"
"power","2020-02-15",982.605209368329,"Atlanta"
"power","2020-02-16",782.310460770804,"Atlanta"
"power","2020-03-30",523.413551121055,"Atlanta"
"power","2020-03-31",493.301144351964,"Atlanta"
"power","2020-04-01",571.967934697074,"Atlanta"
"power","2020-04-02",603.770650449672,"Atlanta"
"power","2020-04-03",589.222524020567,"Atlanta"
"power","2020-04-04",476.179734891062,"Atlanta"
"power","2020-04-05",404.66944518171,"Atlanta"
"homo","2020-02-10",38.5570572833078,"Boston"
"homo","2020-02-11",37.0450592523024,"Boston"
"homo","2020-02-12",38.9445767543417,"Boston"
"homo","2020-02-13",38.6553310869097,"Boston"
"homo","2020-02-14",41.0435076704229,"Boston"
"homo","2020-02-15",37.1381814819136,"Boston"
"homo","2020-02-16",34.0633164680719,"Boston"
"homo","2020-03-30",21.0860245959895,"Boston"
"homo","2020-03-31",21.7979863979013,"Boston"
"homo","2020-04-01",22.7295191394213,"Boston"
"homo","2020-04-02",22.5248849280414,"Boston"
"homo","2020-04-03",22.4192313014614,"Boston"
"homo","2020-04-04",22.5575673699797,"Boston"
"homo","2020-04-05",20.1013798366705,"Boston"
"exp","2020-02-10",36.0608790599946,"Boston"
"exp","2020-02-11",35.0403710534705,"Boston"
"exp","2020-02-12",37.4957886578528,"Boston"
"exp","2020-02-13",37.6638167503835,"Boston"
"exp","2020-02-14",39.2187410928138,"Boston"
"exp","2020-02-15",33.7001712551857,"Boston"
"exp","2020-02-16",31.048822925155,"Boston"
"exp","2020-03-30",18.783674045341,"Boston"
"exp","2020-03-31",18.9097286635572,"Boston"
"exp","2020-04-01",19.5781926059987,"Boston"
