"model","day","error","msa"
"power","2020-02-16",843.491856233315,"Los Angeles"
"power","2020-03-30",530.980498440926,"Los Angeles"
"power","2020-03-31",506.403782326565,"Los Angeles"
"power","2020-04-01",561.87247609179,"Los Angeles"
"power","2020-04-02",606.354804861876,"Los Angeles"
"power","2020-04-03",575.369992694951,"Los Angeles"
"power","2020-04-04",509.375687097709,"Los Angeles"
"power","2020-04-05",463.972624458282,"Los Angeles"
"homo","2020-02-10",179.73855454178,"Miami"
"homo","2020-02-11",162.359638752454,"Miami"
"homo","2020-02-12",161.284430541883,"Miami"
"homo","2020-02-13",174.912061149702,"Miami"
"homo","2020-02-14",182.423534181342,"Miami"
"homo","2020-02-15",155.128087166991,"Miami"
"homo","2020-02-16",149.669204340201,"Miami"
"homo","2020-03-30",85.4484711580501,"Miami"
"homo","2020-03-31",78.7171274148048,"Miami"
"homo","2020-04-01",87.0336419492782,"Miami"
"homo","2020-04-02",88.0160036557897,"Miami"
"homo","2020-04-03",85.030793316994,"Miami"
"homo","2020-04-04",84.096405530266,"Miami"
"homo","2020-04-05",77.7181721203116,"Miami"
"exp","2020-02-10",167.365009383431,"Miami"
"exp","2020-02-11",136.492432159278,"Miami"
"exp","2020-02-12",138.509532004141,"Miami"
"exp","2020-02-13",152.278947369384,"Miami"
"exp","2020-02-14",151.853463569776,"Miami"
"exp","2020-02-15",133.81238898007,"Miami"
"exp","2020-02-16",135.744175853168,"Miami"
"exp","2020-03-30",65.2381002706834,"Miami"
"exp","2020-03-31",63.4018165051867,"Miami"
"exp","2020-04-01",71.6133520970821,"Miami"
"exp","2020-04-02",71.9070967759805,"Miami"
"exp","2020-04-03",69.6587590148099,"Miami"
"exp","2020-04-04",72.5135158842258,"Miami"
"exp","2020-04-05",73.3294762543038,"Miami"
"power","2020-02-10",1592.16211082507,"Miami"
"power","2020-02-11",1290.24496416239,"Miami"
"power","2020-02-12",1307.18558579026,"Miami"
"power","2020-02-13",1408.87343595997,"Miami"
"power","2020-02-14",1393.58323107368,"Miami"
"power","2020-02-15",1205.24127409796,"Miami"
"power","2020-02-16",1242.47373394508,"Miami"
"power","2020-03-30",728.948866934305,"Miami"
"power","2020-03-31",711.19606898181,"Miami"
"power","2020-04-01",803.940028857587,"Miami"
"power","2020-04-02",798.559238670326,"Miami"
"power","2020-04-03",787.313150428696,"Miami"
"power","2020-04-04",796.177506518349,"Miami"
"power","2020-04-05",796.975946867845,"Miami"
"homo","2020-02-10",129.824699815854,"New York"
"homo","2020-02-11",125.338362634741,"New York"
"homo","2020-02-12",129.658863615268,"New York"
"homo","2020-02-13",130.408306527546,"New York"
"homo","2020-02-14",137.414833164189,"New York"
"homo","2020-02-15",119.710130527222,"New York"
"homo","2020-02-16",107.285274916727,"New York"
"homo","2020-03-30",57.0861136360691,"New York"
"homo","2020-03-31",56.8966918204418,"New York"
"homo","2020-04-01",65.5340498718581,"New York"
"homo","2020-04-02",66.536572294988,"New York"
"homo","2020-04-03",65.0841458595012,"New York"
"homo","2020-04-04",64.5679228287766,"New York"
"homo","2020-04-05",58.3196154222407,"New York"
"exp","2020-02-10",124.294026523432,"New York"
"exp","2020-02-11",118.039369655777,"New York"
"exp","2020-02-12",123.204262097732,"New York"
"exp","2020-02-13",125.619473031331,"New York"
"exp","2020-02-14",132.458918879546,"New York"
"exp","2020-02-15",114.922955291484,"New York"
"exp","2020-02-16",102.69988169266,"New York"
"exp","2020-03-30",55.6778802932394,"New York"
"exp","2020-03-31",55.6096151297926,"New York"
"exp","2020-04-01",65.3093119715894,"New York"
"exp","2020-04-02",65.0249373385047,"New York"
"exp","2020-04-03",65.7013176609894,"New York"
"exp","2020-04-04",62.237649673294,"New York"
"exp","2020-04-05",56.4119517855007,"New York"
"power","2020-02-10",1310.67004870257,"New York"
"power","2020-02-11",1193.00810075937,"New York"
"power","2020-02-12",1252.41306967548,"New York"
"power","2020-02-13",1274.81176712192,"New York"
"power","2020-02-14",1309.05636109536,"New York"
"power","2020-02-15",1075.73672394629,"New York"
"power","2020-02-16",987.713549421681,"New York"
"power","2020-03-30",640.800400515925,"New York"
"power","2020-03-31",652.181054704141,"New York"
"power","2020-04-01",745.249396535927,"New York"
"power","2020-04-02",735.155289289371,"New York"
"power","2020-04-03",813.014221637332,"New York"
"power","2020-04-04",704.754186903878,"New York"
"power","2020-04-05",633.422319531462,"New York"
"homo","2020-02-10",100.317182126497,"Philadelphia"
"homo","2020-02-11",97.3169239176882,"Philadelphia"
"homo","2020-02-12",104.798978721291,"Philadelphia"
"homo","2020-02-13",101.229910034637,"Philadelphia"
"homo","2020-02-14",111.759325469752,"Philadelphia"
"homo","2020-02-15",103.366768869853,"Philadelphia"
"homo","2020-02-16",93.2900753325061,"Philadelphia"
"homo","2020-03-30",50.5950040963991,"Philadelphia"
"homo","2020-03-31",49.007163414328,"Philadelphia"
"homo","2020-04-01",58.8854118698712,"Philadelphia"
"homo","2020-04-02",59.0608082058332,"Philadelphia"
"homo","2020-04-03",57.5294555856389,"Philadelphia"
"homo","2020-04-04",57.1655527417891,"Philadelphia"
"homo","2020-04-05",53.3494385657651,"Philadelphia"
"exp","2020-02-10",82.0327080557313,"Philadelphia"
"exp","2020-02-11",79.724770413058,"Philadelphia"
"exp","2020-02-12",84.1702422622885,"Philadelphia"
"exp","2020-02-13",83.0899344546595,"Philadelphia"
"exp","2020-02-14",92.566553519317,"Philadelphia"
"exp","2020-02-15",86.7128288468985,"Philadelphia"
"exp","2020-02-16",77.8770375226798,"Philadelphia"
"exp","2020-03-30",40.4126699687367,"Philadelphia"
"exp","2020-03-31",39.7769777334076,"Philadelphia"
"exp","2020-04-01",47.8376210361261,"Philadelphia"
"exp","2020-04-02",48.9173359913266,"Philadelphia"
"exp","2020-04-03",48.0174356537072,"Philadelphia"
"exp","2020-04-04",46.8697642285873,"Philadelphia"
"exp","2020-04-05",43.8604116250054,"Philadelphia"
"power","2020-02-10",807.870839854882,"Philadelphia"
"power","2020-02-11",782.801283223023,"Philadelphia"
"power","2020-02-12",806.826326786347,"Philadelphia"
"power","2020-02-13",806.07640373273,"Philadelphia"
"power","2020-02-14",850.698450046347,"Philadelphia"
"power","2020-02-15",765.972993801147,"Philadelphia"
"power","2020-02-16",710.120714696093,"Philadelphia"
"power","2020-03-30",469.978106600647,"Philadelphia"
"power","2020-03-31",456.330166062627,"Philadelphia"
"power","2020-04-01",537.696754011385,"Philadelphia"
"power","2020-04-02",540.058209656013,"Philadelphia"
"power","2020-04-03",535.16399103786,"Philadelphia"
"power","2020-04-04",506.837108700015,"Philadelphia"
"power","2020-04-05",480.741393749343,"Philadelphia"
"homo","2020-02-10",103.385230070868,"San Francisco"
"homo","2020-02-11",98.8378457282311,"San Francisco"
"homo","2020-02-12",105.215120470101,"San Francisco"
"homo","2020-02-13",104.761346815991,"San Francisco"
"homo","2020-02-14",109.991032171878,"San Francisco"
"homo","2020-02-15",94.7219757117665,"San Francisco"
"homo","2020-02-16",85.0875939072221,"San Francisco"
"homo","2020-03-30",49.3156786294511,"San Francisco"
"homo","2020-03-31",47.006864362863,"San Francisco"
"homo","2020-04-01",54.2292018689032,"San Francisco"
"homo","2020-04-02",54.8682110764507,"San Francisco"
"homo","2020-04-03",55.857674552533,"San Francisco"
"homo","2020-04-04",51.603646826416,"San Francisco"
"homo","2020-04-05",46.0725573620221,"San Francisco"
"exp","2020-02-10",99.708856919687,"San Francisco"
"exp","2020-02-11",98.1872627914482,"San Francisco"
"exp","2020-02-12",101.543322613289,"San Francisco"
"exp","2020-02-13",100.482294337739,"San Francisco"
"exp","2020-02-14",110.192623648167,"San Francisco"
"exp","2020-02-15",97.1619741636271,"San Francisco"
"exp","2020-02-16",89.3957167081877,"San Francisco"
"exp","2020-03-30",55.1845470790308,"San Francisco"
"exp","2020-03-31",50.6383492554789,"San Francisco"
"exp","2020-04-01",57.1656430468671,"San Francisco"
"exp","2020-04-02",59.0932337119924,"San Francisco"
"exp","2020-04-03",59.6196434080709,"San Francisco"
"exp","2020-04-04",57.5536783113991,"San Francisco"
"exp","2020-04-05",52.4274906370667,"San Francisco"
"power","2020-02-10",946.276237431206,"San Francisco"
"power","2020-02-11",947.987907799869,"San Francisco"
"power","2020-02-12",981.606393963414,"San Francisco"
"power","2020-02-13",933.387635568402,"San Francisco"
"power","2020-02-14",1028.01435834994,"San Francisco"
"power","2020-02-15",955.105943572635,"San Francisco"
"power","2020-02-16",918.591959551084,"San Francisco"
"power","2020-03-30",763.396073370077,"San Francisco"
"power","2020-03-31",577.856668675438,"San Francisco"
"power","2020-04-01",645.170255634123,"San Francisco"
"power","2020-04-02",690.002166280657,"San Francisco"
"power","2020-04-03",673.817658223302,"San Francisco"
"power","2020-04-04",853.547147312614,"San Francisco"
"power","2020-04-05",749.694290790426,"San Francisco"
"homo","2020-02-10",111.798820104583,"Seattle"
"homo","2020-02-11",107.396747250402,"Seattle"
"homo","2020-02-12",118.495045534528,"Seattle"
"homo","2020-02-13",113.807606947185,"Seattle"
"homo","2020-02-14",127.177726659843,"Seattle"
"homo","2020-02-15",107.875034709413,"Seattle"
"homo","2020-02-16",92.388387838924,"Seattle"
"homo","2020-03-30",54.8384057206519,"Seattle"
"homo","2020-03-31",55.7958487304349,"Seattle"
"homo","2020-04-01",60.4066293336541,"Seattle"
"homo","2020-04-02",66.3607635368271,"Seattle"
"homo","2020-04-03",68.5762714915425,"Seattle"
"homo","2020-04-04",59.1282692649033,"Seattle"
"homo","2020-04-05",55.3659902303604,"Seattle"
"exp","2020-02-10",100.735883078579,"Seattle"
"exp","2020-02-11",100.619692311472,"Seattle"
"exp","2020-02-12",125.574188304765,"Seattle"
"exp","2020-02-13",106.270255979196,"Seattle"
"exp","2020-02-14",114.424634185375,"Seattle"
"exp","2020-02-15",106.090258572153,"Seattle"
"exp","2020-02-16",89.671086046488,"Seattle"
"exp","2020-03-30",49.5417560154263,"Seattle"
"exp","2020-03-31",51.1265112971797,"Seattle"
"exp","2020-04-01",55.1171792135578,"Seattle"
"exp","2020-04-02",56.9736693652097,"Seattle"
"exp","2020-04-03",58.5643346920636,"Seattle"
"exp","2020-04-04",54.7478061846411,"Seattle"
"exp","2020-04-05",48.6112035105664,"Seattle"
"power","2020-02-10",863.140315021984,"Seattle"
"power","2020-02-11",867.408357889449,"Seattle"
"power","2020-02-12",1150.65390658068,"Seattle"
"power","2020-02-13",883.094088928547,"Seattle"
"power","2020-02-14",910.865524661296,"Seattle"
"power","2020-02-15",835.507539138147,"Seattle"
"power","2020-02-16",718.857852382732,"Seattle"
"power","2020-03-30",497.092511900455,"Seattle"
"power","2020-03-31",506.899335452238,"Seattle"
"power","2020-04-01",542.203644072168,"Seattle"
"power","2020-04-02",544.254191771395,"Seattle"
"power","2020-04-03",559.568322659883,"Seattle"
"power","2020-04-04",526.336787895601,"Seattle"
"power","2020-04-05",486.271527780604,"Seattle"
"homo","2020-02-10",117.920191215505,"Washington, D.C."
"homo","2020-02-11",113.852603780073,"Washington, D.C."
"homo","2020-02-12",116.940589506753,"Washington, D.C."
"homo","2020-02-13",110.80105313991,"Washington, D.C."
"homo","2020-02-14",128.120897671811,"Washington, D.C."
"homo","2020-02-15",112.297001750736,"Washington, D.C."
"homo","2020-02-16",100.511072551511,"Washington, D.C."
"homo","2020-03-30",66.3600719621011,"Washington, D.C."
"homo","2020-03-31",53.8554328867545,"Washington, D.C."
"homo","2020-04-01",66.6420107114971,"Washington, D.C."
"homo","2020-04-02",66.5607643847104,"Washington, D.C."
"homo","2020-04-03",66.2455778161532,"Washington, D.C."
"homo","2020-04-04",63.3625615691417,"Washington, D.C."
"homo","2020-04-05",60.1467022186442,"Washington, D.C."
"exp","2020-02-10",99.0954169191038,"Washington, D.C."
"exp","2020-02-11",98.7724883088741,"Washington, D.C."
"exp","2020-02-12",94.4937816132481,"Washington, D.C."
"exp","2020-02-13",94.4863209027585,"Washington, D.C."
"exp","2020-02-14",119.131196210228,"Washington, D.C."
"exp","2020-02-15",94.8768859519637,"Washington, D.C."
"exp","2020-02-16",92.5192188375363,"Washington, D.C."
"exp","2020-03-30",60.1948931324006,"Washington, D.C."
"exp","2020-03-31",46.6707678749759,"Washington, D.C."
"exp","2020-04-01",55.7204947261301,"Washington, D.C."
"exp","2020-04-02",55.24274183442,"Washington, D.C."
"exp","2020-04-03",58.0932185575987,"Washington, D.C."
"exp","2020-04-04",54.6320441896363,"Washington, D.C."
"exp","2020-04-05",50.9301449547019,"Washington, D.C."
"power","2020-02-10",966.971578333866,"Washington, D.C."
"power","2020-02-11",966.340676712989,"Washington, D.C."
"power","2020-02-12",924.499119583642,"Washington, D.C."
"power","2020-02-13",918.134858030256,"Washington, D.C."
"power","2020-02-14",1086.8295270119,"Washington, D.C."
"power","2020-02-15",825.682153580074,"Washington, D.C."
"power","2020-02-16",833.093215494933,"Washington, D.C."
"power","2020-03-30",624.301536988412,"Washington, D.C."
"power","2020-03-31",507.276358005576,"Washington, D.C."
"power","2020-04-01",583.883642925874,"Washington, D.C."
"power","2020-04-02",578.546237042487,"Washington, D.C."
"power","2020-04-03",598.469154741072,"Washington, D.C."
"power","2020-04-04",554.149992405501,"Washington, D.C."
"power","2020-04-05",526.686765750833,"Washington, D.C."
