"msa","nblock","lag.max","lag","nozero","pop.adj","area.adj","pop","area"
"Seattle",2483,22,13,586368,929031485,3479996742019.09,3871323,16293293394.1709
"Seattle",2483,22,14,468920,746927660,2381553318007.97,3871323,16293293394.1709
"Seattle",2483,22,15,335492,535510606,1498695266297.61,3871323,16293293394.1709
"Seattle",2483,22,16,224706,356320823,881402838621.716,3871323,16293293394.1709
"Seattle",2483,22,17,139646,219222813,485653627390.282,3871323,16293293394.1709
"Seattle",2483,22,18,78414,123396213,244420544459.979,3871323,16293293394.1709
"Seattle",2483,22,19,36860,58325265,96089497296.2492,3871323,16293293394.1709
"Seattle",2483,22,20,12062,19072660,23268918252.4063,3871323,16293293394.1709
"Seattle",2483,22,21,2308,3511013,2397696518.544,3871323,16293293394.1709
"Seattle",2483,22,22,192,273297,146412029.148377,3871323,16293293394.1709
"Washington, D.C.",3577,33,1,22686,40620358,134425011051.466,6196585,18121616498.0288
"Washington, D.C.",3577,33,2,58262,103165955,352795848586.538,6196585,18121616498.0288
"Washington, D.C.",3577,33,3,108216,191394380,635108583487.47,6196585,18121616498.0288
"Washington, D.C.",3577,33,4,170824,301900295,950193981347.444,6196585,18121616498.0288
"Washington, D.C.",3577,33,5,241728,427382284,1280709442903.81,6196585,18121616498.0288
"Washington, D.C.",3577,33,6,317332,559354986,1628851072186.06,6196585,18121616498.0288
"Washington, D.C.",3577,33,7,396464,696842316,2003336538836.34,6196585,18121616498.0288
"Washington, D.C.",3577,33,8,474874,831905754,2393154734055.43,6196585,18121616498.0288
"Washington, D.C.",3577,33,9,549470,958795083,2805924506224.95,6196585,18121616498.0288
"Washington, D.C.",3577,33,10,617306,1074914587,3184502660801.2,6196585,18121616498.0288
"Washington, D.C.",3577,33,11,680958,1182393165,3545244597478.24,6196585,18121616498.0288
"Washington, D.C.",3577,33,12,739060,1280288589,3844411599253.97,6196585,18121616498.0288
"Washington, D.C.",3577,33,13,787432,1361846530,4027447015955.14,6196585,18121616498.0288
"Washington, D.C.",3577,33,14,827570,1428782867,4171579556955.92,6196585,18121616498.0288
"Washington, D.C.",3577,33,15,856756,1477351508,4265073691476.28,6196585,18121616498.0288
"Washington, D.C.",3577,33,16,870826,1499482506,4335708630004.11,6196585,18121616498.0288
"Washington, D.C.",3577,33,17,862396,1482618634,4276131944975.95,6196585,18121616498.0288
"Washington, D.C.",3577,33,18,819700,1409151334,4046803110164.71,6196585,18121616498.0288
"Washington, D.C.",3577,33,19,749318,1289664021,3728885307008.95,6196585,18121616498.0288
"Washington, D.C.",3577,33,20,660860,1139181478,3302846427889.79,6196585,18121616498.0288
"Washington, D.C.",3577,33,21,564208,973258365,2857089568903.02,6196585,18121616498.0288
"Washington, D.C.",3577,33,22,459636,794539300,2321644612868.77,6196585,18121616498.0288
"Washington, D.C.",3577,33,23,352150,610174355,1757891190107.99,6196585,18121616498.0288
"Washington, D.C.",3577,33,24,253056,439661085,1233904936224.77,6196585,18121616498.0288
"Washington, D.C.",3577,33,25,167996,291677718,787585454419.757,6196585,18121616498.0288
"Washington, D.C.",3577,33,26,99884,172779477,464612316654.601,6196585,18121616498.0288
"Washington, D.C.",3577,33,27,48704,83491218,253258864186.07,6196585,18121616498.0288
"Washington, D.C.",3577,33,28,20754,34926854,122823976794.055,6196585,18121616498.0288
"Washington, D.C.",3577,33,29,8858,14825868,57795987341.555,6196585,18121616498.0288
"Washington, D.C.",3577,33,30,3168,5273855,23941517244.664,6196585,18121616498.0288
"Washington, D.C.",3577,33,31,766,1150429,8026305910.14727,6196585,18121616498.0288
"Washington, D.C.",3577,33,32,110,156282,1084627183.64782,6196585,18121616498.0288
"Washington, D.C.",3577,33,33,24,36524,106978468.112052,6196585,18121616498.0288
