"day","lag","rho","error","index","event","msa","week","period"
2020-02-10,32,0.000329960503928634,179.221153466404,"homo","COVID-19","Atlanta","weekday","before"
2020-02-11,32,0.000324576114428306,178.82677721882,"homo","COVID-19","Atlanta","weekday","before"
2020-02-12,32,0.000325444506953253,184.432067916295,"homo","COVID-19","Atlanta","weekday","before"
2020-02-13,32,0.000327769774069421,185.954730010145,"homo","COVID-19","Atlanta","weekday","before"
2020-02-14,32,0.000328635411590723,195.632389891983,"homo","COVID-19","Atlanta","weekday","before"
2020-02-15,32,0.000325427809911383,173.665341178785,"homo","COVID-19","Atlanta","weekend","before"
2020-02-16,32,0.000319512294402864,154.385413955131,"homo","COVID-19","Atlanta","weekend","before"
2020-03-30,32,0.000311415635899365,119.890914762181,"homo","COVID-19","Atlanta","weekday","during"
2020-03-31,32,0.000308274718996833,115.674350395622,"homo","COVID-19","Atlanta","weekday","during"
2020-04-01,32,0.000322014045401682,132.06190439347,"homo","COVID-19","Atlanta","weekday","during"
2020-04-02,32,0.000319886292332605,135.56848801463,"homo","COVID-19","Atlanta","weekday","during"
2020-04-03,32,0.000321012790776338,132.895021494708,"homo","COVID-19","Atlanta","weekday","during"
2020-04-04,32,0.000318138018457229,116.966338815663,"homo","COVID-19","Atlanta","weekend","during"
2020-04-05,32,0.000312313018220535,108.28063538657,"homo","COVID-19","Atlanta","weekend","during"
2020-02-10,32,4.99995098322955,1543.37160769448,"power","COVID-19","Atlanta","weekday","before"
2020-02-11,32,4.99995046140042,1506.3607201828,"power","COVID-19","Atlanta","weekday","before"
2020-02-12,32,4.99995067891076,1554.97284324538,"power","COVID-19","Atlanta","weekday","before"
2020-02-13,32,4.99995122350073,1567.59195459457,"power","COVID-19","Atlanta","weekday","before"
2020-02-14,32,4.9999513556886,1644.91388010252,"power","COVID-19","Atlanta","weekday","before"
2020-02-15,32,4.99995084350486,1461.61028281646,"power","COVID-19","Atlanta","weekend","before"
2020-02-16,32,4.9999501214039,1290.6634926988,"power","COVID-19","Atlanta","weekend","before"
2020-03-30,32,4.99995024455027,1000.34483854791,"power","COVID-19","Atlanta","weekday","during"
2020-03-31,32,4.99994999647279,960.505711677175,"power","COVID-19","Atlanta","weekday","during"
2020-04-01,32,4.99995030089118,1133.19534899802,"power","COVID-19","Atlanta","weekday","during"
2020-04-02,32,4.99995008243621,1152.61023826232,"power","COVID-19","Atlanta","weekday","during"
2020-04-03,32,4.99995026783132,1134.78034746825,"power","COVID-19","Atlanta","weekday","during"
2020-04-04,32,4.99994944531146,1002.53240740454,"power","COVID-19","Atlanta","weekend","during"
2020-04-05,32,4.99994890523425,920.406033143559,"power","COVID-19","Atlanta","weekend","during"
2020-02-10,32,0.451257533486338,122.121546770377,"exp","COVID-19","Atlanta","weekday","before"
2020-02-11,32,0.450969820372734,121.245324603786,"exp","COVID-19","Atlanta","weekday","before"
2020-02-12,32,0.451064846942993,124.90612045339,"exp","COVID-19","Atlanta","weekday","before"
2020-02-13,32,0.45142253903878,125.824150034082,"exp","COVID-19","Atlanta","weekday","before"
2020-02-14,32,0.451687251889491,131.634579175866,"exp","COVID-19","Atlanta","weekday","before"
2020-02-15,32,0.45080491036491,118.460806218137,"exp","COVID-19","Atlanta","weekend","before"
2020-02-16,32,0.450270141863622,105.247804970909,"exp","COVID-19","Atlanta","weekend","before"
2020-03-30,32,0.45078542008544,79.4233120840368,"exp","COVID-19","Atlanta","weekday","during"
2020-03-31,32,0.450531813816484,76.5067496538342,"exp","COVID-19","Atlanta","weekday","during"
2020-04-01,32,0.450235433117639,91.7111462062648,"exp","COVID-19","Atlanta","weekday","during"
2020-04-02,32,0.449945893030865,94.5177656008734,"exp","COVID-19","Atlanta","weekday","during"
2020-04-03,32,0.449974185317726,92.7788622148323,"exp","COVID-19","Atlanta","weekday","during"
2020-04-04,32,0.448817375898337,83.5287515851786,"exp","COVID-19","Atlanta","weekend","during"
2020-04-05,32,0.448116589945961,77.6955940942529,"exp","COVID-19","Atlanta","weekend","during"
2020-02-10,35,0.000237865258035816,56.246958969065,"homo","COVID-19","Boston","weekday","before"
2020-02-11,35,0.000234030997386569,54.8292282040987,"homo","COVID-19","Boston","weekday","before"
2020-02-12,35,0.000232738036128087,58.0588847492141,"homo","COVID-19","Boston","weekday","before"
2020-02-13,35,0.000233973010588273,55.6774454586837,"homo","COVID-19","Boston","weekday","before"
2020-02-14,35,0.000234054173447301,59.8484478298852,"homo","COVID-19","Boston","weekday","before"
2020-02-15,35,0.000223191695139395,53.5838772202203,"homo","COVID-19","Boston","weekend","before"
2020-02-16,35,0.000216863549477624,50.5052576282113,"homo","COVID-19","Boston","weekend","before"
2020-03-30,35,0.000225671932576437,36.3806824602304,"homo","COVID-19","Boston","weekday","during"
2020-03-31,35,0.000229521713006725,36.3916235597594,"homo","COVID-19","Boston","weekday","during"
2020-04-01,35,0.000228504853560758,42.9739950151304,"homo","COVID-19","Boston","weekday","during"
2020-04-02,35,0.000218225650074479,42.3668206131781,"homo","COVID-19","Boston","weekday","during"
2020-04-03,35,0.000221875073226562,41.723336939938,"homo","COVID-19","Boston","weekday","during"
2020-04-04,35,0.000222499698575113,42.7777463534561,"homo","COVID-19","Boston","weekend","during"
2020-04-05,35,0.000214364779077132,39.8071132953851,"homo","COVID-19","Boston","weekend","during"
