"day","lag","rho","error","index","event","msa","week","period"
2020-01-01,32,0.00033053480675948,160.114943454932,"homo","COVID-19","Atlanta",NA,NA
2020-01-02,32,0.00033053480675948,182.775650716871,"homo","COVID-19","Atlanta",NA,NA
2020-01-03,32,0.00033053480675948,200.757614911408,"homo","COVID-19","Atlanta",NA,NA
2020-01-04,32,0.00033053480675948,218.466101643345,"homo","COVID-19","Atlanta",NA,NA
2020-01-05,32,0.00033053480675948,182.232930058815,"homo","COVID-19","Atlanta",NA,NA
2020-01-06,32,0.00033053480675948,207.603225304499,"homo","COVID-19","Atlanta",NA,NA
2020-01-07,32,0.00033053480675948,190.315364686336,"homo","COVID-19","Atlanta",NA,NA
2020-01-08,32,0.000371224915851499,184.507320975666,"homo","COVID-19","Atlanta",NA,NA
2020-01-09,32,0.00033053480675948,190.833904488838,"homo","COVID-19","Atlanta",NA,NA
2020-01-10,32,0.000371224915851499,201.078371900455,"homo","COVID-19","Atlanta",NA,NA
2020-01-11,32,0.000371224915851499,177.89445503267,"homo","COVID-19","Atlanta",NA,NA
2020-01-12,32,0.00033053480675948,189.303885180906,"homo","COVID-19","Atlanta",NA,NA
2020-01-13,32,0.00033053480675948,182.162702948532,"homo","COVID-19","Atlanta","weekday","before"
2020-01-14,32,0.00033053480675948,192.487199684953,"homo","COVID-19","Atlanta","weekday","before"
2020-01-15,32,0.00033053480675948,189.572397854643,"homo","COVID-19","Atlanta","weekday","before"
2020-01-16,32,0.000371224915851499,186.07906896235,"homo","COVID-19","Atlanta","weekday","before"
2020-01-17,32,0.000371224915851499,197.229933731415,"homo","COVID-19","Atlanta","weekday","before"
2020-01-18,32,0.00033053480675948,190.138157428672,"homo","COVID-19","Atlanta","weekend","before"
2020-01-19,32,0.00033053480675948,180.049291538735,"homo","COVID-19","Atlanta","weekend","before"
2020-01-20,32,0.00033053480675948,190.931981354715,"homo","COVID-19","Atlanta","weekday","before"
2020-01-21,32,0.00033053480675948,179.254909711348,"homo","COVID-19","Atlanta","weekday","before"
2020-01-22,32,0.00033053480675948,186.827172351642,"homo","COVID-19","Atlanta","weekday","before"
2020-01-23,32,0.00033053480675948,181.023546853111,"homo","COVID-19","Atlanta","weekday","before"
2020-01-24,32,0.00033053480675948,193.374860731519,"homo","COVID-19","Atlanta","weekday","before"
2020-01-25,32,0.00033053480675948,187.414145864188,"homo","COVID-19","Atlanta","weekend","before"
2020-01-26,32,0.00033053480675948,171.789097739146,"homo","COVID-19","Atlanta","weekend","before"
2020-01-27,32,0.00033053480675948,189.382209996049,"homo","COVID-19","Atlanta","weekday","before"
2020-01-28,32,0.00033053480675948,169.618490396316,"homo","COVID-19","Atlanta","weekday","before"
2020-01-29,32,0.00033053480675948,172.840303387808,"homo","COVID-19","Atlanta","weekday","before"
2020-01-30,32,0.00033053480675948,178.593413732169,"homo","COVID-19","Atlanta","weekday","before"
2020-01-31,32,0.00033053480675948,192.420379484673,"homo","COVID-19","Atlanta","weekday","before"
2020-02-01,32,0.000371224915851499,222.73897788721,"homo","COVID-19","Atlanta","weekend","before"
2020-02-02,32,0.00033053480675948,184.571896602911,"homo","COVID-19","Atlanta","weekend","before"
2020-02-03,32,0.00033053480675948,211.722191461235,"homo","COVID-19","Atlanta","weekday","before"
2020-02-04,32,0.00033053480675948,200.113801124939,"homo","COVID-19","Atlanta","weekday","before"
2020-02-05,32,0.00033053480675948,192.855814335979,"homo","COVID-19","Atlanta","weekday","before"
2020-02-06,32,0.000371224915851499,182.936625452706,"homo","COVID-19","Atlanta","weekday","before"
2020-02-07,32,0.000371224915851499,215.501924247941,"homo","COVID-19","Atlanta","weekday","before"
2020-02-08,32,0.000371224915851499,183.871707602322,"homo","COVID-19","Atlanta","weekend","before"
2020-02-09,32,0.000371224915851499,184.446326616957,"homo","COVID-19","Atlanta","weekend","before"
2020-02-10,32,0.00033053480675948,217.911601733219,"homo","COVID-19","Atlanta","weekday","before"
2020-02-11,32,0.000371224915851499,192.413846269371,"homo","COVID-19","Atlanta","weekday","before"
2020-02-12,32,0.000371224915851499,198.065758746899,"homo","COVID-19","Atlanta","weekday","before"
2020-02-13,32,0.000371224915851499,204.822700471344,"homo","COVID-19","Atlanta","weekday","before"
2020-02-14,32,0.00033053480675948,229.883751396385,"homo","COVID-19","Atlanta","weekday","before"
2020-02-15,32,0.00033053480675948,222.045734331729,"homo","COVID-19","Atlanta","weekend","before"
2020-02-16,32,0.00033053480675948,171.306343310178,"homo","COVID-19","Atlanta","weekend","before"
2020-02-17,32,0.00033053480675948,188.697702852857,"homo","COVID-19","Atlanta",NA,NA
2020-02-18,32,0.00033053480675948,172.798835345034,"homo","COVID-19","Atlanta",NA,NA
2020-02-19,32,0.00033053480675948,185.754212148586,"homo","COVID-19","Atlanta",NA,NA
2020-02-20,32,0.000371224915851499,187.424482272889,"homo","COVID-19","Atlanta",NA,NA
2020-02-21,32,0.000371224915851499,200.862270894259,"homo","COVID-19","Atlanta",NA,NA
2020-02-22,32,0.00033053480675948,199.317073924049,"homo","COVID-19","Atlanta",NA,NA
2020-02-23,32,0.000371224915851499,174.161254381245,"homo","COVID-19","Atlanta",NA,NA
2020-02-24,32,0.00033053480675948,184.74135032957,"homo","COVID-19","Atlanta",NA,NA
2020-02-25,32,0.00033053480675948,153.046923995288,"homo","COVID-19","Atlanta",NA,NA
2020-02-26,32,0.000371224915851499,197.956715531971,"homo","COVID-19","Atlanta",NA,NA
2020-02-27,32,0.000371224915851499,200.063149507371,"homo","COVID-19","Atlanta",NA,NA
2020-02-28,32,0.000371224915851499,209.485272009806,"homo","COVID-19","Atlanta",NA,NA
2020-02-29,32,0.00033053480675948,205.766392433399,"homo","COVID-19","Atlanta",NA,NA
2020-03-01,32,0.00033053480675948,199.107190349811,"homo","COVID-19","Atlanta",NA,NA
2020-03-02,32,0.000371224915851499,197.630713203448,"homo","COVID-19","Atlanta",NA,NA
2020-03-03,32,0.000371224915851499,215.228722625938,"homo","COVID-19","Atlanta",NA,NA
2020-03-04,32,0.000371224915851499,204.974576657816,"homo","COVID-19","Atlanta",NA,NA
2020-03-05,32,0.000371224915851499,217.080384991593,"homo","COVID-19","Atlanta",NA,NA
2020-03-06,32,0.000371224915851499,233.153558710893,"homo","COVID-19","Atlanta",NA,NA
2020-03-07,32,0.000371224915851499,225.740266411298,"homo","COVID-19","Atlanta",NA,NA
2020-03-08,32,0.00033053480675948,192.924933895833,"homo","COVID-19","Atlanta",NA,NA
2020-03-09,32,0.00033053480675948,208.671607840135,"homo","COVID-19","Atlanta",NA,NA
2020-03-10,32,0.00033053480675948,190.721569904563,"homo","COVID-19","Atlanta",NA,NA
2020-03-11,32,0.000371224915851499,186.445079035288,"homo","COVID-19","Atlanta",NA,NA
2020-03-12,32,0.000371224915851499,194.441542728379,"homo","COVID-19","Atlanta",NA,NA
2020-03-13,32,0.000371224915851499,197.414945222858,"homo","COVID-19","Atlanta",NA,NA
2020-03-14,32,0.000371224915851499,162.099470172727,"homo","COVID-19","Atlanta",NA,NA
2020-03-15,32,0.00033053480675948,139.582331400258,"homo","COVID-19","Atlanta",NA,NA
2020-03-16,32,0.00033053480675948,144.618712579559,"homo","COVID-19","Atlanta",NA,NA
2020-03-17,32,0.00033053480675948,136.764347490186,"homo","COVID-19","Atlanta",NA,NA
2020-03-18,32,0.000371224915851499,131.0340664125,"homo","COVID-19","Atlanta",NA,NA
2020-03-19,32,0.00033053480675948,132.323962827661,"homo","COVID-19","Atlanta",NA,NA
2020-03-20,32,0.00033053480675948,121.595047146919,"homo","COVID-19","Atlanta",NA,NA
2020-03-21,32,0.00033053480675948,101.95768414578,"homo","COVID-19","Atlanta",NA,NA
2020-03-22,32,0.00033053480675948,106.085673138328,"homo","COVID-19","Atlanta",NA,NA
2020-03-23,32,0.00033053480675948,125.686913537451,"homo","COVID-19","Atlanta",NA,NA
2020-03-24,32,0.00033053480675948,111.42753697475,"homo","COVID-19","Atlanta",NA,NA
2020-03-25,32,0.000371224915851499,122.247913483694,"homo","COVID-19","Atlanta",NA,NA
2020-03-26,32,0.00033053480675948,123.7185224657,"homo","COVID-19","Atlanta",NA,NA
2020-03-27,32,0.00033053480675948,127.941404778743,"homo","COVID-19","Atlanta",NA,NA
2020-03-28,32,0.00033053480675948,113.641303902027,"homo","COVID-19","Atlanta",NA,NA
2020-03-29,32,0.00033053480675948,109.812067248104,"homo","COVID-19","Atlanta",NA,NA
2020-03-30,32,0.00033053480675948,113.606008471725,"homo","COVID-19","Atlanta","weekday","during"
2020-03-31,32,0.00033053480675948,107.748722350097,"homo","COVID-19","Atlanta","weekday","during"
2020-04-01,32,0.000371224915851499,126.652498993024,"homo","COVID-19","Atlanta","weekday","during"
2020-04-02,32,0.00033053480675948,143.666136102608,"homo","COVID-19","Atlanta","weekday","during"
2020-04-03,32,0.00033053480675948,127.84402884169,"homo","COVID-19","Atlanta","weekday","during"
2020-04-04,32,0.00033053480675948,111.396646220852,"homo","COVID-19","Atlanta","weekend","during"
2020-04-05,32,0.00033053480675948,104.393846373077,"homo","COVID-19","Atlanta","weekend","during"
2020-04-06,32,0.00033053480675948,122.472994836976,"homo","COVID-19","Atlanta","weekday","during"
2020-04-07,32,0.00033053480675948,112.180794656788,"homo","COVID-19","Atlanta","weekday","during"
