"day","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp","event","msa"
"2020-04-01",-1,0.697360330676643,0.699671929623656,-0.999999995717981,0.736663408368636,0.740746401237048,-0.999998662407673,0.545582824321801,0.549645094825887,"COVID-19","Atlanta"
"2020-04-02",-1,0.693354678537552,0.695772317353701,-1,0.737238233681957,0.741549132046274,-1,0.546210221575716,0.550587155875006,"COVID-19","Atlanta"
"2020-04-03",-1,0.693180789487633,0.69607131728843,-0.999999992806211,0.736115293607013,0.740399161473253,-0.999998216600418,0.544960525309643,0.549160514885837,"COVID-19","Atlanta"
"2020-04-04",-1,0.673541205090823,0.677070233232718,-0.999999984927274,0.719906958474792,0.724880666148784,-0.999996283570968,0.530124254775687,0.534842172502634,"COVID-19","Atlanta"
"2020-04-05",-1,0.669108671645925,0.672371055295554,-0.999999982015466,0.714245906355552,0.719247663782487,-0.999996133991685,0.525759257128663,0.530539518584321,"COVID-19","Atlanta"
"2020-02-10",-1,0.524228103071275,0.514792784215671,-0.999999999774609,0.557122738128125,0.551803150809677,-0.999999828036292,0.394361079911652,0.390439264412551,"COVID-19","Boston"
"2020-02-11",-1,0.511980602686669,0.502797221408602,-1,0.546507993396211,0.541395454138377,-1,0.385791754386688,0.382007629845607,"COVID-19","Boston"
"2020-02-12",-1,0.510520599245866,0.501508012321666,-0.999999927874851,0.54559026188222,0.540363585628489,-0.999993121992806,0.384753040651515,0.381034873894385,"COVID-19","Boston"
"2020-02-13",-1,0.50975386975155,0.500710938203814,-0.999999893990844,0.546992410187461,0.54250863265063,-0.99998658565549,0.385513181577378,0.38241798310918,"COVID-19","Boston"
"2020-02-14",-1,0.540240257266276,0.531520041967168,-0.999999999549218,0.568961980072226,0.56456915015294,-0.999999742093057,0.40346155408309,0.400167022467554,"COVID-19","Boston"
"2020-02-15",-1,0.542345946210414,0.534220267903156,-0.999999889106975,0.570739422941134,0.565956940172983,-0.999984345242789,0.40523705919077,0.401462390711707,"COVID-19","Boston"
"2020-02-16",-1,0.527423079716177,0.519327248828598,-0.999999666191902,0.560825474223728,0.556133042542792,-0.9999715154205,0.39705145004134,0.393472249247792,"COVID-19","Boston"
"2020-03-30",-1,0.565854411270156,0.558136333238986,-0.999999733875613,0.607539286980035,0.603569501775599,-0.999974814437602,0.434786512515979,0.432112472828526,"COVID-19","Boston"
"2020-03-31",-1,0.572903271843861,0.565315056277733,-0.999998878330207,0.614186484278352,0.609907103582586,-0.999932649500032,0.440945803012664,0.437818541221927,"COVID-19","Boston"
"2020-04-01",-1,0.49257783289997,0.48746142731746,-0.999999992111048,0.584469020045486,0.58273342011162,-0.999998793487764,0.4165810035174,0.415762203665221,"COVID-19","Boston"
"2020-04-02",-1,0.479114225833904,0.474808380444972,-0.999999628392188,0.582263730664601,0.58133065715781,-0.999966731551623,0.414977010459321,0.41469867409587,"COVID-19","Boston"
"2020-04-03",-1,0.479503083583727,0.475560112069655,-0.999999207347484,0.575222959032529,0.575048806741804,-0.999946736861355,0.409551795251156,0.409876866903169,"COVID-19","Boston"
"2020-04-04",-1,0.476367509181895,0.472411978827182,-0.999999681511068,0.573182751132796,0.572845580092506,-0.999969144599517,0.407226833594991,0.407259821659617,"COVID-19","Boston"
"2020-04-05",-1,0.463211736061883,0.459995057512473,-0.999999898569202,0.562203448985168,0.562545070789351,-0.999987580238987,0.398377708632035,0.399031847085579,"COVID-19","Boston"
"2020-02-10",-1,0.645298619000979,0.64143345776781,-0.999999995754516,0.604548779734946,0.609073168917931,-0.999998960044914,0.432539450608549,0.436247179979547,"COVID-19","Chicago"
"2020-02-11",-1,0.642082191998494,0.638239844511705,-0.999999999989517,0.595944027364848,0.600338936608651,-0.999999976886822,0.425993970144609,0.429663920578077,"COVID-19","Chicago"
"2020-02-12",-1,0.639024624583726,0.63539216725742,-0.99999999984276,0.595767962176361,0.600260314396906,-0.999999861326514,0.425314940969136,0.429069165876405,"COVID-19","Chicago"
"2020-02-13",-1,0.642983270079686,0.639763471988734,-0.999999988269875,0.605836856205465,0.61051076629437,-0.999997134137393,0.432919198547619,0.436820956127831,"COVID-19","Chicago"
"2020-02-14",-1,0.652833157622666,0.649584868531357,-0.999999996540723,0.629421419408846,0.633799584068251,-0.999998983356248,0.451549021070791,0.455186718786076,"COVID-19","Chicago"
