"model","day","error","msa"
"exp","2020-02-10",102.322808444949,"New York"
"exp","2020-02-11",98.6973506312753,"New York"
"exp","2020-02-12",102.939868782463,"New York"
"exp","2020-02-13",105.536063364852,"New York"
"exp","2020-02-14",113.389812585157,"New York"
"exp","2020-02-15",97.5862482510313,"New York"
"exp","2020-02-16",85.0166842161563,"New York"
"exp","2020-03-30",34.2472893454499,"New York"
"exp","2020-03-31",34.4095559916935,"New York"
"exp","2020-04-01",36.8604829434517,"New York"
"exp","2020-04-02",36.8110597422903,"New York"
"exp","2020-04-03",36.9665756531134,"New York"
"exp","2020-04-04",35.7843722466041,"New York"
"exp","2020-04-05",29.6498387491258,"New York"
"power","2020-02-10",980.732060762921,"New York"
"power","2020-02-11",900.169406049134,"New York"
"power","2020-02-12",938.981006320965,"New York"
"power","2020-02-13",970.664912679409,"New York"
"power","2020-02-14",1025.96118635404,"New York"
"power","2020-02-15",810.733880928335,"New York"
"power","2020-02-16",722.705942604205,"New York"
"power","2020-03-30",358.347769979195,"New York"
"power","2020-03-31",369.573546581872,"New York"
"power","2020-04-01",394.26845054587,"New York"
"power","2020-04-02",396.95488183015,"New York"
"power","2020-04-03",416.206998022176,"New York"
"power","2020-04-04",386.810047196257,"New York"
"power","2020-04-05",327.101234563052,"New York"
"homo","2020-02-10",92.5029051971883,"Philadelphia"
"homo","2020-02-11",91.1914446439045,"Philadelphia"
"homo","2020-02-12",94.1112568963117,"Philadelphia"
"homo","2020-02-13",94.0969195927498,"Philadelphia"
"homo","2020-02-14",103.866240242519,"Philadelphia"
"homo","2020-02-15",93.4854288192012,"Philadelphia"
"homo","2020-02-16",80.5578576616574,"Philadelphia"
"homo","2020-03-30",36.0515304936691,"Philadelphia"
"homo","2020-03-31",34.9449292269124,"Philadelphia"
"homo","2020-04-01",38.2357499971917,"Philadelphia"
"homo","2020-04-02",39.1873598023712,"Philadelphia"
"homo","2020-04-03",41.5569732170933,"Philadelphia"
"homo","2020-04-04",38.9656144531603,"Philadelphia"
"homo","2020-04-05",32.0065853667666,"Philadelphia"
"exp","2020-02-10",80.1119772269457,"Philadelphia"
"exp","2020-02-11",79.1045271994194,"Philadelphia"
"exp","2020-02-12",80.4777140099408,"Philadelphia"
"exp","2020-02-13",81.2214683576897,"Philadelphia"
"exp","2020-02-14",89.8077507555478,"Philadelphia"
"exp","2020-02-15",82.6519347504854,"Philadelphia"
"exp","2020-02-16",71.6500299250416,"Philadelphia"
"exp","2020-03-30",32.5996163488985,"Philadelphia"
"exp","2020-03-31",32.5133018099866,"Philadelphia"
"exp","2020-04-01",34.3066726741552,"Philadelphia"
"exp","2020-04-02",34.9519428557238,"Philadelphia"
"exp","2020-04-03",37.3713302188956,"Philadelphia"
"exp","2020-04-04",35.4419460438506,"Philadelphia"
"exp","2020-04-05",28.7549744447096,"Philadelphia"
"power","2020-02-10",635.256680699767,"Philadelphia"
"power","2020-02-11",630.263270419062,"Philadelphia"
"power","2020-02-12",640.045854432569,"Philadelphia"
"power","2020-02-13",640.629795345925,"Philadelphia"
"power","2020-02-14",681.435726611023,"Philadelphia"
"power","2020-02-15",595.497448215753,"Philadelphia"
"power","2020-02-16",528.521876159399,"Philadelphia"
"power","2020-03-30",298.721522353494,"Philadelphia"
"power","2020-03-31",301.132749006014,"Philadelphia"
"power","2020-04-01",310.671998976006,"Philadelphia"
"power","2020-04-02",312.985314970819,"Philadelphia"
"power","2020-04-03",328.25163908432,"Philadelphia"
"power","2020-04-04",304.644095809031,"Philadelphia"
"power","2020-04-05",264.308131002834,"Philadelphia"
"homo","2020-02-10",89.2434164133104,"San Francisco"
"homo","2020-02-11",87.828428446797,"San Francisco"
"homo","2020-02-12",90.4062749311513,"San Francisco"
"homo","2020-02-13",93.9056990896928,"San Francisco"
"homo","2020-02-14",98.3930057496975,"San Francisco"
"homo","2020-02-15",81.4622093253567,"San Francisco"
"homo","2020-02-16",72.1282453280353,"San Francisco"
"homo","2020-03-30",32.526408566528,"San Francisco"
"homo","2020-03-31",32.9881794171136,"San Francisco"
"homo","2020-04-01",35.0019392675616,"San Francisco"
"homo","2020-04-02",35.3474803679069,"San Francisco"
"homo","2020-04-03",38.0399768726663,"San Francisco"
"homo","2020-04-04",30.8683678135362,"San Francisco"
"homo","2020-04-05",24.7706567531646,"San Francisco"
"exp","2020-02-10",85.5750341831089,"San Francisco"
"exp","2020-02-11",84.5419382955283,"San Francisco"
"exp","2020-02-12",87.1674348195713,"San Francisco"
"exp","2020-02-13",88.7798671261547,"San Francisco"
"exp","2020-02-14",95.8904041418013,"San Francisco"
"exp","2020-02-15",79.856564926981,"San Francisco"
"exp","2020-02-16",72.0494933053707,"San Francisco"
"exp","2020-03-30",33.5199891267104,"San Francisco"
"exp","2020-03-31",33.8744902726993,"San Francisco"
"exp","2020-04-01",34.8914789963273,"San Francisco"
"exp","2020-04-02",35.8029157730031,"San Francisco"
"exp","2020-04-03",37.5083758969941,"San Francisco"
"exp","2020-04-04",31.6521327082469,"San Francisco"
"exp","2020-04-05",25.4567604735029,"San Francisco"
"power","2020-02-10",744.072274983877,"San Francisco"
"power","2020-02-11",768.060414835531,"San Francisco"
"power","2020-02-12",779.811142210121,"San Francisco"
"power","2020-02-13",757.378990674118,"San Francisco"
"power","2020-02-14",821.651570717617,"San Francisco"
"power","2020-02-15",697.751076516306,"San Francisco"
"power","2020-02-16",704.909919420991,"San Francisco"
