"msa","day","rho","county","pop","area","median_rho","model"
"Atlanta","2020-02-12",0.451064846942993,"msa",5.862424,22892.397400061,0.451064846942993,0.392591458951107
"Boston","2020-02-15",0.424003796765324,"msa",4.832346,11664.572507828,0.424003796765324,0.397251099723776
"Chicago","2020-02-11",0.425376863098115,"msa",9.508605,24771.6933693088,0.425376863098115,0.381167131069699
"Dallas","2020-02-15",0.43518447755976,"msa",7.320663,23341.1341701196,0.43518447755976,0.387302246804563
"Houston","2020-02-16",0.419027966880414,"msa",6.884138,24488.3336142581,0.419027966880414,0.388758966880347
"Los Angeles","2020-02-11",0.416098615192461,"msa",13.249614,14764.614485075,0.416098615192461,0.373522924443596
"Miami","2020-02-16",0.400646241519435,"msa",6.09066,15925.1875921994,0.400646241519435,0.391676942787721
"New York","2020-02-12",0.409525315493371,"msa",19.294236,23829.044163876,0.409525315493371,0.365048426754286
"Philadelphia","2020-02-14",0.431032280942234,"msa",6.07913,12601.1921082928,0.431032280942234,0.39172226377692
"San Francisco","2020-02-14",0.391688883562006,"msa",4.701332,8868.77189682383,0.391688883562006,0.397918388889625
"Seattle","2020-02-13",0.420335689514894,"msa",3.871323,16293.2933941709,0.420335689514894,0.402666295223646
"Washington, D.C.","2020-02-10",0.424567488597178,"msa",6.196585,18121.6164980288,0.424567488597178,0.391264794007501
"Atlanta","2020-02-10",0.563928780682618,"13171",0.018672,481.544228569687,0.563928780682618,0.557706015476117
"Atlanta","2020-02-14",0.464100619781451,"13063",0.283538,374.065219766394,0.464100619781451,0.472351850565011
"Atlanta","2020-02-11",0.45222348481639,"13089",0.749323,702.574344120968,0.45222348481639,0.44513730797047
"Atlanta","2020-02-10",0.549670209605544,"13227",0.031387,602.835445314184,0.549670209605544,0.540296659931936
"Atlanta","2020-02-11",0.501437286214016,"13045",0.117183,1305.27338265023,0.501437286214016,0.49853757748239
"Atlanta","2020-02-15",0.489255593822559,"13297",0.091442,854.983970941996,0.489255593822559,0.506145538687175
"Atlanta","2020-02-14",0.51503042817896,"13013",0.078991,422.114902995101,0.51503042817896,0.510689582411633
"Atlanta","2020-02-12",0.512923329158839,"13223",0.159825,814.391424436806,0.512923329158839,0.489179194741803
"Atlanta","2020-02-15",0.535203775915079,"13199",0.021106,1309.64542684211,0.535203775915079,0.553548804475465
"Atlanta","2020-02-12",0.479579325617298,"13113",0.112303,516.460366762868,0.479579325617298,0.499834132718926
"Atlanta","2020-02-10",0.555393348892824,"13143",0.029227,733.666426318961,0.555393348892824,0.542654110909553
"Atlanta","2020-02-15",0.495530742607442,"13015",0.104919,1217.87729961266,0.495530742607442,0.50191422766305
"Atlanta","2020-02-12",0.483344418283727,"13077",0.14326,1155.1977001511,0.483344418283727,0.492458482237281
"Atlanta","2020-02-11",0.66669605960429,"13159",0.013916,967.691847018888,0.66669605960429,0.567807972580052
"Atlanta","2020-02-12",0.500274600248808,"13151",0.225356,845.989413236567,0.500274600248808,0.479022662507122
"Atlanta","2020-02-15",0.644150817477354,"13085",0.024536,555.422095492604,0.644150817477354,0.548482285041923
"Atlanta","2020-02-10",0.476816424501304,"13097",0.143316,520.963203955335,0.476816424501304,0.492446730216457
"Atlanta","2020-02-11",0.621433579889324,"13211",0.018507,918.810969563801,0.621433579889324,0.558008366895978
"Atlanta","2020-02-12",0.469021758003314,"13135",0.915046,1131.5371850774,0.469021758003314,0.439739444109176
"Atlanta","2020-02-12",0.678829932646069,"13231",0.018327,568.53242341241,0.678829932646069,0.558341484270455
"Atlanta","2020-02-13",0.485540849675469,"13247",0.089717,342.256461608215,0.485540849675469,0.506734477484519
"Atlanta","2020-02-11",0.458601703256474,"13121",1.0362,1384.4227131817,0.458601703256474,0.436413366016516
"Atlanta","2020-02-13",0.675577416942172,"13149",0.011736,780.175605516432,0.675577416942172,0.573746059188368
"Atlanta","2020-02-11",0.462623246575054,"13067",0.751218,892.568897763052,0.462623246575054,0.445068660904421
"Atlanta","2020-02-12",0.471860960196952,"13057",0.247515,1125.39548224383,0.471860960196952,0.47628715051534
"Atlanta","2020-02-12",0.516940549744938,"13217",0.108079,723.398534687031,0.516940549744938,0.501005613654964
"Atlanta","2020-02-15",0.510600494906846,"13255",0.065306,517.16934389542,0.510600494906846,0.516656865261924
"Atlanta","2020-02-13",0.561773317219468,"13035",0.02409,487.240541519924,0.561773317219468,0.549097014824976
"Atlanta","2020-02-10",0.47962951619366,"13117",0.228383,640.192543405307,0.47962951619366,0.478632548263884
"Boston","2020-02-12",0.410175682646819,"25025",0.796605,310.836427143774,0.410175682646819,0.443477243844904
"Boston","2020-02-11",0.449074993100037,"25017",1.600842,2190.06377053994,0.449074993100037,0.424974785340331
"Boston","2020-02-15",0.464065726744663,"33015",0.306359,2056.06327823136,0.464065726744663,0.470124365627351
"Boston","2020-02-15",0.416832429015951,"25009",0.783676,2142.17565382741,0.416832429015951,0.443920575281959
"Boston","2020-02-10",0.474386921941285,"33017",0.129124,989.092891273438,0.474386921941285,0.495592367114755
"Boston","2020-02-11",0.457482521715737,"25021",0.700437,1149.03921592587,0.457482521715737,0.44697486924201
"Boston","2020-02-11",0.430712437490288,"25023",0.515303,2827.3012708862,0.430712437490288,0.455431474272823
