"day","r2_homo","r2_power","r2_exp","event","msa"
"2020-02-10",-0.0870115707269057,-38.7039761672893,0.266985072915876,"COVID-19","Atlanta"
"2020-02-11",-0.0582150561516481,-39.831528339269,0.291483085277802,"COVID-19","Atlanta"
"2020-02-12",-0.0386711402385846,-40.7836421979376,0.29098344677099,"COVID-19","Atlanta"
"2020-02-13",-0.0438210592253232,-38.3911436564943,0.273214479258278,"COVID-19","Atlanta"
"2020-02-14",-0.0331760654726081,-36.1701201681431,0.272984205255746,"COVID-19","Atlanta"
"2020-02-15",-0.0714671079974174,-34.2158836785467,0.247608183498725,"COVID-19","Atlanta"
"2020-02-16",-0.0508440223761788,-34.8863492457796,0.216141707576786,"COVID-19","Atlanta"
"2020-03-30",-0.103397228561994,-46.2875030578139,0.25804679594895,"COVID-19","Atlanta"
"2020-03-31",-0.114044379676636,-42.6983380749638,0.226419858658217,"COVID-19","Atlanta"
"2020-04-01",-0.0810177263764102,-44.1192524724404,0.254478393349513,"COVID-19","Atlanta"
"2020-04-02",-0.102820067393063,-43.5186440046909,0.249665489761593,"COVID-19","Atlanta"
"2020-04-03",-0.0731576340234923,-43.6576412044838,0.248405064467923,"COVID-19","Atlanta"
"2020-04-04",-0.0973300184987427,-43.7323276143348,0.201001862566875,"COVID-19","Atlanta"
"2020-04-05",-0.188519339708176,-44.6317094049341,0.18106602631439,"COVID-19","Atlanta"
"2020-02-10",-0.220202761913826,-36.5065610579271,-0.0384581432824165,"COVID-19","Boston"
"2020-02-11",-0.239560677539039,-38.1171877971683,0.0288766113844841,"COVID-19","Boston"
"2020-02-12",-0.238430699936012,-38.0542961312734,-0.0518981740728388,"COVID-19","Boston"
"2020-02-13",-0.328856493734363,-36.2710102634144,-0.067230420230471,"COVID-19","Boston"
"2020-02-14",-0.214583380348049,-35.5892287697028,-0.286041583534517,"COVID-19","Boston"
"2020-02-15",-0.189457666520094,-31.6215832057236,-0.08253414417978,"COVID-19","Boston"
"2020-02-16",-0.193488207312447,-31.1410003068743,-0.122192315464372,"COVID-19","Boston"
"2020-03-30",-0.350138523444207,-41.0434230979208,-0.177436621675811,"COVID-19","Boston"
"2020-03-31",-0.343970894438687,-42.0668547232128,-0.143375361530987,"COVID-19","Boston"
"2020-04-01",-0.348330139116372,-43.3239708790687,-0.127930182070774,"COVID-19","Boston"
"2020-04-02",-0.318656024017546,-39.38110935796,-0.167257909671481,"COVID-19","Boston"
"2020-04-03",-0.326832348277155,-39.1737620929918,-0.159278616394368,"COVID-19","Boston"
"2020-04-04",-0.328742509793762,-38.6407220099057,-0.176549815166798,"COVID-19","Boston"
"2020-04-05",-0.36087483161713,-41.0383762746337,-0.189654947227203,"COVID-19","Boston"
"2020-02-10",-0.128417565415961,-34.6853933713919,0.125010382629635,"COVID-19","Chicago"
"2020-02-11",-0.138961923674935,-36.3457106986243,0.115747889413417,"COVID-19","Chicago"
"2020-02-12",-0.142342402155215,-36.6729420801832,0.132655322588281,"COVID-19","Chicago"
"2020-02-13",-0.127410096679754,-34.9528885558963,0.0879245210635927,"COVID-19","Chicago"
"2020-02-14",-0.131314287992504,-34.7385180153652,0.0909583572495183,"COVID-19","Chicago"
"2020-02-15",-0.124560617466365,-33.0454577414022,0.149568775098656,"COVID-19","Chicago"
"2020-02-16",-0.130266101039607,-32.8140872525502,0.0248005389538671,"COVID-19","Chicago"
"2020-03-30",-0.221514681458905,-44.3356088567751,-0.021306966854485,"COVID-19","Chicago"
"2020-03-31",-0.210871766846441,-42.9814104188423,0.0632923335941118,"COVID-19","Chicago"
"2020-04-01",-0.225671541523821,-45.1227984104645,0.0829439155018991,"COVID-19","Chicago"
"2020-04-02",-0.187772596130657,-40.6547741790769,0.053478831368047,"COVID-19","Chicago"
"2020-04-03",-0.199187586574871,-41.4092659898619,-0.0386272094341777,"COVID-19","Chicago"
