"msa","county","day","empirical","model"
"Atlanta","msa","2020-02-14",199,605.710511433221
"Atlanta","msa","2020-02-14",256,167.805029176881
"Atlanta","msa","2020-02-14",114,398.364609029856
"Atlanta","msa","2020-02-14",253,203.961863917735
"Atlanta","msa","2020-02-14",360,235.564202970248
"Atlanta","msa","2020-02-14",131,167.949950785223
"Atlanta","msa","2020-02-14",352,180.915788723288
"Atlanta","msa","2020-02-14",263,317.500812419826
"Atlanta","msa","2020-02-14",1058,332.581691915103
"Atlanta","msa","2020-02-14",148,163.36313624413
"Atlanta","msa","2020-02-14",635,444.404122027473
"Atlanta","msa","2020-02-14",146,233.087212852368
"Atlanta","msa","2020-02-14",950,456.382593658143
"Atlanta","msa","2020-02-14",143,285.811848222939
"Atlanta","msa","2020-02-14",224,427.922016244871
"Atlanta","msa","2020-02-14",447,519.564286214791
"Atlanta","msa","2020-02-14",413,535.722091766033
"Atlanta","msa","2020-02-14",365,312.586842383434
"Atlanta","msa","2020-02-14",325,313.102300466502
"Atlanta","msa","2020-02-14",466,316.728315810406
"Atlanta","msa","2020-02-14",439,424.194880870561
"Atlanta","msa","2020-02-14",403,525.803625672304
"Atlanta","msa","2020-02-14",62,352.643914788194
"Atlanta","msa","2020-02-14",140,160.888049702031
"Atlanta","msa","2020-02-14",659,316.002287986024
"Atlanta","msa","2020-02-14",432,341.931521967621
"Atlanta","msa","2020-02-14",231,459.990219612951
"Atlanta","msa","2020-02-14",240,222.77692508266
"Atlanta","msa","2020-02-14",460,319.095520431869
"Atlanta","msa","2020-02-14",366,827.322450852957
"Atlanta","msa","2020-02-14",381,729.282563747751
"Atlanta","msa","2020-02-14",89,336.299328685477
"Atlanta","msa","2020-02-14",145,608.224354027082
"Atlanta","msa","2020-02-14",153,313.485366044623
"Atlanta","msa","2020-02-14",109,374.378420444406
"Atlanta","msa","2020-02-14",135,294.412958891301
"Atlanta","msa","2020-02-14",186,332.198926024187
"Atlanta","msa","2020-02-14",564,321.157467065235
"Atlanta","msa","2020-02-14",272,485.102076664616
"Atlanta","msa","2020-02-14",469,508.96608694212
"Atlanta","msa","2020-02-14",48,87.0321938790302
"Atlanta","msa","2020-02-14",810,1039.89817751115
"Atlanta","msa","2020-02-14",546,433.01585138008
"Atlanta","msa","2020-02-14",974,793.853143565272
"Atlanta","msa","2020-02-14",263,350.214126517801
"Atlanta","msa","2020-02-14",150,332.087385780859
"Atlanta","msa","2020-02-14",538,994.051768647177
"Atlanta","msa","2020-02-14",943,534.119068257589
"Atlanta","msa","2020-02-14",529,958.471681827961
"Atlanta","msa","2020-02-14",315,629.412824697423
"Atlanta","msa","2020-02-14",439,257.351888865178
"Atlanta","msa","2020-02-14",490,515.227352029617
"Atlanta","msa","2020-02-14",142,399.959246743507
"Atlanta","msa","2020-02-14",261,414.779954572193
"Atlanta","msa","2020-02-14",306,214.81451501601
"Atlanta","msa","2020-02-14",955,728.203942925593
"Atlanta","msa","2020-02-14",122,185.654939531114
"Atlanta","msa","2020-02-14",1716,857.589883269383
"Atlanta","msa","2020-02-14",334,275.355042809078
"Atlanta","msa","2020-02-14",208,426.246827313353
"Atlanta","msa","2020-02-14",397,406.809077308713
"Atlanta","msa","2020-02-14",210,227.906554780572
"Atlanta","msa","2020-02-14",317,522.75770687405
"Atlanta","msa","2020-02-14",438,992.88056272895
"Atlanta","msa","2020-02-14",156,513.307313053293
"Atlanta","msa","2020-02-14",452,651.957238457072
