"rho","error","index","day","lag","grid_size_km","city","yname"
7.80286833249943e-05,258.95640720694,"homo",26,199,0.5,"cityA","TO_in_OO"
79.9999508083439,475.404257642329,"power",26,199,0.5,"cityA","TO_in_OO"
0.353112516972685,44.3112048719894,"exp",26,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,144.411818573239,"homo",27,199,0.5,"cityA","TO_in_OO"
79.9999508083439,302.412519723079,"power",27,199,0.5,"cityA","TO_in_OO"
0.29693190030552,24.2752429549342,"exp",27,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,207.188529641382,"homo",28,199,0.5,"cityA","TO_in_OO"
79.9999508083439,385.188757648637,"power",28,199,0.5,"cityA","TO_in_OO"
0.318731995424325,34.5755045493817,"exp",28,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,211.485896659816,"homo",29,199,0.5,"cityA","TO_in_OO"
79.9999508083439,392.547909737134,"power",29,199,0.5,"cityA","TO_in_OO"
0.311510282984532,34.5552887515695,"exp",29,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,253.580114947047,"homo",30,199,0.5,"cityA","TO_in_OO"
79.9999508083439,458.877071412113,"power",30,199,0.5,"cityA","TO_in_OO"
0.352055749190432,42.8834266068805,"exp",30,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,255.054847051026,"homo",31,199,0.5,"cityA","TO_in_OO"
79.9999508083439,458.678214221402,"power",31,199,0.5,"cityA","TO_in_OO"
0.351279612728898,42.8074613396799,"exp",31,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,255.434102181961,"homo",32,199,0.5,"cityA","TO_in_OO"
79.9999508083439,456.525286764301,"power",32,199,0.5,"cityA","TO_in_OO"
0.352351736881569,42.6328080756175,"exp",32,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.966626385651,"homo",33,199,0.5,"cityA","TO_in_OO"
79.9999508083439,473.455292317608,"power",33,199,0.5,"cityA","TO_in_OO"
0.350685590898569,44.5742462394195,"exp",33,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,219.546702433428,"homo",34,199,0.5,"cityA","TO_in_OO"
79.9999508083439,399.504366265139,"power",34,199,0.5,"cityA","TO_in_OO"
0.33510585298817,36.3513953418311,"exp",34,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,208.30313466596,"homo",35,199,0.5,"cityA","TO_in_OO"
79.9999508083439,380.371498532071,"power",35,199,0.5,"cityA","TO_in_OO"
0.318738213796452,34.3942016742525,"exp",35,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,245.886013207697,"homo",36,199,0.5,"cityA","TO_in_OO"
79.9999508083439,442.028969322921,"power",36,199,0.5,"cityA","TO_in_OO"
0.350457502187869,40.7512816826887,"exp",36,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,201.472181564993,"homo",37,199,0.5,"cityA","TO_in_OO"
79.9999508083439,372.204846128707,"power",37,199,0.5,"cityA","TO_in_OO"
0.325938211122936,33.0712106576012,"exp",37,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,257.004034045112,"homo",38,199,0.5,"cityA","TO_in_OO"
79.9999508083439,459.010566745486,"power",38,199,0.5,"cityA","TO_in_OO"
0.349108007690971,42.5079768853146,"exp",38,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,247.469648497688,"homo",39,199,0.5,"cityA","TO_in_OO"
79.9999508083439,461.728139954804,"power",39,199,0.5,"cityA","TO_in_OO"
0.346019494010392,42.8410777779505,"exp",39,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,249.575625946908,"homo",40,199,0.5,"cityA","TO_in_OO"
79.9999508083439,470.153055298106,"power",40,199,0.5,"cityA","TO_in_OO"
0.347664370709733,43.9813754137054,"exp",40,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,222.863217406513,"homo",41,199,0.5,"cityA","TO_in_OO"
79.9999508083439,399.293367038668,"power",41,199,0.5,"cityA","TO_in_OO"
0.334711316208796,36.0951560085396,"exp",41,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,206.122099586501,"homo",42,199,0.5,"cityA","TO_in_OO"
79.9999508083439,373.299666539167,"power",42,199,0.5,"cityA","TO_in_OO"
0.314478582171134,33.3153113535727,"exp",42,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,245.943852003113,"homo",43,199,0.5,"cityA","TO_in_OO"
79.9999508083439,447.317324386958,"power",43,199,0.5,"cityA","TO_in_OO"
0.349815145016456,41.316003441937,"exp",43,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,241.627643950473,"homo",44,199,0.5,"cityA","TO_in_OO"
79.9999508083439,446.715052818244,"power",44,199,0.5,"cityA","TO_in_OO"
0.348924021269919,41.4879203247289,"exp",44,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,243.291997345555,"homo",45,199,0.5,"cityA","TO_in_OO"
79.9999508083439,444.586796870486,"power",45,199,0.5,"cityA","TO_in_OO"
0.344074788015072,41.2811634029604,"exp",45,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,248.222308468609,"homo",46,199,0.5,"cityA","TO_in_OO"
79.9999508083439,452.69467371735,"power",46,199,0.5,"cityA","TO_in_OO"
0.347754814069371,41.7668948685575,"exp",46,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,253.548322923983,"homo",47,199,0.5,"cityA","TO_in_OO"
79.9999508083439,460.30764941799,"power",47,199,0.5,"cityA","TO_in_OO"
0.350553506177627,43.1481362002388,"exp",47,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,221.544150170678,"homo",48,199,0.5,"cityA","TO_in_OO"
79.9999508083439,392.762784747318,"power",48,199,0.5,"cityA","TO_in_OO"
0.334904121880587,35.7323692123724,"exp",48,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,204.631101634805,"homo",49,199,0.5,"cityA","TO_in_OO"
79.9999508083439,366.587754640224,"power",49,199,0.5,"cityA","TO_in_OO"
0.314673625817885,33.0050883155207,"exp",49,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,206.333191609346,"homo",50,199,0.5,"cityA","TO_in_OO"
79.9999508083439,377.272166354348,"power",50,199,0.5,"cityA","TO_in_OO"
0.317536770056083,33.3165657696426,"exp",50,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,248.190205128579,"homo",51,199,0.5,"cityA","TO_in_OO"
79.9999508083439,457.442503962262,"power",51,199,0.5,"cityA","TO_in_OO"
0.347578384475945,42.2058289427719,"exp",51,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,251.965807860537,"homo",52,199,0.5,"cityA","TO_in_OO"
79.9999508083439,460.721568646295,"power",52,199,0.5,"cityA","TO_in_OO"
0.342516198125748,42.5874042388637,"exp",52,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,250.053082236661,"homo",53,199,0.5,"cityA","TO_in_OO"
79.9999508083439,446.992404985111,"power",53,199,0.5,"cityA","TO_in_OO"
0.354866198610777,41.6756730205791,"exp",53,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.448290258161,"homo",54,199,0.5,"cityA","TO_in_OO"
79.9999508083439,462.204712516461,"power",54,199,0.5,"cityA","TO_in_OO"
0.352522002301304,43.3536340794851,"exp",54,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,225.257809405837,"homo",55,199,0.5,"cityA","TO_in_OO"
79.9999508083439,400.032628335809,"power",55,199,0.5,"cityA","TO_in_OO"
0.336026671244017,36.2963029052601,"exp",55,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,209.181096723228,"homo",56,199,0.5,"cityA","TO_in_OO"
79.9999508083439,387.25652114237,"power",56,199,0.5,"cityA","TO_in_OO"
0.304759589252602,33.9666308746814,"exp",56,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,249.00726431539,"homo",57,199,0.5,"cityA","TO_in_OO"
79.9999508083439,451.717975959077,"power",57,199,0.5,"cityA","TO_in_OO"
0.35006047001101,41.9714703921923,"exp",57,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,253.859155909208,"homo",58,199,0.5,"cityA","TO_in_OO"
79.9999508083439,461.205059116142,"power",58,199,0.5,"cityA","TO_in_OO"
0.351377887900968,42.7274568576346,"exp",58,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.900160559033,"homo",59,199,0.5,"cityA","TO_in_OO"
79.9999508083439,457.830246290933,"power",59,199,0.5,"cityA","TO_in_OO"
0.348013409394971,42.7336288301597,"exp",59,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,248.992264564737,"homo",60,199,0.5,"cityA","TO_in_OO"
64.7214332302896,456.312911762689,"power",60,199,0.5,"cityA","TO_in_OO"
0.35530123899993,42.7787687411473,"exp",60,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,266.926375208039,"homo",61,199,0.5,"cityA","TO_in_OO"
79.9999508083439,476.123074544164,"power",61,199,0.5,"cityA","TO_in_OO"
0.350667823218583,44.9180896664267,"exp",61,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,230.054297944471,"homo",62,199,0.5,"cityA","TO_in_OO"
64.7214332302896,415.41526146313,"power",62,199,0.5,"cityA","TO_in_OO"
0.329572634569692,37.5168980317301,"exp",62,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,211.225130915564,"homo",63,199,0.5,"cityA","TO_in_OO"
79.9999508083439,383.245966768745,"power",63,199,0.5,"cityA","TO_in_OO"
0.311129881851041,33.970246840443,"exp",63,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,251.084987478566,"homo",64,199,0.5,"cityA","TO_in_OO"
79.9999508083439,459.117331378603,"power",64,199,0.5,"cityA","TO_in_OO"
0.349461746569265,42.4281120174786,"exp",64,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.281364608777,"homo",65,199,0.5,"cityA","TO_in_OO"
79.9999508083439,466.858272805047,"power",65,199,0.5,"cityA","TO_in_OO"
0.350604926866361,43.4117465884508,"exp",65,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.791428668942,"homo",66,199,0.5,"cityA","TO_in_OO"
79.9999508083439,468.120114262527,"power",66,199,0.5,"cityA","TO_in_OO"
0.350165953201081,43.7527516710203,"exp",66,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,255.599525563963,"homo",67,199,0.5,"cityA","TO_in_OO"
79.9999508083439,469.22278780519,"power",67,199,0.5,"cityA","TO_in_OO"
0.34349717302762,44.1332098942523,"exp",67,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,259.656326447992,"homo",68,199,0.5,"cityA","TO_in_OO"
79.9999508083439,471.884659714968,"power",68,199,0.5,"cityA","TO_in_OO"
0.350163511867299,44.9712794510598,"exp",68,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,230.718938273177,"homo",69,199,0.5,"cityA","TO_in_OO"
79.9999508083439,410.145593403477,"power",69,199,0.5,"cityA","TO_in_OO"
0.313789857410863,38.0783793452498,"exp",69,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,209.486003528693,"homo",70,199,0.5,"cityA","TO_in_OO"
79.9999508083439,392.941100989439,"power",70,199,0.5,"cityA","TO_in_OO"
0.298739454982757,34.8439724595154,"exp",70,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,253.663817981361,"homo",71,199,0.5,"cityA","TO_in_OO"
79.9999508083439,460.180014008585,"power",71,199,0.5,"cityA","TO_in_OO"
0.350425444124972,42.6188335127821,"exp",71,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.466832301275,"homo",72,199,0.5,"cityA","TO_in_OO"
79.9999508083439,465.021373556654,"power",72,199,0.5,"cityA","TO_in_OO"
0.350490790902313,43.2677740384628,"exp",72,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,254.61386943083,"homo",73,199,0.5,"cityA","TO_in_OO"
79.9999508083439,459.428263089733,"power",73,199,0.5,"cityA","TO_in_OO"
0.34872425089668,43.0495432505001,"exp",73,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,250.277593126978,"homo",74,199,0.5,"cityA","TO_in_OO"
79.9999508083439,467.976684995725,"power",74,199,0.5,"cityA","TO_in_OO"
0.346571004419408,43.6340644145837,"exp",74,199,0.5,"cityA","TO_in_OO"
7.80286833249943e-05,259.033646851203,"homo",0,99,1,"cityA","TO_in_OO"
79.9999508083439,1110.15833880877,"power",0,99,1,"cityA","TO_in_OO"
0.387347057428579,98.8779866763536,"exp",0,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,258.561092325334,"homo",1,99,1,"cityA","TO_in_OO"
79.9999508083439,1064.23155748762,"power",1,99,1,"cityA","TO_in_OO"
0.398682047745419,91.2227500086855,"exp",1,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,325.126235968933,"homo",2,99,1,"cityA","TO_in_OO"
79.9999508083439,1255.87917140177,"power",2,99,1,"cityA","TO_in_OO"
0.410178844235474,110.060065846786,"exp",2,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,322.16672923042,"homo",3,99,1,"cityA","TO_in_OO"
79.9999508083439,1284.32422238828,"power",3,99,1,"cityA","TO_in_OO"
0.407991537766955,113.044670601159,"exp",3,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,335.655869753748,"homo",4,99,1,"cityA","TO_in_OO"
79.9999508083439,1333.8926479359,"power",4,99,1,"cityA","TO_in_OO"
0.405386374068992,118.773573267003,"exp",4,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,343.350476138947,"homo",5,99,1,"cityA","TO_in_OO"
79.9999508083439,1372.63961826493,"power",5,99,1,"cityA","TO_in_OO"
0.40559985865208,121.748353299811,"exp",5,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,274.910251308512,"homo",6,99,1,"cityA","TO_in_OO"
79.9999508083439,1133.28110056419,"power",6,99,1,"cityA","TO_in_OO"
0.405050367236703,97.0631332394137,"exp",6,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,244.230565522491,"homo",7,99,1,"cityA","TO_in_OO"
79.9999508083439,1066.08783950576,"power",7,99,1,"cityA","TO_in_OO"
0.395985643151976,93.1033661601081,"exp",7,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,249.569379250733,"homo",8,99,1,"cityA","TO_in_OO"
64.7214332302896,1071.87835467834,"power",8,99,1,"cityA","TO_in_OO"
0.40075485611784,91.7786764938161,"exp",8,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,334.137309060386,"homo",9,99,1,"cityA","TO_in_OO"
79.9999508083439,1318.12141171185,"power",9,99,1,"cityA","TO_in_OO"
0.408654064609316,116.142020677872,"exp",9,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,332.354183388017,"homo",10,99,1,"cityA","TO_in_OO"
79.9999508083439,1379.78932704912,"power",10,99,1,"cityA","TO_in_OO"
0.40402205125112,121.807670302791,"exp",10,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,341.109944077451,"homo",11,99,1,"cityA","TO_in_OO"
79.9999508083439,1323.46891138533,"power",11,99,1,"cityA","TO_in_OO"
0.408236291308877,116.979359126635,"exp",11,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,341.566957747898,"homo",12,99,1,"cityA","TO_in_OO"
79.9999508083439,1353.91800453603,"power",12,99,1,"cityA","TO_in_OO"
0.409747497078502,119.737066295775,"exp",12,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,294.820949026906,"homo",13,99,1,"cityA","TO_in_OO"
79.9999508083439,1174.22796785091,"power",13,99,1,"cityA","TO_in_OO"
0.402839078973143,101.066975404899,"exp",13,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,263.430416593331,"homo",14,99,1,"cityA","TO_in_OO"
79.9999508083439,1055.61932142502,"power",14,99,1,"cityA","TO_in_OO"
0.398360354364995,93.0266573275887,"exp",14,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,335.673220176265,"homo",15,99,1,"cityA","TO_in_OO"
64.7214332302896,1324.71157319122,"power",15,99,1,"cityA","TO_in_OO"
0.408373153732514,116.631506142335,"exp",15,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,333.048720223319,"homo",16,99,1,"cityA","TO_in_OO"
79.9999508083439,1355.32374132136,"power",16,99,1,"cityA","TO_in_OO"
0.406571357757917,119.618283914493,"exp",16,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,336.399445242705,"homo",17,99,1,"cityA","TO_in_OO"
79.9999508083439,1386.28944939805,"power",17,99,1,"cityA","TO_in_OO"
0.403240204119996,121.874622644862,"exp",17,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,325.663883061436,"homo",18,99,1,"cityA","TO_in_OO"
79.9999508083439,1342.18272598038,"power",18,99,1,"cityA","TO_in_OO"
0.406679908841449,118.442723605144,"exp",18,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,338.261177783451,"homo",19,99,1,"cityA","TO_in_OO"
79.9999508083439,1392.10303167582,"power",19,99,1,"cityA","TO_in_OO"
0.407781822236607,122.992472407684,"exp",19,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,281.287189957143,"homo",20,99,1,"cityA","TO_in_OO"
79.9999508083439,1167.87357517599,"power",20,99,1,"cityA","TO_in_OO"
0.40409547217276,99.9229510355074,"exp",20,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,256.184162252418,"homo",21,99,1,"cityA","TO_in_OO"
79.9999508083439,1036.00292360407,"power",21,99,1,"cityA","TO_in_OO"
0.400653350769069,89.7458238573572,"exp",21,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,327.152694389476,"homo",22,99,1,"cityA","TO_in_OO"
79.9999508083439,1363.65474199878,"power",22,99,1,"cityA","TO_in_OO"
0.402775548445987,119.938356833692,"exp",22,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,327.882843848192,"homo",23,99,1,"cityA","TO_in_OO"
79.9999508083439,1316.17302495817,"power",23,99,1,"cityA","TO_in_OO"
0.409839869066585,115.158820593633,"exp",23,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,329.341479348731,"homo",24,99,1,"cityA","TO_in_OO"
79.9999508083439,1379.02360543771,"power",24,99,1,"cityA","TO_in_OO"
0.404523918577943,121.52209827589,"exp",24,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,337.87541268352,"homo",25,99,1,"cityA","TO_in_OO"
79.9999508083439,1319.18911020291,"power",25,99,1,"cityA","TO_in_OO"
0.410182062014416,116.172112194593,"exp",25,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,346.034917700769,"homo",26,99,1,"cityA","TO_in_OO"
79.9999508083439,1430.38416732218,"power",26,99,1,"cityA","TO_in_OO"
0.405687334693817,126.558550127712,"exp",26,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,178.535919446213,"homo",27,99,1,"cityA","TO_in_OO"
79.9999508083439,857.255987616401,"power",27,99,1,"cityA","TO_in_OO"
0.387396106709875,71.6762681679941,"exp",27,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,255.711349997645,"homo",28,99,1,"cityA","TO_in_OO"
79.9999508083439,1122.78678701751,"power",28,99,1,"cityA","TO_in_OO"
0.396689282413345,98.710242830465,"exp",28,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,270.174257474482,"homo",29,99,1,"cityA","TO_in_OO"
79.9999508083439,1132.80322993689,"power",29,99,1,"cityA","TO_in_OO"
0.398394886609913,97.0579008401547,"exp",29,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,333.813893428554,"homo",30,99,1,"cityA","TO_in_OO"
79.9999508083439,1328.01622369191,"power",30,99,1,"cityA","TO_in_OO"
0.410365675372272,116.969456278279,"exp",30,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,340.662700421505,"homo",31,99,1,"cityA","TO_in_OO"
64.7214332302896,1367.50954331236,"power",31,99,1,"cityA","TO_in_OO"
0.406026844139925,121.281713305518,"exp",31,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,348.295932877815,"homo",32,99,1,"cityA","TO_in_OO"
79.9999508083439,1373.99876488877,"power",32,99,1,"cityA","TO_in_OO"
0.406334511754755,121.349687778149,"exp",32,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,336.106012634125,"homo",33,99,1,"cityA","TO_in_OO"
79.9999508083439,1422.71183963556,"power",33,99,1,"cityA","TO_in_OO"
0.405718776726899,127.198667409994,"exp",33,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,279.955623146092,"homo",34,99,1,"cityA","TO_in_OO"
79.9999508083439,1152.24049422301,"power",34,99,1,"cityA","TO_in_OO"
0.406665835696536,98.9543954310903,"exp",34,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,266.315441083758,"homo",35,99,1,"cityA","TO_in_OO"
79.9999508083439,1125.75308296549,"power",35,99,1,"cityA","TO_in_OO"
0.391882163202709,100.188800779322,"exp",35,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,322.713493347946,"homo",36,99,1,"cityA","TO_in_OO"
79.9999508083439,1289.10306229786,"power",36,99,1,"cityA","TO_in_OO"
0.409845358379751,111.855482986667,"exp",36,99,1,"cityA","TO_in_OO"
7.80286833249943e-05,255.937187885803,"homo",37,99,1,"cityA","TO_in_OO"
