"day","r2_homo","r2_power","r2_exp","city","yname","grid_size_km","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp"
61,-0.0122234372514667,-45.2944593933409,0.678018911402738,"cityA","TO_in_OO",1,-1,0.849751127249279,0.845738040815801,-1,0.920337198315106,0.91518989223456,-1,0.766630610998176,0.757924063290543
62,-0.0149819684923671,-49.0958910489798,0.679977827989422,"cityA","TO_in_OO",1,-1,0.86083939491256,0.857149188884974,-1,0.916732145913101,0.912173314264139,-1,0.760315264091814,0.752425461339925
63,-0.0156248484061408,-49.2883288979045,0.666261734845789,"cityA","TO_in_OO",1,-1,0.854443492025808,0.850964324323752,-1,0.911888122308143,0.907435510660751,-1,0.752402320228417,0.744618245144593
64,-0.0126997043687385,-46.2914929140227,0.686337646476253,"cityA","TO_in_OO",1,-1,0.856006446198493,0.852230781823534,-1,0.919148761144755,0.914371320889248,-1,0.764881484606339,0.756460476335814
65,-0.012663230358342,-46.2096931473774,0.684059982484127,"cityA","TO_in_OO",1,-1,0.85683710436744,0.852742890439291,-1,0.920368640736417,0.915395148298088,-1,0.766029659270473,0.757918438017698
66,-0.0125121014941678,-45.9424937684918,0.688002385106033,"cityA","TO_in_OO",1,-1,0.856735186626004,0.852459815714229,-1,0.92092465447185,0.91589925428934,-1,0.766587901206733,0.758208068224192
67,-0.0124686648441186,-45.5747000513613,0.676943586615636,"cityA","TO_in_OO",1,-1,0.848618478336627,0.84478725383742,-1,0.91811280518798,0.913351183295352,-1,0.762901017521015,0.754722825848931
68,-0.0121917728652841,-45.2990169872528,0.670194966545274,"cityA","TO_in_OO",1,-1,0.84753614922867,0.843964237389349,-1,0.918940613669942,0.913804501313007,-1,0.7652738976551,0.756580004172443
69,-0.0146685861224456,-47.2878750597009,0.620988881051082,"cityA","TO_in_OO",1,-1,0.834870393769262,0.832119590843803,-1,0.91243481989242,0.908109487349765,-1,0.75411009594179,0.74606984591692
70,-0.0153417713059212,-48.3969034283764,0.638966686889248,"cityA","TO_in_OO",1,-1,0.842660923879534,0.839737394775079,-1,0.90983659497798,0.905245424233749,-1,0.751038677329408,0.74277768438453
71,-0.0127024018089783,-46.2661959838218,0.681446436426565,"cityA","TO_in_OO",1,-1,0.855313001698867,0.851568362325839,-1,0.920411438133931,0.915421029428238,-1,0.766047680421647,0.757616476144216
72,-0.0126409818935591,-46.0254247469246,0.686574271504268,"cityA","TO_in_OO",1,-1,0.853462628575897,0.849388385671859,-1,0.920458362108116,0.915325875773418,-1,0.766535912537424,0.758182805645549
73,-0.0126199504414954,-45.9117814767615,0.675493689227951,"cityA","TO_in_OO",1,-1,0.852437510280499,0.848594431481027,-1,0.918406428179882,0.913810665394413,-1,0.763538269798606,0.755163598394261
74,-0.0124177266275567,-45.693772065091,0.675212220821297,"cityA","TO_in_OO",1,-1,0.850231329087202,0.846640910823032,-1,0.92018399030603,0.915250188689149,-1,0.765570111126001,0.757557910152964
0,-0.252640514327818,-51.8529689783482,0.681465090476031,"cityA","TO_in_OO",2,-1,0.865653648394273,0.859445340486758,-1,0.913860828096065,0.905665147432997,-1,0.749058795086206,0.735344432463892
1,-0.272673020684004,-54.9801946463435,0.73537503894695,"cityA","TO_in_OO",2,-1,0.881514620956774,0.875972823578798,-1,0.916652128422523,0.90839342023298,-1,0.755725643672841,0.74145544982316
2,-0.202767842609554,-47.4075974169846,0.705863785419145,"cityA","TO_in_OO",2,-1,0.865051471085043,0.856922133391429,-1,0.918594982823555,0.908613128331593,-1,0.760116325033006,0.74297321029282
3,-0.20160823452577,-47.3777070046288,0.701707671767039,"cityA","TO_in_OO",2,-1,0.866330537864904,0.858347271563308,-1,0.920093217876907,0.910986789848313,-1,0.762634338146816,0.746908290924028
4,-0.200456932550148,-47.1701110590815,0.695815956544547,"cityA","TO_in_OO",2,-1,0.863439781045957,0.855699257312632,-1,0.919043247829491,0.910259666960623,-1,0.760962110663741,0.745438347282825
5,-0.199353568648725,-46.8209973011058,0.696052878207209,"cityA","TO_in_OO",2,-1,0.861882989882264,0.8536271545028,-1,0.917571912889093,0.908569015587787,-1,0.758683858780687,0.743146438756414
6,-0.237976094171617,-51.4667872039912,0.717818120134711,"cityA","TO_in_OO",2,-1,0.876709353882241,0.870288279202659,-1,0.918482602597858,0.909449938952733,-1,0.758516111343736,0.743656309823535
7,-0.24521558884786,-51.582271228052,0.714571003103602,"cityA","TO_in_OO",2,-1,0.872277233488791,0.865119159910311,-1,0.914991815221117,0.906667323586682,-1,0.753806581272639,0.740117335491313
8,-0.266046744999966,-54.4949606083705,0.736772721886075,"cityA","TO_in_OO",2,-1,0.881626206194626,0.876084341124401,-1,0.918091791431385,0.909727954525927,-1,0.759659353478144,0.745525748781606
9,-0.20257550605614,-47.4750415869138,0.701427210288314,"cityA","TO_in_OO",2,-1,0.866287470804451,0.858451925921832,-1,0.917966075838259,0.908759546300554,-1,0.759155361022144,0.74344784138447
10,-0.20479406307987,-47.7278708828795,0.708698210868223,"cityA","TO_in_OO",2,-1,0.868094295060595,0.859998805402983,-1,0.920270095697604,0.911160694966075,-1,0.762404280837728,0.746917862425311
11,-0.201724761095377,-47.1366717008375,0.6933687940567,"cityA","TO_in_OO",2,-1,0.8641056053097,0.855907796174721,-1,0.919997300643938,0.910436891432771,-1,0.761461922996753,0.745100850552516
12,-0.195898239389538,-46.3983304946745,0.692643389262032,"cityA","TO_in_OO",2,-1,0.86097874123309,0.852510759113405,-1,0.919775278274851,0.910655049771193,-1,0.761859993115305,0.746269584894114
13,-0.24570499264577,-52.0721209787099,0.726267281392056,"cityA","TO_in_OO",2,-1,0.880258145715373,0.873161327371359,-1,0.919244793638748,0.911109757626912,-1,0.7593749450397,0.745618778518449
14,-0.246124198208074,-51.5625132711714,0.707178202476988,"cityA","TO_in_OO",2,-1,0.869567131243323,0.86282067014867,-1,0.912838639701283,0.904936670683026,-1,0.74801556737241,0.734261527906701
15,-0.202019452783958,-47.3096693158711,0.698159509129715,"cityA","TO_in_OO",2,-1,0.867055813208893,0.858711020053805,-1,0.919294100111629,0.91083564536705,-1,0.761144468103703,0.74633226933535
16,-0.20419664591306,-47.656697388851,0.715159168735088,"cityA","TO_in_OO",2,-1,0.866952456054643,0.858804698970925,-1,0.920170558731422,0.910099810474677,-1,0.763087287964067,0.746215647469879
17,-0.206702874181361,-47.8292055141722,0.712710318656529,"cityA","TO_in_OO",2,-1,0.86790999192916,0.859466227693409,-1,0.919527830026019,0.910500500601458,-1,0.761311217490407,0.745395660477045
18,-0.202259532952767,-47.2976185978459,0.701484922207255,"cityA","TO_in_OO",2,-1,0.86439944487547,0.8562861450225,-1,0.919830323210444,0.910728432181144,-1,0.763098373223063,0.747809841411323
19,-0.196830483357603,-46.6491803303178,0.703839150196489,"cityA","TO_in_OO",2,-1,0.860731364164207,0.852210646649934,-1,0.91987588481852,0.910746458671056,-1,0.763401005906088,0.748202904904455
20,-0.243127139774747,-52.0280589939068,0.736648042168148,"cityA","TO_in_OO",2,-1,0.880415308917497,0.873538768963004,-1,0.920641905346456,0.912185079027129,-1,0.762451529496202,0.747738004709328
21,-0.254957961412753,-52.561581545486,0.72047229149831,"cityA","TO_in_OO",2,-1,0.871989099005818,0.86537004353645,-1,0.916602241586221,0.908804148718289,-1,0.754222398946519,0.740635492829596
22,-0.204055290321888,-47.593752469672,0.708785486370559,"cityA","TO_in_OO",2,-1,0.868572923980163,0.860044450556511,-1,0.919838717268643,0.911169712278817,-1,0.762373312510181,0.74729731988517
23,-0.201742680439973,-47.4186955408732,0.707591435587582,"cityA","TO_in_OO",2,-1,0.867523788768328,0.859382156672841,-1,0.922549347917299,0.9132406705826,-1,0.766470072255349,0.7511908210148
24,-0.204202289903956,-47.4311967742589,0.703787211160117,"cityA","TO_in_OO",2,-1,0.864772725189577,0.856500153590862,-1,0.920877794301061,0.911597863850047,-1,0.763367026608817,0.74792681377648
25,-0.20144590590122,-47.2379870165774,0.701644875011619,"cityA","TO_in_OO",2,-1,0.865443320018124,0.857347107270375,-1,0.921075175016816,0.912564625028181,-1,0.76360792090362,0.748708920949284
26,-0.199815946655408,-47.0304624019125,0.711654630043756,"cityA","TO_in_OO",2,-1,0.864486987630447,0.855867489228685,-1,0.920730479709258,0.911069919615462,-1,0.764569088883214,0.748425259052797
27,-0.276217046537744,-55.5563608919964,0.748831326556605,"cityA","TO_in_OO",2,-1,0.888124866583638,0.882785645833676,-1,0.91133518452426,0.903063567675039,-1,0.74913461137487,0.736490750425108
28,-0.246753633017559,-51.4326062214568,0.713944929357852,"cityA","TO_in_OO",2,-1,0.870397626656892,0.863157036964314,-1,0.91474004122905,0.906665601819899,-1,0.7538091325499,0.740686782703861
29,-0.26613234279852,-54.2189460261813,0.724103032578409,"cityA","TO_in_OO",2,-1,0.879166444399518,0.873430057375007,-1,0.91739758926841,0.909413294399246,-1,0.757685307359366,0.743890525592803
30,-0.20139570542208,-47.2119596691132,0.710239285068461,"cityA","TO_in_OO",2,-1,0.864656927065701,0.856136603108615,-1,0.921570035771513,0.912029053031288,-1,0.76579511276702,0.749923682993012
31,-0.201472695814183,-47.1679439950523,0.708739150419704,"cityA","TO_in_OO",2,-1,0.863994698439011,0.855461946413896,-1,0.922077670567321,0.912593741145101,-1,0.763420068291065,0.746598720128636
32,-0.201288889709033,-47.1050310908564,0.700371943827339,"cityA","TO_in_OO",2,-1,0.863035399230429,0.854760271954735,-1,0.920211552000008,0.911274238396818,-1,0.761724970580208,0.745975696300885
33,-0.195008156628048,-46.3278701378234,0.688082486055552,"cityA","TO_in_OO",2,-1,0.859215791157863,0.850899219163975,-1,0.921047596201829,0.912130664941104,-1,0.764146644006872,0.749515853535231
34,-0.230405367910996,-50.8508522670478,0.712806650840183,"cityA","TO_in_OO",2,-1,0.878642992342577,0.871891126522154,-1,0.918777726146491,0.910452503462679,-1,0.759594482999635,0.745328552597198
35,-0.244853052768375,-51.293373952545,0.707603232923959,"cityA","TO_in_OO",2,-1,0.868797695092501,0.861513239256552,-1,0.914817612022551,0.907795213100688,-1,0.751761319450341,0.739466347508263
36,-0.198729083398028,-47.1848835863083,0.716114780210161,"cityA","TO_in_OO",2,-1,0.871044943693323,0.862117075499994,-1,0.919596772059783,0.911353920690747,-1,0.761281105732382,0.747062649129426
37,-0.257520770188307,-53.8479280755625,0.745333216532827,"cityA","TO_in_OO",2,-1,0.885176580543564,0.879049947176477,-1,0.918963819859708,0.910712138143144,-1,0.76086278669858,0.747075148948862
38,-0.203775597482149,-47.5491289083938,0.706575473141996,"cityA","TO_in_OO",2,-1,0.866943918336523,0.858783840446459,-1,0.921402111475137,0.912877910972415,-1,0.762702881087813,0.747799220360609
39,-0.202014368577436,-47.3201438991745,0.707773751924357,"cityA","TO_in_OO",2,-1,0.864624267513659,0.856405515897988,-1,0.919820182988211,0.910966726856002,-1,0.763089516676983,0.748155810165553
40,-0.194016083940591,-46.4537683148406,0.69799681559963,"cityA","TO_in_OO",2,-1,0.861764243972477,0.853389806196082,-1,0.919567077474761,0.910545836808056,-1,0.763348789833003,0.74844129982058
41,-0.231835206071136,-50.760921564301,0.71555331724052,"cityA","TO_in_OO",2,-1,0.876041343935321,0.868972741643744,-1,0.917638898569963,0.909908349460117,-1,0.7572933649756,0.743704800613118
42,-0.246744480980642,-51.7906387853102,0.712457012955874,"cityA","TO_in_OO",2,-1,0.873172135298379,0.86628655153401,-1,0.914055949818618,0.906930770522349,-1,0.748621441301253,0.736385458859349
43,-0.198458048019849,-46.9237965351247,0.699473194577895,"cityA","TO_in_OO",2,-1,0.865897747575443,0.857389884664772,-1,0.92313633771773,0.913924550157571,-1,0.765479179105375,0.749395138733397
44,-0.197385573626947,-46.8116520197105,0.698661079824276,"cityA","TO_in_OO",2,-1,0.862697616592979,0.854527957803157,-1,0.921070610649577,0.911998132065401,-1,0.764054937962234,0.748786761038307
45,-0.20352889834653,-47.391782094506,0.706128102533766,"cityA","TO_in_OO",2,-1,0.864894069035633,0.856562279422017,-1,0.920635118578309,0.911254289780171,-1,0.761696420140512,0.745528446110239
46,-0.202483228075984,-47.3472279282927,0.698320661823183,"cityA","TO_in_OO",2,-1,0.865850896706152,0.857699742782431,-1,0.922371390683003,0.913363381166703,-1,0.764752574316878,0.749578173632711
47,-0.194796662986008,-46.387759243845,0.692464674992072,"cityA","TO_in_OO",2,-1,0.860677048122474,0.852428452044688,-1,0.920728167581212,0.910573815393559,-1,0.761929904957014,0.744206663926966
48,-0.237699747592556,-51.286425458504,0.721137877477452,"cityA","TO_in_OO",2,-1,0.879090220533453,0.871870093172139,-1,0.918564357983779,0.910986732310081,-1,0.759122717360888,0.745465799319179
49,-0.251885598716673,-51.7633689474064,0.685751425108969,"cityA","TO_in_OO",2,-1,0.866572916019525,0.860057653648056,-1,0.913342969932191,0.906108072424664,-1,0.750036793701146,0.737282724650767
50,-0.270731053727812,-54.7557604404612,0.73415325622826,"cityA","TO_in_OO",2,-1,0.879359163599011,0.873890881390358,-1,0.919672853131542,0.911896975165319,-1,0.759654338741318,0.746293924020295
51,-0.200139418417006,-47.0926332981276,0.702732098322815,"cityA","TO_in_OO",2,-1,0.864820980720783,0.856468436926229,-1,0.919955551887751,0.910854420595511,-1,0.762695394377061,0.747283376121549
52,-0.202414601739836,-47.329489551954,0.701249967656708,"cityA","TO_in_OO",2,-1,0.863980407604451,0.855964042689106,-1,0.921400516387856,0.912160388929513,-1,0.763684326454099,0.747484934524761
53,-0.199976447232661,-47.0532990004337,0.698894263259729,"cityA","TO_in_OO",2,-1,0.863893636221249,0.855701978195203,-1,0.91652472637239,0.906875143920011,-1,0.757308270142816,0.740691539222773
54,-0.196337535164277,-46.5902561088133,0.687351683699603,"cityA","TO_in_OO",2,-1,0.861941027985033,0.853844478163308,-1,0.920747141205421,0.912578780912558,-1,0.763374384840234,0.749338038627933
55,-0.239241169187697,-51.6435726010588,0.727048733881469,"cityA","TO_in_OO",2,-1,0.879781791112936,0.8729317459531,-1,0.919646703826775,0.911424534736507,-1,0.75951696274959,0.74514761594601
56,-0.250412932340016,-52.047166926677,0.715032903735196,"cityA","TO_in_OO",2,-1,0.871174739450703,0.864347954466212,-1,0.912678753452594,0.905222450530835,-1,0.747230190675846,0.734587497342319
57,-0.201507678191655,-47.3217547446632,0.707355731987116,"cityA","TO_in_OO",2,-1,0.86634165795808,0.858005195596929,-1,0.920917917429006,0.911465921273736,-1,0.763153053127128,0.747279256756048
58,-0.203296325269656,-47.4799895831054,0.704746939239139,"cityA","TO_in_OO",2,-1,0.865077582391613,0.857094737148318,-1,0.923044552631062,0.914345135438076,-1,0.766323135824755,0.752100026227603
59,-0.204255814032881,-47.4185692382021,0.706880749329383,"cityA","TO_in_OO",2,-1,0.863944990135009,0.855523001682837,-1,0.919305551736137,0.909958384819431,-1,0.759682506406883,0.743667238014515
60,-0.200127383697376,-47.1107128894735,0.692742432690324,"cityA","TO_in_OO",2,-1,0.862412782631915,0.85471434753224,-1,0.921815621549232,0.912479250014249,-1,0.764671031130511,0.7495120855301
61,-0.195722184254727,-46.4116800389302,0.696500824268175,"cityA","TO_in_OO",2,-1,0.859425009191425,0.851075441424706,-1,0.921959012564265,0.912851842937951,-1,0.765539198815259,0.749552323649808
62,-0.24146124501813,-51.7395150666687,0.724305581570162,"cityA","TO_in_OO",2,-1,0.877982161195086,0.871295008896179,-1,0.917700931035252,0.910191552183942,-1,0.758059994534272,0.74455869957721
63,-0.256276683455175,-52.7060202079396,0.721252161340347,"cityA","TO_in_OO",2,-1,0.876457749175722,0.869785018730046,-1,0.914670707914734,0.907073437941222,-1,0.751349224971772,0.737566276155162
64,-0.202240566880925,-47.3880781421403,0.701305426767068,"cityA","TO_in_OO",2,-1,0.866730481277391,0.858648315702641,-1,0.920561609559458,0.911684751980303,-1,0.762410556955469,0.747560157476054
65,-0.201564631045065,-47.3183418487167,0.705724316399523,"cityA","TO_in_OO",2,-1,0.865487546983508,0.857359039467009,-1,0.921601639822533,0.912886902261174,-1,0.765137022150201,0.750561960958202
66,-0.199159093445536,-46.9160388754646,0.701412738193201,"cityA","TO_in_OO",2,-1,0.863099348933863,0.85476505598296,-1,0.92099655952496,0.912323086682445,-1,0.764528924380704,0.74973967924279
67,-0.200661400249179,-47.0193585511879,0.690926362448693,"cityA","TO_in_OO",2,-1,0.862156840240315,0.854228432211389,-1,0.920006349595451,0.911179073786379,-1,0.761970319257441,0.74678224772405
68,-0.196575556100504,-46.8243134291684,0.702239268723829,"cityA","TO_in_OO",2,-1,0.863354121087468,0.855188270292348,-1,0.919000625817228,0.909978924478593,-1,0.762026592485663,0.746841229122026
69,-0.245515943200491,-51.4175673459906,0.703368220368657,"cityA","TO_in_OO",2,-1,0.864747812039781,0.858395435156168,-1,0.916012501591055,0.908203778125368,-1,0.753032744085388,0.739166570896902
70,-0.254841334140316,-52.4155559234898,0.705172827935064,"cityA","TO_in_OO",2,-1,0.868621387430578,0.862259059590301,-1,0.913076943609586,0.905577955476544,-1,0.748783930808843,0.735528729809782
71,-0.202895261249464,-47.5387193010167,0.698196610569015,"cityA","TO_in_OO",2,-1,0.867972424905391,0.859969422300641,-1,0.922560654199722,0.913862633680519,-1,0.765539838083911,0.750882957834532
72,-0.202346650169063,-47.4044693768028,0.705456072607098,"cityA","TO_in_OO",2,-1,0.864774762833705,0.856812051936692,-1,0.922536603935762,0.913114610894265,-1,0.766355708234455,0.750613588857397
73,-0.202392616592652,-47.2467396793629,0.699704529719731,"cityA","TO_in_OO",2,-1,0.864083266969146,0.855757019257964,-1,0.920443500665198,0.91118743015812,-1,0.76196427528068,0.74591428663793
74,-0.199618940775667,-47.0738281628731,0.709232583726086,"cityA","TO_in_OO",2,-1,0.865477345640756,0.856892764668862,-1,0.921722563219285,0.91286966992708,-1,0.765905728990993,0.751052968045667
0,-0.179953627578291,-31.8447225912737,0.2571678092458,"cityB","TO_in_OO",0.5,-1,0.814092172606683,0.812392959448803,-1,0.636146066456837,0.633145648210981,-1,0.519073658225305,0.513379478970897
1,-0.197324420960231,-32.7052913399839,0.235260073476743,"cityB","TO_in_OO",0.5,-1,0.823260536179605,0.821799160792002,-1,0.63774166369482,0.635282456886872,-1,0.520905561341913,0.515807803365577
2,-0.159462331449921,-33.4771692567439,0.319310100760651,"cityB","TO_in_OO",0.5,-1,0.846603841646659,0.844626281436879,-1,0.644443398236574,0.64045452022343,-1,0.52750020377282,0.521010860814072
3,-0.162734897009864,-33.3875956783367,0.280920112601095,"cityB","TO_in_OO",0.5,-1,0.843259936186846,0.841577097631108,-1,0.642703571247454,0.639026318444,-1,0.526337868763256,0.519879463284795
4,-0.162762773373419,-33.4972971527653,0.352995210641236,"cityB","TO_in_OO",0.5,-1,0.84541864810301,0.843279591672824,-1,0.644643985117526,0.64045518786937,-1,0.527842104385105,0.521021970218383
5,-0.16039475224429,-33.1939240639601,0.337653792285474,"cityB","TO_in_OO",0.5,-1,0.843910494104828,0.841585330819903,-1,0.64459612470836,0.640492583418903,-1,0.527612809086995,0.520931859144964
6,-0.178250951884501,-33.5382081675429,0.267880043606247,"cityB","TO_in_OO",0.5,-1,0.837461829472553,0.83614519550356,-1,0.635071100810161,0.632396863889302,-1,0.518988341601066,0.51399188445687
7,-0.176854095250894,-32.7566668360409,0.226768378851326,"cityB","TO_in_OO",0.5,-1,0.827909952889339,0.826652466971869,-1,0.618137293024402,0.616007615178305,-1,0.504912342724949,0.500772253252937
8,-0.19537681518404,-33.0406762750305,0.248057542045532,"cityB","TO_in_OO",0.5,-1,0.828670614275004,0.827148799203644,-1,0.639854937795246,0.637321887558508,-1,0.5231023114908,0.518040491339711
9,-0.164451281052717,-33.5701435588113,0.294734183707992,"cityB","TO_in_OO",0.5,-1,0.845682508893937,0.843997670664948,-1,0.645290577846187,0.641707735707749,-1,0.528254504918323,0.521999121799798
10,-0.162602469701426,-33.2018895109002,0.328114635316699,"cityB","TO_in_OO",0.5,-1,0.84311626095578,0.840967577246719,-1,0.649743147429342,0.645404072021431,-1,0.531777905294798,0.52502675809918
11,-0.166183702562265,-33.3852278886775,0.319835344363857,"cityB","TO_in_OO",0.5,-1,0.845157224127907,0.843107651007104,-1,0.649364645226024,0.645219210965361,-1,0.531274382061458,0.524524442040101
12,-0.152569048094176,-33.2583455580015,0.337839257509714,"cityB","TO_in_OO",0.5,-1,0.847356503759244,0.84489102036342,-1,0.649382070582161,0.645060196639667,-1,0.531750746189829,0.524796918826152
13,-0.189596331732764,-33.6050788602674,0.253511028538933,"cityB","TO_in_OO",0.5,-1,0.839572288376271,0.838186287027544,-1,0.63916276073336,0.636295909884946,-1,0.522909994002534,0.517072044778601
14,-0.192924275316502,-33.0039402910813,0.223007015247401,"cityB","TO_in_OO",0.5,-1,0.827131800007015,0.825930280155577,-1,0.634802742591116,0.632272909030515,-1,0.518831382395422,0.513475997078118
15,-0.162554565044302,-33.6185655019458,0.328647776273159,"cityB","TO_in_OO",0.5,-0.999999999999999,0.848043962745952,0.846072091129512,-1,0.64686573766984,0.642618671729848,-1,0.529487471193641,0.522731092585873
16,-0.164425969993311,-33.6293333311888,0.351189674768631,"cityB","TO_in_OO",0.5,-1,0.84847149440527,0.846144296209152,-1,0.646863101592047,0.642618353001265,-1,0.529418781737194,0.52258351924668
17,-0.16341752872576,-33.4599157649765,0.307618126301981,"cityB","TO_in_OO",0.5,-1,0.844090996042145,0.842250441613258,-1,0.64462366210544,0.640872704527472,-1,0.527308453179806,0.52117016958903
18,-0.161886247957998,-33.3503212451923,0.321806096585234,"cityB","TO_in_OO",0.5,-0.999999999999999,0.845133243977538,0.843028579926422,-1,0.642689731373004,0.638791314371469,-1,0.526054909605224,0.519869547950776
19,-0.160832459028858,-33.4791456702557,0.32522531656819,"cityB","TO_in_OO",0.5,-1,0.848503722976447,0.846312589651818,-1,0.649206417256414,0.645020278067482,-1,0.531329923530437,0.52470111592255
20,-0.190099044802388,-33.3143390729213,0.278427479082439,"cityB","TO_in_OO",0.5,-1,0.835156449783447,0.833516966289149,-1,0.643837846348578,0.640722791404713,-1,0.526375684282409,0.520343662174436
21,-0.204843666111929,-33.1948730279162,0.227372486130335,"cityB","TO_in_OO",0.5,-1,0.829859332746752,0.82857642074469,-1,0.638836770662271,0.636245784604573,-1,0.521656496723823,0.516106321220775
22,-0.166606471826968,-33.7646893916768,0.355220588366807,"cityB","TO_in_OO",0.5,-1,0.847118549259299,0.845118335362428,-1,0.643672598942773,0.63945647069682,-1,0.52684400745051,0.520070978581906
23,-0.1616361084829,-33.569510032161,0.340992607444838,"cityB","TO_in_OO",0.5,-0.999999999999999,0.844594114965776,0.842605275839889,-1,0.644362063239256,0.640319955637604,-1,0.527463313630619,0.520703258756247
24,-0.165285829798277,-33.6378327185692,0.338566036567932,"cityB","TO_in_OO",0.5,-1,0.847294397879663,0.845222331957522,-1,0.650727709640274,0.646733998057835,-1,0.532372416522216,0.525923840987213
25,-0.16373903412644,-33.5121008556984,0.303091285193792,"cityB","TO_in_OO",0.5,-1,0.847230896205218,0.845360750854945,-1,0.647778942675016,0.644300246338516,-1,0.530002306772718,0.523760078341901
26,-0.157356083305031,-33.3853439419845,0.310443306410404,"cityB","TO_in_OO",0.5,-1,0.844898463660398,0.843009139190682,-1,0.64866778805286,0.645002818000274,-1,0.530704886750066,0.524379657078718
27,-0.17610569702718,-32.4232256885127,0.244968526933585,"cityB","TO_in_OO",0.5,-0.999999999999999,0.829283377122177,0.827730784693737,-1,0.640942686128749,0.638338321625376,-1,0.523710250184925,0.51892662012823
28,-0.179810497064858,-31.3129996676433,0.205595218457456,"cityB","TO_in_OO",0.5,-1,0.812863342814963,0.811336326207316,-1,0.641787173713486,0.639148441273182,-1,0.523836980602675,0.518718472363555
29,-0.213904866414532,-33.464789719699,0.227398480645571,"cityB","TO_in_OO",0.5,-1,0.829305323003173,0.828126020997799,-1,0.644902443155523,0.642265270763738,-1,0.526331834607967,0.520780187559748
30,-0.158122751564252,-33.2939345693298,0.318001422657562,"cityB","TO_in_OO",0.5,-0.999999999999999,0.843863894701875,0.841908144007834,-1,0.646727529464215,0.643049412688786,-1,0.529030521355115,0.522819759440228
31,-0.163403404017348,-33.542093557081,0.315705499574089,"cityB","TO_in_OO",0.5,-1,0.845346492556106,0.843511401054435,-1,0.649695163800609,0.646085795965879,-1,0.531372329101516,0.525124844795486
32,-0.163690113997416,-33.3626709268459,0.333746638735036,"cityB","TO_in_OO",0.5,-1,0.845440339279893,0.843266946659676,-1,0.645890949282392,0.641654491994649,-1,0.528451306370895,0.521633278509839
33,-0.156242310354272,-33.2410391514469,0.326193163416571,"cityB","TO_in_OO",0.5,-1,0.844261982546288,0.842240810366728,-1,0.641029252078919,0.637242996615811,-1,0.524485867319247,0.518139563118498
34,-0.184554867365021,-33.3711155984208,0.249033134944019,"cityB","TO_in_OO",0.5,-1,0.835577712670172,0.834258591671937,-1,0.638435964029574,0.635521440383715,-1,0.521639834178641,0.516116621238133
35,-0.202826244495155,-32.944857555552,0.220671786812968,"cityB","TO_in_OO",0.5,-1,0.826776502745207,0.825525218983104,-1,0.637238181310634,0.634681936452634,-1,0.520395990217903,0.514841545202476
36,-0.167676786443425,-33.6741891823293,0.347604826397257,"cityB","TO_in_OO",0.5,-0.999999999999999,0.847606591118123,0.845530502356664,-1,0.643151668374045,0.639393436942834,-1,0.525836609989741,0.519254259744078
37,-0.205105720751606,-33.4275714109356,0.238677469759652,"cityB","TO_in_OO",0.5,-1,0.829895175651678,0.828727149858475,-1,0.644128424809163,0.64141670914642,-1,0.526475755606337,0.520760894194175
38,-0.162167468753517,-33.3842491120243,0.315310327779999,"cityB","TO_in_OO",0.5,-1,0.842926536061508,0.841073975529587,-1,0.648021589093945,0.64418905436098,-1,0.530397373095367,0.523719470120812
39,-0.159626463716479,-33.6976094281502,0.354714443281721,"cityB","TO_in_OO",0.5,-1,0.844400801931743,0.842578973421603,-1,0.643247814280812,0.639195718791751,-1,0.526811864231216,0.520356234632347
40,-0.159360529245812,-33.5714949650363,0.345380998173574,"cityB","TO_in_OO",0.5,-1,0.850089039077536,0.847932117274318,-1,0.647866239766309,0.643504569168879,-1,0.530770157359856,0.523855815281729
41,-0.171693807308868,-33.2698558913079,0.296153767035674,"cityB","TO_in_OO",0.5,-1,0.838177870493244,0.836644287205934,-1,0.641305877862286,0.637720247574224,-1,0.524481662567171,0.518118834268551
42,-0.1748310518398,-32.8334314816004,0.262999987773226,"cityB","TO_in_OO",0.5,-0.999999999999999,0.834007177727564,0.832454901123905,-1,0.631662954417509,0.628961768290965,-1,0.516275278342166,0.510382321975565
43,-0.163193051718864,-33.4241131374016,0.308642446560653,"cityB","TO_in_OO",0.5,-1,0.84155255238906,0.839818975706981,-1,0.644366951182478,0.641093839464648,-1,0.527091807936577,0.521095987816889
44,-0.164375827299541,-33.727316916475,0.313799007938708,"cityB","TO_in_OO",0.5,-1,0.847131689537836,0.8453416198642,-1,0.643315715637282,0.639916837775139,-1,0.526468594409484,0.520250409662834
45,-0.16458281581944,-33.5263431936261,0.286332479474426,"cityB","TO_in_OO",0.5,-1,0.844543822489802,0.842829694458784,-1,0.64528962908777,0.642131929707183,-1,0.528009030072829,0.522035338727439
46,-0.159207879001021,-33.3663513972539,0.290677622138857,"cityB","TO_in_OO",0.5,-1,0.845437315522374,0.843597202745697,-1,0.643241300281447,0.639710851389993,-1,0.52632346874698,0.520227938241158
47,-0.157520874079585,-33.4011291467566,0.346069227519306,"cityB","TO_in_OO",0.5,-1,0.848307870486981,0.845939330065749,-1,0.643522320135494,0.639132191589014,-1,0.526595940946943,0.519562533439761
