"day","empirical","homo","power","exp","county"
2020-02-10,64,66.5802575154064,811.266634838933,92.3973262585452,"25025"
2020-02-10,61,66.5837871902999,1861.53316408266,179.031855488482,"25025"
2020-02-10,90,66.549666999663,247.194425231419,26.3484873295525,"25025"
2020-02-10,22,66.6296729639149,1168.32281923458,125.61079249027,"25025"
2020-02-10,33,66.6167308226389,327.542183834205,37.8829552474995,"25025"
2020-02-10,63,66.5814340737042,390.562219703192,37.7547223808721,"25025"
2020-02-10,66,66.5779043988107,854.412594922419,84.7881430405998,"25025"
2020-02-10,92,66.5473138830674,601.035707568123,61.8780692950365,"25025"
2020-02-10,17,66.635555755404,230.352969621378,22.9813279581572,"25025"
2020-02-10,153,66.4755438269003,1109.2906267222,108.664858828082,"25025"
2020-02-10,190,66.4320111698809,1116.13197280644,110.574099717279,"25025"
2020-02-10,86,66.5543732328543,540.202213230975,51.6994899132095,"25025"
2020-02-10,75,66.5673153741304,791.647041359938,79.192022448623,"25025"
2020-02-10,84,66.55672634945,387.317447603573,45.4820439996452,"25025"
2020-02-10,99,66.5390779749826,946.172924276922,90.6894427423875,"25025"
2020-02-10,85,66.5555497911521,693.830106489509,70.87516917945,"25025"
2020-02-10,82,66.5590794660456,346.377996793334,33.2065731952344,"25025"
2020-02-10,34,66.615554264341,498.907648201379,50.0515123530106,"25025"
2020-02-10,32,66.6179073809367,300.470595458104,34.9199861863458,"25025"
2020-02-10,129,66.503781226048,955.86276062713,98.0753777175888,"25025"
2020-02-10,24,66.6273198473192,366.875268263539,37.1422414027923,"25025"
2020-02-10,11,66.6426151051909,1158.11839512223,117.906334501218,"25025"
2020-02-10,85,66.5555497911521,306.970200317417,31.4919788732855,"25025"
2020-02-10,88,66.5520201162587,753.386619719076,79.4595427764254,"25025"
2020-02-10,39,66.6096714728519,160.17385922496,17.1389544536069,"25025"
2020-02-10,123,66.5108405758349,246.866270218755,31.8706875444396,"25025"
2020-02-10,118,66.516723367324,699.828187765345,75.5236778143442,"25025"
2020-02-10,85,66.5555497911521,408.50431126509,54.362980912853,"25025"
2020-02-10,13,66.6402619885953,215.049905409256,25.821262532845,"25025"
2020-02-10,37,66.6120245894476,295.829442995632,32.3026159487898,"25025"
2020-02-10,22,66.6296729639149,474.653329644968,51.2668434334885,"25025"
2020-02-10,88,66.5520201162587,607.606841055546,65.42837322728,"25025"
2020-02-10,39,66.6096714728519,472.579177745737,47.7012704096909,"25025"
2020-02-10,41,66.6073183562563,417.390036353955,40.8160331862635,"25025"
2020-02-10,80,66.5614325826413,529.829892225719,53.1546704905122,"25025"
2020-02-10,97,66.5414310915783,673.483692984586,63.7957912693396,"25025"
2020-02-10,34,66.615554264341,219.913235633486,20.9423743690832,"25025"
2020-02-10,101,66.536724858387,626.744404526964,63.4965202148891,"25025"
2020-02-10,38,66.6108480311497,420.457281264532,40.6868314586273,"25025"
2020-02-10,47,66.6002590064694,316.697214393827,30.2477748754206,"25025"
2020-02-10,76,66.5661388158325,942.209076556768,94.8547264373285,"25025"
2020-02-10,28,66.622613614128,339.582466488135,35.9113766678401,"25025"
2020-02-10,66,66.5779043988107,487.547947397046,49.2591964397901,"25025"
2020-02-10,0,66.655557246467,396.241162894678,40.1726745804312,"25025"
2020-02-10,37,66.6120245894476,184.259740825919,20.0799248654696,"25025"
2020-02-10,106,66.5308420668979,797.501280563451,79.6528009675031,"25025"
2020-02-10,82,66.5590794660456,587.380146090235,56.9566506453586,"25025"
2020-02-10,173,66.4520126609439,835.017842208754,81.6496752824981,"25025"
2020-02-10,223,66.3931847460528,640.602946293538,67.5615462816478,"25025"
2020-02-10,165,66.4614251273265,1699.95995048576,159.388385751411,"25025"
2020-02-10,47,66.6002590064694,228.944561450014,22.9317965235657,"25025"
2020-02-10,30,66.6202604975323,736.199979564851,88.7078780942415,"25025"
2020-02-10,124,66.5096640175371,622.843557790414,63.3444367663272,"25025"
2020-02-10,53,66.5931996566824,774.093574639448,75.3830539792811,"25025"
2020-02-10,74,66.5684919324282,265.649913910372,27.1547782756022,"25025"
2020-02-10,57,66.5884934234911,346.076642844692,35.9843031983735,"25025"
2020-02-10,55,66.5908465400868,406.040621908731,41.5669717603962,"25025"
2020-02-10,198,66.4225987034984,415.340979265095,45.0832782044993,"25025"
2020-02-10,155,66.4731907103047,587.98722745553,59.306202051143,"25025"
2020-02-10,72,66.5708450490238,618.838092767163,60.0307385723242,"25025"
2020-02-10,118,66.516723367324,1084.54720483569,103.453655569403,"25025"
2020-02-10,94,66.5449607664718,416.187459341328,44.5637378152206,"25025"
2020-02-10,55,66.5908465400868,478.269034237009,55.573617649711,"25025"
2020-02-10,83,66.5579029077478,479.253856506796,49.2369924929054,"25025"
2020-02-10,37,66.6120245894476,772.250623465667,74.6834054244281,"25025"
2020-02-10,41,66.6073183562563,448.746704408119,41.1927681350075,"25025"
2020-02-10,49,66.5979058898737,212.804573797652,21.4102163204329,"25025"
2020-02-10,25,66.6261432890214,491.932026110409,48.9152184374707,"25025"
2020-02-10,157,66.470837593709,641.684528824251,63.4305155523217,"25025"
2020-02-10,112,66.523782717111,1111.58485766609,107.441534596645,"25025"
2020-02-10,99,66.5390779749826,793.445996893788,80.1886558733196,"25025"
2020-02-10,55,66.5908465400868,300.397561368155,31.7346032991574,"25025"
2020-02-10,55,66.5908465400868,428.143781606773,42.0780356586094,"25025"
2020-02-10,54,66.5920230983846,487.592911770847,48.0679171714605,"25025"
2020-02-10,65,66.5790809571086,347.754958717003,36.1206646372484,"25025"
