"day","empirical","homo","power","exp","county"
2020-02-10,79,97.32647807498,466.502571553526,61.2013100327172,"51179"
2020-02-10,100,97.0343734530599,838.413956543833,100.472796373136,"51179"
2020-02-10,146,96.394525233616,554.263435263166,72.7838802865207,"51179"
2020-02-10,111,96.8813662701494,722.336427651961,89.2709089814591,"51179"
2020-02-10,85,97.2430196115743,1533.4774897775,173.654442092887,"51179"
2020-02-10,62,97.5629437212962,492.871072902065,64.8052119025337,"51179"
2020-02-10,307,94.1550564655623,2125.57680508295,236.837378484163,"51179"
2020-02-10,60,97.5907632090981,698.885888025923,93.8107457506464,"51179"
2020-02-10,91,97.1595611481685,551.003091075309,64.7428578320821,"51179"
2020-02-10,159,96.2136985629036,788.167837166768,106.068327319317,"51179"
2020-02-10,110,96.8952760140504,667.626123199384,84.2784565058365,"51179"
2020-02-10,60,97.5907632090981,471.980887669598,62.6912139026594,"51179"
2020-02-10,132,96.5892616482294,303.205843071409,42.792972667495,"51179"
2020-02-10,68,97.4794852578905,593.417949327235,73.0205730636851,"51179"
2020-02-10,78,97.3403878188809,895.818875201217,107.341230248638,"51179"
2020-02-10,40,97.8689580871172,471.288079378679,60.9313390987863,"51179"
2020-02-10,84,97.2569293554752,602.546540117054,70.0272276198316,"51179"
2020-02-10,177,95.9633231726864,520.226481004528,59.6882200757022,"51179"
2020-02-10,22,98.1193334773344,92.4362311641882,16.1052320682006,"51179"
2020-02-10,723,88.3686030027652,1431.90788157984,169.379497893089,"51179"
2020-02-10,164,96.1441498433988,1218.46212697018,144.881091850103,"51179"
2020-02-10,50,97.7298606481077,370.891545508336,45.4370201607858,"51179"
2020-02-10,69,97.4655755139895,483.779112183997,65.192457429933,"51179"
2020-02-10,56,97.6464021847019,705.065178226799,84.9500027227558,"51179"
2020-02-10,92,97.1456514042676,1428.93472853794,163.951439713175,"51179"
2020-02-10,80,97.312568331079,600.643894212011,71.687360222975,"51179"
2020-02-10,87,97.2152001237723,250.27798667045,31.626831682154,"51179"
2020-02-10,14,98.230611428542,1232.15696325286,143.591363685897,"51179"
2020-02-10,89,97.1873806359704,865.707185915983,102.028694518735,"51179"
2020-02-10,61,97.5768534651972,530.411768626124,71.1876229640736,"51179"
2020-02-10,82,97.2847488432771,712.28048932584,88.4103443865153,"51179"
2020-02-10,159,96.2136985629036,1612.83433900207,192.539219625856,"51179"
2020-02-10,113,96.8535467823475,1225.41304451762,145.080778216948,"51179"
2020-02-10,169,96.0746011238941,1037.02362047446,129.793644814351,"51179"
2020-02-10,33,97.9663262944239,733.728361253314,89.3200200750754,"51179"
2020-02-10,66,97.5073047456924,1100.80167370614,128.282473939661,"51179"
2020-02-10,222,95.3373846971434,784.809619831613,96.809904894752,"51179"
2020-02-10,103,96.9926442213571,736.755022902086,90.4830273318362,"51179"
2020-02-10,203,95.6016698312616,991.950914919732,113.236136695794,"51179"
2020-02-10,27,98.0497847578296,1276.35158711633,148.295590293535,"51179"
2020-02-10,47,97.7715898798105,1130.15380635921,133.197899894102,"51179"
2020-02-10,115,96.8257272945456,500.208557635806,66.5360524797024,"51179"
2020-02-10,35,97.938506806622,206.358141384276,29.6891153840523,"51179"
2020-02-10,88,97.2012903798714,523.0031244274,62.0620286176172,"51179"
2020-02-10,75,97.3821170505838,838.085191315513,103.181463405851,"51179"
2020-02-10,86,97.2291098676733,1322.33076802055,156.440212297578,"51179"
2020-02-10,297,94.2941539045718,625.60520117563,73.1899819565593,"51179"
2020-02-10,61,97.5768534651972,717.736519921673,82.8011296595334,"51179"
2020-02-10,85,97.2430196115743,531.176338059077,72.9580587411337,"51179"
2020-02-10,49,97.7437703920086,777.814988273289,99.0720531578652,"51179"
2020-02-10,99,97.0482831969609,1283.27349458536,148.020702101549,"51179"
2020-02-10,80,97.312568331079,378.828555107902,51.5995443907701,"51179"
2020-02-10,161,96.1858790751017,353.536149608578,46.9648486660702,"51179"
2020-02-10,144,96.4223447214179,862.500898626664,98.1530496495391,"51179"
2020-02-10,29,98.0219652700277,266.153970029505,34.9482987243617,"51179"
2020-02-10,325,93.9046810753451,1212.96285606014,139.645361264287,"51179"
2020-02-10,146,96.394525233616,924.190636926276,116.025204107261,"51179"
2020-02-10,101,97.020463709159,575.728650830774,79.3571526122525,"51179"
2020-02-10,55,97.6603119286029,1391.58688098535,164.682926541999,"51179"
2020-02-10,143,96.4362544653189,401.105801084402,51.4952962685483,"51179"
2020-02-10,165,96.1302400994979,876.998947128634,109.181030635483,"51179"
2020-02-10,57,97.632492440801,378.870652062183,53.0107375393922,"51179"
2020-02-11,87,97.7258194909644,495.804109797312,61.2863900310817,"51179"
2020-02-11,100,97.550900634654,860.283933301598,98.112531936375,"51179"
2020-02-11,154,96.8243146161338,598.556901951173,73.7616290885996,"51179"
2020-02-11,93,97.6450877111288,798.456444743001,92.5222989069473,"51179"
2020-02-11,98,97.5778112279325,1572.55229448085,169.985629804895,"51179"
2020-02-11,63,98.0487466103067,558.330518043279,67.6825939417373,"51179"
2020-02-11,316,94.6445565605732,2203.62940762529,234.714814468299,"51179"
2020-02-11,66,98.0083807203889,747.311123867824,93.8110085513395,"51179"
2020-02-11,117,97.3221605917865,562.352309040464,63.2129423510542,"51179"
2020-02-11,174,96.5552086833485,828.130143653775,105.175372604669,"51179"
2020-02-11,127,97.1876076253939,695.583193276871,83.1162759625215,"51179"
2020-02-11,59,98.1025677968637,483.811847445247,61.2768029206523,"51179"
2020-02-11,139,97.0261440657227,309.075623653333,41.482349411219,"51179"
