"day","lag","rho","error","index","err_tag"
2017-08-18,28,7.80286833249943e-05,1.1738312324264,"homo","srmspe"
2017-08-19,28,7.80286833249943e-05,1.18007516451746,"homo","srmspe"
2017-08-20,28,7.80286833249943e-05,1.32696807392214,"homo","srmspe"
2017-08-21,28,7.80286833249943e-05,1.29286921185679,"homo","srmspe"
2017-08-22,28,7.80286833249943e-05,1.30775730434432,"homo","srmspe"
2017-08-23,28,7.80286833249943e-05,1.30228166690561,"homo","srmspe"
2017-08-24,28,7.80286833249943e-05,1.31646647138307,"homo","srmspe"
2017-08-25,28,7.80286833249943e-05,1.36617781590051,"homo","srmspe"
2017-08-26,28,7.80286833249943e-05,1.27097112389449,"homo","srmspe"
2017-08-27,28,7.80286833249943e-05,1.22425474433789,"homo","srmspe"
2017-08-28,28,7.80286833249943e-05,1.182255283027,"homo","srmspe"
2017-08-29,28,7.80286833249943e-05,1.14095689772381,"homo","srmspe"
2017-08-30,28,7.80286833249943e-05,1.15916401282988,"homo","srmspe"
2017-08-31,28,7.80286833249943e-05,1.17266159984009,"homo","srmspe"
2017-09-01,28,7.80286833249943e-05,1.18510019531957,"homo","srmspe"
2017-09-02,28,7.80286833249943e-05,1.18214882478012,"homo","srmspe"
2017-09-03,28,7.80286833249943e-05,1.16972062369521,"homo","srmspe"
2017-09-04,28,7.80286833249943e-05,1.15523416130516,"homo","srmspe"
2017-09-05,28,7.80286833249943e-05,1.20618734264636,"homo","srmspe"
2017-09-06,28,7.80286833249943e-05,1.21283158295633,"homo","srmspe"
2017-09-07,28,7.80286833249943e-05,1.19887602567028,"homo","srmspe"
2017-09-08,28,7.80286833249943e-05,1.19027003131084,"homo","srmspe"
2017-08-18,28,60.9017499402505,58.9802373111419,"power","srmspe"
2017-08-19,28,60.9017499402505,59.0473379665621,"power","srmspe"
2017-08-20,28,60.9017499402505,65.9524358535001,"power","srmspe"
2017-08-21,28,60.9017499402505,69.3481574124599,"power","srmspe"
2017-08-22,28,60.9017499402505,69.7559825596127,"power","srmspe"
2017-08-23,28,60.9017499402505,69.825799900847,"power","srmspe"
2017-08-24,28,60.9017499402505,70.6221438846903,"power","srmspe"
2017-08-25,28,60.9017499402505,71.9461651624,"power","srmspe"
2017-08-26,28,60.9017499402505,63.6071700993694,"power","srmspe"
2017-08-27,28,60.9017499402505,61.2924649072495,"power","srmspe"
2017-08-28,28,60.9017499402505,59.4681804834265,"power","srmspe"
2017-08-29,28,60.9017499402505,56.8564288595308,"power","srmspe"
2017-08-30,28,60.9017499402505,54.9214005109864,"power","srmspe"
2017-08-31,28,60.9017499402505,56.6107991993617,"power","srmspe"
2017-09-01,28,60.9017499402505,57.1335470554752,"power","srmspe"
2017-09-02,28,60.9017499402505,57.582703382211,"power","srmspe"
2017-09-03,28,60.9017499402505,55.3326992680504,"power","srmspe"
2017-09-04,28,60.9017499402505,55.4711118045632,"power","srmspe"
2017-09-05,28,60.9017499402505,58.4945652484802,"power","srmspe"
2017-09-06,28,60.9017499402505,60.1502308052085,"power","srmspe"
2017-09-07,28,60.9017499402505,59.2102895333534,"power","srmspe"
2017-09-08,28,60.9017499402505,58.1360518190906,"power","srmspe"
2017-08-18,28,0.167228538781168,0.971020879479605,"exp","srmspe"
2017-08-19,28,0.167059409812938,0.97130595830178,"exp","srmspe"
2017-08-20,28,0.161242786640345,0.974450993984757,"exp","srmspe"
2017-08-21,28,0.159053298355364,0.975715860641916,"exp","srmspe"
2017-08-22,28,0.15896400585108,0.975603953754132,"exp","srmspe"
2017-08-23,28,0.158818826034618,0.975820309777751,"exp","srmspe"
2017-08-24,28,0.158288955552269,0.975946255046366,"exp","srmspe"
2017-08-25,28,0.157388883964504,0.976625721046901,"exp","srmspe"
2017-08-26,28,0.16328882882576,0.973788325075937,"exp","srmspe"
2017-08-27,28,0.165131723807635,0.972274533027105,"exp","srmspe"
2017-08-28,28,0.166822843216013,0.970495980051714,"exp","srmspe"
2017-08-29,28,0.169180458262984,0.968949694267584,"exp","srmspe"
2017-08-30,28,0.171379492583574,0.967622183213359,"exp","srmspe"
2017-08-31,28,0.169663165808579,0.968738389512768,"exp","srmspe"
2017-09-01,28,0.169195833742947,0.969335059785385,"exp","srmspe"
2017-09-02,28,0.168839425234682,0.969452815852086,"exp","srmspe"
2017-09-03,28,0.170902515825684,0.968017663981481,"exp","srmspe"
2017-09-04,28,0.170807621772688,0.967871481908297,"exp","srmspe"
2017-09-05,28,0.168096739782916,0.969546510216853,"exp","srmspe"
2017-09-06,28,0.166585147870186,0.970495999036529,"exp","srmspe"
2017-09-07,28,0.167514318408839,0.96992064548941,"exp","srmspe"
2017-09-08,28,0.168564296185702,0.969148883875829,"exp","srmspe"
