"day","empirical","exp"
2020-02-10,84542,80092.6750711653
2020-02-10,143110,67982.4430793745
2020-02-10,63240,82199.7873189875
2020-02-10,55761,55422.44644003
2020-02-10,67318,100482.685797447
2020-02-10,37980,46762.8088743669
2020-02-10,13896,22666.9768019786
2020-02-11,80518,76333.8442223407
2020-02-11,136402,64936.2554836997
2020-02-11,60735,78392.7587041813
2020-02-11,53152,52996.7422847379
2020-02-11,64340,95866.612520505
2020-02-11,36006,44426.8449379647
2020-02-11,12686,21555.4693095552
2020-02-12,84698,79601.3830340264
2020-02-12,142861,67762.9687347349
2020-02-12,63216,81922.6508209033
2020-02-12,55758,55196.4392740274
2020-02-12,66740,100342.517353705
2020-02-12,37363,46550.7237828561
2020-02-12,13324,22470.122102404
2020-02-13,82479,76918.6818515311
2020-02-13,139265,65823.8893153305
2020-02-13,62285,79519.6367619274
2020-02-13,54256,53690.7150625863
2020-02-13,64344,97742.0382967013
2020-02-13,35056,45008.4913246727
2020-02-13,12099,21471.1720845918
2020-02-14,86473,82177.952936324
2020-02-14,146768,69637.1707600847
2020-02-14,65947,84063.9126719027
2020-02-14,58069,56656.417518737
2020-02-14,67186,103673.063642013
2020-02-14,40221,47890.8755181447
2020-02-14,14543,23566.3183069552
2020-02-15,73316,70024.7104782573
2020-02-15,124078,59187.533214771
2020-02-15,56368,71186.5260512925
2020-02-15,49689,48008.8080846672
2020-02-15,56142,88290.1890559868
2020-02-15,35961,40634.9572608763
2020-02-15,12499,20515.9978017739
2020-02-16,67199,64156.1484606953
2020-02-16,113223,54375.2534207436
2020-02-16,51682,65199.9732956056
2020-02-16,45351,44108.3209820785
2020-02-16,51822,80782.5934525032
2020-02-16,32820,37331.0399108203
2020-02-16,11689,18782.4166256169
2020-03-30,45886,42239.3735167322
2020-03-30,75648,35811.7162293823
2020-03-30,34129,43267.3332757028
2020-03-30,32059,28586.6171549982
2020-03-30,31850,54556.2161680035
2020-03-30,22214,25189.3708254882
2020-03-30,8643,12608.539942914
2020-03-31,46470,42716.6634939121
2020-03-31,76571,36211.4339583018
2020-03-31,34524,43711.9055251729
2020-03-31,32223,28910.6134805281
2020-03-31,32178,55154.168574539
2020-03-31,22535,25451.311194846
2020-03-31,8612,12773.1749734684
2020-04-01,53428,49644.4343287985
2020-04-01,87611,42338.6472664655
2020-04-01,39870,50787.9624414953
2020-04-01,36866,33933.3971362986
2020-04-01,39043,63430.6925418121
2020-04-01,25660,29544.5839890007
2020-04-01,10097,14712.2092002624
2020-04-02,50923,47890.1731427379
2020-04-02,84497,40688.4954180213
2020-04-02,38207,49135.2189871695
2020-04-02,36010,32686.2444510526
2020-04-02,38002,61019.434271004
2020-04-02,24502,28284.0739072492
2020-04-02,9530,14073.0911895283
2020-04-03,50677,47617.2758009706
2020-04-03,84155,40280.3407808521
2020-04-03,37725,48678.9006344661
2020-04-03,35438,32327.3163316204
2020-04-03,37394,60564.9848240325
2020-04-03,24783,28157.5270240422
2020-04-03,9721,14097.2329811838
2020-04-04,52033,48440.1665916953
2020-04-04,86092,41107.7698304522
2020-04-04,39232,49532.6562102388
2020-04-04,36542,32907.6882752067
2020-04-04,37050,62247.1949336768
2020-04-04,25420,28762.0612447373
2020-04-04,9935,14422.5393701342
2020-04-05,46825,44387.0230639803
2020-04-05,79257,37515.7609986569
2020-04-05,36610,45352.3807832576
2020-04-05,33568,30211.9610501219
2020-04-05,33750,57051.5037967698
2020-04-05,23087,26069.0326154376
2020-04-05,8922,13083.6025770526
