"day","empirical","exp"
2020-02-10,16473,33887.7228640278
2020-02-10,22692,39884.3417934532
2020-02-10,5072,18925.1686442673
2020-02-10,24977,48262.6467470328
2020-02-10,57562,60480.9228671249
2020-02-10,37991,56310.8449473489
2020-02-10,120600,50923.9612026748
2020-02-10,32896,43561.8497221947
2020-02-10,5295,28231.4092437123
2020-02-10,88408,65662.8704590161
2020-02-10,25737,57813.7568409062
2020-02-10,22643,45247.7994048822
2020-02-10,55540,61142.0808307735
2020-02-10,131677,95846.086768325
2020-02-10,150463,57774.5584946652
2020-02-10,6598,18371.7636060386
2020-02-10,1994,15843.3801108117
2020-02-10,45170,35838.7409209357
2020-02-10,3159,7914.7166335835
2020-02-10,3396,8146.76754815468
2020-02-10,2897,15382.4425937257
2020-02-10,3845,13324.9028724719
2020-02-10,21401,21616.1156027373
2020-02-10,39315,36081.1405335245
2020-02-10,6897,21628.9418390494
2020-02-10,5127,7075.25465305658
2020-02-10,13591,55522.1607335291
2020-02-10,12283,30858.42471795
2020-02-10,22915,38880.2154472696
2020-02-11,15591,33155.0453049137
2020-02-11,21144,39113.0485587332
2020-02-11,4831,18065.192361245
2020-02-11,24338,47094.969653678
2020-02-11,57113,59076.1073138076
2020-02-11,35870,54699.7039473713
2020-02-11,118107,49763.3060974697
2020-02-11,31629,42418.598217976
2020-02-11,5152,27786.127215486
2020-02-11,85702,63843.8541090102
2020-02-11,25071,56566.4476562216
2020-02-11,21686,43953.3659239078
2020-02-11,55282,59857.6984037002
2020-02-11,129124,93474.4734957945
2020-02-11,147125,56423.6719303331
2020-02-11,6456,17933.7806618689
2020-02-11,1749,15381.3452836453
2020-02-11,42912,34536.3759573878
2020-02-11,3020,7562.43613628793
2020-02-11,3067,7773.02839622626
2020-02-11,2636,14815.4526347589
2020-02-11,3538,12926.2213528432
2020-02-11,20442,20809.3625562411
2020-02-11,38508,35131.076545202
2020-02-11,6247,21146.044006138
2020-02-11,4871,6710.38621342871
2020-02-11,12996,53935.3173208725
2020-02-11,11602,29528.4933741124
2020-02-11,22579,37780.8885934854
2020-02-12,16084,34067.2898174599
2020-02-12,22776,40360.4458847221
2020-02-12,4898,18810.2093914099
2020-02-12,25225,48531.5001958363
2020-02-12,58606,61047.4394182346
2020-02-12,37192,56404.12042518
2020-02-12,122014,51308.6408034699
2020-02-12,32931,43748.4340468391
2020-02-12,5369,28659.6735060647
2020-02-12,87778,65790.9956308794
2020-02-12,25903,58269.9692782561
2020-02-12,22607,45344.0550066752
2020-02-12,56925,61526.2539495179
2020-02-12,132478,96361.560145372
2020-02-12,150979,58044.7730440581
2020-02-12,6768,18512.6422023133
2020-02-12,1856,15925.9323651025
2020-02-12,44913,35623.0096911727
2020-02-12,3007,7855.81193887336
2020-02-12,3230,8096.64740789904
2020-02-12,2721,15396.2678476832
2020-02-12,3749,13346.0123166971
2020-02-12,21289,21544.7077532154
2020-02-12,39598,36438.4315348267
2020-02-12,6902,21897.9026597617
2020-02-12,5091,7009.49820876526
2020-02-12,13489,55547.6815787856
2020-02-12,12330,30643.873591523
2020-02-12,23328,38891.5934317854
2020-02-13,16167,34203.2100834845
2020-02-13,22997,40795.4295071546
2020-02-13,4928,18931.7046626555
2020-02-13,24991,49127.3022484574
2020-02-13,59840,61694.9099245353
2020-02-13,36678,56753.0811279471
2020-02-13,122352,51939.9584651383
2020-02-13,33763,44123.2730132436
2020-02-13,5166,29216.799959947
2020-02-13,87053,66165.1799773204
2020-02-13,25769,58764.0976629612
2020-02-13,22776,45743.8085969873
2020-02-13,59068,61989.898463917
2020-02-13,134260,96900.4968255574
2020-02-13,151236,58583.653059603
2020-02-13,6862,18683.7941908851
2020-02-13,1939,16090.0138842795
2020-02-13,45298,35517.7268016741
2020-02-13,3231,7871.28011721121
2020-02-13,3415,8173.54241737717
2020-02-13,2798,15617.068855132
2020-02-13,3746,13421.0868494221
2020-02-13,21255,21645.8019617759
2020-02-13,40457,36572.4913298536
2020-02-13,6878,22196.7463710906
2020-02-13,5402,7069.60478622549
2020-02-13,13371,55644.9225378888
2020-02-13,12299,30901.6048822256
2020-02-13,23474,39011.2998043247
2020-02-14,16684,35357.2862049664
2020-02-14,25244,43593.0633487343
2020-02-14,5241,19837.5548833849
2020-02-14,27128,51605.413780327
2020-02-14,64313,64571.321929783
2020-02-14,38984,58979.9190160099
2020-02-14,132215,54669.3497502468
2020-02-14,36660,46186.0626810634
2020-02-14,5362,30305.5343227891
2020-02-14,88189,69155.1085057638
2020-02-14,27689,62068.4610246621
2020-02-14,24192,47932.7374421482
2020-02-14,57855,64804.1843929766
2020-02-14,139355,101593.735130479
2020-02-14,156837,60267.1459905051
2020-02-14,7271,19906.2155738574
2020-02-14,1978,17175.5398387596
2020-02-14,48274,36752.4904761175
2020-02-14,3365,8169.74662223957
2020-02-14,3773,8592.59356603576
2020-02-14,3199,16539.0334834542
2020-02-14,3938,13874.4629972151
2020-02-14,21656,22697.1481013665
2020-02-14,43163,39304.1624241521
2020-02-14,7501,23607.6154124713
2020-02-14,5616,7509.62489042951
2020-02-14,14396,57457.2782043352
2020-02-14,12836,32770.4479286668
2020-02-14,24349,40377.7659694107
2020-02-15,15100,31963.0972822802
2020-02-15,21245,38022.061709724
2020-02-15,4569,17463.6820687201
2020-02-15,23226,45591.1900194188
2020-02-15,56300,57119.0371508656
2020-02-15,35303,52821.0282645697
2020-02-15,114566,48378.5405926571
2020-02-15,30752,41075.8830569279
2020-02-15,4720,26873.4527911638
2020-02-15,81361,62071.2446674483
2020-02-15,23923,54770.0111902025
2020-02-15,20893,42699.4351327637
2020-02-15,51874,58187.684635996
2020-02-15,125615,90234.0454580259
2020-02-15,143397,54028.0682101386
2020-02-15,6209,17317.8304621317
2020-02-15,1640,14849.0323924277
2020-02-15,42009,33180.1553999266
2020-02-15,2935,7168.33810887451
2020-02-15,3199,7530.90771015757
2020-02-15,2693,14390.5747336579
2020-02-15,3293,12254.9372716638
2020-02-15,19096,20005.0664351557
2020-02-15,37327,34046.0741641139
2020-02-15,6468,20642.9584948074
2020-02-15,4654,6594.51969778711
2020-02-15,12654,51851.3631804028
2020-02-15,11517,28686.8075017354
2020-02-15,20766,36512.308696933
2020-02-16,13348,28404.429981647
2020-02-16,18895,33213.2876954735
2020-02-16,3870,15038.160665599
2020-02-16,20742,40139.5331115237
2020-02-16,48534,50585.7886626036
2020-02-16,30160,46315.2740375482
2020-02-16,100252,42561.5116666738
2020-02-16,26612,36196.9873260004
2020-02-16,4486,23723.1171546037
2020-02-16,71052,54703.9551619806
2020-02-16,20982,48246.9826454088
2020-02-16,17862,37495.7387286451
2020-02-16,46805,51490.0095573434
2020-02-16,111721,79264.148468739
2020-02-16,128103,47649.1781992032
2020-02-16,5571,15209.6376283164
2020-02-16,1485,13036.2292715042
2020-02-16,36050,28827.9206668009
2020-02-16,2517,6176.04048081974
2020-02-16,2697,6475.63808321604
2020-02-16,2300,12514.0120243264
2020-02-16,2850,10711.6697395315
2020-02-16,16391,17361.7696648144
2020-02-16,32305,29954.0711746056
2020-02-16,5723,18120.1078205914
2020-02-16,4032,5663.05193875281
2020-02-16,10733,45633.4013625778
2020-02-16,9809,24775.2604300149
2020-02-16,18187,32298.0434203392
2020-03-30,11453,21149.7519231721
2020-03-30,16037,25266.1462930911
2020-03-30,3589,12452.04504474
2020-03-30,16686,30070.8940482906
2020-03-30,37366,37268.2480576815
2020-03-30,24470,34695.5126391684
2020-03-30,74149,31979.4165190854
2020-03-30,21565,26909.9583247803
2020-03-30,3805,17735.7663780884
2020-03-30,53816,40681.4744555821
2020-03-30,16887,35693.2316157783
2020-03-30,14261,27945.892737725
2020-03-30,33885,37720.8882256611
2020-03-30,77025,60250.5072271844
2020-03-30,92824,35655.4970269995
2020-03-30,4703,11864.2351604062
2020-03-30,1337,10207.850786449
2020-03-30,29939,22579.3725413721
2020-03-30,2321,5249.67207319057
2020-03-30,2467,5424.03763599397
2020-03-30,2209,9926.29329773191
2020-03-30,2640,8769.31002832514
2020-03-30,14025,14211.5710217922
2020-03-30,26391,22973.591050826
2020-03-30,4980,13969.1461778535
2020-03-30,3658,4710.61512692953
