"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"25390","Eagle, CO Urban Cluster (2010)",6189,3083,3106,145,43,5781,7,0,1902,93967,33820,570,1939,1146,622,501000,459,1289,34,3150,3052,19,7,432,838,122,1641
"25417","Eagle Grove, IA Urban Cluster (2010)",3057,1505,1552,82,40,2846,0,0,394,50556,27262,252,1351,862,396,81100,708,300,0,1211,1176,0,9,46,409,146,861
"25444","Eagle Lake, TX Urban Cluster (2010)",3750,1889,1861,122,5,2078,744,0,2246,43950,22171,606,1193,823,224,63900,693,111,7,1373,1304,0,21,23,386,108,849
"25480","Eagle Mountain South, UT Urban Cluster (2010)",7727,3824,3903,505,10,7117,28,0,776,71647,18408,778,1854,1651,192,240600,551,801,0,2766,2710,17,39,217,1359,137,1684
"25498","Eagle Pass, TX Urban Cluster (2010)",52752,26011,26741,2339,458,49899,240,318,50867,39476,16922,14094,16934,9628,5390,97900,5244,2739,1,19275,18829,42,195,403,7393,1864,9151
"25579","Earlimart, CA Urban Cluster (2010)",13279,7014,6265,516,127,10719,177,552,12285,31632,12810,4497,3492,1598,1756,137900,1347,87,14,4205,4174,11,20,109,2032,452,2093
"25598","East Aurora, NY Urban Cluster (2010)",9244,4428,4816,135,98,8909,108,66,191,72795,42093,547,4254,2929,994,223700,1382,1928,33,4321,4051,33,95,162,963,190,3435
"25660","Eastland, TX Urban Cluster (2010)",3646,1974,1672,69,63,3089,86,100,1020,35278,30049,777,1875,952,386,80000,745,320,131,1424,1263,18,90,0,225,0,962
"25687","East Liverpool, OH--WV--PA Urban Cluster (2010)",29635,14218,15417,1107,381,27185,959,74,568,39832,23164,6227,14773,7894,4721,72200,7934,1379,49,11795,11265,99,379,233,3792,1158,9588
"25714","Eastman, GA Urban Cluster (2010)",5681,2845,2836,222,40,2968,2217,52,347,40208,20466,1285,2556,937,1132,87800,1166,397,0,2063,1908,10,53,30,836,179,1437
"25741","Easton, MD Urban Cluster (2010)",16977,8046,8931,385,213,13075,2076,334,1955,61909,36647,1733,8329,4425,3294,280600,2583,2390,378,7702,7262,210,170,378,2312,666,6553
"25768","East Palestine, OH Urban Cluster (2010)",4876,2388,2488,185,39,4731,25,13,126,52133,25073,362,2254,1540,480,88000,1363,394,7,2050,1982,0,8,38,567,137,1635
"25795","East Prairie, MO Urban Cluster (2010)",3583,1609,1974,73,20,3398,134,0,0,28088,16548,866,1754,806,838,71700,705,107,0,1116,1035,0,33,32,531,147,1021
"25802","East Prospect, PA Urban Cluster (2010)",2636,1376,1260,84,21,2526,17,0,45,54334,26379,330,1057,817,198,134200,716,142,0,1159,1126,0,21,49,364,78,826
"25813","East Quincy, CA Urban Cluster (2010)",2535,1233,1302,21,10,2267,20,10,332,52643,27270,508,1232,598,539,201400,570,177,0,1047,896,6,76,22,285,110,762
"25849","East Stroudsburg, PA--NJ Urbanized Area (2010)",54413,26684,27729,1328,712,38796,9044,1617,10539,61216,29229,6160,22454,12147,5975,176400,9953,5524,495,23477,21308,1235,772,1253,5632,1007,14893
"02602","Ann Arbor, MI Urbanized Area (2010)",321067,158777,162290,8608,2962,219878,50046,32314,16231,65491,39156,49439,135863,70746,56408,237500,24308,50001,12765,155842,129669,9473,12721,9173,32086,6552,112854
"02629","Anniston--Oxford, AL Urbanized Area (2010)",76222,36137,40085,2246,840,49429,21512,1194,3715,43840,24704,14272,35458,18782,10932,117000,12512,5837,515,30562,29659,128,519,970,9174,2789,21933
"02656","Antigo, WI Urban Cluster (2010)",7957,4062,3895,252,110,7316,192,22,258,40776,22850,1381,4069,2271,1349,75800,1936,518,0,3160,2879,0,267,99,1015,244,2851
"02683","Antioch, CA Urbanized Area (2010)",309614,151843,157771,10326,2724,141758,46703,34598,113099,82388,31880,35606,98014,60021,33760,428200,43439,31791,1056,133682,119801,9543,1718,5949,39762,8914,84224
"02710","Apalachicola, FL Urban Cluster (2010)",4081,1992,2089,159,48,3117,807,30,154,41423,21963,893,2189,1145,511,117900,819,317,37,1819,1633,18,94,21,413,94,1298
"02764","Appleton, WI Urbanized Area (2010)",225137,111313,113824,7783,2208,201835,4284,8876,11624,62340,33975,19924,96288,61854,30498,159800,41674,33694,1233,113805,108864,773,2586,5107,28676,5654,80142
"02773","Apple Valley, OH Urban Cluster (2010)",4991,2493,2498,60,152,4861,52,29,69,71779,36207,146,2677,1850,222,159900,1225,671,49,2187,2181,6,0,161,601,74,1969
"02791","Arab, AL Urban Cluster (2010)",7916,3807,4109,258,158,7508,64,119,139,48155,26201,1315,3514,2079,1029,134800,1234,784,10,3068,3039,10,8,116,978,246,2504
"02825","Arbuckle, CA Urban Cluster (2010)",3151,1666,1485,125,6,2894,56,0,2688,64076,20050,348,878,427,397,215900,244,146,0,1371,1355,0,16,77,494,14,665
"02845","Arcade, NY Urban Cluster (2010)",3554,1582,1972,98,22,3371,77,53,139,40448,22630,704,1592,1052,467,95400,849,180,0,1451,1373,0,59,28,463,125,1177
"02926","Arcata--McKinleyville, CA Urban Cluster (2010)",34668,17619,17049,829,417,27335,536,1203,4532,43835,25765,9172,14667,6601,6884,310600,2954,5361,512,15175,12377,464,1680,794,2934,693,12018
"04006","Attica, NY Urban Cluster (2010)",5930,4133,1797,104,82,4303,1269,0,560,60580,19739,417,1629,994,534,107500,956,373,6,1700,1572,1,112,39,446,122,1255
"04021","Aubrey, TX Urban Cluster (2010)",4827,2220,2607,129,50,4508,165,30,247,79464,33596,317,2004,1431,360,194000,830,675,10,2506,2471,0,8,106,614,77,1545
"04033","Auburn, AL Urbanized Area (2010)",80620,39383,41237,1953,544,51912,22187,4903,3359,40694,25376,20163,35918,14889,15847,182200,7307,10704,1778,36192,33930,421,1439,1210,7877,2221,25155
"04054","Auburn, IL Urban Cluster (2010)",3808,1961,1847,156,0,3558,177,35,150,55781,29720,280,1676,1209,328,99400,1049,335,0,1830,1781,21,0,84,384,48,1266
"04060","Auburn, IN Urban Cluster (2010)",22353,10993,11360,653,232,21786,178,71,663,47736,26667,2831,9812,6265,3034,102400,4996,1733,40,10642,10355,1,100,104,3012,802,7075
"04087","Auburn, NE Urban Cluster (2010)",3356,1709,1647,127,0,3267,6,53,30,52198,30839,437,1738,1007,520,91400,612,407,34,1505,1451,0,54,18,478,123,1150
"04114","Auburn, NY Urban Cluster (2010)",30840,15614,15226,856,338,26518,2516,221,1205,47680,27759,4773,15055,7081,6201,116700,4748,3167,86,12832,11386,252,910,394,3423,1222,10400
"04130","Auburn--North Auburn, CA Urban Cluster (2010)",34950,17038,17912,746,729,31863,130,702,4430,65529,36911,4261,15323,9205,5070,421500,4742,5211,293,13813,13179,87,301,1098,3402,749,11996
"04168","Augusta, KS Urban Cluster (2010)",9293,4466,4827,441,31,8680,123,7,625,48430,24156,1079,3893,2087,1392,125500,1340,821,12,3964,3911,15,31,84,1389,341,2835
"04195","Augusta, ME Urban Cluster (2010)",22898,11176,11722,816,388,21672,249,220,269,39961,28018,4573,12343,5305,5708,137900,4232,3024,295,9992,9325,4,478,279,2338,1010,8823
"04222","Augusta-Richmond County, GA--SC Urbanized Area (2010)",408507,196561,211946,13723,3555,225420,154496,10516,22506,53765,27890,65499,174757,90670,55063,150100,64237,48602,4289,174905,166335,1812,3087,5126,45800,14269,116119
"04249","Aumsville, OR Urban Cluster (2010)",4295,2182,2113,177,9,3905,0,14,437,57266,23067,821,1465,946,475,190900,732,135,0,1820,1820,0,0,19,532,195,1334
"04276","Aurora, MO Urban Cluster (2010)",8207,3802,4405,259,54,7746,4,0,661,38579,20268,1283,4027,2444,1109,77400,1711,519,0,3580,3360,0,13,121,979,242,2924
"04303","Aurora, NE Urban Cluster (2010)",4439,2222,2217,166,46,4414,4,0,84,61045,30853,209,2040,1292,554,141800,767,408,9,2163,2010,0,131,113,630,120,1566
"04330","Au Sable, MI Urban Cluster (2010)",6300,3031,3269,137,108,5939,51,80,353,42425,23074,878,4734,2124,837,87100,1422,544,7,2131,2036,4,91,99,714,160,2446
"04357","Austin, MN Urban Cluster (2010)",25381,12743,12638,962,270,20505,1511,1406,4127,47805,27758,3860,11129,6642,3416,106200,4400,2391,259,11355,10705,232,256,254,3103,639,8017
"04384","Austin, TX Urbanized Area (2010)",1633264,818869,814395,54253,12028,1225946,124861,111026,524525,77522,41257,167756,654227,330381,276023,290300,159852,339962,22576,808211,753174,21392,16142,78531,195699,34341,541617
"07057","Benton, KY Urban Cluster (2010)",4481,2079,2402,207,105,4186,135,0,112,48711,26590,609,2197,1323,639,133700,885,263,13,1651,1651,0,0,19,544,26,1381
"07084","Benton, LA Urban Cluster (2010)",5639,2808,2831,154,30,4677,877,0,120,68351,33912,662,2275,1794,344,243000,922,809,22,2644,2551,68,11,75,820,119,1610
"07111","Benton City, WA Urban Cluster (2010)",4102,1958,2144,161,51,3295,8,9,1348,56441,24032,389,1600,1126,415,141700,524,197,0,1638,1596,0,31,79,516,111,1189
"07138","Benton Harbor--St. Joseph--Fair Plain, MI Urbanized Area (2010)",60858,29605,31253,2204,678,39433,17128,1709,2915,49578,31750,11322,28527,16733,8803,159000,8230,8066,347,26076,24843,274,451,907,7661,2381,19174
"07165","Berea, KY Urban Cluster (2010)",17215,8491,8724,460,101,15733,628,74,791,46541,21866,2891,6478,3299,2657,140900,2503,1687,194,7217,6230,10,882,345,2207,612,4860
"07192","Berlin, NH Urban Cluster (2010)",10206,5303,4903,239,136,9706,127,81,223,41386,25273,1562,5564,2718,1825,97400,2417,1008,23,4201,3923,0,110,178,1017,251,3393
"07219","Berlin, WI Urban Cluster (2010)",4583,2264,2319,168,46,4394,17,0,531,53924,25842,627,2151,1317,605,102000,1086,348,46,2208,2082,0,82,35,586,104,1525
"07246","Berne, IN Urban Cluster (2010)",5925,2716,3209,171,22,5561,235,52,206,45542,22987,1173,2484,1538,819,1e+05,1389,599,8,2543,2269,113,116,92,817,219,1678
"07273","Berrien Springs, MI Urban Cluster (2010)",7151,3582,3569,218,86,4256,1510,701,1400,40614,19829,1139,2576,1029,1148,141500,733,1152,147,3013,2174,0,724,295,627,154,1645
"07300","Berryville, AR Urban Cluster (2010)",4850,2470,2380,242,37,4087,43,175,1111,47682,20983,545,2042,1196,582,102600,1126,161,0,2259,2259,0,0,22,595,41,1248
"07327","Berryville, VA Urban Cluster (2010)",4274,2158,2116,163,77,3664,290,64,470,74353,30131,350,1548,861,583,325700,630,442,86,1777,1715,0,51,85,617,194,1209
"07354","Bethany, MO Urban Cluster (2010)",2683,1300,1383,120,30,2539,9,15,143,31987,20850,442,1445,754,439,72000,674,189,8,1122,1055,0,51,47,332,129,917
"07381","Bethel, AK Urban Cluster (2010)",4653,2509,2144,237,43,1022,82,182,266,84006,32243,758,1849,564,923,276900,978,305,0,2029,1339,0,486,112,561,129,1304
"07408","Bethel, OH Urban Cluster (2010)",3261,1510,1751,76,70,3229,16,0,31,40588,20623,559,1455,667,643,94800,958,145,0,1222,1185,0,34,47,413,134,1023
"07462","Beulah, ND Urban Cluster (2010)",3011,1551,1460,113,37,2929,0,3,71,100433,42732,65,1584,968,281,189600,519,311,19,1606,1530,0,68,18,369,0,1026
"07489","Bicknell, IN Urban Cluster (2010)",3310,1592,1718,96,27,3192,26,0,57,40780,19899,735,1637,737,627,49500,698,120,0,1448,1321,0,44,40,416,132,1053
"07508","Big Bear City, CA Urban Cluster (2010)",17017,8496,8521,675,240,16022,169,218,5120,50854,28225,2838,21664,4264,2714,277600,3140,1635,127,6482,6238,0,184,555,1940,525,6296
"07543","Big Lake, TX Urban Cluster (2010)",3246,1615,1631,159,30,1306,32,6,2444,74539,24958,294,1055,643,286,95800,737,131,0,1360,1329,0,26,17,397,42,658
"07597","Big Pine Key, FL Urban Cluster (2010)",8710,4468,4242,206,151,8328,222,50,1064,75220,46899,813,6156,2850,1045,392900,1667,1645,131,3756,3345,75,146,490,549,68,3419
"07624","Big Rapids, MI Urban Cluster (2010)",14420,7206,7214,269,140,12689,949,208,467,33598,18883,4382,5300,2104,2528,118600,1292,1022,186,6291,5350,46,769,408,995,332,3704
"07651","Big Spring, TX Urban Cluster (2010)",28857,16139,12718,806,215,23541,1775,252,13980,52691,22413,4756,10050,5012,3406,92900,4464,1533,51,10480,10120,25,169,226,2909,727,6210
"07678","Big Stone Gap, VA Urban Cluster (2010)",7553,4171,3382,168,79,6446,923,62,84,38023,23530,1504,3384,1514,1296,93900,1143,620,5,2289,2205,63,3,81,755,239,1779
"07705","Billings, MT Urbanized Area (2010)",118157,57711,60446,3888,1213,104891,1074,1045,7483,58923,33732,11839,53783,32817,17341,217800,19975,18231,945,57793,54896,373,1692,2167,14744,2892,42282
"07732","Binghamton, NY--PA Urbanized Area (2010)",151037,73439,77598,4178,1453,124856,10395,8163,6737,49451,28477,27854,71418,37005,25308,115400,22942,16203,1505,64050,57543,2733,3141,1852,15164,4306,50652
"07759","Birch Bay, WA Urban Cluster (2010)",14075,7131,6944,443,225,12020,98,670,847,66330,37601,1578,7921,4793,1383,287700,2276,2137,120,5226,5039,44,51,285,1311,189,5344
"07786","Birmingham, AL Urbanized Area (2010)",756636,357829,398807,24734,8152,414640,295788,13878,34758,58259,33950,107497,346123,191932,106384,172200,103707,119004,9448,341468,330231,2606,4642,13967,90664,24271,244422
"07813","Bisbee, AZ Urban Cluster (2010)",5106,2480,2626,69,88,4645,37,0,1607,34867,23190,992,3349,1730,676,123200,716,608,44,1633,1571,0,37,98,608,156,1765
"07824","Biscoe, NC Urban Cluster (2010)",3361,1540,1821,51,3,2480,455,19,1584,45504,26823,664,1207,624,271,76800,522,221,0,1322,1306,0,5,0,464,165,610
"07840","Bishop, CA Urban Cluster (2010)",9394,4393,5001,316,115,7092,53,237,1862,60979,33473,657,4716,2704,1573,303000,1814,1226,99,4048,3439,0,211,181,882,197,3671
"07867","Bishop, TX Urban Cluster (2010)",3277,1375,1902,83,20,2941,13,0,2532,43824,21844,754,1313,791,353,84800,613,269,0,1341,1319,0,22,2,486,218,901
"07894","Bishopville, SC Urban Cluster (2010)",4732,3052,1680,97,110,1295,3402,0,73,25484,14561,1077,1862,689,771,112600,1033,163,8,1177,1119,0,33,0,258,93,796
"07921","Bismarck, ND Urbanized Area (2010)",89032,44237,44795,2806,989,79355,2234,796,2564,63516,37361,8334,42765,25068,14500,234200,12878,14878,599,46700,45359,119,716,1345,10735,2664,32235
"07948","Blackfoot, ID Urban Cluster (2010)",15094,7346,7748,438,154,12597,95,186,2732,50404,22743,1872,5992,3493,1827,138700,2251,1290,38,6513,5806,315,234,134,1983,342,4448
"07975","Black River Falls, WI Urban Cluster (2010)",5447,2935,2512,107,68,4431,293,4,98,37206,20582,754,2225,1168,952,102200,1298,275,6,1997,1915,0,50,67,531,135,1604
"08623","Blythe, CA--AZ Urban Cluster (2010)",13014,6691,6323,701,84,5725,1032,279,7583,44478,23168,3304,5900,2424,2275,142000,2017,548,34,4633,4440,11,132,166,1629,660,3464
"08650","Blytheville, AR Urban Cluster (2010)",16540,7624,8916,632,211,6459,8990,148,473,39444,21565,4131,8841,3556,3081,81600,3164,898,154,6691,6625,8,3,41,2188,929,5088
"08677","Boardman, OR Urban Cluster (2010)",3653,1824,1829,170,19,3231,0,34,2308,55529,21257,610,1282,765,488,136200,506,76,7,1681,1649,3,17,26,587,78,929
"08704","Boerne, TX Urban Cluster (2010)",14064,6768,7296,520,88,12263,135,26,3736,69649,35553,951,5200,2482,2397,280100,1589,2493,165,5759,5528,29,186,767,1771,520,4206
"08731","Bogalusa, LA Urban Cluster (2010)",11739,5114,6625,419,162,5709,5687,6,419,32514,18559,3555,6179,2481,2384,88600,2475,468,23,4049,3851,0,98,32,1533,829,3278
"08749","Boiling Spring Lakes, NC Urban Cluster (2010)",5067,2466,2601,139,64,3917,253,7,653,61211,25022,253,2142,1464,364,163300,713,418,0,2456,2456,0,0,22,670,100,1533
"08758","Boiling Springs, NC Urban Cluster (2010)",4681,2097,2584,205,26,3957,589,6,239,71023,23868,362,1218,822,278,176100,490,458,99,1556,1364,0,185,53,472,51,867
"08785","Boise City, ID Urbanized Area (2010)",394355,195943,198412,11835,4577,355582,6097,10493,32346,64279,34749,44839,161149,103345,50122,264200,45099,69610,4458,185309,175061,835,3565,13773,45408,7371,128838
"08812","Bolivar, MO Urban Cluster (2010)",10062,4741,5321,359,12,9448,162,16,570,36811,18528,1514,4136,1815,1912,113300,1832,927,20,4368,3859,0,484,85,1351,421,2935
"08839","Bolivar, OH Urban Cluster (2010)",3507,1601,1906,112,72,3443,44,0,13,57807,31334,245,1581,1043,441,146400,915,389,9,1888,1856,10,15,36,456,69,1253
"08866","Bolivar, TN Urban Cluster (2010)",5151,2389,2762,127,70,1580,3450,0,2,39306,20232,1208,2485,1268,857,92800,1492,193,9,1653,1607,5,41,39,691,182,1425
"08893","Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster (2010)",9262,4724,4538,362,174,7808,93,259,3486,83676,29206,1017,2869,2475,327,317800,1213,931,38,3676,3576,0,18,46,1093,162,2474
"08920","Bonham, TX Urban Cluster (2010)",8860,4802,4058,143,97,7214,950,157,1612,44440,22086,1048,3335,1681,1272,84900,1436,479,194,2799,2561,0,172,149,890,135,1986
"08947","Bonifay, FL Urban Cluster (2010)",3905,2550,1355,91,36,2709,908,16,259,33850,11114,650,1005,468,417,111200,697,151,0,761,740,0,21,40,362,114,711
"08974","Bonita Springs, FL Urbanized Area (2010)",350356,171359,178997,7106,5661,317202,17217,4930,79903,71572,50986,31248,225282,109063,36405,368000,60569,65359,5152,128141,121999,672,1072,11360,25756,4976,125856
"08992","Bonneauville, PA Urban Cluster (2010)",4525,2071,2454,108,31,4295,90,72,34,82383,36608,165,1915,1593,240,222200,863,485,32,2200,2132,9,24,27,583,58,1590
"08002","Blacksburg, VA Urbanized Area (2010)",93362,47498,45864,2094,673,77253,6055,6408,3403,50637,26278,23709,36743,15032,17361,213800,8180,10442,3763,39508,33525,2074,2979,1952,7037,1598,28384
"04411","Ava, MO Urban Cluster (2010)",2987,1606,1381,137,45,2962,25,0,0,35197,18317,797,1372,714,484,87600,802,196,0,963,922,0,28,8,335,62,763
"04438","Avalon, CA Urban Cluster (2010)",3711,1869,1842,0,0,2999,4,2,2060,74630,35637,558,2266,418,1066,637800,613,352,62,1918,711,0,888,53,454,189,1283
"04465","Avenal, CA Urban Cluster (2010)",12961,8066,4895,615,68,6141,560,28,11110,41114,10617,3602,2657,1226,1263,152500,1163,152,0,3140,3010,0,71,25,1624,513,1796
"04519","Avon, NY Urban Cluster (2010)",4476,2254,2222,176,109,4322,7,0,59,56836,36570,444,2240,1494,616,136700,788,684,95,2041,1907,0,80,108,471,145,1800
"04549","Avondale--Goodyear, AZ Urbanized Area (2010)",230508,111535,118973,7699,2060,170107,19379,8837,90722,73978,28491,22686,76623,47895,22633,250600,29067,23279,1300,98183,94267,780,956,7012,31206,5295,63812
"04573","Avra Valley, AZ Urban Cluster (2010)",4458,2268,2190,209,76,3463,0,110,1578,53388,20184,991,1608,1100,317,1e+05,771,209,0,1914,1638,0,49,28,555,144,1247
"04587","Aztec, NM Urban Cluster (2010)",8727,3929,4798,319,114,6671,102,20,2120,50541,23272,1534,3709,1950,1274,157600,1486,509,32,3609,3488,2,87,94,1200,317,2571
"04600","Bad Axe, MI Urban Cluster (2010)",3245,1541,1704,161,26,3075,14,58,147,39728,21240,438,1548,818,527,86200,750,211,6,1343,1270,0,37,30,287,77,946
"04627","Bainbridge, GA Urban Cluster (2010)",11746,5554,6192,543,108,4315,7127,13,273,37097,18472,3090,5185,1814,2565,97700,1973,573,75,4301,4015,48,27,22,1788,764,2666
"04654","Baker City, OR Urban Cluster (2010)",9584,4947,4637,272,201,8744,118,79,481,44245,25626,1136,4582,2724,1310,143600,1733,1066,67,3465,3121,0,257,154,942,138,3097
"04681","Bakersfield, CA Urbanized Area (2010)",556801,277041,279760,23914,4133,401399,33106,28517,296789,55601,24708,115253,183157,96639,74974,229000,78180,39639,2126,213848,205056,2265,1785,7754,77107,17191,143881
"04708","Bald Knob, AR Urban Cluster (2010)",2507,1117,1390,133,9,2143,130,0,113,29744,16818,707,1218,424,541,81700,648,90,0,733,729,0,4,13,299,123,700
"04762","Baldwin, WI Urban Cluster (2010)",5928,2995,2933,242,28,5802,41,23,274,65761,30507,367,2655,1662,879,156000,1145,750,9,3154,3014,0,136,142,748,154,1827
"04789","Baldwin City, KS Urban Cluster (2010)",4538,2322,2216,197,41,4105,90,17,150,74007,30672,298,1503,1022,417,177800,524,541,38,2125,1867,0,253,29,607,55,1289
"04816","Ballinger, TX Urban Cluster (2010)",3550,1806,1744,120,74,3078,190,0,1130,43006,20913,545,1778,952,436,71300,778,296,0,1428,1345,0,66,15,403,47,1042
"04843","Baltimore, MD Urbanized Area (2010)",2279526,1090939,1188587,71876,20526,1207844,802880,142670,148918,77238,40178,245654,959012,534708,326981,282900,332069,350452,36630,1086046,946841,85844,33945,54012,263528,63924,731964
"04870","Baltimore, OH Urban Cluster (2010)",3557,1662,1895,106,27,3387,36,22,44,41964,21922,658,1529,887,501,125100,986,203,0,1520,1473,0,43,63,518,132,1092
"04897","Bamberg, SC Urban Cluster (2010)",3039,1458,1581,13,3,1215,1778,0,18,28458,19835,794,1600,815,431,75700,437,272,0,995,852,110,33,0,247,129,880
"04924","Bandon, OR Urban Cluster (2010)",2995,1195,1800,37,25,2854,35,15,120,32297,24551,578,2177,738,868,223100,520,212,41,1025,879,0,146,49,296,157,1108
"04951","Bangor, ME Urbanized Area (2010)",59006,28846,30160,1590,552,53666,902,1222,958,45438,27070,10957,27202,12148,11863,152200,8563,8189,1056,26683,23902,237,1944,1273,5438,1577,19775
"05005","Baraboo, WI Urban Cluster (2010)",14085,6783,7302,481,188,12822,220,97,810,51582,29359,1867,6496,3455,2684,154600,2265,1589,93,6962,6441,0,357,203,1674,429,4947
"05032","Barbourville, KY Urban Cluster (2010)",6089,2925,3164,143,11,5631,236,27,28,28663,18728,1882,2743,977,1209,94200,1086,261,72,1512,1346,0,166,41,750,212,1320
"25876","East Tawas, MI Urban Cluster (2010)",4367,2155,2212,183,64,4061,63,62,76,43617,25274,686,2637,1390,595,97500,1048,444,19,1639,1546,6,47,59,387,112,1615
