"tract_fips","tract_area_m2","n_cbg","msa","tract_area_km2"
"13255161000",84402712.6970721,3,"Atlanta",84.4027126970721
"13255161200",35994524.0081358,4,"Atlanta",35.9945240081358
"13121009300",2448671.57909351,4,"Atlanta",2.44867157909351
"13121001600",924682.811957059,1,"Atlanta",0.924682811957059
"13121001700",1248260.09317043,2,"Atlanta",1.24826009317043
"13121002300",1122921.07900841,3,"Atlanta",1.12292107900841
"13121011417",7622678.20268725,4,"Atlanta",7.62267820268725
"13121011506",11411877.3927378,3,"Atlanta",11.4118773927378
"13121011100",3460932.89717765,3,"Atlanta",3.46093289717765
"13121011621",11013609.1413984,3,"Atlanta",11.0136091413984
"13121010400",185188520.322799,4,"Atlanta",185.188520322799
"13121011900",1507852.38048084,2,"Atlanta",1.50785238048084
"13121002400",1352707.94829877,2,"Atlanta",1.35270794829877
"13121002900",715126.338928598,1,"Atlanta",0.715126338928598
"13121003000",1185559.92187173,2,"Atlanta",1.18555992187173
"13067030337",4680044.66041867,3,"Atlanta",4.68004466041867
"13067030333",7734221.86860855,3,"Atlanta",7.73422186860855
"13067030320",9211012.46040567,3,"Atlanta",9.21101246040567
"13067030336",7677327.69218153,4,"Atlanta",7.67732769218153
"13067030230",15775450.3552634,2,"Atlanta",15.7754503552634
"13067030228",9699125.59631028,4,"Atlanta",9.69912559631028
"13067031211",1507204.99609185,3,"Atlanta",1.50720499609185
"13067031114",2826556.80826086,4,"Atlanta",2.82655680826086
"13067030344",2338423.51996718,3,"Atlanta",2.33842351996718
"13117130303",18315659.1864299,2,"Atlanta",18.3156591864299
"13117130507",9919963.08965111,2,"Atlanta",9.91996308965111
"13121011425",11160373.8104868,3,"Atlanta",11.1603738104868
"13121003900",834210.232950596,2,"Atlanta",0.834210232950596
"13121004000",1619232.13984132,3,"Atlanta",1.61923213984132
"13117130103",23954356.7404812,3,"Atlanta",23.9543567404812
"13121004100",1266071.84139051,3,"Atlanta",1.26607184139051
"13121011504",59453107.4995111,4,"Atlanta",59.4531074995111
"13121011614",8504857.26624128,3,"Atlanta",8.50485726624128
"13121011620",7782616.96451661,3,"Atlanta",7.78261696451661
"13121011622",17228714.5775981,3,"Atlanta",17.2287145775981
"13121001202",481386.640238603,2,"Atlanta",0.481386640238603
"13121007300",7673942.82530318,3,"Atlanta",7.67394282530318
"13121007602",3371128.93636101,3,"Atlanta",3.37112893636101
"13121004900",1094415.97247504,2,"Atlanta",1.09441597247504
"13121005200",2268079.89593114,3,"Atlanta",2.26807989593114
"13121005300",2215995.07713066,3,"Atlanta",2.21599507713066
"13121012000",2302993.6655614,2,"Atlanta",2.3029936655614
"13121004800",393256.093837992,1,"Atlanta",0.393256093837992
"13121006100",2247735.86153827,4,"Atlanta",2.24773586153827
"13067030502",9634271.17102587,3,"Atlanta",9.63427117102587
"13067030505",5284549.86256819,4,"Atlanta",5.28454986256819
"13067030405",4006133.4104595,4,"Atlanta",4.0061334104595
"13121006000",1561212.94997334,4,"Atlanta",1.56121294997334
"13121002800",748332.015541944,2,"Atlanta",0.748332015541944
"13121008500",3794616.96434719,3,"Atlanta",3.79461696434719
"13121008904",3066144.29890293,3,"Atlanta",3.06614429890293
"13121010206",14983192.5935701,3,"Atlanta",14.9831925935701
"13067030411",2001236.19441863,3,"Atlanta",2.00123619441863
"13067031004",4176635.19288762,4,"Atlanta",4.17663519288762
"13067031405",10161438.9243987,5,"Atlanta",10.1614389243987
"13067030905",6134444.2093262,4,"Atlanta",6.1344442093262
"13067030901",10720463.8119192,5,"Atlanta",10.7204638119192
"13117130607",7742196.64278468,3,"Atlanta",7.74219664278468
"13117130612",9593625.46305172,3,"Atlanta",9.59362546305172
"13117130611",6344038.35805882,2,"Atlanta",6.34403835805882
"13117130510",18278578.4968427,3,"Atlanta",18.2785784968427
"13077170100",223534384.193395,3,"Atlanta",223.534384193395
"13121006400",1256752.37637314,1,"Atlanta",1.25675237637314
"13121004400",825827.438755499,1,"Atlanta",0.825827438755499
"13121006601",1954831.18497366,2,"Atlanta",1.95483118497366
"13121006602",635101.412472861,1,"Atlanta",0.635101412472861
"13121006700",3413079.01632308,3,"Atlanta",3.41307901632308
"13121006200",1040652.93911156,2,"Atlanta",1.04065293911156
"13121001201",567592.37103416,2,"Atlanta",0.56759237103416
"13121011619",7142099.76038892,3,"Atlanta",7.14209976038892
"13067030800",5674034.39494138,3,"Atlanta",5.67403439494138
"13067031002",4732884.24933507,4,"Atlanta",4.73288424933507
"13067031111",1955971.34047265,2,"Atlanta",1.95597134047265
"13067031108",3360578.40367195,4,"Atlanta",3.36057840367195
"13067031106",8992752.2221088,4,"Atlanta",8.9927522221088
"13117130605",7333477.73342145,2,"Atlanta",7.33347773342145
"13117130613",8092176.04021232,2,"Atlanta",8.09217604021232
"13117130601",17365908.9083229,3,"Atlanta",17.3659089083229
"13117130603",15434461.1993013,3,"Atlanta",15.4344611993013
"13117130602",5585937.34773399,2,"Atlanta",5.58593734773399
"13121006802",726095.028617388,1,"Atlanta",0.726095028617388
"13121006900",3151884.2529981,3,"Atlanta",3.1518842529981
"13121007001",4564448.14413075,3,"Atlanta",4.56444814413075
"13121011301",5063250.38043343,6,"Atlanta",5.06325038043343
"13121008000",5914437.47932875,5,"Atlanta",5.91443747932875
"13121001300",1317415.95153574,3,"Atlanta",1.31741595153574
"13067031112",4086677.42826613,3,"Atlanta",4.08667742826613
"13117130606",4452753.99275698,2,"Atlanta",4.45275399275698
"13117130604",6382342.74646231,3,"Atlanta",6.38234274646231
"13117130610",10576202.3231808,3,"Atlanta",10.5762023231808
"13077170402",41243051.1368962,3,"Atlanta",41.2430511368962
"13077170700",37629634.9867223,5,"Atlanta",37.6296349867223
"13121007002",4382562.5832578,4,"Atlanta",4.3825625832578
"13121010800",5590663.07963246,6,"Atlanta",5.59066307963247
"13067031308",6422576.33630339,3,"Atlanta",6.42257633630339
"13067031311",8295375.68315292,3,"Atlanta",8.29537568315292
"13067031309",7967073.59745906,4,"Atlanta",7.96707359745906
"13067031310",11867029.6283195,3,"Atlanta",11.8670296283195
"13067030209",13696455.7383669,3,"Atlanta",13.6964557383669
"13067031503",11625801.2881337,4,"Atlanta",11.6258012881337
"13117130202",15522670.3577548,3,"Atlanta",15.5226703577548
"13117130205",17022438.3124843,3,"Atlanta",17.0224383124843
"13117130410",7461970.36996218,3,"Atlanta",7.46197036996218
"13117130406",7171288.81870219,3,"Atlanta",7.17128881870219
"13067030319",7550319.10934872,2,"Atlanta",7.55031910934872
"13117130204",17310655.1395618,2,"Atlanta",17.3106551395618
"13117130305",10083408.9702385,3,"Atlanta",10.0834089702385
"13143010400",145195653.387257,3,"Atlanta",145.195653387257
"13247060405",46219636.2473921,3,"Atlanta",46.2196362473921
"13247060407",6036273.12201535,3,"Atlanta",6.03627312201535
"13151070202",55407248.1184691,3,"Atlanta",55.4072481184691
"13151070106",16600584.6652344,2,"Atlanta",16.6005846652344
"13151070203",92489230.77438,3,"Atlanta",92.48923077438
"13067030107",4072454.32971797,2,"Atlanta",4.07245432971797
"13067031408",13974005.4061044,3,"Atlanta",13.9740054061044
"13067031306",5571533.82635794,2,"Atlanta",5.57153382635794
"13067030312",8702238.53862059,4,"Atlanta",8.70223853862059
"13063040515",6014033.26448967,4,"Atlanta",6.01403326448967
"13063040408",6645645.36310203,3,"Atlanta",6.64564536310202
"13063040518",3538377.25040976,3,"Atlanta",3.53837725040976
"13063040302",5758883.68887618,4,"Atlanta",5.75888368887618
"13063040514",4880664.80665217,3,"Atlanta",4.88066480665217
"13063040509",5218027.43367227,2,"Atlanta",5.21802743367227
"13063040510",3032926.46028182,2,"Atlanta",3.03292646028182
"13063040512",4525636.05270866,3,"Atlanta",4.52563605270866
"13063040608",45049868.8131264,2,"Atlanta",45.0498688131264
"13063040412",8014374.45336964,3,"Atlanta",8.01437445336964
"13063040516",4432855.47727276,3,"Atlanta",4.43285547727276
"13063040606",24982212.1263445,2,"Atlanta",24.9822121263445
"13063040410",22445462.6670094,2,"Atlanta",22.4454626670094
"13135050527",6004811.87101808,3,"Atlanta",6.00481187101808
"13135050535",6518375.20779594,2,"Atlanta",6.51837520779594
"13135050421",5514293.70622208,3,"Atlanta",5.51429370622208
"13135050526",2759917.63463423,2,"Atlanta",2.75991763463423
"13135050730",10371221.4460282,2,"Atlanta",10.3712214460282
"13063040609",9365416.2495199,3,"Atlanta",9.3654162495199
"13063040411",18273718.9119394,4,"Atlanta",18.2737189119394
"13223120602",23266325.6758829,4,"Atlanta",23.2663256758829
"13223120605",30122716.8041891,2,"Atlanta",30.1227168041891
"13063040407",9189171.67921343,2,"Atlanta",9.18917167921343
"13121011616",5721905.06982762,3,"Atlanta",5.72190506982762
"13121011624",2710596.24738959,2,"Atlanta",2.71059624738959
"13121007705",3324663.66019283,2,"Atlanta",3.32466366019283
"13085970201",62640610.4709696,4,"Atlanta",62.6406104709696
"13255160200",90554565.9185821,3,"Atlanta",90.5545659185821
"13255160400",11611203.2058577,5,"Atlanta",11.6112032058577
"13255160700",31528629.8263239,3,"Atlanta",31.5286298263239
"13063040202",10076767.7926826,2,"Atlanta",10.0767677926826
"13063040303",5816349.34996266,6,"Atlanta",5.81634934996266
"13135050315",2773293.74207222,3,"Atlanta",2.77329374207222
"13063040308",9269133.76023898,3,"Atlanta",9.26913376023898
"13223120101",41833864.6418694,3,"Atlanta",41.8338646418694
"13223120204",15160244.8021857,2,"Atlanta",15.1602448021857
"13223120601",12426367.6599511,2,"Atlanta",12.4263676599511
"13223120303",14941527.1730938,1,"Atlanta",14.9415271730938
"13223120604",17342232.4148884,2,"Atlanta",17.3422324148884
"13121011626",5827598.63506144,2,"Atlanta",5.82759863506144
"13121011623",9299307.78028455,4,"Atlanta",9.29930778028455
"13121011612",7449667.79212054,2,"Atlanta",7.44966779212054
"13121011427",7001756.09314955,3,"Atlanta",7.00175609314955
"13121011303",7024117.25963213,5,"Atlanta",7.02411725963213
"13135050537",3562806.32037489,2,"Atlanta",3.56280632037489
"13135050511",12911197.7775322,3,"Atlanta",12.9111977775322
"13135050541",1281624.40763306,3,"Atlanta",1.28162440763306
"13121007704",6835291.16555338,3,"Atlanta",6.83529116555338
"13121007706",13362423.2470112,3,"Atlanta",13.3624232470112
"13121007802",13622409.8115361,4,"Atlanta",13.6224098115361
"13121011625",6137842.93438198,3,"Atlanta",6.13784293438198
"13121980000",2729044.52494074,1,"Atlanta",2.72904452494074
"13097080507",25411614.5919139,2,"Atlanta",25.4116145919139
"13143010100",161726304.906653,2,"Atlanta",161.726304906653
"13143010200",242397680.777191,4,"Atlanta",242.397680777191
"13143010302",112157552.49049,6,"Atlanta",112.15755249049
"13013180501",26894902.7953499,1,"Atlanta",26.8949027953499
"13067031207",2837526.15830334,3,"Atlanta",2.83752615830334
"13199970500",150994318.986636,6,"Atlanta",150.994318986636
"13143010301",72189234.7573691,2,"Atlanta",72.1892347573691
"13199970700",519919118.08968,5,"Atlanta",519.91911808968
"13199970800",407558731.415518,6,"Atlanta",407.558731415518
"13199970600",231173258.350274,3,"Atlanta",231.173258350274
"13255160300",18029751.8512989,2,"Atlanta",18.0297518512989
"13211010500",185523377.981217,1,"Atlanta",185.523377981217
"13211010400",167816603.569697,1,"Atlanta",167.816603569697
"13117130508",11520006.782884,2,"Atlanta",11.520006782884
"13117130608",8731979.48712932,3,"Atlanta",8.73197948712932
"13117130503",33882585.2874264,2,"Atlanta",33.8825852874264
"13117130203",31574741.815146,2,"Atlanta",31.574741815146
"13117130506",10678704.1443559,2,"Atlanta",10.6787041443559
"13117130403",29401732.5705733,4,"Atlanta",29.4017325705733
"13135050523",7728996.40342566,3,"Atlanta",7.72899640342566
"13135050547",10473732.3006449,2,"Atlanta",10.4737323006449
"13135050548",20104128.966134,3,"Atlanta",20.104128966134
"13135050529",5473342.73570562,2,"Atlanta",5.47334273570562
"13117130505",22026472.3528205,2,"Atlanta",22.0264723528205
"13117130405",10013588.734977,2,"Atlanta",10.013588734977
"13117130301",21016581.3408924,2,"Atlanta",21.0165813408924
"13121007806",5049823.99706133,3,"Atlanta",5.04982399706133
"13121007900",8454992.83674254,3,"Atlanta",8.45499283674254
"13121008101",903340.871068028,1,"Atlanta",0.903340871068028
"13121010212",3313604.45595981,3,"Atlanta",3.31360445595981
"13121001001",935568.65371771,2,"Atlanta",0.93556865371771
"13121009601",822325.666132846,2,"Atlanta",0.822325666132846
"13057090804",27120127.122339,3,"Atlanta",27.120127122339
"13057090901",22582270.4747573,3,"Atlanta",22.5822704747573
"13057091005",7426539.59979872,4,"Atlanta",7.42653959979872
"13057091008",9878435.67556226,4,"Atlanta",9.87843567556226
"13057090100",179737505.532834,4,"Atlanta",179.737505532834
"13135050540",4388498.73847926,3,"Atlanta",4.38849873847926
"13135050525",8921120.18091082,4,"Atlanta",8.92112018091082
"13121008202",7032126.87591283,4,"Atlanta",7.03212687591283
"13121011305",2935139.46025018,3,"Atlanta",2.93513946025018
"13121011414",4697655.35944796,4,"Atlanta",4.69765535944796
"13151070304",30476672.9662348,3,"Atlanta",30.4766729662348
"13135050218",3409413.26319085,2,"Atlanta",3.40941326319085
"13121009200",3541457.14810865,3,"Atlanta",3.54145714810865
"13121009501",4529807.89469789,3,"Atlanta",4.52980789469789
"13121009801",5683324.61997486,3,"Atlanta",5.68332461997486
"13121009602",2376688.46722754,3,"Atlanta",2.37668846722754
"13135050212",16952605.2193232,3,"Atlanta",16.9526052193232
"13135050609",29886759.6484447,3,"Atlanta",29.8867596484447
"13135050723",9395797.39677652,3,"Atlanta",9.39579739677652
"13121010001",4085039.16824725,4,"Atlanta",4.08503916824725
"13121009900",7817489.02117379,4,"Atlanta",7.81748902117379
"13121000400",1605785.00550306,2,"Atlanta",1.60578500550306
"13121005800",1256881.19869633,1,"Atlanta",1.25688119869633
"13121011420",1664061.84866933,3,"Atlanta",1.66406184866933
"13089023418",51291754.7557486,4,"Atlanta",51.2917547557486
"13089023501",2299092.30339868,2,"Atlanta",2.29909230339868
"13057090502",81381873.7082633,4,"Atlanta",81.3818737082633
"13057090501",97117556.7833764,2,"Atlanta",97.1175567833764
"13057090400",46399926.4318135,3,"Atlanta",46.3999264318135
"13057090601",22017061.6024982,3,"Atlanta",22.0170616024982
"13057090904",12592481.6735539,4,"Atlanta",12.5924816735539
"13057090200",222171064.570094,3,"Atlanta",222.171064570095
"13057090802",45001478.7406622,3,"Atlanta",45.0014787406622
"13151070502",82893916.4032556,3,"Atlanta",82.8939164032556
"13151070403",57175185.4684569,3,"Atlanta",57.1751854684569
"13151070114",12275646.3305308,2,"Atlanta",12.2756463305308
"13151070310",14529064.0332074,3,"Atlanta",14.5290640332074
"13151070501",53865975.9621156,2,"Atlanta",53.8659759621156
