"tract_fips","tract_area_m2","n_cbg","msa","tract_area_km2"
"17197882701",1172924.29635466,2,"Chicago",1.17292429635466
"17197880106",1310527.06543328,3,"Chicago",1.31052706543328
"17197880112",1028640.88719824,2,"Chicago",1.02864088719824
"17197881001",19961398.5840734,4,"Chicago",19.9613985840734
"17197880107",2746835.76648622,4,"Chicago",2.74683576648622
"17197881107",4397552.16333215,2,"Chicago",4.39755216333215
"17197881111",3249171.06838683,3,"Chicago",3.24917106838683
"17197880308",23321439.0782577,3,"Chicago",23.3214390782577
"17197880111",1380188.31638498,3,"Chicago",1.38018831638498
"17197880119",4008187.33056586,3,"Chicago",4.00818733056586
"17197880120",7883369.04841545,3,"Chicago",7.88336904841545
"17111871201",5676993.5629708,4,"Chicago",5.6769935629708
"17111871402",22871557.6939851,5,"Chicago",22.8715576939851
"17043845100",3772266.90161872,4,"Chicago",3.77226690161872
"17043846206",2134000.94086744,3,"Chicago",2.13400094086744
"17043846312",2463356.58263605,3,"Chicago",2.46335658263605
"17043846315",3112281.85120656,3,"Chicago",3.11228185120656
"17043846305",4171939.01067083,4,"Chicago",4.17193901067083
"17043846308",1952282.34941631,2,"Chicago",1.95228234941631
"17043841706",4240345.36140866,2,"Chicago",4.24034536140866
"17043841901",1657801.56900944,2,"Chicago",1.65780156900944
"17043846314",2407565.59088883,2,"Chicago",2.40756559088883
"17043841801",3423565.43963719,3,"Chicago",3.42356543963719
"17043841802",3822194.86528568,3,"Chicago",3.82219486528568
"17043842100",3985276.87794719,4,"Chicago",3.98527687794719
"17043842200",2081757.72915405,3,"Chicago",2.08175772915405
"17043842400",2169891.56717257,4,"Chicago",2.16989156717257
"17043842602",4681537.38032001,3,"Chicago",4.68153738032001
"17043842603",2777224.7609814,3,"Chicago",2.7772247609814
"17043842604",3355869.33644032,4,"Chicago",3.35586933644032
"17043842702",2242500.72689301,3,"Chicago",2.24250072689301
"17043842711",5349307.24362822,2,"Chicago",5.34930724362822
"17043842800",2430928.74254241,4,"Chicago",2.43092874254241
"17043842900",2264257.08192985,3,"Chicago",2.26425708192985
"17043843000",2811771.30110126,3,"Chicago",2.81177130110126
"17043843200",2297022.70578857,4,"Chicago",2.29702270578857
"17043843400",2161187.40636204,3,"Chicago",2.16118740636204
"17043846307",3255007.5724282,3,"Chicago",3.2550075724282
"17043841307",4486823.358846,4,"Chicago",4.486823358846
"17043843700",1993173.34653291,3,"Chicago",1.99317334653291
"17043844002",2094183.1915592,3,"Chicago",2.0941831915592
"17043846523",2150032.8222532,2,"Chicago",2.1500328222532
"17043840000",11832301.930952,2,"Chicago",11.832301930952
"17043844702",4924497.88005052,4,"Chicago",4.92449788005052
"17043844001",1637537.44311573,2,"Chicago",1.63753744311573
"17043844202",1873788.17489609,2,"Chicago",1.87378817489609
"17043845509",1828278.8215884,2,"Chicago",1.8282788215884
"17043845510",1309543.0808353,2,"Chicago",1.3095430808353
"17043845502",1919126.79450128,3,"Chicago",1.91912679450128
"17097860103",4620130.12805086,3,"Chicago",4.62013012805086
"17097860104",14428932.8306039,2,"Chicago",14.4289328306039
"17097860200",4490188.73770387,3,"Chicago",4.49018873770386
"17097860302",1653363.90641734,3,"Chicago",1.65336390641734
"17097860400",10587707.4581142,3,"Chicago",10.5877074581142
"17097860905",11000376.4643737,4,"Chicago",11.0003764643737
"17043845507",2323825.16153888,2,"Chicago",2.32382516153888
"17043845601",2230303.19349391,3,"Chicago",2.23030319349391
"17043845602",2711720.24836855,3,"Chicago",2.71172024836855
"17043845702",3376124.16680565,4,"Chicago",3.37612416680565
"17097860906",17639086.8828149,1,"Chicago",17.6390868828149
"17097861007",9506773.11525915,2,"Chicago",9.50677311525915
"17097861404",2621939.75924249,3,"Chicago",2.62193975924249
"17043845703",2273834.98728139,4,"Chicago",2.27383498728139
"17097860500",2058296.37139098,5,"Chicago",2.05829637139098
"17097860600",11005005.5652432,4,"Chicago",11.0050055652432
"17097866000",87087784.1242848,3,"Chicago",87.0877841242848
"17097860805",11179977.762083,2,"Chicago",11.179977762083
"17043844401",5229040.23447777,3,"Chicago",5.22904023447777
"17043844402",7574255.48482289,4,"Chicago",7.57425548482289
"17043845802",2841406.559843,3,"Chicago",2.841406559843
"17043845805",4510902.80893314,3,"Chicago",4.51090280893314
"17043846003",3341617.50649232,4,"Chicago",3.34161750649232
"17097862501",1180616.61601884,2,"Chicago",1.18061661601884
"17097866100",1706790.10943053,2,"Chicago",1.70679010943053
"17097863903",3251080.64756193,4,"Chicago",3.25108064756193
"17097865300",3346185.32705471,3,"Chicago",3.34618532705471
"17097990000",2295107210.27887,1,"Chicago",2295.10721027887
"17097860808",23089018.7392282,2,"Chicago",23.0890187392282
"17097860809",9933197.54638086,2,"Chicago",9.93319754638086
"17043846002",8339024.50416806,3,"Chicago",8.33902450416806
"17043846106",5286206.2089169,2,"Chicago",5.2862062089169
"17097864108",3238180.97375458,3,"Chicago",3.23818097375458
"17097865400",3969836.45903955,3,"Chicago",3.96983645903955
"17097864512",6516862.0595536,2,"Chicago",6.5168620595536
"17097862502",1256308.4548603,2,"Chicago",1.2563084548603
"17097862000",1650076.2016171,4,"Chicago",1.6500762016171
"17097861301",3227226.28041658,2,"Chicago",3.22722628041658
"17097860903",12604182.9034506,4,"Chicago",12.6041829034506
"17097866200",33281537.1904741,3,"Chicago",33.2815371904741
"17097862605",2826009.4403032,3,"Chicago",2.8260094403032
"17097865700",5502702.75087568,3,"Chicago",5.50270275087567
"17097862300",3201848.59925928,3,"Chicago",3.20184859925928
"17097864801",7263272.52869488,4,"Chicago",7.26327252869488
"17043844602",4923722.87483808,3,"Chicago",4.92372287483808
"17043844701",2684939.34695706,4,"Chicago",2.68493934695706
"17043846103",3402455.87260754,4,"Chicago",3.40245587260754
"17043846201",2869783.66551263,4,"Chicago",2.86978366551263
"17043846202",3160388.64839648,4,"Chicago",3.16038864839648
"17043846203",3502200.4957216,3,"Chicago",3.5022004957216
"17097865502",3798433.3908029,2,"Chicago",3.7984333908029
"17097860301",1600666.87829779,3,"Chicago",1.60066687829779
"17097864002",4603122.80032629,4,"Chicago",4.60312280032629
"17097860904",18276134.8365613,2,"Chicago",18.2761348365613
"17043844802",2988245.19094818,2,"Chicago",2.98824519094818
"17043845000",2663877.99143645,4,"Chicago",2.66387799143645
"17031820202",22710799.692978,3,"Chicago",22.710799692978
"17031821101",1717610.84575632,4,"Chicago",1.71761084575632
"17031660800",654426.341740007,5,"Chicago",0.654426341740007
"17031820700",5070571.05131532,4,"Chicago",5.07057105131531
"17197881800",1215547.95687007,4,"Chicago",1.21554795687007
"17197882000",1749599.27101496,3,"Chicago",1.74959927101496
"17031301701",330281.780768853,3,"Chicago",0.330281780768853
"17031380700",244120.163403642,1,"Chicago",0.244120163403642
"17031420500",245617.274880331,2,"Chicago",0.245617274880331
"17031816300",922270.218955407,4,"Chicago",0.922270218955407
"17031760802",6204253.37934008,1,"Chicago",6.20425337934008
"17031824004",24020559.708511,3,"Chicago",24.020559708511
"17031460100",5470376.19708624,4,"Chicago",5.47037619708624
"17031804607",3670884.57451305,4,"Chicago",3.67088457451305
"17031801606",6312789.02312342,5,"Chicago",6.31278902312342
"17031150300",1324515.62973532,7,"Chicago",1.32451562973532
"17031200100",583982.833231695,3,"Chicago",0.583982833231695
"17031242600",475029.419327042,4,"Chicago",0.475029419327042
"17031810302",780630.292955338,3,"Chicago",0.780630292955338
"17197881700",1748232.17418882,3,"Chicago",1.74823217418882
"17031230900",451044.719896186,3,"Chicago",0.451044719896186
"17031806802",963120.341491298,3,"Chicago",0.963120341491298
"17031031700",476753.418891052,4,"Chicago",0.476753418891052
"17031062700",324608.504244998,3,"Chicago",0.324608504244998
"17031825303",1918132.23334219,4,"Chicago",1.91813223334219
"17089852202",11885795.1787224,3,"Chicago",11.8857951787224
"17097862401",858961.173999996,2,"Chicago",0.858961173999996
"17097862402",795616.700118314,3,"Chicago",0.795616700118314
"17097862603",2918782.0794378,5,"Chicago",2.9187820794378
"17097862604",2640632.71253399,3,"Chicago",2.64063271253399
"17043841404",4726592.30419337,2,"Chicago",4.72659230419337
"17043841703",2742941.97621582,4,"Chicago",2.74294197621582
"17043841316",4190124.19086588,2,"Chicago",4.19012419086588
"17043841501",13900662.7676918,4,"Chicago",13.9006627676918
"17031020802",643035.833528663,4,"Chicago",0.643035833528663
"17031828503",9241104.69906236,4,"Chicago",9.24110469906236
"17031830202",3171693.18521137,2,"Chicago",3.17169318521137
"17031823901",10593023.7186044,2,"Chicago",10.5930237186044
"17031826201",6049919.65312083,4,"Chicago",6.04991965312083
"17031823001",3646973.49311297,5,"Chicago",3.64697349311297
"17031820501",6812347.30467299,5,"Chicago",6.81234730467299
"17031820901",11544472.313551,4,"Chicago",11.544472313551
"17043841503",1151855.21895045,2,"Chicago",1.15185521895045
"17031831500",966793.64300665,2,"Chicago",0.96679364300665
"17031190800",660322.672239944,5,"Chicago",0.660322672239944
"17031190900",314162.345325532,1,"Chicago",0.314162345325532
"17031191000",433660.771873703,2,"Chicago",0.433660771873703
"17031832200",399140.391758549,3,"Chicago",0.399140391758549
"17097864517",3709882.3323283,2,"Chicago",3.7098823323283
"17097864519",2516769.98584121,2,"Chicago",2.51676998584121
"17097861604",14987643.4907065,3,"Chicago",14.9876434907065
"17031831000",281010.971643802,2,"Chicago",0.281010971643802
"17031222200",230726.15244733,2,"Chicago",0.23072615244733
"17031832400",322566.692565634,2,"Chicago",0.322566692565634
"17031222700",225844.018434599,2,"Chicago",0.225844018434599
"17031242100",327489.189365607,3,"Chicago",0.327489189365607
"17031242200",326497.713919718,2,"Chicago",0.326497713919718
"17097861609",3256395.17476437,2,"Chicago",3.25639517476437
"17031060100",325053.665617857,3,"Chicago",0.325053665617857
"17031824106",8565969.94430864,3,"Chicago",8.56596994430864
"17031821001",1970909.7783237,4,"Chicago",1.9709097783237
"17031670600",326552.637174386,2,"Chicago",0.326552637174386
"17031421200",325268.631863096,2,"Chicago",0.325268631863096
"17031806300",2008764.40661349,6,"Chicago",2.00876440661349
"17031220500",334417.760009585,3,"Chicago",0.334417760009585
"17031825802",1494915.48455949,3,"Chicago",1.49491548455949
"17031814800",1428785.86474899,5,"Chicago",1.42878586474899
"17031804109",2363956.03318239,2,"Chicago",2.36395603318239
"17031030800",566551.004437614,4,"Chicago",0.566551004437614
"17031030900",408098.340905332,4,"Chicago",0.408098340905332
"17031031100",549134.364355545,3,"Chicago",0.549134364355545
"17031070500",304956.148386324,3,"Chicago",0.304956148386324
"17031070600",342640.561108602,2,"Chicago",0.342640561108602
"17031070700",685094.625885031,2,"Chicago",0.685094625885031
"17031222800",111217.556516435,1,"Chicago",0.111217556516435
"17031230100",166090.872495533,1,"Chicago",0.166090872495533
"17031230400",338009.92865354,2,"Chicago",0.33800992865354
"17031230500",525803.876139189,2,"Chicago",0.525803876139189
"17097861611",5087932.31751615,3,"Chicago",5.08793231751616
"17031836900",164468.727866083,2,"Chicago",0.164468727866083
"17031180100",1061189.99864801,5,"Chicago",1.06118999864801
"17031810000",2528824.95588159,3,"Chicago",2.52882495588159
"17031820800",6028151.46219117,3,"Chicago",6.02815146219117
"17031710500",747311.984555815,4,"Chicago",0.747311984555814
"17031242400",327559.200623203,2,"Chicago",0.327559200623203
"17031805001",3092545.32185759,4,"Chicago",3.09254532185759
"17031806102",3290902.0991317,3,"Chicago",3.2909020991317
"17031807500",987375.957336842,3,"Chicago",0.987375957336842
"17031809500",705385.337189831,3,"Chicago",0.705385337189831
"17031811401",1454464.44740567,5,"Chicago",1.45446444740567
"17031812500",962197.418409816,4,"Chicago",0.962197418409816
"17031813301",646957.856715497,3,"Chicago",0.646957856715497
"17031816900",1468578.29831792,4,"Chicago",1.46857829831792
"17031830700",868607.680940742,4,"Chicago",0.868607680940742
"17031031800",234791.894657189,1,"Chicago",0.234791894657189
"17031071000",324151.915882781,2,"Chicago",0.324151915882781
"17031071100",324967.683854555,2,"Chicago",0.324967683854555
"17031071200",324712.842184793,2,"Chicago",0.324712842184793
"17031071300",309116.238383922,2,"Chicago",0.309116238383922
"17031071700",159708.316723518,2,"Chicago",0.159708316723518
"17031100500",1954582.78400223,5,"Chicago",1.95458278400223
"17031100600",1280521.5211207,4,"Chicago",1.2805215211207
"17031100700",1213410.21073392,5,"Chicago",1.21341021073392
"17031440102",626587.322923457,4,"Chicago",0.626587322923457
"17031611400",326137.009205942,3,"Chicago",0.326137009205942
"17031650200",989614.792693366,6,"Chicago",0.989614792693366
"17031660500",658388.753943202,4,"Chicago",0.658388753943202
"17031700401",1480359.8244621,4,"Chicago",1.4803598244621
"17031730201",997372.62051054,5,"Chicago",0.99737262051054
"17097863702",10402598.9616461,2,"Chicago",10.4025989616461
"17097864602",5983923.65397308,2,"Chicago",5.98392365397308
"17097865000",4079949.18175035,1,"Chicago",4.07994918175035
"17097861702",2521446.33963264,3,"Chicago",2.52144633963264
"17097862200",6801504.59519202,2,"Chicago",6.80150459519202
"17097861607",5428257.21897938,3,"Chicago",5.42825721897938
"17031820201",13215476.9336605,4,"Chicago",13.2154769336605
"17031820300",1439144.49190701,4,"Chicago",1.43914449190701
"17031080400",326764.208609643,3,"Chicago",0.326764208609643
"17031110100",1841524.94957153,5,"Chicago",1.84152494957153
"17031110300",1208839.01454338,5,"Chicago",1.20883901454338
"17031150600",655200.658325334,4,"Chicago",0.655200658325334
"17031150700",661401.278082453,4,"Chicago",0.661401278082453
"17031150800",660047.416857236,5,"Chicago",0.660047416857236
"17031151100",659846.848143372,4,"Chicago",0.659846848143372
"17031151200",654596.78531325,3,"Chicago",0.65459678531325
"17031160100",592666.975532515,2,"Chicago",0.592666975532514
"17031160200",955725.146718914,4,"Chicago",0.955725146718914
"17031160300",425529.095583774,3,"Chicago",0.425529095583774
"17031160400",656343.632169869,3,"Chicago",0.656343632169869
"17031840700",540723.08231618,3,"Chicago",0.54072308231618
"17031804105",12838903.72004,3,"Chicago",12.83890372004
"17031808301",3821396.16280459,4,"Chicago",3.82139616280459
"17031822102",2240426.86810241,4,"Chicago",2.24042686810241
"17031824123",3937158.42109058,5,"Chicago",3.93715842109058
"17031824503",12411694.2772757,5,"Chicago",12.4116942772757
"17031826500",3587171.77490296,4,"Chicago",3.58717177490296
"17031040300",766287.12729992,3,"Chicago",0.76628712729992
"17031040402",601669.72498816,5,"Chicago",0.60166972498816
"17031040600",330755.459199455,3,"Chicago",0.330755459199455
"17031040700",356879.520685266,4,"Chicago",0.356879520685266
"17031040800",228858.489989163,2,"Chicago",0.228858489989163
"17031040900",321366.931942241,2,"Chicago",0.321366931942241
"17031110400",932558.495251047,3,"Chicago",0.932558495251047
"17031120100",2785495.93604013,4,"Chicago",2.78549593604013
"17031120200",2390939.26226862,4,"Chicago",2.39093926226862
"17031160700",789280.287280642,5,"Chicago",0.789280287280642
"17031160800",656634.917352015,5,"Chicago",0.656634917352015
"17031161000",425857.482552525,2,"Chicago",0.425857482552525
"17031161100",575957.380495528,2,"Chicago",0.575957380495528
"17097862800",3289892.83078054,1,"Chicago",3.28989283078054
"17097862901",1991080.12955144,3,"Chicago",1.99108012955144
"17097862902",903296.069507423,2,"Chicago",0.903296069507423
"17097864307",16693856.2335325,1,"Chicago",16.6938562335325
"17031250400",1307908.36479507,5,"Chicago",1.30790836479507
"17031251100",495707.904512421,4,"Chicago",0.495707904512421
"17031836500",936296.469623345,2,"Chicago",0.936296469623345
"17031050500",651592.345956941,5,"Chicago",0.651592345956941
"17031050600",331950.588653633,2,"Chicago",0.331950588653633
"17031050700",164079.490762068,1,"Chicago",0.164079490762068
"17031050900",162475.312825244,1,"Chicago",0.162475312825244
"17031051400",358341.847664939,2,"Chicago",0.358341847664939
"17031843700",1265026.72509263,2,"Chicago",1.26502672509263
"17031081800",744602.464004037,3,"Chicago",0.744602464004037
"17031090100",931700.94883235,4,"Chicago",0.93170094883235
"17031120300",2051951.18074966,6,"Chicago",2.05195118074966
"17031120400",1063085.43750334,3,"Chicago",1.06308543750334
"17031161200",517069.070163489,2,"Chicago",0.517069070163489
"17031161300",496847.06013753,4,"Chicago",0.496847060137529
"17031170100",1013107.58867966,1,"Chicago",1.01310758867966
"17031170200",652057.008219473,3,"Chicago",0.652057008219473
"17031170300",1396784.73835749,5,"Chicago",1.39678473835749
"17031170400",767869.295698463,4,"Chicago",0.767869295698463
"17031170500",1537215.80118856,4,"Chicago",1.53721580118856
"17031191200",704514.322085699,2,"Chicago",0.704514322085699
"17031200200",817451.88432621,4,"Chicago",0.817451884326211
"17097861106",16450447.3034835,3,"Chicago",16.4504473034835
"17097863004",4435614.26520554,3,"Chicago",4.43561426520554
"17097864308",10317153.0445607,3,"Chicago",10.3171530445607
"17097865501",5879660.66657981,2,"Chicago",5.87966066657981
"17031100100",1180591.84478958,5,"Chicago",1.18059184478958
"17031100200",2101493.1390666,7,"Chicago",2.1014931390666
"17031130300",720004.810231553,4,"Chicago",0.720004810231553
"17031140100",287546.089034812,2,"Chicago",0.287546089034812
"17031140400",1179768.81729284,5,"Chicago",1.17976881729284
"17031140500",452134.763628218,3,"Chicago",0.452134763628218
"17031831200",573186.818432972,3,"Chicago",0.573186818432972
"17031210100",852808.237170355,3,"Chicago",0.852808237170355
"17031831100",1313170.88379956,4,"Chicago",1.31317088379956
"17031210400",420915.643166742,2,"Chicago",0.420915643166742
"17031230700",646121.530838997,4,"Chicago",0.646121530838997
"17031231200",655696.964412366,5,"Chicago",0.655696964412366
"17031231500",998214.317649707,6,"Chicago",0.998214317649707
"17031710800",815083.41561186,6,"Chicago",0.81508341561186
"17031803901",5728643.20066583,2,"Chicago",5.72864320066583
"17031050200",651262.16348331,3,"Chicago",0.65126216348331
"17031210700",496555.730873044,3,"Chicago",0.496555730873044
"17031140701",227982.26310126,2,"Chicago",0.22798226310126
"17031170600",565690.127263845,2,"Chicago",0.565690127263845
"17031170700",578780.425906045,3,"Chicago",0.578780425906045
"17031170800",729231.883013085,3,"Chicago",0.729231883013085
"17031170900",320094.034397924,1,"Chicago",0.320094034397924
"17031171000",1390942.18265881,6,"Chicago",1.39094218265881
"17031171100",665142.942798129,3,"Chicago",0.665142942798129
"17031842300",1891628.79495858,2,"Chicago",1.89162879495858
"17031240300",166224.30395761,1,"Chicago",0.16622430395761
"17031242300",327824.93033127,2,"Chicago",0.32782493033127
"17031250300",616400.483471114,4,"Chicago",0.616400483471114
"17097861009",6033046.87884736,2,"Chicago",6.03304687884736
"17097861011",6853286.63587287,3,"Chicago",6.85328663587287
"17097861014",7263412.69125174,2,"Chicago",7.26341269125174
"17097863003",4900271.46256225,1,"Chicago",4.90027146256225
"17097865600",5920176.68827517,4,"Chicago",5.92017668827517
"17031830600",660385.108591686,4,"Chicago",0.660385108591686
"17031020200",1240068.70611612,4,"Chicago",1.24006870611612
"17031020400",554726.720514098,3,"Chicago",0.554726720514098
"17031020602",491276.237604419,4,"Chicago",0.491276237604419
"17031020702",703253.921738365,4,"Chicago",0.703253921738365
"17031831600",1486602.53982842,6,"Chicago",1.48660253982842
"17031190100",315673.26510066,1,"Chicago",0.31567326510066
"17031190200",659114.617982054,4,"Chicago",0.659114617982054
"17031190300",659307.851479034,4,"Chicago",0.659307851479034
"17031190402",652994.976053946,2,"Chicago",0.652994976053946
"17031190401",654485.845133102,2,"Chicago",0.654485845133102
"17031210602",380816.124142427,3,"Chicago",0.380816124142427
"17031210800",162685.647355951,1,"Chicago",0.162685647355951
"17031210900",569708.740140077,2,"Chicago",0.569708740140077
"17031220300",325604.312027356,2,"Chicago",0.325604312027356
"17031242700",175309.333405194,1,"Chicago",0.175309333405194
"17031242900",323335.875319338,2,"Chicago",0.323335875319338
"17031020701",590494.782475656,2,"Chicago",0.590494782475656
"17031020801",654954.205107812,4,"Chicago",0.654954205107812
"17031030200",665184.13243852,4,"Chicago",0.66518413243852
"17031030400",345962.398767943,2,"Chicago",0.345962398767943
"17031060300",319222.59254804,2,"Chicago",0.31922259254804
"17031060400",324539.930617056,3,"Chicago",0.324539930617056
"17031062600",329521.964920782,1,"Chicago",0.329521964920782
"17031062900",325246.138505828,3,"Chicago",0.325246138505828
"17097861107",3533965.28483484,2,"Chicago",3.53396528483484
"17097861610",3351386.53731052,2,"Chicago",3.35138653731052
"17031221000",219717.843216492,2,"Chicago",0.219717843216492
"17097861603",19954928.1140192,3,"Chicago",19.9549281140192
"17097861504",7326407.48454597,4,"Chicago",7.32640748454597
"17031221100",439381.702374547,3,"Chicago",0.439381702374547
"17031221300",329610.467030127,3,"Chicago",0.329610467030127
"17031221400",354498.854771934,3,"Chicago",0.354498854771934
"17031221600",327063.097864366,2,"Chicago",0.327063097864366
"17031241000",207200.275174466,2,"Chicago",0.207200275174466
"17031410600",251873.145910139,2,"Chicago",0.251873145910139
"17031241300",163840.885222121,1,"Chicago",0.163840885222121
"17031241400",517489.496784868,4,"Chicago",0.517489496784868
"17031241500",302350.661811329,3,"Chicago",0.302350661811329
"17031310700",159797.994679257,1,"Chicago",0.159797994679257
"17031590600",347467.45007126,3,"Chicago",0.34746745007126
"17031815500",1523740.95350152,7,"Chicago",1.52374095350152
"17031291600",220012.352372899,1,"Chicago",0.220012352372899
"17031430300",405535.150587454,3,"Chicago",0.405535150587454
"17031803610",4440400.08952277,4,"Chicago",4.44040008952277
"17031030500",617194.470152832,4,"Chicago",0.617194470152832
"17031803400",3072290.23055834,6,"Chicago",3.07229023055834
"17097861509",6221462.64508324,2,"Chicago",6.22146264508324
"17097861505",4424726.99832357,2,"Chicago",4.42472699832357
"17031812802",370189.81031228,3,"Chicago",0.37018981031228
"17031440201",530760.034532107,4,"Chicago",0.530760034532107
"17031810502",1791149.11236838,5,"Chicago",1.79114911236838
"17031804902",2611978.82328299,5,"Chicago",2.61197882328299
"17031460400",651574.214538287,4,"Chicago",0.651574214538287
"17031805301",1053828.46363118,3,"Chicago",1.05382846363118
"17031802801",2963905.45034992,5,"Chicago",2.96390545034992
"17031243300",326603.259574168,2,"Chicago",0.326603259574168
"17031243400",328663.339469584,3,"Chicago",0.328663339469584
"17031250200",498453.361169403,2,"Chicago",0.498453361169403
"17031804510",1401236.96665766,4,"Chicago",1.40123696665766
"17031060200",317796.655696774,2,"Chicago",0.317796655696774
"17031222600",160361.704678039,1,"Chicago",0.160361704678039
"17031051200",164395.418006711,2,"Chicago",0.164395418006711
"17031809300",1016138.9388892,3,"Chicago",1.0161389388892
"17031819000",6272278.32068724,4,"Chicago",6.27227832068724
"17031070300",323912.50298974,2,"Chicago",0.32391250298974
"17031070400",323881.337292322,3,"Chicago",0.323881337292322
"17031221500",304443.445486687,2,"Chicago",0.304443445486687
"17031807200",2485319.1711761,5,"Chicago",2.4853191711761
"17031827600",2263017.77850297,3,"Chicago",2.26301777850297
"17031824602",3601236.36678401,5,"Chicago",3.60123636678401
"17031251400",686998.164952971,4,"Chicago",0.686998164952971
"17031839800",265779.226794992,3,"Chicago",0.265779226794992
"17031430500",342328.886881512,3,"Chicago",0.342328886881512
"17031806502",2497940.61645502,4,"Chicago",2.49794061645502
"17031823304",3552341.73324317,6,"Chicago",3.55234173324317
"17031660400",644697.668079372,4,"Chicago",0.644697668079372
"17031710600",244574.242780304,2,"Chicago",0.244574242780304
"17031560900",1317314.87695763,6,"Chicago",1.31731487695763
"17031821800",2144273.85469597,6,"Chicago",2.14427385469597
"17031819900",2087628.66884174,3,"Chicago",2.08762866884174
"17031814200",2446232.42561538,6,"Chicago",2.44623242561538
"17031301600",329026.800178288,2,"Chicago",0.329026800178288
"17031590700",881136.833989057,2,"Chicago",0.881136833989057
"17031816100",6110720.80521811,6,"Chicago",6.11072080521811
"17031811200",3422179.02173574,5,"Chicago",3.42217902173574
"17031819801",2183251.83309081,5,"Chicago",2.18325183309081
"17031430200",660375.24123556,5,"Chicago",0.66037524123556
"17031250600",646797.900541453,4,"Chicago",0.646797900541453
"17031815300",779580.036152455,4,"Chicago",0.779580036152455
"17031450300",1364769.74017093,4,"Chicago",1.36476974017093
"17031420700",649571.945660154,5,"Chicago",0.649571945660154
"17031841500",431661.637920674,2,"Chicago",0.431661637920674
"17031817700",1448822.24946432,4,"Chicago",1.44882224946432
"17031806600",2941882.09609495,2,"Chicago",2.94188209609495
"17031811000",1568917.86269154,5,"Chicago",1.56891786269154
"17031805901",3750760.58546524,3,"Chicago",3.75076058546524
"17031410200",64731.5233472535,1,"Chicago",0.0647315233472535
"17031801601",6470890.8835249,2,"Chicago",6.4708908835249
"17031808002",2750709.61505944,4,"Chicago",2.75070961505944
"17031813500",823138.511325395,5,"Chicago",0.823138511325395
"17031805202",1565543.99164937,4,"Chicago",1.56554399164937
"17031611200",326556.895277157,2,"Chicago",0.326556895277157
"17031691400",655717.315909032,5,"Chicago",0.655717315909032
"17031843900",2204027.72617623,5,"Chicago",2.20402772617623
"17031980000",20010325.8413594,1,"Chicago",20.0103258413594
"17031030101",237690.036973312,4,"Chicago",0.237690036973312
"17089854600",2221188.54619889,3,"Chicago",2.22118854619889
"17089852906",9754159.38453696,3,"Chicago",9.75415938453697
"17089854700",1826371.5290785,3,"Chicago",1.8263715290785
"17097860811",19895349.278567,2,"Chicago",19.895349278567
"17031838100",819518.365810665,3,"Chicago",0.819518365810665
"17031380200",214811.39839553,2,"Chicago",0.21481139839553
"17031240200",165838.716191438,1,"Chicago",0.165838716191438
"17031051100",162453.796344766,1,"Chicago",0.162453796344766
"17089850400",5080787.52217539,2,"Chicago",5.08078752217539
"17089850702",114489470.934378,4,"Chicago",114.489470934378
"17089850703",106223336.53405,2,"Chicago",106.22333653405
"17089850800",3263276.09462189,6,"Chicago",3.26327609462189
"17089851101",1562038.03578337,5,"Chicago",1.56203803578337
"17089851302",865240.289497066,4,"Chicago",0.865240289497066
"17089851301",819367.384573794,3,"Chicago",0.819367384573794
"17089851400",1956239.02680271,6,"Chicago",1.95623902680271
"17197883902",115659298.893889,4,"Chicago",115.659298893889
"17089851500",1258014.49893388,1,"Chicago",1.25801449893388
"17089851801",9648924.165224,4,"Chicago",9.648924165224
"17089851908",4517706.63973493,3,"Chicago",4.51770663973493
"17197883603",8284692.67336008,2,"Chicago",8.28469267336008
"17031630900",658786.258904139,3,"Chicago",0.658786258904139
"17031610300",2380063.64051277,3,"Chicago",2.38006364051277
"17031140302",421254.557941629,3,"Chicago",0.421254557941629
"17031824107",3807554.69723013,4,"Chicago",3.80755469723013
"17031824121",1736873.06840569,2,"Chicago",1.73687306840569
"17031770500",6744006.51447219,2,"Chicago",6.74400651447219
"17031806004",2684292.9971908,4,"Chicago",2.6842929971908
"17031824120",15507545.2585493,4,"Chicago",15.5075452585493
"17031809400",2654639.60570727,4,"Chicago",2.65463960570727
"17031807000",1133864.29183621,4,"Chicago",1.13386429183621
"17031050100",334129.656867613,2,"Chicago",0.334129656867613
"17031842200",1542408.90826138,1,"Chicago",1.54240890826138
"17031081700",371007.527633423,2,"Chicago",0.371007527633423
"17031491400",828664.752309753,3,"Chicago",0.828664752309753
"17031500300",708142.643341137,2,"Chicago",0.708142643341137
"17031520200",1215926.42523042,3,"Chicago",1.21592642523042
"17031630500",656773.056179386,4,"Chicago",0.656773056179386
"17031510100",2364392.58028966,2,"Chicago",2.36439258028966
"17031510200",1275955.17027721,3,"Chicago",1.27595517027721
"17031520600",1087802.31462014,1,"Chicago",1.08780231462014
"17031835100",1002410.83049196,4,"Chicago",1.00241083049196
"17031800100",6242415.83302566,2,"Chicago",6.24241583302566
"17031802610",1279228.13383698,1,"Chicago",1.27922813383698
"17031802503",1926692.76567372,4,"Chicago",1.92669276567372
"17043841108",5042810.97205796,3,"Chicago",5.04281097205796
"17043841102",4615328.95982179,4,"Chicago",4.61532895982179
"17043846701",2121369.60150137,3,"Chicago",2.12136960150137
