"day","empirical","exp"
2020-02-10,965,1229.04530476529
2020-02-10,401,1124.55089702374
2020-02-10,534,1181.41826333772
2020-02-10,634,1988.8067498661
2020-02-10,806,756.111684579102
2020-02-10,627,1260.31273797323
2020-02-10,581,484.927548374443
2020-02-10,446,959.14449457913
2020-02-10,913,830.008562528271
2020-02-10,656,678.984790774582
2020-02-10,534,724.441322512163
2020-02-10,1609,590.987022202171
2020-02-10,1189,826.394229844028
2020-02-10,1363,616.630829613642
2020-02-10,1177,209.211134642756
2020-02-10,1558,1520.76272841902
2020-02-10,1105,971.825638788433
2020-02-10,1375,882.587563602637
2020-02-10,305,1081.0321587579
2020-02-10,2467,1907.8328182348
2020-02-10,2068,757.766926455042
2020-02-10,1578,1796.19173721609
2020-02-10,1819,1082.44458377559
2020-02-10,2172,1120.06760677157
2020-02-10,1729,1270.39989602542
2020-02-10,2182,1183.50534319046
2020-02-10,1288,2841.56738563195
2020-02-10,739,1709.78454641283
2020-02-10,552,909.644902046766
2020-02-10,1133,2156.49661323097
2020-02-10,875,1885.01613800205
2020-02-10,1660,1231.06397918385
2020-02-10,2125,1011.40131135467
2020-02-10,2049,1653.70605194871
2020-02-10,1619,671.232913565061
2020-02-10,1404,2368.04450590778
2020-02-10,1352,1103.16548192449
2020-02-10,1410,2062.22071436629
2020-02-10,1968,1828.59703595269
2020-02-10,2987,1966.7399708443
2020-02-10,1556,1277.26766562275
2020-02-10,804,1128.71712814787
2020-02-10,1889,976.711483142896
2020-02-10,648,717.301382208948
2020-02-10,1124,1826.53747538093
2020-02-10,1734,1239.14618110097
2020-02-10,2004,1242.11226893629
2020-02-10,1571,979.647081490982
2020-02-10,910,1873.10568557196
2020-02-10,982,1289.56553453853
2020-02-10,1327,849.462416827049
2020-02-10,1450,1357.29278986275
2020-02-10,1261,869.374014085231
2020-02-10,2759,1780.87453227277
2020-02-10,1817,2203.36501804968
2020-02-10,3712,2782.98047825334
2020-02-10,2119,2017.41195374176
2020-02-10,1724,2062.56619569834
2020-02-10,3392,2011.30602087236
2020-02-10,1066,2616.72490821938
