"day","empirical","exp"
2020-02-10,222,221.614613665629
2020-02-10,46,86.4830051303575
2020-02-10,205,168.254199010167
2020-02-10,120,86.5941354597037
2020-02-10,199,81.0885836325025
2020-02-10,88,150.356740675906
2020-02-10,253,182.739684079356
2020-02-10,227,119.594134943872
2020-02-10,207,95.1052154823398
2020-02-10,409,155.635429185195
2020-02-10,278,141.06025943776
2020-02-10,165,169.806782306404
2020-02-10,250,157.359464315457
2020-02-10,231,149.062603405313
2020-02-10,191,152.326539095208
2020-02-10,178,133.807134799698
2020-02-10,318,291.276700312876
2020-02-10,164,64.1083635464977
2020-02-10,160,81.6452472299739
2020-02-10,159,75.6642621628942
2020-02-10,191,76.0760270268387
2020-02-10,64,99.2758850166509
2020-02-10,151,140.263913887081
2020-02-10,237,119.977145180402
2020-02-10,131,141.545203026061
2020-02-10,137,110.889969553034
2020-02-10,79,91.9769997945552
2020-02-10,193,172.768711616795
2020-02-10,289,165.397268128578
2020-02-10,318,187.126559122318
2020-02-10,138,72.5891053094095
2020-02-10,280,121.254429903174
2020-02-10,65,129.82959373535
2020-02-10,103,141.194692034514
2020-02-10,213,188.531997411997
2020-02-10,149,131.272971677626
2020-02-10,169,131.38335789175
2020-02-10,106,105.452203842594
2020-02-10,94,80.1022537965898
2020-02-10,174,202.777407183219
2020-02-10,193,137.226987488833
2020-02-10,412,170.164282910866
2020-02-10,197,182.420724766325
2020-02-10,311,190.965118070724
2020-02-10,326,225.861798412957
2020-02-10,85,225.246976072714
2020-02-10,226,97.5249695290188
2020-02-10,190,188.178788720808
2020-02-10,163,200.50268971589
2020-02-10,282,85.1734968016867
2020-02-10,288,155.155240240269
2020-02-10,181,129.520465442699
2020-02-10,138,139.972713078213
2020-02-10,279,119.89468548408
2020-02-10,177,120.946043762252
2020-02-10,238,170.114906173893
2020-02-10,243,157.891345252105
2020-02-10,312,145.840623808065
2020-02-10,262,214.674862003451
2020-02-10,324,204.578281301826
2020-02-10,250,144.605251226754
2020-02-10,297,307.569461601112
2020-02-10,394,314.609559733285
2020-02-10,351,208.563662005962
2020-02-10,330,208.197223433605
2020-02-10,340,215.879781518326
2020-02-10,121,189.591027243546
2020-02-10,410,287.605552179455
2020-02-10,443,179.421301129105
2020-02-10,218,182.511934467473
2020-02-10,293,182.356114513901
2020-02-10,245,218.988219599545
2020-02-10,251,179.17154729657
2020-02-10,464,269.597808870649
2020-02-10,188,133.455465099439
2020-02-10,335,236.565249094085
2020-02-10,445,293.35978948015
2020-02-10,231,454.790829081317
2020-02-10,354,247.002394218079
2020-02-10,347,262.121203850858
2020-02-10,499,252.327240746978
2020-02-10,282,178.500538924411
2020-02-10,184,341.832553006324
2020-02-10,277,162.623919003235
2020-02-10,168,254.829913370879
2020-02-10,492,288.889478692067
2020-02-10,414,170.732772430426
2020-02-10,318,270.048086206763
2020-02-10,315,198.238813292264
2020-02-10,460,247.77100160464
2020-02-10,377,288.071690662209
2020-02-10,608,257.424936111462
2020-02-10,542,324.126557067333
2020-02-10,283,298.538436422757
2020-02-10,604,568.105723648598
2020-02-10,164,202.271664743051
2020-02-10,249,309.584977664991
2020-02-10,462,273.469233520324
2020-02-10,444,250.970384220651
2020-02-10,336,205.42685827611
2020-02-10,428,232.160648330461
2020-02-10,472,269.49739842495
2020-02-10,233,277.568457237901
2020-02-10,287,208.573521506678
2020-02-10,190,281.613030823475
2020-02-10,260,203.789057737488
2020-02-10,316,237.91932382943
2020-02-10,291,248.712173653075
2020-02-10,322,228.279320050165
2020-02-10,116,119.554421098151
2020-02-10,140,115.407716633062
2020-02-10,252,132.532488670226
2020-02-10,297,336.792312233488
2020-02-10,139,198.640658398243
2020-02-10,204,155.608882389977
2020-02-10,222,104.83804677562
2020-02-10,78,166.373085551878
2020-02-10,233,96.368343479963
2020-02-10,235,116.450184858045
2020-02-10,66,119.63158521235
2020-02-10,166,191.423928755175
2020-02-10,134,239.012841863776
2020-02-10,143,115.893522063424
2020-02-10,81,124.69875471075
2020-02-10,153,174.764972758377
2020-02-10,236,286.889028052967
2020-02-10,124,109.172932560212
2020-02-10,169,120.852942436515
2020-02-10,184,162.545595704913
2020-02-10,175,157.315551599587
2020-02-10,207,73.6633888681642
2020-02-10,73,196.416342429926
2020-02-10,258,139.38041148871
2020-02-10,509,139.987558715062
2020-02-10,350,190.552959743905
2020-02-10,242,174.94197451985
2020-02-10,228,163.944109956014
2020-02-10,137,109.473513147162
2020-02-10,196,157.937778520733
2020-02-10,266,167.582759932731
2020-02-10,179,202.606711947491
2020-02-10,116,114.617353780378
2020-02-10,310,157.40818602443
2020-02-10,232,163.107303953126
2020-02-10,134,116.604302422517
2020-02-10,103,143.839738033898
2020-02-10,85,105.505829938571
2020-02-10,219,128.455645398232
2020-02-10,142,156.989933859746
2020-02-10,84,178.095292230695
2020-02-10,221,129.423526688638
2020-02-10,169,125.944384457804
2020-02-10,225,188.678622373887
2020-02-10,370,172.994667428912
2020-02-10,260,135.900660712801
2020-02-10,239,332.269786373602
2020-02-10,333,274.11863416147
2020-02-10,541,302.28377113466
2020-02-10,553,177.452322615103
2020-02-10,364,286.590785943104
2020-02-10,389,229.03754389335
2020-02-10,340,233.082721514965
2020-02-10,232,242.064191625684
2020-02-10,403,252.190244196658
2020-02-10,636,233.903666167168
2020-02-10,689,404.887446617339
2020-02-10,723,173.714445684905
2020-02-10,352,385.167752454427
2020-02-10,291,230.80632870124
2020-02-10,281,189.607098205736
2020-02-10,419,307.797819483205
2020-02-10,652,725.398888652624
2020-02-10,266,748.04720813809
2020-02-10,863,233.797508646429
2020-02-10,388,227.249463112203
2020-02-10,221,325.883059119199
2020-02-10,497,421.382149621146
2020-02-10,517,228.950940223888
2020-02-10,492,319.410456960559
2020-02-10,806,431.603620176338
2020-02-10,531,222.989547359681
2020-02-10,293,349.460890830114
2020-02-10,454,355.387542993489
2020-02-10,542,336.864469391938
2020-02-10,340,244.133741072728
2020-02-10,370,230.450481107026
2020-02-10,415,255.94400297863
2020-02-10,727,469.877695972421
2020-02-10,439,363.839345587149
2020-02-10,454,331.093181167911
2020-02-10,602,370.135027577285
2020-02-10,184,241.59816487182
2020-02-10,283,260.113209538433
2020-02-10,352,284.606380599668
2020-02-10,285,239.18029447286
2020-02-10,317,189.412154481891
2020-02-10,326,259.994533056064
2020-02-10,750,518.984793680694
2020-02-10,691,378.574134456222
2020-02-10,650,429.129362477196
2020-02-10,422,264.19108344049
2020-02-10,649,406.190538326641
2020-02-10,281,563.232538961933
2020-02-10,773,374.576846925706
2020-02-10,667,183.810304708182
2020-02-10,466,242.458560999498
2020-02-10,542,360.219961481115
2020-02-10,957,533.790022998129
2020-02-10,600,470.721982171329
2020-02-10,360,469.655154880481
2020-02-10,404,295.563236861675
2020-02-10,503,417.475703374157
2020-02-10,325,354.681912815346
2020-02-10,564,260.959147518573
2020-02-10,406,198.997476236238
2020-02-10,436,476.137238721938
2020-02-10,609,317.739505360682
2020-02-10,491,409.142700842776
2020-02-10,443,301.31300119406
2020-02-10,512,328.293863476844
2020-02-10,303,333.675930894175
2020-02-10,962,422.454291132905
2020-02-10,840,277.662159399541
2020-02-10,216,293.49571064138
2020-02-10,484,426.297186529881
2020-02-10,654,330.193225124626
2020-02-10,492,340.567885818144
2020-02-10,244,378.688704291431
2020-02-10,397,352.951408091387
2020-02-10,613,341.592218700847
2020-02-10,327,433.487581820926
2020-02-10,971,845.480052431017
2020-02-10,347,336.395405825494
2020-02-10,747,301.359906425966
2020-02-10,407,321.757628735078
2020-02-10,291,266.549210075516
2020-02-10,481,252.291498632129
2020-02-10,274,333.911778511905
2020-02-10,331,307.069937436138
2020-02-10,426,124.88430597366
2020-02-10,529,380.39671499094
2020-02-10,209,335.881763949671
2020-02-10,297,306.712558677779
2020-02-10,857,265.844139627243
2020-02-10,429,238.612272789044
2020-02-10,432,429.332206878588
2020-02-10,418,312.750653727142
2020-02-10,362,312.558033397878
2020-02-10,204,343.313341135584
2020-02-10,175,490.994125761556
2020-02-10,550,256.352236609262
2020-02-10,706,421.583642624499
2020-02-10,449,217.997564130779
2020-02-10,460,196.239661208319
2020-02-10,423,274.520638340389
2020-02-10,408,326.685285400565
2020-02-10,470,372.059785733681
2020-02-10,416,306.709527936169
2020-02-10,346,326.390957134525
2020-02-10,284,427.303648364248
2020-02-10,476,343.349588584912
2020-02-10,638,308.088170583384
2020-02-10,377,257.526797177309
2020-02-10,361,509.435024080396
2020-02-10,578,248.515671674496
2020-02-10,232,437.991217695732
2020-02-10,451,436.243647137963
2020-02-10,587,379.86215189919
2020-02-10,460,313.502907186871
2020-02-10,588,496.240184248983
2020-02-10,868,1030.64973252934
2020-02-10,534,382.86268312738
2020-02-10,570,369.209115163601
2020-02-10,304,164.855926833108
2020-02-10,244,476.960911333588
2020-02-10,435,284.649685388701
2020-02-10,675,322.247267664943
2020-02-10,1026,438.579343412837
2020-02-10,644,311.998114389008
2020-02-10,235,227.862212224146
2020-02-10,388,304.441087429075
2020-02-10,618,324.390825361205
2020-02-10,452,325.374475817529
2020-02-10,287,187.116052140155
2020-02-10,230,276.811049911963
2020-02-10,202,462.299729442045
2020-02-10,422,216.679090348354
