"rho","error","index","day","lag","grid_size_km"
7.80286833249943e-05,259.033646851203,"homo",0,99,1
79.9999508083439,1110.15833880877,"power",0,99,1
0.387347057428579,98.8779866763536,"exp",0,99,1
7.80286833249943e-05,258.561092325334,"homo",1,99,1
79.9999508083439,1064.23155748762,"power",1,99,1
0.398682047745419,91.2227500086855,"exp",1,99,1
7.80286833249943e-05,325.126235968933,"homo",2,99,1
79.9999508083439,1255.87917140177,"power",2,99,1
0.410178844235474,110.060065846786,"exp",2,99,1
7.80286833249943e-05,322.16672923042,"homo",3,99,1
79.9999508083439,1284.32422238828,"power",3,99,1
0.407991537766955,113.044670601159,"exp",3,99,1
7.80286833249943e-05,335.655869753748,"homo",4,99,1
79.9999508083439,1333.8926479359,"power",4,99,1
0.405386374068992,118.773573267003,"exp",4,99,1
7.80286833249943e-05,343.350476138947,"homo",5,99,1
79.9999508083439,1372.63961826493,"power",5,99,1
0.40559985865208,121.748353299811,"exp",5,99,1
7.80286833249943e-05,274.910251308512,"homo",6,99,1
79.9999508083439,1133.28110056419,"power",6,99,1
0.405050367236703,97.0631332394137,"exp",6,99,1
7.80286833249943e-05,244.230565522491,"homo",7,99,1
79.9999508083439,1066.08783950576,"power",7,99,1
0.395985643151976,93.1033661601081,"exp",7,99,1
7.80286833249943e-05,249.569379250733,"homo",8,99,1
64.7214332302896,1071.87835467834,"power",8,99,1
0.40075485611784,91.7786764938161,"exp",8,99,1
7.80286833249943e-05,334.137309060386,"homo",9,99,1
79.9999508083439,1318.12141171185,"power",9,99,1
0.408654064609316,116.142020677872,"exp",9,99,1
7.80286833249943e-05,332.354183388017,"homo",10,99,1
79.9999508083439,1379.78932704912,"power",10,99,1
0.40402205125112,121.807670302791,"exp",10,99,1
7.80286833249943e-05,341.109944077451,"homo",11,99,1
79.9999508083439,1323.46891138533,"power",11,99,1
0.408236291308877,116.979359126635,"exp",11,99,1
7.80286833249943e-05,341.566957747898,"homo",12,99,1
79.9999508083439,1353.91800453603,"power",12,99,1
0.409747497078502,119.737066295775,"exp",12,99,1
7.80286833249943e-05,294.820949026906,"homo",13,99,1
79.9999508083439,1174.22796785091,"power",13,99,1
0.402839078973143,101.066975404899,"exp",13,99,1
7.80286833249943e-05,263.430416593331,"homo",14,99,1
79.9999508083439,1055.61932142502,"power",14,99,1
0.398360354364995,93.0266573275887,"exp",14,99,1
7.80286833249943e-05,335.673220176265,"homo",15,99,1
64.7214332302896,1324.71157319122,"power",15,99,1
0.408373153732514,116.631506142335,"exp",15,99,1
7.80286833249943e-05,333.048720223319,"homo",16,99,1
79.9999508083439,1355.32374132136,"power",16,99,1
0.406571357757917,119.618283914493,"exp",16,99,1
7.80286833249943e-05,336.399445242705,"homo",17,99,1
79.9999508083439,1386.28944939805,"power",17,99,1
0.403240204119996,121.874622644862,"exp",17,99,1
7.80286833249943e-05,325.663883061436,"homo",18,99,1
79.9999508083439,1342.18272598038,"power",18,99,1
0.406679908841449,118.442723605144,"exp",18,99,1
7.80286833249943e-05,338.261177783451,"homo",19,99,1
79.9999508083439,1392.10303167582,"power",19,99,1
0.407781822236607,122.992472407684,"exp",19,99,1
7.80286833249943e-05,281.287189957143,"homo",20,99,1
79.9999508083439,1167.87357517599,"power",20,99,1
0.40409547217276,99.9229510355074,"exp",20,99,1
7.80286833249943e-05,256.184162252418,"homo",21,99,1
79.9999508083439,1036.00292360407,"power",21,99,1
0.400653350769069,89.7458238573572,"exp",21,99,1
7.80286833249943e-05,327.152694389476,"homo",22,99,1
79.9999508083439,1363.65474199878,"power",22,99,1
0.402775548445987,119.938356833692,"exp",22,99,1
7.80286833249943e-05,327.882843848192,"homo",23,99,1
79.9999508083439,1316.17302495817,"power",23,99,1
0.409839869066585,115.158820593633,"exp",23,99,1
7.80286833249943e-05,329.341479348731,"homo",24,99,1
79.9999508083439,1379.02360543771,"power",24,99,1
0.404523918577943,121.52209827589,"exp",24,99,1
7.80286833249943e-05,337.87541268352,"homo",25,99,1
79.9999508083439,1319.18911020291,"power",25,99,1
0.410182062014416,116.172112194593,"exp",25,99,1
7.80286833249943e-05,346.034917700769,"homo",26,99,1
79.9999508083439,1430.38416732218,"power",26,99,1
0.405687334693817,126.558550127712,"exp",26,99,1
7.80286833249943e-05,178.535919446213,"homo",27,99,1
79.9999508083439,857.255987616401,"power",27,99,1
0.387396106709875,71.6762681679941,"exp",27,99,1
7.80286833249943e-05,255.711349997645,"homo",28,99,1
79.9999508083439,1122.78678701751,"power",28,99,1
0.396689282413345,98.710242830465,"exp",28,99,1
7.80286833249943e-05,270.174257474482,"homo",29,99,1
79.9999508083439,1132.80322993689,"power",29,99,1
0.398394886609913,97.0579008401547,"exp",29,99,1
7.80286833249943e-05,333.813893428554,"homo",30,99,1
79.9999508083439,1328.01622369191,"power",30,99,1
0.410365675372272,116.969456278279,"exp",30,99,1
7.80286833249943e-05,340.662700421505,"homo",31,99,1
64.7214332302896,1367.50954331236,"power",31,99,1
0.406026844139925,121.281713305518,"exp",31,99,1
7.80286833249943e-05,348.295932877815,"homo",32,99,1
79.9999508083439,1373.99876488877,"power",32,99,1
0.406334511754755,121.349687778149,"exp",32,99,1
7.80286833249943e-05,336.106012634125,"homo",33,99,1
79.9999508083439,1422.71183963556,"power",33,99,1
0.405718776726899,127.198667409994,"exp",33,99,1
7.80286833249943e-05,279.955623146092,"homo",34,99,1
79.9999508083439,1152.24049422301,"power",34,99,1
0.406665835696536,98.9543954310903,"exp",34,99,1
7.80286833249943e-05,266.315441083758,"homo",35,99,1
79.9999508083439,1125.75308296549,"power",35,99,1
0.391882163202709,100.188800779322,"exp",35,99,1
7.80286833249943e-05,322.713493347946,"homo",36,99,1
79.9999508083439,1289.10306229786,"power",36,99,1
0.409845358379751,111.855482986667,"exp",36,99,1
7.80286833249943e-05,255.937187885803,"homo",37,99,1
79.9999508083439,1067.68385120745,"power",37,99,1
0.404421724744163,90.3028389345759,"exp",37,99,1
7.80286833249943e-05,343.868309552085,"homo",38,99,1
79.9999508083439,1349.3802679188,"power",38,99,1
0.407728111823767,118.309174153879,"exp",38,99,1
7.80286833249943e-05,326.830601547931,"homo",39,99,1
79.9999508083439,1379.11831700561,"power",39,99,1
0.40550975719014,121.645410888846,"exp",39,99,1
7.80286833249943e-05,331.593842318971,"homo",40,99,1
79.9999508083439,1379.55570171086,"power",40,99,1
0.407571016081214,122.708074813978,"exp",40,99,1
7.80286833249943e-05,286.528367432536,"homo",41,99,1
79.9999508083439,1185.02440467179,"power",41,99,1
0.402637182061657,101.896938292207,"exp",41,99,1
7.80286833249943e-05,264.750531692238,"homo",42,99,1
79.9999508083439,1070.1655330191,"power",42,99,1
0.397370619859392,93.5213990330942,"exp",42,99,1
7.80286833249943e-05,327.432837112184,"homo",43,99,1
79.9999508083439,1318.54049438641,"power",43,99,1
0.408451390189901,115.427494184491,"exp",43,99,1
7.80286833249943e-05,323.131634052957,"homo",44,99,1
79.9999508083439,1349.38396006729,"power",44,99,1
0.403300734476232,120.237213415434,"exp",44,99,1
7.80286833249943e-05,324.183325520942,"homo",45,99,1
79.9999508083439,1274.97713365505,"power",45,99,1
0.40824643603527,112.673345075369,"exp",45,99,1
7.80286833249943e-05,331.525553268741,"homo",46,99,1
79.9999508083439,1330.94592614505,"power",46,99,1
0.406727359898456,117.354984583702,"exp",46,99,1
