"day","lag","rho","error","index","county"
2020-04-04,11,0.421224013095076,17.0950539280384,"exp","24021"
2020-04-05,11,0.357714871504183,19.6534007358825,"exp","24021"
2020-02-10,4,0.0554350595692487,6.50553990143723,"homo","51600"
2020-02-11,4,0.0535938297410237,7.35959447886208,"homo","51600"
2020-02-12,4,0.0514376646179755,9.26807212509558,"homo","51600"
2020-02-13,4,0.0539179757876728,6.88007171206145,"homo","51600"
2020-02-14,4,0.0563988983842166,6.68218630062279,"homo","51600"
2020-02-15,4,0.0543861765580293,6.95353690256221,"homo","51600"
2020-02-16,4,0.0486397023153959,9.04467434496397,"homo","51600"
2020-03-30,4,0.0526253866488175,4.412935818536,"homo","51600"
2020-03-31,4,0.0204202566224535,7.29520633308651,"homo","51600"
2020-04-01,4,0.0138215049240491,9.67999689085095,"homo","51600"
2020-04-02,4,0.0438297906511711,5.9546882955052,"homo","51600"
2020-04-03,4,0.0402330593868795,6.46687175681224,"homo","51600"
2020-04-04,4,0.0176053152065535,9.27001370808325,"homo","51600"
2020-04-05,4,0.0276278555702776,8.71626699322014,"homo","51600"
2020-02-10,4,4.99994379175524,63.046288954423,"power","51600"
2020-02-11,4,4.99994541415661,66.0483350678674,"power","51600"
2020-02-12,4,4.99994224707693,75.0908472049889,"power","51600"
2020-02-13,4,4.99994261626685,65.7187287229597,"power","51600"
2020-02-14,4,4.9999430353765,67.7388685400807,"power","51600"
2020-02-15,4,4.99994024588587,69.3576523483387,"power","51600"
2020-02-16,4,4.9999397059861,72.7400974634156,"power","51600"
2020-03-30,4,4.99993986622352,44.963038470503,"power","51600"
2020-03-31,4,4.99993415757062,79.9368855517958,"power","51600"
2020-04-01,4,4.99992846502136,86.821793863226,"power","51600"
2020-04-02,4,4.99993459521876,47.485984498082,"power","51600"
2020-04-03,4,4.99994424936731,48.6584658135162,"power","51600"
2020-04-04,4,4.99992911960412,56.6456902722899,"power","51600"
2020-04-05,4,4.99993130659422,54.8763637486977,"power","51600"
2020-02-10,4,0.550524282444814,6.92574192695619,"exp","51600"
2020-02-11,4,0.545046671701285,7.20114095799567,"exp","51600"
2020-02-12,4,0.525434512187756,10.1742649485236,"exp","51600"
