"day","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp","event","msa"
"2017-08-18",-1,0.636366080037802,0.636993735000143,-0.999998974753036,0.654251961934386,0.656937950841687,-0.999942749085862,0.474526230439537,0.476776017907549,"Hurricane_Harvey","Houston"
"2017-08-19",-1,0.660205484636716,0.658991870705455,-1,0.659637466611179,0.66077467988716,-1,0.480840494572804,0.481723308095836,"Hurricane_Harvey","Houston"
"2017-08-20",-1,0.598187071513577,0.598176118544239,-0.999999454791588,0.659857748736738,0.659827737850798,-0.999967907030421,0.479991083149901,0.479667717693859,"Hurricane_Harvey","Houston"
"2017-08-21",-1,0.664687230871474,0.662863028467324,-0.999999347062922,0.664059791042273,0.665155382275199,-0.999966815921269,0.482197837162546,0.483020156568477,"Hurricane_Harvey","Houston"
"2017-08-22",-1,0.648113347807361,0.647760368140056,-0.999998557998474,0.662408934480202,0.664184885636424,-0.999936633181534,0.482616527716627,0.484067232466411,"Hurricane_Harvey","Houston"
"2017-08-23",-1,0.655770507057814,0.654651855444148,-1,0.673627041751954,0.674872421404673,-1,0.491199876925872,0.49199916272518,"Hurricane_Harvey","Houston"
"2017-08-24",-1,0.65234835437416,0.65176285457831,-0.999999893028301,0.667128037160025,0.668852414364626,-0.999990491319072,0.485275522933666,0.486479431975757,"Hurricane_Harvey","Houston"
"2017-08-25",-1,0.619730921573574,0.619521571394076,-0.999999967353801,0.669438929611807,0.671182716875066,-0.999994915506214,0.485650612970137,0.48697629238762,"Hurricane_Harvey","Houston"
"2017-08-26",-1,0.567169480780582,0.566309261369085,-0.999998640177978,0.649968046086178,0.650896878333319,-0.99994346594334,0.471194235925322,0.471833584293774,"Hurricane_Harvey","Houston"
"2017-08-27",-1,0.532806243453017,0.530617045853127,-0.999999663792258,0.654358857658866,0.652749377417473,-0.999990882100106,0.474519063137398,0.472946100069028,"Hurricane_Harvey","Houston"
"2017-08-28",-1,0.541160894835763,0.538756641551043,-0.999999876891234,0.647642830364767,0.646128951615206,-0.999991308650867,0.469896833223608,0.468552531656369,"Hurricane_Harvey","Houston"
"2017-08-29",-1,0.548156435484829,0.547014688778901,-0.999999997387772,0.669142558500541,0.668053562194736,-0.999999109950883,0.487775400451473,0.486766078671413,"Hurricane_Harvey","Houston"
"2017-08-30",-1,0.606577778397203,0.605053594078841,-0.999996215850013,0.673288391141078,0.672506119276084,-0.999898432175492,0.491624836840056,0.490747196548166,"Hurricane_Harvey","Houston"
"2017-08-31",-1,0.621619491132741,0.62075584196058,-0.999999565445735,0.666171272192093,0.667007740035076,-0.999973174018034,0.48417119877913,0.484631519500313,"Hurricane_Harvey","Houston"
"2017-09-01",-1,0.634589271093709,0.633525829320848,-1,0.666187318451607,0.666793888663599,-1,0.483898709060045,0.484310858877512,"Hurricane_Harvey","Houston"
"2017-09-02",-1,0.62659097852707,0.623696445040805,-0.999999699094919,0.669816758463318,0.668822407931315,-0.999978512938033,0.487933349492677,0.486987095219567,"Hurricane_Harvey","Houston"
"2017-09-03",-1,0.600877497691532,0.598653166198949,-0.999998904436805,0.677403179084058,0.676089330400939,-0.99994039862238,0.493759552100031,0.492473750352616,"Hurricane_Harvey","Houston"
"2017-09-04",-1,0.596407978855314,0.593720570811252,-1,0.664008146173964,0.663070316888038,-1,0.484140790954058,0.483330862508027,"Hurricane_Harvey","Houston"
"2017-09-05",-1,0.633278372443132,0.632727811546749,-1,0.6790473087442,0.679378828373196,-1,0.494861427146718,0.494950448557187,"Hurricane_Harvey","Houston"
"2017-09-06",-1,0.665238028114458,0.664379437126973,-0.999999831212624,0.681859422071512,0.683328158052526,-0.999985277219169,0.49908592712231,0.50036766369659,"Hurricane_Harvey","Houston"
"2017-09-07",-1,0.590684719577484,0.594498822977175,-0.999999944499317,0.664933164860635,0.666769734682691,-0.999992694064736,0.484228924879823,0.485660450715311,"Hurricane_Harvey","Houston"
"2017-09-08",-1,0.650747888042168,0.650883187757811,-0.999999977146803,0.679414551195253,0.681034508856365,-0.999996125801426,0.498573294107546,0.499852340718266,"Hurricane_Harvey","Houston"
"2019-08-26",-1,0.641489240551747,0.636434714687691,-0.999999965752863,0.651569175174815,0.648186656611303,-0.999993938493898,0.47628779807743,0.474350832220927,"Hurricane_Dorian","Jacksonville"
"2019-08-27",-1,0.644405451243522,0.638895984900419,-0.999999974314636,0.654042679307791,0.651014237407654,-0.999995958755054,0.480675709840136,0.478536916205392,"Hurricane_Dorian","Jacksonville"
"2019-08-28",-1,0.650969966292038,0.64601934026053,-1,0.662709423054087,0.659650573819334,-1,0.486730526502385,0.484809896051871,"Hurricane_Dorian","Jacksonville"
"2019-08-29",-1,0.649933914545461,0.644288719940019,-0.999999948629509,0.664952682527339,0.661115357774683,-0.999991921346227,0.488390039535147,0.485654638951891,"Hurricane_Dorian","Jacksonville"
"2019-08-30",-1,0.653601251395566,0.647620959211393,-0.999999948629506,0.663772798285532,0.660035234051643,-0.999991921639907,0.487158726655495,0.485036610794454,"Hurricane_Dorian","Jacksonville"
"2019-08-31",-1,0.652699139200125,0.647251125889454,-0.999999974314608,0.643959036398151,0.640321479447738,-0.999995958314051,0.469163927530748,0.466984660401302,"Hurricane_Dorian","Jacksonville"
"2019-09-01",-1,0.656013634693738,0.650434088934554,-1,0.625050660794353,0.62336068107818,-1,0.454934470732458,0.454676148065399,"Hurricane_Dorian","Jacksonville"
"2019-09-02",-1,0.646614009487477,0.640568539666775,-0.99999996575249,0.617671701853427,0.615783051067154,-0.999993933419277,0.446600964001645,0.446084223602533,"Hurricane_Dorian","Jacksonville"
