"day","pearson_homo","pearson_power","pearson_exp","spearman_homo","spearman_power","spearman_exp","kendall_homo","kendall_power","kendall_exp","event","msa"
"2017-08-18",-1,0.365748085882115,0.364424848311563,-0.999999987693571,0.476180159899483,0.475675835499225,-0.999996413024934,0.331549228599402,0.331257930981987,"Hurricane_Harvey","Houston"
"2017-08-19",-1,0.379475255856744,0.377745990838986,-0.999999403791092,0.478330488941607,0.475781962406577,-0.999983650138038,0.334220799249914,0.332252696023871,"Hurricane_Harvey","Houston"
"2017-08-20",-1,0.342566957355249,0.340113604831249,-0.999999738710214,0.472190354793729,0.469693765202365,-0.999977675088142,0.329670622460851,0.328021153257864,"Hurricane_Harvey","Houston"
"2017-08-21",-1,0.370400920734589,0.369114359933564,-0.999999888297672,0.485737939960417,0.485087200386428,-0.99999285677294,0.338904132561753,0.338311281608006,"Hurricane_Harvey","Houston"
"2017-08-22",-1,0.356637098435941,0.354483205365822,-0.999999874243475,0.491961879857368,0.491014253749762,-0.999987712359746,0.343599155484996,0.342761291206756,"Hurricane_Harvey","Houston"
"2017-08-23",-1,0.384010125874954,0.382329203175123,-1,0.496802067923946,0.495747137590045,-1,0.346836282026057,0.346124550605054,"Hurricane_Harvey","Houston"
"2017-08-24",-1,0.38040262166589,0.378658459090167,-1,0.495194314736283,0.494115958197462,-1,0.346997216241554,0.345882308844797,"Hurricane_Harvey","Houston"
"2017-08-25",-1,0.371026155413439,0.368873506498438,-0.999999996080159,0.481779016562739,0.480345361570727,-0.999998770576154,0.336520794853463,0.335240871029483,"Hurricane_Harvey","Houston"
"2017-08-26",-1,0.436518481777248,0.434919015180016,-1,0.493941167942103,0.491083230831266,-1,0.34529626883535,0.343078942660386,"Hurricane_Harvey","Houston"
"2017-08-27",-1,0.492368812769831,0.492125800348782,-0.999999779684205,0.530970306763336,0.530170651525148,-0.99999019763353,0.375347342508624,0.374834638729891,"Hurricane_Harvey","Houston"
"2017-08-28",-1,0.52659096408614,0.527150644041808,-0.999999987264224,0.554910651651599,0.554885855716106,-0.999996990261993,0.394392835403092,0.394391066823372,"Hurricane_Harvey","Houston"
"2017-08-29",-1,0.504720509516638,0.504433808795093,-0.999999997714115,0.545907402600435,0.545038287728251,-0.999998997357647,0.387021008965163,0.386323073315806,"Hurricane_Harvey","Houston"
"2017-08-30",-1,0.435306510672653,0.434388444699928,-0.999999896155565,0.518201902428702,0.517683468388328,-0.999984523533886,0.363553727023973,0.363106091912693,"Hurricane_Harvey","Houston"
"2017-08-31",-1,0.385558685038377,0.381630481967811,-0.999996931332336,0.507221269872791,0.505493456101825,-0.999874556113643,0.354961475883335,0.353651663095136,"Hurricane_Harvey","Houston"
"2017-09-01",-1,0.378403192175536,0.375549044949936,-0.99999967829411,0.495442149150346,0.493054755359846,-0.999974003263646,0.346963245802184,0.345296009274022,"Hurricane_Harvey","Houston"
"2017-09-02",-1,0.393617255047386,0.391727093352944,-1,0.485668425824678,0.481827552871639,-1,0.339806293266599,0.336922663437284,"Hurricane_Harvey","Houston"
