"day","r2_homo","r2_power","r2_exp","event","msa"
"2017-08-18",-0.158240876163553,-68.0726839139593,0.31514863773319,"Hurricane_Harvey","Houston"
"2017-08-19",-0.158934160772239,-72.9695086030845,0.353071419063703,"Hurricane_Harvey","Houston"
"2017-08-20",-0.125590364808681,-58.7627108462385,0.289196024565522,"Hurricane_Harvey","Houston"
"2017-08-21",-0.173559597165472,-69.8976549568691,0.342562533064508,"Hurricane_Harvey","Houston"
"2017-08-22",-0.205716235998311,-71.6584350523745,0.309098670595622,"Hurricane_Harvey","Houston"
"2017-08-23",-0.171010128683029,-67.509875656973,0.34981539059135,"Hurricane_Harvey","Houston"
"2017-08-24",-0.14986882993064,-70.2140022722503,0.35693146676066,"Hurricane_Harvey","Houston"
"2017-08-25",-0.151161642299507,-65.4582321404503,0.302860413193239,"Hurricane_Harvey","Houston"
"2017-08-26",-0.324839188656077,-55.443197864883,0.205756952115566,"Hurricane_Harvey","Houston"
"2017-08-27",-0.172857781922212,-46.3536885722965,0.165422891238685,"Hurricane_Harvey","Houston"
"2017-08-28",-0.271839508319771,-44.6664302089831,0.100670190310674,"Hurricane_Harvey","Houston"
"2017-08-29",-0.299397519120502,-48.4731200410556,0.129033679235833,"Hurricane_Harvey","Houston"
"2017-08-30",-0.359368382671289,-57.7583994225474,0.219424531956833,"Hurricane_Harvey","Houston"
"2017-08-31",-0.168700490059489,-62.6331117361659,0.293418621471119,"Hurricane_Harvey","Houston"
"2017-09-01",-0.177991638609561,-65.5910487630661,0.284473747762753,"Hurricane_Harvey","Houston"
"2017-09-02",-0.159138275234696,-63.0780757707057,0.292918982200995,"Hurricane_Harvey","Houston"
"2017-09-03",-0.313469496318606,-55.3348228586382,0.265797783800548,"Hurricane_Harvey","Houston"
"2017-09-04",-0.326517601158673,-55.5336311150993,0.242773637566378,"Hurricane_Harvey","Houston"
"2017-09-05",-0.37892371390248,-64.1028397271367,0.276042114678174,"Hurricane_Harvey","Houston"
"2017-09-06",-0.182673715892845,-71.4717573158751,0.337457088841003,"Hurricane_Harvey","Houston"
"2017-09-07",-0.18224793075517,-64.7161444036839,0.228601085623734,"Hurricane_Harvey","Houston"
"2017-09-08",-0.196435234336652,-71.8721242962593,0.298833174973035,"Hurricane_Harvey","Houston"
"2019-08-26",-0.0762309032288653,-53.2995357126736,0.337773597476486,"Hurricane_Dorian","Jacksonville"
"2019-08-27",-0.0777111462953495,-53.4769144115314,0.339422797495871,"Hurricane_Dorian","Jacksonville"
"2019-08-28",-0.0725974670877561,-53.5854863365387,0.353522834430475,"Hurricane_Dorian","Jacksonville"
"2019-08-29",-0.075228289820918,-54.291504799346,0.348308501039046,"Hurricane_Dorian","Jacksonville"
"2019-08-30",-0.0595860344551458,-55.1375325863377,0.358464451559203,"Hurricane_Dorian","Jacksonville"
"2019-08-31",-0.0800194297770813,-52.2028428047277,0.352787583910736,"Hurricane_Dorian","Jacksonville"
