"day","lag","rho","error","index","err_tag"
2020-02-10,22,0.00033053480675948,0.597661599151702,"homo","logrmse"
2020-02-11,22,0.00033053480675948,0.610851785426574,"homo","logrmse"
2020-02-12,22,0.00033053480675948,0.599895779166595,"homo","logrmse"
2020-02-13,22,0.00033053480675948,0.596831780852019,"homo","logrmse"
2020-02-14,22,0.00033053480675948,0.60523512477446,"homo","logrmse"
2020-02-15,22,0.00033053480675948,0.610124790358355,"homo","logrmse"
2020-02-16,22,0.00033053480675948,0.61401236807362,"homo","logrmse"
2020-03-30,22,0.00033053480675948,0.60856926899837,"homo","logrmse"
2020-03-31,22,0.00033053480675948,0.608677806238859,"homo","logrmse"
2020-04-01,22,0.00033053480675948,0.621081069954869,"homo","logrmse"
2020-04-02,22,0.00033053480675948,0.63432417819773,"homo","logrmse"
2020-04-03,22,0.00033053480675948,0.633267115072376,"homo","logrmse"
2020-04-04,22,0.00033053480675948,0.628343086407538,"homo","logrmse"
2020-04-05,22,0.00033053480675948,0.624019722190133,"homo","logrmse"
2020-02-10,22,60.9017499402505,1.98157439151432,"power","logrmse"
2020-02-11,22,60.9017499402505,1.98862143202908,"power","logrmse"
2020-02-12,22,60.9017499402505,1.98475127779249,"power","logrmse"
2020-02-13,22,60.9017499402505,1.98337388806869,"power","logrmse"
2020-02-14,22,60.9017499402505,1.98804293793767,"power","logrmse"
2020-02-15,22,60.9017499402505,1.99067525259782,"power","logrmse"
2020-02-16,22,60.9017499402505,1.99516396021157,"power","logrmse"
2020-03-30,22,60.9017499402505,1.97939452366196,"power","logrmse"
2020-03-31,22,60.9017499402505,1.97859673165528,"power","logrmse"
2020-04-01,22,60.9017499402505,2.00312680394319,"power","logrmse"
2020-04-02,22,60.9017499402505,2.01674604985485,"power","logrmse"
2020-04-03,22,60.9017499402505,2.01175116124343,"power","logrmse"
2020-04-04,22,60.9017499402505,2.01640243991225,"power","logrmse"
2020-04-05,22,60.9017499402505,2.02032949095766,"power","logrmse"
2020-02-10,22,0.447129627503415,0.53701275929756,"exp","logrmse"
2020-02-11,22,0.446533403954167,0.552286484994565,"exp","logrmse"
2020-02-12,22,0.446761308862044,0.540670412774608,"exp","logrmse"
2020-02-13,22,0.446739741188741,0.536098523208274,"exp","logrmse"
2020-02-14,22,0.446281940430573,0.541569789300998,"exp","logrmse"
2020-02-15,22,0.445907080222623,0.548188266007543,"exp","logrmse"
2020-02-16,22,0.44533164913805,0.551764478341871,"exp","logrmse"
2020-03-30,22,0.446328379144155,0.53028068709082,"exp","logrmse"
2020-03-31,22,0.446238113132134,0.525245299186474,"exp","logrmse"
2020-04-01,22,0.443911023859828,0.551197023884442,"exp","logrmse"
2020-04-02,22,0.442347488341632,0.566598534737825,"exp","logrmse"
2020-04-03,22,0.442963305924212,0.561445844586546,"exp","logrmse"
2020-04-04,22,0.442385855261193,0.569221502231005,"exp","logrmse"
2020-04-05,22,0.441994995214159,0.573260052002771,"exp","logrmse"
