"msa","day","rep","lag","eta","total_flow","rho","error"
"Seattle",2020-02-10,1,22,0.05,427911,0.42227662709511,68.7667656366884
"Seattle",2020-02-10,2,22,0.05,427911,0.422121951215475,68.889923108005
"Seattle",2020-02-10,3,22,0.05,427911,0.422094599188043,69.0495606685876
"Seattle",2020-02-10,4,22,0.05,427911,0.422096904824644,68.9918756277568
"Seattle",2020-02-10,5,22,0.05,427911,0.42198499625367,69.1541505798808
"Seattle",2020-02-10,6,22,0.05,427911,0.421919505162872,69.1682973265525
"Seattle",2020-02-10,7,22,0.05,427911,0.422016289215119,69.1750785413179
"Seattle",2020-02-10,8,22,0.05,427911,0.421959837294422,69.0799093914092
"Seattle",2020-02-10,9,22,0.05,427911,0.422081328473647,68.932666465116
"Seattle",2020-02-10,10,22,0.05,427911,0.42226032258921,68.947838617777
"Seattle",2020-02-10,11,22,0.05,427911,0.422158025003601,69.0012996171759
"Seattle",2020-02-10,12,22,0.05,427911,0.422071418034402,69.0458640682613
"Seattle",2020-02-10,13,22,0.05,427911,0.422103343804833,69.0311802542255
"Seattle",2020-02-10,14,22,0.05,427911,0.42223192208732,68.9155554981875
"Seattle",2020-02-10,15,22,0.05,427911,0.422310351748596,68.7212673732952
"Seattle",2020-02-10,16,22,0.05,427911,0.421983035340825,69.0519962548554
"Seattle",2020-02-10,17,22,0.05,427911,0.422227853282017,68.8247893852975
"Seattle",2020-02-10,18,22,0.05,427911,0.422085050930436,68.9285311943761
"Seattle",2020-02-10,19,22,0.05,427911,0.422279013148479,68.7997940935128
"Seattle",2020-02-10,20,22,0.05,427911,0.422319194803256,68.8139182336501
"Seattle",2020-02-10,21,22,0.05,427911,0.42217559344232,68.8499080920362
"Seattle",2020-02-10,22,22,0.05,427911,0.422261304974194,68.9065238744755
"Seattle",2020-02-10,23,22,0.05,427911,0.4220233106763,69.0556689117901
"Seattle",2020-02-10,24,22,0.05,427911,0.422043600865423,69.0277086571058
"Seattle",2020-02-10,25,22,0.05,427911,0.421985953629015,68.9620931280138
"Seattle",2020-02-10,26,22,0.05,427911,0.42206911011182,68.9492325850437
"Seattle",2020-02-10,27,22,0.05,427911,0.422096116494014,69.0372422466091
"Seattle",2020-02-10,28,22,0.05,427911,0.422127600079013,69.0018630390141
"Seattle",2020-02-10,29,22,0.05,427911,0.422007756333911,69.2009452140165
"Seattle",2020-02-10,30,22,0.05,427911,0.422125041190452,68.9063334875409
"Seattle",2020-02-10,31,22,0.05,427911,0.421933416956713,69.2149339588972
"Seattle",2020-02-10,32,22,0.05,427911,0.422248079606371,68.8059333354668
"Seattle",2020-02-10,33,22,0.05,427911,0.422059295067338,68.9075880903788
"Seattle",2020-02-10,34,22,0.05,427911,0.421946802406318,69.1875232068046
"Seattle",2020-02-10,35,22,0.05,427911,0.421965745183962,69.138836669443
"Seattle",2020-02-10,36,22,0.05,427911,0.422028530345816,69.0519025888383
"Seattle",2020-02-10,37,22,0.05,427911,0.42207624448761,68.8914974619038
"Seattle",2020-02-10,38,22,0.05,427911,0.422143944366673,68.812717758371
"Seattle",2020-02-10,39,22,0.05,427911,0.422219851372108,68.8429512134249
"Seattle",2020-02-10,40,22,0.05,427911,0.422190104479255,69.0029231248658
"Seattle",2020-02-10,41,22,0.05,427911,0.422058324695064,69.0046262261452
"Seattle",2020-02-10,42,22,0.05,427911,0.422276414552119,68.6815710110607
"Seattle",2020-02-10,43,22,0.05,427911,0.421902947404552,69.1315344573609
"Seattle",2020-02-10,44,22,0.05,427911,0.422186478747587,68.8464061499532
"Seattle",2020-02-10,45,22,0.05,427911,0.422130672935591,69.0181382164653
"Seattle",2020-02-10,46,22,0.05,427911,0.422064066728099,69.0550955940433
"Seattle",2020-02-10,47,22,0.05,427911,0.422214998129341,68.9244590035893
"Seattle",2020-02-10,48,22,0.05,427911,0.42217573348829,68.8902696798779
"Seattle",2020-02-10,49,22,0.05,427911,0.422291113051095,68.8328436936563
"Seattle",2020-02-10,50,22,0.05,427911,0.422233053395183,68.8026874703507
"Seattle",2020-02-10,51,22,0.05,427911,0.42200997713092,69.0484927848248
"Seattle",2020-02-10,52,22,0.05,427911,0.422208512922709,68.9524838168446
"Seattle",2020-02-10,53,22,0.05,427911,0.422249957561209,68.8562944260497
"Seattle",2020-02-10,54,22,0.05,427911,0.42203274922109,69.0748164666021
"Seattle",2020-02-10,55,22,0.05,427911,0.42187118003516,69.2417326128416
"Seattle",2020-02-10,56,22,0.05,427911,0.422166428849286,68.9130020722185
"Seattle",2020-02-10,57,22,0.05,427911,0.421962799501285,69.1648188662431
"Seattle",2020-02-10,58,22,0.05,427911,0.422321222926821,68.8497358782348
"Seattle",2020-02-10,59,22,0.05,427911,0.422090298746253,68.9519910583703
"Seattle",2020-02-10,60,22,0.05,427911,0.422212785085282,68.9646907965027
"Seattle",2020-02-10,61,22,0.05,427911,0.422050957946093,69.0167292581395
"Seattle",2020-02-10,62,22,0.05,427911,0.422308473552267,68.7996112076235
"Seattle",2020-02-10,63,22,0.05,427911,0.422173564598151,68.9214834772832
"Seattle",2020-02-10,64,22,0.05,427911,0.422263291461506,68.7667810599722
"Seattle",2020-02-10,65,22,0.05,427911,0.422165707470185,68.9031799097912
"Seattle",2020-02-10,66,22,0.05,427911,0.422012652966531,68.9840188652138
"Seattle",2020-02-10,67,22,0.05,427911,0.422121943157206,68.9092317324665
"Seattle",2020-02-10,68,22,0.05,427911,0.422130216766087,68.975496703973
"Seattle",2020-02-10,69,22,0.05,427911,0.422079519149562,69.0047651974098
"Seattle",2020-02-10,70,22,0.05,427911,0.422028477581969,69.0611144415893
"Seattle",2020-02-10,71,22,0.05,427911,0.422138826225843,68.896628916521
"Seattle",2020-02-10,72,22,0.05,427911,0.422143653183602,68.8821832671561
"Seattle",2020-02-10,73,22,0.05,427911,0.422110307453144,68.9538778140272
"Seattle",2020-02-10,74,22,0.05,427911,0.422116356941674,68.9741598690293
"Seattle",2020-02-10,75,22,0.05,427911,0.422104571800927,69.0534395125841
"Seattle",2020-02-10,76,22,0.05,427911,0.422250279607407,68.8381111780843
"Seattle",2020-02-10,77,22,0.05,427911,0.422198638280995,68.9662749345846
"Seattle",2020-02-10,78,22,0.05,427911,0.422136151022602,68.9004890105545
"Seattle",2020-02-10,79,22,0.05,427911,0.422120681568907,68.9942447031302
"Seattle",2020-02-10,80,22,0.05,427911,0.422199872738631,68.9243380397523
"Seattle",2020-02-10,81,22,0.05,427911,0.422158446533445,68.9256893902107
"Seattle",2020-02-10,82,22,0.05,427911,0.422135356243888,68.9722771998079
"Seattle",2020-02-10,83,22,0.05,427911,0.422160557027076,68.8300847950825
"Seattle",2020-02-10,84,22,0.05,427911,0.422123440434245,69.0406636023149
"Seattle",2020-02-10,85,22,0.05,427911,0.421864942847951,69.2861819818511
"Seattle",2020-02-10,86,22,0.05,427911,0.422068090129155,68.9932901559023
"Seattle",2020-02-10,87,22,0.05,427911,0.422177249514562,68.9088828433776
"Seattle",2020-02-10,88,22,0.05,427911,0.422139153100186,68.8676894081754
"Seattle",2020-02-10,89,22,0.05,427911,0.422043105488708,68.9824859364497
"Seattle",2020-02-10,90,22,0.05,427911,0.422060420388662,68.9990448956001
"Seattle",2020-02-10,91,22,0.05,427911,0.42202246226705,69.1851820073492
"Seattle",2020-02-10,92,22,0.05,427911,0.422153895325675,69.0173728503407
"Seattle",2020-02-10,93,22,0.05,427911,0.422111789282926,68.9118609665448
"Seattle",2020-02-10,94,22,0.05,427911,0.42201134476436,69.0994368705196
"Seattle",2020-02-10,95,22,0.05,427911,0.422293319428068,68.7266644944521
"Seattle",2020-02-10,96,22,0.05,427911,0.422168559127964,68.9297863373292
"Seattle",2020-02-10,97,22,0.05,427911,0.421994095555577,69.0760854651485
"Seattle",2020-02-10,98,22,0.05,427911,0.422197070333147,68.7835635892787
"Seattle",2020-02-10,99,22,0.05,427911,0.422128491153118,68.9039664087478
"Seattle",2020-02-10,100,22,0.05,427911,0.422122974718908,69.0168561640833
"Seattle",2020-02-11,1,22,0.05,412207,0.422028846781334,67.4894404649101
"Seattle",2020-02-11,2,22,0.05,412207,0.421949117785138,67.5281924498735
"Seattle",2020-02-11,3,22,0.05,412207,0.422120635016414,67.4338035361375
"Seattle",2020-02-11,4,22,0.05,412207,0.422095252627939,67.4078688728531
"Seattle",2020-02-11,5,22,0.05,412207,0.422216574590755,67.1977463329833
"Seattle",2020-02-11,6,22,0.05,412207,0.422066415744018,67.4094902165897
"Seattle",2020-02-11,7,22,0.05,412207,0.422079355457886,67.3349668689177
"Seattle",2020-02-11,8,22,0.05,412207,0.422007814073583,67.3890188265169
"Seattle",2020-02-11,9,22,0.05,412207,0.422185317932812,67.2707920157582
"Seattle",2020-02-11,10,22,0.05,412207,0.422250087567316,67.2733046300189
"Seattle",2020-02-11,11,22,0.05,412207,0.42220362095097,67.2480772186421
"Seattle",2020-02-11,12,22,0.05,412207,0.422145313295827,67.4041244244967
"Seattle",2020-02-11,13,22,0.05,412207,0.422022558181911,67.4592462215664
"Seattle",2020-02-11,14,22,0.05,412207,0.42211757841863,67.4050193632559
"Seattle",2020-02-11,15,22,0.05,412207,0.422060000037228,67.3392015209371
"Seattle",2020-02-11,16,22,0.05,412207,0.422109984869165,67.3293854740426
"Seattle",2020-02-11,17,22,0.05,412207,0.422009850664602,67.503719391029
"Seattle",2020-02-11,18,22,0.05,412207,0.422004011690487,67.4954862352807
"Seattle",2020-02-11,19,22,0.05,412207,0.422002987820112,67.6073623842077
"Seattle",2020-02-11,20,22,0.05,412207,0.422173870488791,67.2820093529113
"Seattle",2020-02-11,21,22,0.05,412207,0.421994682752276,67.5851406156788
"Seattle",2020-02-11,22,22,0.05,412207,0.42220407216719,67.2691606394541
"Seattle",2020-02-11,23,22,0.05,412207,0.422101086107372,67.2999685885901
"Seattle",2020-02-11,24,22,0.05,412207,0.421991263902612,67.5658361283495
"Seattle",2020-02-11,25,22,0.05,412207,0.421957866657007,67.5561230840892
"Seattle",2020-02-11,26,22,0.05,412207,0.422064170901649,67.4468884787067
"Seattle",2020-02-11,27,22,0.05,412207,0.422093894889707,67.3185289547443
"Seattle",2020-02-11,28,22,0.05,412207,0.422103821367025,67.2518121888917
"Seattle",2020-02-11,29,22,0.05,412207,0.422088393293331,67.3375285946553
"Seattle",2020-02-11,30,22,0.05,412207,0.421997388536883,67.551421877485
"Seattle",2020-02-11,31,22,0.05,412207,0.422044440531489,67.4024291073981
"Seattle",2020-02-11,32,22,0.05,412207,0.422232117053574,67.1391117351035
"Seattle",2020-02-11,33,22,0.05,412207,0.421932513860517,67.533415038115
"Seattle",2020-02-11,34,22,0.05,412207,0.422109011898442,67.3127048781839
"Seattle",2020-02-11,35,22,0.05,412207,0.422165651967644,67.4035629185379
"Seattle",2020-02-11,36,22,0.05,412207,0.422039630131581,67.4870802208901
"Seattle",2020-02-11,37,22,0.05,412207,0.422170280666521,67.3639260655226
"Seattle",2020-02-11,38,22,0.05,412207,0.422132135116701,67.3383139326045
"Seattle",2020-02-11,39,22,0.05,412207,0.422119348388945,67.374313123809
"Seattle",2020-02-11,40,22,0.05,412207,0.42215854504133,67.254622029278
"Seattle",2020-02-11,41,22,0.05,412207,0.421906940332386,67.5334057370501
"Seattle",2020-02-11,42,22,0.05,412207,0.422087960396904,67.4311526905647
"Seattle",2020-02-11,43,22,0.05,412207,0.422135251207872,67.3256568425253
"Seattle",2020-02-11,44,22,0.05,412207,0.421948110019365,67.5534667055551
"Seattle",2020-02-11,45,22,0.05,412207,0.421875184045596,67.6554876302439
"Seattle",2020-02-11,46,22,0.05,412207,0.422111649151656,67.3559736111471
"Seattle",2020-02-11,47,22,0.05,412207,0.42196797179498,67.5739689691749
"Seattle",2020-02-11,48,22,0.05,412207,0.422166087317544,67.3633179289501
"Seattle",2020-02-11,49,22,0.05,412207,0.422094241922497,67.370095534942
"Seattle",2020-02-11,50,22,0.05,412207,0.422098846458425,67.4422250343649
"Seattle",2020-02-11,51,22,0.05,412207,0.422053062089769,67.4409091963887
"Seattle",2020-02-11,52,22,0.05,412207,0.422147182756125,67.3210602683933
"Seattle",2020-02-11,53,22,0.05,412207,0.422081804180543,67.3973087981788
